facility_id,flag,severity,detail
MO10118,ddf_name_collision,WARN,site name 'LEISURE LAKE DAM' shared by 5 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS01634,ddf_name_collision,WARN,site name '' shared by 3815 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
NH00531,ddf_name_collision,WARN,site name 'BEAVER LAKE DAM' shared by 20 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
ID00069,ddf_name_collision,WARN,site name 'JOHNSON' shared by 17 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
RI03204,ddf_name_collision,WARN,site name 'INDIAN LAKE' shared by 7 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
CT00076,ddf_name_collision,WARN,site name 'BUNNELLS POND' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
OK21382,ddf_name_collision,WARN,site name 'COUNTRY CLUB LAKE' shared by 4 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MA00979,ddf_name_collision,WARN,site name 'EAGLE LAKE DAM' shared by 8 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
TX01960,ddf_name_collision,WARN,site name 'COTTONWOOD DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
OK12693,ddf_name_collision,WARN,site name 'KELLY BROS.' shared by 4 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
AK00028,ddf_name_collision,WARN,site name 'CAMPBELL LAKE DAM' shared by 16 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
DE00064,ddf_name_collision,WARN,site name 'WILLIAMS POND DAM' shared by 8 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
TX00957,ddf_name_collision,WARN,site name 'HORSESHOE LAKE DAM' shared by 14 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
TX01300,ddf_name_collision,WARN,site name 'JOHNSON LAKE DAM' shared by 26 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
OK12796,ddf_name_collision,WARN,site name 'BOATMAN A.N.' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MS00479,ddf_name_collision,WARN,site name 'WHATLEY LAKE DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MN82424,ddf_name_collision,WARN,site name 'HOLLAND LAKE' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MN00106,ddf_name_collision,WARN,site name 'HOLLAND LAKE' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MS02389,ddf_name_collision,WARN,site name 'KIKER LAKE DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MA00347,ddf_name_collision,WARN,site name 'AMES POND DAM' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
TN10925,ddf_name_collision,WARN,site name 'HAWKINS' shared by 5 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
WY00408,ddf_name_collision,WARN,site name 'WHITE' shared by 6 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS04377,ddf_name_collision,WARN,site name 'FRD NO 17' shared by 12 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
TX07063,ddf_name_collision,WARN,site name 'WALKER LAKE DAM' shared by 17 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS04750,ddf_name_collision,WARN,site name 'FRD NO 42' shared by 4 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MS01497,ddf_name_collision,WARN,site name 'LAKE MARTHA DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MO30307,ddf_name_collision,WARN,site name 'LAKE CARMEL DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
CA00694,ddf_name_collision,WARN,site name 'HAWKINS' shared by 5 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KY00763,ddf_name_collision,WARN,site name 'ANDERSON LAKE DAM' shared by 21 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
PA00274,ddf_name_collision,WARN,site name 'WILDWOOD LAKE' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS05464,ddf_name_collision,WARN,site name 'FRD NO 4' shared by 20 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS07865,ddf_name_collision,WARN,site name 'FRD NO 15' shared by 15 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS04692,ddf_name_collision,WARN,site name '' shared by 3815 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
CA00726,ddf_name_collision,WARN,site name 'SAN MARCOS' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
OR00442,ddf_name_collision,WARN,site name 'BRADSHAW' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
VA05931,ddf_name_collision,WARN,site name 'FAIRVIEW LAKE DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MS01961,ddf_name_collision,WARN,site name 'ARROWHEAD LAKE DAM' shared by 9 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
PA00175,ddf_name_collision,WARN,site name 'CLEAR LAKE' shared by 4 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
NY01091,ddf_name_collision,WARN,site name 'GILBERT LAKE DAM' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
NE00611,ddf_name_collision,WARN,site name 'ROCK CREEK DAM' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
TX04558,ddf_name_collision,WARN,site name 'ECHO LAKE DAM' shared by 12 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
CA00811,ddf_name_collision,WARN,site name 'DRY CREEK' shared by 4 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS04565,ddf_name_collision,WARN,site name 'FRD NO 4' shared by 20 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
TX02138,ddf_name_collision,WARN,site name 'ANTELOPE LAKE DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS02335,ddf_name_collision,WARN,site name 'FRD NO 1' shared by 24 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
NY01282,ddf_name_collision,WARN,site name 'CRYSTAL LAKE DAM' shared by 37 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MO11005,ddf_name_collision,WARN,site name 'WOODRIDGE LAKE DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS02229,ddf_name_collision,WARN,site name 'FRD NO 14' shared by 17 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
GA00312,ddf_name_collision,WARN,site name 'HARRISON LAKE DAM' shared by 10 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MI00276,ddf_name_collision,WARN,site name 'WILDWOOD LAKE DAM' shared by 8 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
TX01862,ddf_name_collision,WARN,site name 'CARTER LAKE DAM' shared by 14 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
TX00256,ddf_name_collision,WARN,site name 'LAKE PLACID DAM' shared by 8 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS09059,ddf_name_collision,WARN,site name 'DD NO 113' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
WI00088,ddf_name_collision,WARN,site name 'COLTON' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
OK12938,ddf_name_collision,WARN,site name 'SUNSET LAKE' shared by 4 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
IA00020,ddf_name_collision,WARN,site name 'MEADOW LAKE DAM' shared by 6 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
WY01202,ddf_name_collision,WARN,site name 'MYERS' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MI00680,ddf_name_collision,WARN,site name 'WATERLOO DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MA00451,ddf_name_collision,WARN,site name 'WILLIAMS LAKE DAM' shared by 31 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
WY01219,ddf_name_collision,WARN,site name 'BOULTER' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS02225,ddf_name_collision,WARN,site name 'FRD NO 7' shared by 19 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
CO00227,ddf_name_collision,WARN,site name 'HAYDEN' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
PA00545,ddf_name_collision,WARN,site name 'BEAR CREEK LAKE' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS03941,ddf_name_collision,WARN,site name 'FRD NO 14' shared by 17 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS02364,ddf_name_collision,WARN,site name 'FRD NO 9' shared by 19 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
WI00717,ddf_name_collision,WARN,site name 'HABELMAN' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MN00101,ddf_name_collision,WARN,site name 'EAGLE LAKE' shared by 9 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS00832,ddf_name_collision,WARN,site name 'DD NO 8' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
GA04102,ddf_name_collision,WARN,site name 'LAKE FRANKLIN DAM' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
CA82460,ddf_name_collision,WARN,site name 'BEAR VALLEY' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
TX00753,ddf_name_collision,WARN,site name 'CLEAR CREEK WS SCS SITE 3 DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
CA00997,ddf_name_collision,WARN,site name 'INDIAN CREEK' shared by 9 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
PA00096,ddf_name_collision,WARN,site name 'CRYSTAL LAKE' shared by 21 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MT01182,ddf_name_collision,WARN,site name 'HANSEN LAKE DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
CO01739,ddf_name_collision,WARN,site name 'CHAMBERS' shared by 4 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MA00058,ddf_name_collision,WARN,site name 'UPPER HIGHLAND LAKE DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
OK00570,ddf_name_collision,WARN,site name 'BOREN DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
GA03068,ddf_name_collision,WARN,site name 'ANDERSON POND DAM' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
OK01346,ddf_name_collision,WARN,site name 'KEELER W. W.' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
TX03626,ddf_name_collision,WARN,site name 'ROGERS DAM' shared by 6 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MS03568,ddf_name_collision,WARN,site name 'CAMELOT LAKE DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
TX05188,ddf_name_collision,WARN,site name 'FOREST LAKE DAM' shared by 20 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
IA02208,ddf_name_collision,WARN,site name 'RAILROAD LAKE DAM' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS07887,ddf_name_collision,WARN,site name 'SITE 103' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS09242,ddf_name_collision,WARN,site name 'DD NO 108' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
VA17508,ddf_name_collision,WARN,site name 'JOHNSON DAM' shared by 25 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
VA05909,ddf_name_collision,WARN,site name 'LAKE ANNE DAM' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS02403,ddf_name_collision,WARN,site name 'FRD NO 2' shared by 27 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
NY00840,ddf_name_collision,WARN,site name 'RAINBOW LAKE DAM' shared by 16 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MI00654,ddf_name_collision,WARN,site name 'MIRROR LAKE DAM' shared by 12 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS04266,ddf_name_collision,WARN,site name 'FRD NO 53' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS03252,ddf_name_collision,WARN,site name '' shared by 3815 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS02238,ddf_name_collision,WARN,site name 'FRD NO 31' shared by 8 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
WY01706,ddf_name_collision,WARN,site name 'HUGHES' shared by 5 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
PA00056,ddf_name_collision,WARN,site name 'BIG ELK LAKE' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
PA00084,ddf_name_collision,WARN,site name 'WILLIAMS POND' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
WI00036,ddf_name_collision,WARN,site name 'GORDON' shared by 5 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
PA00471,ddf_name_collision,WARN,site name 'POE' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
SD01171,ddf_name_collision,WARN,site name 'ANDREW DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS02413,ddf_name_collision,WARN,site name 'FRD NO 3' shared by 24 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
OH01302,ddf_name_collision,WARN,site name 'BOY SCOUT DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
TN02309,ddf_name_collision,WARN,site name 'LAKE PLACID' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KY00002,ddf_name_collision,WARN,site name 'WALKER DAM' shared by 10 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS02332,ddf_name_collision,WARN,site name 'FRD NO 1' shared by 24 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
CO01147,ddf_name_collision,WARN,site name 'WINDSOR' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
NY00614,ddf_name_collision,WARN,site name 'MCGREGOR DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
GA01662,ddf_name_collision,WARN,site name 'LAKE FRANKLIN DAM' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS09056,ddf_name_collision,WARN,site name 'SITE 103' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS05247,ddf_name_collision,WARN,site name 'FRD NO 1' shared by 24 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS02233,ddf_name_collision,WARN,site name 'FRD NO 23' shared by 11 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS04593,ddf_name_collision,WARN,site name 'FRD NO 7' shared by 19 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS07840,ddf_name_collision,WARN,site name 'FRD NO 11' shared by 14 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS02343,ddf_name_collision,WARN,site name 'FRD NO 22' shared by 11 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
WY00154,ddf_name_collision,WARN,site name 'LONE TREE' shared by 6 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MI00562,ddf_name_collision,WARN,site name 'BIG CREEK DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
AL00190,ddf_name_collision,WARN,site name 'HENDERSON LAKE' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
GA00236,ddf_name_collision,WARN,site name 'JOY LAKE DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS02173,ddf_name_collision,WARN,site name 'FRD NO 29' shared by 6 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS02138,ddf_name_collision,WARN,site name 'FRD NO 14' shared by 17 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS02198,ddf_name_collision,WARN,site name 'FRD NO 17-3' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS05477,ddf_name_collision,WARN,site name 'FRD NO 3' shared by 24 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
NH01048,ddf_name_collision,WARN,site name 'ECHO LAKE DAM' shared by 12 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
PA00157,ddf_name_collision,WARN,site name 'WILDWOOD LAKE' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS00670,ddf_name_collision,WARN,site name '' shared by 3815 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
IA00902,ddf_name_collision,WARN,site name 'WOODLAND LAKE DAM' shared by 10 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
IN00247,ddf_name_collision,WARN,site name 'LAKE LOUISE DAM' shared by 13 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MT00904,ddf_name_collision,WARN,site name 'MITCHELL' shared by 6 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
ID00150,ddf_name_collision,WARN,site name 'SPRING VALLEY' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
PA00968,ddf_name_collision,WARN,site name 'FOREST LAKE' shared by 5 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
CA00629,ddf_name_collision,WARN,site name 'SCOTT LAKE' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
VA16505,ddf_name_collision,WARN,site name 'LAKE SHENANDOAH DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS02103,ddf_name_collision,WARN,site name 'FRD NO 22' shared by 11 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS02258,ddf_name_collision,WARN,site name 'FRD NO 31' shared by 8 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
SC00269,ddf_name_collision,WARN,site name 'SCNONAME 16028' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS02153,ddf_name_collision,WARN,site name 'FRD NO 5' shared by 19 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
UT00277,ddf_name_collision,WARN,site name 'SIX MILE CREEK' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MN00631,ddf_name_collision,WARN,site name 'DRY LAKE' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
CT00462,ddf_name_collision,WARN,site name 'ASHFORD LAKE DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS09048,ddf_name_collision,WARN,site name '45' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS04098,ddf_name_collision,WARN,site name 'FRD NO 25' shared by 9 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
ND00028,ddf_name_collision,WARN,site name 'HUNTER DAM' shared by 5 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
SC00459,ddf_name_collision,WARN,site name 'KENDALL LAKE DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
CT00317,ddf_name_collision,WARN,site name 'GLEN LAKE DAM' shared by 5 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
TX00590,ddf_name_collision,WARN,site name 'MILES LAKE DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KY00321,ddf_name_collision,WARN,site name 'FRANKLIN DAM' shared by 4 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
ND00608,ddf_name_collision,WARN,site name 'ALKALI CREEK DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS04340,ddf_name_collision,WARN,site name 'FRD NO 45' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
VA03502,ddf_name_collision,WARN,site name 'BUCK' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS05063,ddf_name_collision,WARN,site name 'FRD NO 6' shared by 21 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
CA00571,ddf_name_collision,WARN,site name 'SPRING VALLEY' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
TX07078,ddf_name_collision,WARN,site name 'COLLEGE LAKE DAM' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
PA00558,ddf_name_collision,WARN,site name 'LAKE LOUISE' shared by 6 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
SD02149,ddf_name_collision,WARN,site name 'CENTER LAKE DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MS02472,ddf_name_collision,WARN,site name 'COUNTRY CLUB LAKE' shared by 4 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MT03842,ddf_name_collision,WARN,site name 'PARK LAKE DAM' shared by 7 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
CA00031,ddf_name_collision,WARN,site name 'EUREKA' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
ME00368,ddf_name_collision,WARN,site name 'PAGE' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
OR00263,ddf_name_collision,WARN,site name 'WINCHESTER DAM' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
ID00403,ddf_name_collision,WARN,site name 'SILVER LAKE' shared by 17 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MA00077,ddf_name_collision,WARN,site name 'WHEELER POND DAM' shared by 4 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
WI05009,ddf_name_collision,WARN,site name 'SAXON' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
OK12694,ddf_name_collision,WARN,site name 'JACKSON J.E.' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
AR00056,ddf_name_collision,WARN,site name 'PETERSON LAKE DAM' shared by 7 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MI00614,ddf_name_collision,WARN,site name 'LAKE NEVA DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
TX00051,ddf_name_collision,WARN,site name 'HUGHES LAKE DAM' shared by 5 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
NC00981,ddf_name_collision,WARN,site name 'WHITLEY LAKE DAM' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
TX04559,ddf_name_collision,WARN,site name 'ENGINEER LAKE DAM' shared by 4 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
WI00018,ddf_name_collision,WARN,site name 'BEAVER CREEK' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS04684,ddf_name_collision,WARN,site name 'DD NO 113' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS02159,ddf_name_collision,WARN,site name 'FRD NO 2' shared by 27 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MA00718,ddf_name_collision,WARN,site name 'LONG POND DAM' shared by 12 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
NE00820,ddf_name_collision,WARN,site name 'DODD DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS05293,ddf_name_collision,WARN,site name 'FRD NO 24' shared by 10 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MS03759,ddf_name_collision,WARN,site name 'ARROWHEAD LAKE DAM' shared by 9 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
IA02498,ddf_name_collision,WARN,site name 'BEAVER LAKE DAM' shared by 20 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
ND00408,ddf_name_collision,WARN,site name 'RUSH LAKE DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
OK11040,ddf_name_collision,WARN,site name 'ORCHARD' shared by 4 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS05068,ddf_name_collision,WARN,site name 'FRD NO 15' shared by 15 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KS07485,ddf_name_collision,WARN,site name 'DD NO 16' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KY00021,ddf_name_collision,WARN,site name 'LAKE HOLIDAY DAM' shared by 4 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
VT00145,ddf_name_collision,WARN,site name 'OLD MARSH POND' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
CT00380,ddf_name_collision,WARN,site name 'LOWER DAM' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
WV07906,ddf_name_collision,WARN,site name 'LAKE WASHINGTON' shared by 3 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
MO30036,ddf_name_collision,WARN,site name 'SUNSET LAKE DAM' shared by 15 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
GA03227,ddf_name_collision,WARN,site name 'OVERSTREET LAKE DAM' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
SC00091,ddf_name_collision,WARN,site name 'WINDSOR LAKE DAM' shared by 5 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
KY00327,ddf_name_collision,WARN,site name 'ARROWHEAD LAKE DAM' shared by 9 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
CA01551,ddf_name_collision,WARN,site name 'BECK' shared by 2 ok facilities; all_facilities_DDF.csv rows for this name cannot be attributed to a single facility
