facility_id,name_bor,name_nid,state,latitude,longitude,elevation_m_bor,nid_storage_acreft,duration,match_key,coord_shift_km,cohort,band_bound,nid_rank,est_completed_utc,fullT_resolved,n_stations_bor_pre,n_stations_nid,H1_bor_pre,H1_nid,chosen_dist_bor_pre,chosen_dist_nid,depth_nid_T100,depth_bor_pre_T100,depth_bor_post_T100,depth_nid_T10000,depth_bor_pre_T10000,depth_bor_post_T10000,depth_10k_nid_diag,depth_10k_bor_pre_diag,reldiff_T100_vs_pre_pct,reldiff_T10000_vs_pre_pct,reldiff_T100_vs_post_pct,reldiff_T10000_vs_post_pct,reldiff_T10000_diag_vs_pre_pct,scale_ratio_pre,shape_spread_pre_pct,scale_ratio_post,shape_spread_post_pct,exact_all_T_vs_bor_pre
CA10174,NIMBUS,NIMBUS,CA,38.6362,-121.2197,58,8800,24h,nid_facility_id,0.0,wide_band,True,3189.0,2026-08-12 15:50:22.035000064+00:00,True,54,53,0.327,0.499,GEV,GEV,153.3,235.66,274.73,250.18,423.42,493.62,250.2,423.4,-34.9487,-40.9145,-44.1998,-49.3173,-40.9069,0.6462,15.1798,0.5543,15.1873,False
CA10174,NIMBUS,NIMBUS,CA,38.6362,-121.2197,58,8800,72h,nid_facility_id,0.0,wide_band,True,3189.0,2026-08-12 15:50:22.035000064+00:00,True,51,54,-0.607,0.267,GEV,GEV,249.76,420.89,465.3,423.39,778.21,860.31,423.4,778.2,-40.6591,-45.5944,-46.3228,-50.7863,-45.5924,0.5897,15.1162,0.5334,15.1119,False
CA10179,PROSSER CREEK,PROSSER CREEK,CA,39.38,-120.14,1785,29800,24h,nid_facility_id,0.0,wide_band,True,1701.0,2026-08-12 06:44:08.604999936+00:00,True,40,40,0.768,0.57,GEV,GEV,197.49,199.3,198.8,367.59,373.53,372.59,367.6,373.5,-0.9082,-1.5902,-0.659,-1.342,-1.5797,0.9904,1.6695,0.9929,1.6576,False
CA10179,PROSSER CREEK,PROSSER CREEK,CA,39.38,-120.14,1785,29800,72h,nid_facility_id,0.0,wide_band,True,1701.0,2026-08-12 06:44:08.604999936+00:00,True,42,43,0.349,0.841,GEV,GEV,336.16,344.9,345.3,654.39,680.5,681.3,654.4,680.5,-2.5341,-3.8369,-2.647,-3.9498,-3.8354,0.9737,2.4329,0.9726,2.4308,False
CA10180,PUTAH DIV,PUTAH DIV,CA,38.494,-122.004,46,720,24h,nid_facility_id,0.0,wide_band,True,14814.0,2026-08-14 10:50:33.500000+00:00,True,45,54,0.608,-1.296,GEV,GEV,153.15,258.87,249.05,258.73,459.6,442.15,258.7,459.6,-40.839,-43.7054,-38.5063,-41.4837,-43.7119,0.586,5.5173,0.6091,5.5202,False
CA10180,PUTAH DIV,PUTAH DIV,CA,38.494,-122.004,46,720,72h,nid_facility_id,0.0,wide_band,True,14814.0,2026-08-14 10:50:33.500000+00:00,True,46,54,-1.549,0.576,GNO,GNO,228.64,466.02,430.67,378.84,848.75,784.36,378.8,848.7,-50.9377,-55.3649,-46.9106,-51.7007,-55.367,0.4869,17.1212,0.5269,17.1226,False
CA10181,RED BLUFF DIVERSION,RED BLUFF DIVERSION,CA,40.1535,-122.2023,80,4170,24h,nid_facility_id,0.0,wide_band,True,5010.0,2026-08-12 22:27:36.800000+00:00,True,47,46,0.762,0.927,GEV,GEV,175.58,208.22,207.62,269.64,330.72,329.76,269.6,330.7,-15.6757,-18.4688,-15.432,-18.2314,-18.476,0.8412,5.4165,0.8437,5.4178,False
CA10181,RED BLUFF DIVERSION,RED BLUFF DIVERSION,CA,40.1535,-122.2023,80,4170,72h,nid_facility_id,0.0,wide_band,True,5010.0,2026-08-12 22:27:36.800000+00:00,True,48,48,0.627,0.665,GEV,GEV,284.44,376.75,365.04,422.59,629.51,609.94,422.6,629.5,-24.5017,-32.87,-22.0798,-30.7161,-32.8674,0.7483,22.9241,0.7723,22.9259,False
CA10182,SAN JACINTO,SAN JACINTO,CA,33.797,-116.992,424,1400,24h,nid_facility_id,0.0,wide_band,True,9910.0,2026-08-13 17:19:34.400000+00:00,True,46,47,0.848,0.885,GEV,GNO,189.5,241.52,160.36,352.76,498.61,331.05,352.8,498.6,-21.5386,-29.2513,18.1716,6.5579,-29.2419,0.7787,16.1848,1.1728,16.1884,False
CA10182,SAN JACINTO,SAN JACINTO,CA,33.797,-116.992,424,1400,72h,nid_facility_id,0.0,wide_band,True,9910.0,2026-08-13 17:19:34.400000+00:00,True,48,47,0.677,0.846,GNO,GNO,293.81,372.52,234.07,597.23,776.3,487.77,597.2,776.3,-21.1291,-23.0671,25.5223,22.4409,-23.071,0.7869,7.9743,1.2523,7.9726,False
CA10183,B. F. SISK,B. F. SISK,CA,37.058,-121.075,119,2041000,24h,nid_facility_id,0.0,narrow_band,,63.0,,True,27,27,-0.274,-0.274,GEV,GEV,196.25,196.25,164.65,360.65,360.65,302.57,360.7,360.7,0.0,0.0,19.1922,19.1956,0.0,1.0,0.0,1.1919,0.0079,True
CA10183,B. F. SISK,B. F. SISK,CA,37.058,-121.075,119,2041000,72h,nid_facility_id,0.0,narrow_band,,63.0,,True,27,27,-0.983,-0.983,GEV,GEV,341.2,341.2,283.59,678.18,678.18,563.67,678.2,678.2,0.0,0.0,20.3145,20.3151,0.0,1.0,0.0,1.2031,0.0026,True
CA10185,SENATOR WASH,SENATOR WASH,CA,32.89,-114.475,57,13836,24h,nid_facility_id,0.0,wide_band,True,2499.0,2026-08-12 13:32:03.224999936+00:00,True,7,43,0.299,3.483,GNO,GLO,92.82,125.96,113.74,289.44,247.61,223.59,289.4,247.6,-26.3099,16.8935,-18.3928,29.4512,16.8821,0.7588,73.748,0.8403,73.7518,False
CA10185,SENATOR WASH,SENATOR WASH,CA,32.89,-114.475,57,13836,72h,nid_facility_id,0.0,wide_band,True,2499.0,2026-08-12 13:32:03.224999936+00:00,True,7,43,-0.299,0.708,GEV,GLO,110.46,169.93,108.78,381.62,353.86,226.52,381.6,353.9,-34.9968,7.8449,1.5444,68.4708,7.8271,0.6718,86.4062,1.0494,86.4023,False
CA10186,SHASTA,SHASTA,CA,40.7186,-122.4192,301,4661860,24h,nid_facility_id,0.0,narrow_band,,27.0,,True,42,42,0.858,0.858,GLO,GLO,178.35,178.35,190.31,394.25,394.25,420.67,394.2,394.2,0.0,0.0,-6.2845,-6.2805,0.0,1.0,0.0,0.9372,0.009,True
CA10186,SHASTA,SHASTA,CA,40.7186,-122.4192,301,4661860,72h,nid_facility_id,0.0,narrow_band,,27.0,,True,40,40,0.679,0.679,GEV,GEV,292.28,292.28,298.97,464.64,464.64,475.26,464.6,464.6,0.0,0.0,-2.2377,-2.2346,0.0,1.0,0.0,0.9776,0.007,True
CA10190,SPRING CREEK DEBRIS,SPRING CREEK DEBRIS,CA,40.6296,-122.474,270,7286,24h,nid_facility_id,0.0,wide_band,True,3564.0,2026-08-12 17:21:31.649999872+00:00,True,43,43,0.636,0.9,GLO,GEV,175.63,174.53,186.77,277.74,380.06,406.71,277.7,380.1,0.6303,-26.9221,-5.9646,-31.7106,-26.9403,0.9888,34.7732,0.924,34.7761,False
CA10190,SPRING CREEK DEBRIS,SPRING CREEK DEBRIS,CA,40.6296,-122.474,270,7286,72h,nid_facility_id,0.0,wide_band,True,3564.0,2026-08-12 17:21:31.649999872+00:00,True,41,44,0.748,0.77,GEV,GEV,281.72,298.57,291.9,415.03,483.49,472.7,415.0,483.5,-5.6436,-14.1595,-3.4875,-12.2001,-14.1675,0.9366,20.492,0.9579,20.4923,False
CA10192,STAMPEDE,STAMPEDE,CA,39.483,-120.103,1803,226500,24h,nid_facility_id,0.0,narrow_band,,418.0,,True,39,39,0.665,0.665,GEV,GEV,195.63,195.63,195.76,374.8,374.8,375.06,374.8,374.8,0.0,0.0,-0.0664,-0.0693,0.0,1.0,0.0,0.9993,0.0144,True
CA10192,STAMPEDE,STAMPEDE,CA,39.483,-120.103,1803,226500,72h,nid_facility_id,0.0,narrow_band,,418.0,,True,41,41,0.491,0.491,GEV,GEV,335.9,335.9,335.78,671.3,671.3,671.06,671.3,671.3,0.0,0.0,0.0357,0.0358,0.0,1.0,0.0,1.0004,0.0055,True
CA10194,STONY GORGE,STONY GORGE,CA,39.585,-122.532,297,50350,24h,nid_facility_id,0.0,wide_band,True,1284.0,2026-08-12 05:10:21.224999936+00:00,True,45,49,-0.204,-0.835,GEV,GEV,169.55,230.04,204.59,283.4,371.81,330.68,283.4,371.8,-26.2954,-23.7783,-17.1269,-14.2978,-23.7762,0.7389,6.0984,0.8308,6.101,False
CA10194,STONY GORGE,STONY GORGE,CA,39.585,-122.532,297,50350,72h,nid_facility_id,0.0,wide_band,True,1284.0,2026-08-12 05:10:21.224999936+00:00,True,43,51,0.627,0.039,GEV,GEV,254.89,435.32,381.13,394.32,788.84,690.65,394.3,788.8,-41.4477,-50.0127,-33.1226,-42.906,-50.0127,0.5789,27.8033,0.6612,27.806,False
CA10195,TERMINAL,TERMINAL,CA,38.2216,-122.1594,69,119,24h,nid_facility_id,0.0,wide_band,True,42089.0,2026-08-18 07:50:09.680000+00:00,True,31,53,0.316,-1.006,GEV,GEV,153.98,247.8,183.58,269.43,447.11,331.25,269.4,447.1,-37.8612,-39.7397,-16.1238,-18.6626,-39.745,0.6158,3.7331,0.8312,3.7266,False
CA10195,TERMINAL,TERMINAL,CA,38.2216,-122.1594,69,119,72h,nid_facility_id,0.0,wide_band,True,42089.0,2026-08-18 07:50:09.680000+00:00,True,30,51,-0.43,0.136,GEV,GNO,226.38,443.26,302.17,383.7,862.42,587.92,383.7,862.4,-48.9284,-55.5089,-25.0819,-34.736,-55.5079,0.5055,21.0631,0.7415,21.0579,False
CA10196,TRINITY,TRINITY,CA,40.802,-122.762,814,2447650,24h,nid_facility_id,0.0,narrow_band,,51.0,,True,42,42,0.823,0.823,GEV,GEV,157.98,157.98,163.47,241.1,241.1,249.49,241.1,241.1,0.0,0.0,-3.3584,-3.3629,0.0,1.0,0.0,0.9664,0.0087,True
CA10196,TRINITY,TRINITY,CA,40.802,-122.762,814,2447650,72h,nid_facility_id,0.0,narrow_band,,51.0,,True,41,41,0.866,0.866,GEV,GEV,275.88,275.88,282.37,425.29,425.29,435.3,425.3,425.3,0.0,0.0,-2.2984,-2.2996,0.0,1.0,0.0,0.977,0.0053,True
CA10197,TWITCHELL,TWITCHELL,CA,34.9862,-120.324,278,398120,24h,nid_facility_id,0.0,narrow_band,,314.0,,True,11,11,0.028,0.028,GNO,GNO,153.95,153.95,180.47,289.62,289.62,339.5,289.6,289.6,0.0,0.0,-14.695,-14.6922,0.0,1.0,0.0,0.8531,0.0067,True
CA10197,TWITCHELL,TWITCHELL,CA,34.9862,-120.324,278,398120,72h,nid_facility_id,0.0,narrow_band,,314.0,,True,11,11,0.069,0.069,GNO,GNO,226.06,226.06,267.43,463.0,463.0,547.74,463.0,463.0,0.0,0.0,-15.4695,-15.4708,0.0,1.0,0.0,0.8453,0.009,True
CA10199,WEST SIDE DETENTION DIKE NO. 2,WEST SIDE DETENTION DIKE NO. 2,CA,33.6349,-116.2774,69,630,24h,nid_facility_id,0.0,wide_band,True,16011.0,2026-08-14 15:26:04.369999872+00:00,True,43,34,0.647,2.37,GNO,GEV,180.55,214.57,79.31,381.64,413.14,152.71,381.6,413.1,-15.855,-7.6245,127.651,149.9116,-7.6253,0.8467,12.9892,2.2908,12.9976,False
CA10199,WEST SIDE DETENTION DIKE NO. 2,WEST SIDE DETENTION DIKE NO. 2,CA,33.6349,-116.2774,69,630,72h,nid_facility_id,0.0,wide_band,True,16011.0,2026-08-14 15:26:04.369999872+00:00,True,45,44,0.921,4.838,GNO,GNO,250.83,339.19,105.69,527.93,718.31,223.82,527.9,718.3,-26.0503,-26.5039,137.3261,135.8726,-26.507,0.7379,1.2051,2.3683,1.215,False
CA10200,WESTSIDE DETEN DK 3,WESTSIDE DETEN DK 3,CA,33.645,-116.277,69,1300,24h,nid_facility_id,0.0,wide_band,True,10384.0,2026-08-13 18:41:14.009999872+00:00,True,43,36,0.653,5.055,GNO,GEV,176.19,214.57,79.31,384.96,413.14,152.71,385.0,413.1,-17.8869,-6.8209,122.1536,152.0857,-6.8022,0.8289,23.283,2.2424,23.2935,False
CA10200,WESTSIDE DETEN DK 3,WESTSIDE DETEN DK 3,CA,33.645,-116.277,69,1300,72h,nid_facility_id,0.0,wide_band,True,10384.0,2026-08-13 18:41:14.009999872+00:00,True,45,35,0.95,0.699,GNO,GNO,264.38,339.19,105.69,549.27,718.31,223.82,549.3,718.3,-22.0555,-23.533,150.1467,145.407,-23.5278,0.778,6.0531,2.4969,6.0459,False
CA10204,WHISKEYTOWN,WHISKEYTOWN,CA,40.598,-122.537,406,241100,24h,nid_facility_id,0.0,narrow_band,,405.0,,True,44,44,0.964,0.964,GLO,GLO,177.26,177.26,187.02,389.08,389.08,410.5,389.1,389.1,0.0,0.0,-5.2187,-5.218,0.0,1.0,0.0,0.9478,0.0089,True
CA10204,WHISKEYTOWN,WHISKEYTOWN,CA,40.598,-122.537,406,241100,72h,nid_facility_id,0.0,narrow_band,,405.0,,True,42,42,0.901,0.901,GEV,GEV,300.99,300.99,304.08,478.86,478.86,483.78,478.9,478.9,0.0,0.0,-1.0162,-1.017,0.0,1.0,0.0,0.9898,0.0049,True
CA10245,FUNKS,FUNKS,CA,39.3292,-122.2885,67,2312,24h,nid_facility_id,0.0,wide_band,True,7204.0,2026-08-13 06:40:41.440000+00:00,True,50,51,0.203,0.502,GEV,GEV,167.27,232.95,249.13,275.67,396.65,424.21,275.7,396.7,-28.1949,-30.5004,-32.8583,-35.0157,-30.5016,0.7166,4.1463,0.67,4.1543,False
CA10245,FUNKS,FUNKS,CA,39.3292,-122.2885,67,2312,72h,nid_facility_id,0.0,wide_band,True,7204.0,2026-08-13 06:40:41.440000+00:00,True,49,54,0.467,0.811,GEV,GEV,254.21,433.76,446.1,395.91,803.82,826.68,395.9,803.8,-41.3939,-50.7464,-43.015,-52.1084,-50.7465,0.5787,30.5766,0.5627,30.5771,False
CA10246,NEW MELONES,NEW MELONES,CA,37.948,-120.525,339,2400000,24h,nid_facility_id,0.0,narrow_band,,54.0,,True,46,46,0.369,0.369,GEV,GEV,197.78,197.78,211.53,368.31,368.31,393.92,368.3,368.3,0.0,0.0,-6.5003,-6.5013,0.0,1.0,0.0,0.935,0.0064,True
CA10246,NEW MELONES,NEW MELONES,CA,37.948,-120.525,339,2400000,72h,nid_facility_id,0.0,narrow_band,,54.0,,True,44,44,0.659,0.659,GEV,GEV,341.53,341.53,365.87,669.4,669.4,717.1,669.4,669.4,0.0,0.0,-6.6526,-6.6518,0.0,1.0,0.0,0.9335,0.0036,True
CA10323,SAN JUSTO,SAN JUSTO,CA,36.8169,-121.4475,142,11693,24h,nid_facility_id,0.0,wide_band,True,2736.0,2026-08-12 14:19:15.520000+00:00,True,14,52,0.204,0.643,GLO,GLO,144.23,186.53,205.63,362.16,441.66,486.89,362.2,441.7,-22.6773,-18.0003,-29.8595,-25.6177,-17.9986,0.7767,11.9796,0.7046,11.9754,False
CA10323,SAN JUSTO,SAN JUSTO,CA,36.8169,-121.4475,142,11693,72h,nid_facility_id,0.0,wide_band,True,2736.0,2026-08-12 14:19:15.520000+00:00,True,13,52,-0.573,0.874,GLO,GEV,195.68,299.78,330.31,318.35,735.65,810.55,318.4,735.7,-34.7255,-56.7253,-40.7587,-60.7242,-56.7215,0.6377,44.4472,0.5788,44.4456,False
CA10359,RAINBOW DIVERSION,RAINBOW DIVERSION,CA,39.3706,-122.6045,535,100,24h,nid_facility_id,0.0,wide_band,True,46166.0,2026-08-18 23:46:07.040000+00:00,True,41,51,0.081,0.473,GEV,GEV,171.13,236.86,224.34,279.17,381.64,361.48,279.2,381.6,-27.7506,-26.8499,-23.7185,-22.7703,-26.8344,0.7234,4.3944,0.7638,4.3941,False
CA10359,RAINBOW DIVERSION,RAINBOW DIVERSION,CA,39.3706,-122.6045,535,100,72h,nid_facility_id,0.0,wide_band,True,46166.0,2026-08-18 23:46:07.040000+00:00,True,39,52,0.519,0.592,GEV,GEV,263.21,455.73,429.52,411.63,834.23,786.25,411.6,834.2,-42.2443,-50.6575,-38.72,-47.6464,-50.6593,0.5711,26.4923,0.606,26.4893,False
CA10362,WARREN H. BROCK DIKES,WARREN H. BROCK DIKES,CA,32.7103,-115.0332,40,8000,24h,nid_facility_id,0.0,wide_band,True,3369.0,2026-08-12 16:26:08.744999936+00:00,True,22,42,0.392,1.054,GEV,GEV,98.81,145.17,63.26,223.97,295.33,128.68,224.0,295.3,-31.935,-24.1628,56.1966,74.0519,-24.1449,0.6878,36.6388,1.5784,36.6409,False
CA10362,WARREN H. BROCK DIKES,WARREN H. BROCK DIKES,CA,32.7103,-115.0332,40,8000,72h,nid_facility_id,0.0,wide_band,True,3369.0,2026-08-12 16:26:08.744999936+00:00,True,24,44,-0.173,0.389,GEV,GLO,122.99,220.36,84.77,424.38,517.12,198.93,424.4,517.1,-44.1868,-17.9339,45.0867,113.3313,-17.9269,0.5724,67.8586,1.4879,67.8598,False
CO00151,TAYLOR PARK,TAYLOR PARK,CO,38.8183,-106.6072,3075,118428,24h,nid_facility_id,0.0,narrow_band,False,581.0,,True,41,41,0.282,0.282,GLO,GLO,62.68,62.68,73.47,142.55,142.55,167.1,142.5,142.5,0.0,0.0,-14.6863,-14.6918,0.0,1.0,0.0,0.8531,0.0219,True
CO00151,TAYLOR PARK,TAYLOR PARK,CO,38.8183,-106.6072,3075,118428,72h,nid_facility_id,0.0,narrow_band,False,581.0,,True,41,41,0.409,0.409,GLO,GLO,79.7,79.7,98.53,178.08,178.08,220.15,178.1,178.1,0.0,0.0,-19.1109,-19.1097,0.0,1.0,0.0,0.8089,0.0205,True
CO00299,PUEBLO,PUEBLO,CO,38.2683,-104.7366,1511,535507,24h,nid_facility_id,0.0,narrow_band,,239.0,,True,37,37,0.925,0.925,GEV,GEV,104.96,104.96,109.0,192.32,192.32,199.71,192.3,192.3,0.0,0.0,-3.7064,-3.7004,0.0,1.0,0.0,0.963,0.0168,True
CO00299,PUEBLO,PUEBLO,CO,38.2683,-104.7366,1511,535507,72h,nid_facility_id,0.0,narrow_band,,239.0,,True,37,37,0.644,0.644,GEV,GEV,127.26,127.26,128.72,238.32,238.32,241.05,238.3,238.3,0.0,0.0,-1.1342,-1.1325,0.0,1.0,0.0,0.9887,0.0098,True
CO00387,CRYSTAL,CRYSTAL,CO,38.5105,-107.6238,2566,31440,24h,nid_facility_id,0.0,wide_band,True,1646.0,2026-08-12 06:32:21.580000+00:00,False,40,49,0.85,0.902,GLO,GLO,,,,,,,167.4,151.0,,,,,10.8609,,,,,
CO00387,CRYSTAL,CRYSTAL,CO,38.5105,-107.6238,2566,31440,72h,nid_facility_id,0.0,wide_band,True,1646.0,2026-08-12 06:32:21.580000+00:00,False,40,47,0.65,0.483,GEV,GLO,,,,,,,219.1,119.3,,,,,83.6547,,,,,
CO00446,MT. ELBERT FOREBAY,MT. ELBERT FOREBAY,CO,39.1119,-106.3562,2900,11420,24h,nid_facility_id,0.0,wide_band,True,2764.0,2026-08-12 14:24:46.480000+00:00,True,36,37,0.553,0.447,GLO,GLO,69.74,74.4,78.14,159.07,178.53,187.52,159.1,178.5,-6.2634,-10.9001,-10.7499,-15.1717,-10.8683,0.9341,8.9871,0.8893,8.9791,False
CO00446,MT. ELBERT FOREBAY,MT. ELBERT FOREBAY,CO,39.1119,-106.3562,2900,11420,72h,nid_facility_id,0.0,wide_band,True,2764.0,2026-08-12 14:24:46.480000+00:00,True,35,35,0.737,0.501,GEV,GEV,88.94,93.59,99.56,132.37,164.69,175.2,132.4,164.7,-4.9685,-19.6247,-10.6669,-24.4463,-19.6114,0.939,28.4596,0.8827,28.4655,False
CO00556,CRAWFORD,CRAWFORD,CO,38.6899,-107.6105,2022,23970,24h,nid_facility_id,0.0,wide_band,True,1903.0,2026-08-12 08:30:47.535000064+00:00,True,39,45,0.506,0.525,GEV,GLO,69.77,57.61,58.34,154.3,96.6,97.82,154.3,96.6,21.1074,59.7308,19.592,57.7387,59.7308,1.2329,34.9502,1.2176,34.9299,False
CO00556,CRAWFORD,CRAWFORD,CO,38.6899,-107.6105,2022,23970,72h,nid_facility_id,0.0,wide_band,True,1903.0,2026-08-12 08:30:47.535000064+00:00,True,41,45,0.934,0.271,GEV,GLO,94.7,73.96,75.99,207.83,125.32,128.76,207.8,125.3,28.0422,65.8395,24.6217,61.4088,65.842,1.3036,32.1723,1.2688,32.1625,False
CO01300,BONNY,BONNY,CO,39.6294,-102.1767,1125,348390,24h,nid_facility_id,0.0,narrow_band,,342.0,,True,31,31,-1.793,-1.793,GEV,GEV,128.74,128.74,131.44,230.29,230.29,235.12,230.3,230.3,0.0,0.0,-2.0542,-2.0543,0.0,1.0,0.0,0.9795,0.0069,True
CO01300,BONNY,BONNY,CO,39.6294,-102.1767,1125,348390,72h,nid_facility_id,0.0,narrow_band,,342.0,,True,32,32,0.003,0.003,GEV,GEV,142.65,142.65,144.88,225.09,225.09,228.61,225.1,225.1,0.0,0.0,-1.5392,-1.5397,0.0,1.0,0.0,0.9846,0.0054,True
CO01650,CARTER LAKE DAM NO. 1,CARTER LAKE DAM NO. 1,CO,40.3243,-105.2119,1751,116837,24h,nid_facility_id,0.0,narrow_band,False,586.0,,True,16,16,0.427,0.427,GLO,GLO,114.19,114.19,114.38,348.54,348.54,349.13,348.5,348.5,0.0,0.0,-0.1661,-0.169,0.0,1.0,0.0,0.9983,0.0187,True
CO01650,CARTER LAKE DAM NO. 1,CARTER LAKE DAM NO. 1,CO,40.3243,-105.2119,1751,116837,72h,nid_facility_id,0.0,narrow_band,False,586.0,,True,16,16,0.682,0.682,GNO,GNO,143.53,143.53,143.73,266.9,266.9,267.27,266.9,266.9,0.0,0.0,-0.1391,-0.1384,0.0,1.0,0.0,0.9986,0.0141,True
CO01654,FLATIRON,FLATIRON,CO,40.3716,-105.2288,1767,1448,24h,nid_facility_id,0.0,wide_band,False,9730.0,2026-08-13 16:48:46.400000+00:00,True,14,14,0.631,0.631,GLO,GLO,109.45,109.45,109.36,313.56,313.56,313.29,313.6,313.6,0.0,0.0,0.0823,0.0862,0.0,1.0,0.0,1.0009,0.0186,True
CO01654,FLATIRON,FLATIRON,CO,40.3716,-105.2288,1767,1448,72h,nid_facility_id,0.0,wide_band,False,9730.0,2026-08-13 16:48:46.400000+00:00,True,14,14,0.384,0.384,GNO,GNO,140.89,140.89,141.35,259.3,259.3,260.14,259.3,259.3,0.0,0.0,-0.3254,-0.3229,0.0,1.0,0.0,0.9968,0.02,True
CO01656,GRANBY,GRANBY,CO,40.1487,-105.8673,2539,539760,24h,nid_facility_id,0.0,narrow_band,,235.0,,False,25,25,-0.149,-0.149,GLO,GLO,,,,,,,377.2,377.2,,,,,0.0,,,,,
CO01656,GRANBY,GRANBY,CO,40.1487,-105.8673,2539,539760,72h,nid_facility_id,0.0,narrow_band,,235.0,,False,24,24,0.338,0.338,GLO,GLO,,,,,,,609.9,609.9,,,,,0.0,,,,,
CO01658,GREEN MOUNTAIN,GREEN MOUNTAIN,CO,39.8777,-106.3301,2595,161850,24h,nid_facility_id,0.0,narrow_band,,503.0,,True,32,32,0.665,0.665,GLO,GLO,92.92,92.92,79.33,269.6,269.6,230.16,269.6,269.6,0.0,0.0,17.131,17.1359,0.0,1.0,0.0,1.1713,0.0182,True
CO01658,GREEN MOUNTAIN,GREEN MOUNTAIN,CO,39.8777,-106.3301,2595,161850,72h,nid_facility_id,0.0,narrow_band,,503.0,,True,28,28,1.022,1.022,GLO,GLO,147.93,147.93,122.24,536.29,536.29,443.15,536.3,536.3,0.0,0.0,21.016,21.0177,0.0,1.0,0.0,1.2102,0.0203,True
CO01659,HORSETOOTH,HORSETOOTH,CO,40.5991,-105.1723,1653,170370,24h,nid_facility_id,0.0,wide_band,False,806.0,,True,20,19,0.743,0.161,PE3,PE3,100.28,103.48,104.41,156.18,163.94,165.4,156.2,163.9,-3.0924,-4.7334,-3.9556,-5.5744,-4.698,0.9674,5.8579,0.9588,5.8621,False
CO01659,HORSETOOTH,HORSETOOTH,CO,40.5991,-105.1723,1653,170370,72h,nid_facility_id,0.0,wide_band,False,806.0,,True,20,20,-0.721,-0.487,PE3,PE3,142.51,141.39,144.19,229.04,226.82,231.32,229.0,226.8,0.7921,0.9787,-1.1651,-0.9856,0.97,1.0084,0.2577,0.9888,0.2612,False
CO01660,MARYS LAKE DIKE NO. 1,MARYS LAKE DIKE NO. 1,CO,40.3456,-105.5304,2493,1149,24h,nid_facility_id,0.0,wide_band,True,11213.0,2026-08-13 21:35:50.360000+00:00,True,16,26,0.709,0.832,GLO,GLO,102.73,115.14,117.26,286.67,347.0,353.38,286.7,347.0,-10.7782,-17.3862,-12.3913,-18.8777,-17.3775,0.8873,14.0671,0.8712,14.0564,False
CO01660,MARYS LAKE DIKE NO. 1,MARYS LAKE DIKE NO. 1,CO,40.3456,-105.5304,2493,1149,72h,nid_facility_id,0.0,wide_band,True,11213.0,2026-08-13 21:35:50.360000+00:00,True,17,22,1.058,0.578,GNO,GLO,163.69,146.8,145.46,523.49,289.6,286.95,523.5,289.6,11.5054,80.7631,12.5327,82.4325,80.7666,1.1459,69.5354,1.1564,69.5438,False
CO01662,OLYMPUS,OLYMPUS,CO,40.3755,-105.4876,2392,3068,24h,nid_facility_id,0.0,wide_band,True,6031.0,2026-08-13 02:10:24.844999936+00:00,True,17,25,0.782,0.552,GEV,GLO,105.96,111.07,112.03,307.16,238.89,240.95,307.2,238.9,-4.6007,28.578,-5.4182,27.4787,28.5894,0.9732,37.7659,0.9649,37.7742,False
CO01662,OLYMPUS,OLYMPUS,CO,40.3755,-105.4876,2392,3068,72h,nid_facility_id,0.0,wide_band,True,6031.0,2026-08-13 02:10:24.844999936+00:00,True,17,22,0.25,0.914,GEV,GEV,151.23,157.15,165.92,333.81,349.56,369.07,333.8,349.6,-3.7671,-4.5057,-8.8537,-9.5537,-4.5195,0.9614,3.7277,0.9106,3.7238,False
CO01663,RATTLESNAKE,RATTLESNAKE,CO,40.3683,-105.2872,2100,2300,24h,nid_facility_id,0.0,wide_band,False,7233.0,2026-08-13 06:46:25.380000+00:00,False,15,16,0.481,0.799,GLO,GLO,,,,,,,339.9,326.5,,,,,4.1041,,,,,
CO01663,RATTLESNAKE,RATTLESNAKE,CO,40.3683,-105.2872,2100,2300,72h,nid_facility_id,0.0,wide_band,False,7233.0,2026-08-13 06:46:25.380000+00:00,False,15,16,0.574,0.644,GNO,GEV,,,,,,,318.7,274.5,,,,,16.102,,,,,
CO01664,RUEDI,RUEDI,CO,39.3613,-106.8183,2532,119560,24h,nid_facility_id,0.0,narrow_band,False,578.0,,True,41,41,0.648,0.648,GLO,GLO,65.59,65.59,68.84,158.08,158.08,165.91,158.1,158.1,0.0,0.0,-4.7211,-4.7194,0.0,1.0,0.0,0.9528,0.0229,True
CO01664,RUEDI,RUEDI,CO,39.3613,-106.8183,2532,119560,72h,nid_facility_id,0.0,narrow_band,False,578.0,,True,41,41,0.724,0.724,GLO,GLO,82.89,82.89,88.18,200.73,200.73,213.53,200.7,200.7,0.0,0.0,-5.9991,-5.9945,0.0,1.0,0.0,0.9401,0.0195,True
CO01666,SHADOW MOUNTAIN,SHADOW MOUNTAIN,CO,40.2072,-105.8414,2590,18369,24h,nid_facility_id,0.0,wide_band,True,2158.0,2026-08-12 12:21:14.580000+00:00,True,26,37,-0.063,0.934,GLO,GLO,92.05,112.08,86.85,249.38,370.52,287.12,249.4,370.5,-17.8712,-32.6946,5.9873,-13.1443,-32.6856,0.8102,32.385,1.0455,32.4016,False
