facility_id,reasons
AL05901,ddf_name_collision;ddf_rowcount_bad;tail_sensitivity_lost_name_collision
AL05902,ddf_name_collision;ddf_rowcount_bad;synthetic_purged_rerun_ok;tail_sensitivity_lost_name_collision
AL05903,ddf_name_collision;ddf_rowcount_bad
AL07701,ddf_name_collision;ddf_rowcount_bad;tail_sensitivity_lost_name_collision
AL07702,ddf_name_collision;ddf_rowcount_bad;narrow_elevation_band;old_manifest_vintage;pre_centralization_no_aux;synthetic_cloud_unauditable;tail_sensitivity_lost_name_collision
AL82401,ddf_name_collision;ddf_rowcount_bad
AL83001,narrow_elevation_band;old_manifest_vintage;pre_centralization_no_aux;synthetic_cloud_unauditable
AR00001,ddf_name_collision;ddf_rowcount_bad;tail_sensitivity_lost_name_collision
AR00010,ddf_name_collision;ddf_rowcount_bad
AR00011,ddf_name_collision;ddf_rowcount_bad
AR00013,ddf_name_collision;tail_sensitivity_lost_name_collision
AR00014,ddf_name_collision;tail_sensitivity_lost_name_collision
AR00017,ddf_name_collision;ddf_rowcount_bad
AR00018,ddf_name_collision;ddf_rowcount_bad
AR00019,ddf_name_collision;ddf_rowcount_bad
AR00027,ddf_name_collision;ddf_rowcount_bad;tail_sensitivity_lost_name_collision
AR00028,ddf_name_collision;ddf_rowcount_bad;tail_sensitivity_lost_name_collision
AR00031,ddf_name_collision;ddf_rowcount_bad
AR00037,ddf_name_collision;ddf_rowcount_bad
AR00039,ddf_name_collision;ddf_rowcount_bad
AR00044,ddf_name_collision;ddf_rowcount_bad
AR00045,ddf_name_collision;ddf_rowcount_bad
AR00048,ddf_name_collision;ddf_rowcount_bad;tail_sensitivity_lost_name_collision
AR00051,ddf_name_collision;ddf_rowcount_bad
AR00052,ddf_name_collision;ddf_rowcount_bad
AR00055,ddf_name_collision;ddf_rowcount_bad
AR00056,ddf_name_collision;ddf_rowcount_bad;tail_sensitivity_lost_name_collision
AR00057,ddf_name_collision;ddf_rowcount_bad
AR00059,ddf_name_collision;ddf_rowcount_bad;tail_sensitivity_lost_name_collision
AR00060,ddf_name_collision;ddf_rowcount_bad
AR00063,ddf_name_collision;ddf_rowcount_bad;tail_sensitivity_lost_name_collision
AR00064,ddf_name_collision;ddf_rowcount_bad
AR00066,ddf_name_collision;ddf_rowcount_bad
AR00068,ddf_name_collision;ddf_rowcount_bad
AR00069,ddf_name_collision;ddf_rowcount_bad
AR00073,ddf_name_collision;ddf_rowcount_bad
AR00076,ddf_name_collision;ddf_rowcount_bad;tail_sensitivity_lost_name_collision
AR00077,ddf_name_collision;ddf_rowcount_bad
AR00079,ddf_name_collision;ddf_rowcount_bad
AR00081,narrow_elevation_band;old_manifest_vintage;pre_centralization_no_aux;synthetic_prefix_audited_clean
AR00087,ddf_name_collision;ddf_rowcount_bad
AR00089,ddf_name_collision;ddf_rowcount_bad
AR00096,ddf_name_collision;ddf_rowcount_bad
AR00097,ddf_name_collision;ddf_rowcount_bad
AR00101,ddf_name_collision;ddf_rowcount_bad
AR00103,ddf_name_collision;ddf_rowcount_bad
AR00107,ddf_name_collision;ddf_rowcount_bad
AR00109,ddf_name_collision;ddf_rowcount_bad
AR00113,ddf_name_collision;ddf_rowcount_bad
AR00117,ddf_name_collision;ddf_rowcount_bad
AR00119,ddf_name_collision
AR00122,ddf_name_collision;ddf_rowcount_bad
AR00129,ddf_name_collision;ddf_rowcount_bad
AR00130,ddf_name_collision;ddf_rowcount_bad
AR00131,ddf_name_collision;ddf_rowcount_bad
AR00134,ddf_name_collision;ddf_rowcount_bad
AR00141,ddf_name_collision;ddf_rowcount_bad
AR00150,narrow_elevation_band;old_manifest_vintage;pre_centralization_no_aux;synthetic_cloud_unauditable
AR00157,narrow_elevation_band;old_manifest_vintage;pre_centralization_no_aux;synthetic_prefix_audited_clean
AR00158,narrow_elevation_band;synthetic_cloud_unauditable
AR00159,narrow_elevation_band;old_manifest_vintage;pre_centralization_no_aux;synthetic_cloud_unauditable
AR00160,narrow_elevation_band;old_manifest_vintage;pre_centralization_no_aux;synthetic_cloud_unauditable
AR00162,narrow_elevation_band;old_manifest_vintage;pre_centralization_no_aux;synthetic_cloud_unauditable
AR00164,narrow_elevation_band;old_manifest_vintage;pre_centralization_no_aux;synthetic_prefix_audited_clean
AR00171,old_manifest_vintage
AR00173,old_manifest_vintage
AR00174,ddf_name_collision;ddf_rowcount_bad;narrow_elevation_band;old_manifest_vintage;pre_centralization_no_aux;synthetic_cloud_unauditable;tail_sensitivity_lost_name_collision
AR00176,ddf_name_collision;ddf_rowcount_bad
AR00199,ddf_name_collision;ddf_rowcount_bad
AR00201,ddf_name_collision;ddf_rowcount_bad
AR00206,ddf_name_collision;ddf_rowcount_bad
AR00207,ddf_name_collision;ddf_rowcount_bad
AR00209,ddf_name_collision;ddf_rowcount_bad
AR00221,ddf_name_collision;ddf_rowcount_bad
AR00222,ddf_name_collision;ddf_rowcount_bad;tail_sensitivity_lost_name_collision
AR00225,ddf_name_collision;ddf_rowcount_bad
AR00226,ddf_name_collision;ddf_rowcount_bad
AR00228,ddf_name_collision;tail_sensitivity_lost_name_collision
AR00229,ddf_name_collision;tail_sensitivity_lost_name_collision
AR00231,ddf_name_collision;ddf_rowcount_bad;tail_sensitivity_lost_name_collision
AR00233,ddf_name_collision;ddf_rowcount_bad
AR00239,ddf_name_collision;ddf_rowcount_bad
AR00248,ddf_name_collision;ddf_rowcount_bad
AR00249,ddf_name_collision;tail_sensitivity_lost_name_collision
AR00250,ddf_name_collision;ddf_rowcount_bad;tail_sensitivity_lost_name_collision
AR00253,ddf_name_collision;ddf_rowcount_bad
AR00254,ddf_name_collision;ddf_rowcount_bad;tail_sensitivity_lost_name_collision
AR00256,ddf_name_collision;ddf_rowcount_bad
AR00260,ddf_name_collision;ddf_rowcount_bad;tail_sensitivity_lost_name_collision
