"site","site_id","duration","dist","T","growth_factor","depth_mm"
"CEDAR BLUFF","KS00019","24h","GEV",10000,4.4647,294.02
"CEDAR BLUFF","KS00019","24h","GLO",10000,6.5914,434.06
"CEDAR BLUFF","KS00019","72h","GPA",10000,2.1368,165.95
"CEDAR BLUFF","KS00019","72h","PE3",10000,3.228,250.7
"CEDAR BLUFF","KS00019","72h","GEV",10000,3.5348,274.53
"CEDAR BLUFF","KS00019","72h","GNO",10000,3.5458,275.38
"CEDAR BLUFF","KS00019","72h","GLO",10000,5.2531,407.98
"CLE ELUM DAM","WA00274","24h","GPA",10000,2.3694,204.27
"CLE ELUM DAM","WA00274","24h","PE3",10000,3.3998,293.11
"CLE ELUM DAM","WA00274","24h","GNO",10000,3.9134,337.38
"CLE ELUM DAM","WA00274","24h","GEV",10000,4.1451,357.36
"CLE ELUM DAM","WA00274","24h","GLO",10000,6.0871,524.78
"CLE ELUM DAM","WA00274","72h","GPA",10000,2.0965,292.94
"CLE ELUM DAM","WA00274","72h","PE3",10000,3.0963,432.63
"CLE ELUM DAM","WA00274","72h","GNO",10000,3.43,479.26
"CLE ELUM DAM","WA00274","72h","GEV",10000,3.4678,484.54
"CLE ELUM DAM","WA00274","72h","GLO",10000,5.105,713.3
"BUFFALO BILL","WY01300","24h","GPA",10000,2.5806,86.48
"BUFFALO BILL","WY01300","24h","PE3",10000,3.7387,125.3
"BUFFALO BILL","WY01300","24h","GNO",10000,4.3437,145.57
"BUFFALO BILL","WY01300","24h","GEV",10000,4.6361,155.37
"BUFFALO BILL","WY01300","24h","GLO",10000,6.8609,229.93
"BUFFALO BILL","WY01300","72h","GPA",10000,2.5037,111.62
"BUFFALO BILL","WY01300","72h","PE3",10000,3.7049,165.17
"BUFFALO BILL","WY01300","72h","GNO",10000,4.2404,189.04
"BUFFALO BILL","WY01300","72h","GEV",10000,4.4381,197.86
"BUFFALO BILL","WY01300","72h","GLO",10000,6.6064,294.52
"KEYHOLE","WY01380","24h","GPA",10000,2.3912,110.24
"KEYHOLE","WY01380","24h","PE3",10000,3.5602,164.13
"KEYHOLE","WY01380","24h","GNO",10000,4.0305,185.81
"KEYHOLE","WY01380","24h","GEV",10000,4.1653,192.02
"KEYHOLE","WY01380","24h","GLO",10000,6.199,285.78
"KEYHOLE","WY01380","72h","GPA",10000,2.2942,131.37
"KEYHOLE","WY01380","72h","PE3",10000,3.4719,198.81
"KEYHOLE","WY01380","72h","GNO",10000,3.8669,221.43
"KEYHOLE","WY01380","72h","GEV",10000,3.9135,224.1
"KEYHOLE","WY01380","72h","GLO",10000,5.8449,334.7
"CLEAR LAKE DIKE 1","CA10141","24h","GPA",10000,2.2807,104.39
"CLEAR LAKE DIKE 1","CA10141","24h","PE3",10000,3.2986,150.97
"CLEAR LAKE DIKE 1","CA10141","24h","GNO",10000,3.7568,171.95
"CLEAR LAKE DIKE 1","CA10141","24h","GEV",10000,3.9296,179.85
"CLEAR LAKE DIKE 1","CA10141","24h","GLO",10000,5.7737,264.26
"CLEAR LAKE DIKE 1","CA10141","72h","GPA",10000,2.4451,169.77
"CLEAR LAKE DIKE 1","CA10141","72h","PE3",10000,3.525,244.75
"CLEAR LAKE DIKE 1","CA10141","72h","GNO",10000,4.0699,282.58
"CLEAR LAKE DIKE 1","CA10141","72h","GEV",10000,4.3204,299.97
"CLEAR LAKE DIKE 1","CA10141","72h","GLO",10000,6.3658,441.99
"CHENEY","KS00017","24h","GPA",10000,2.7641,197.35
"CHENEY","KS00017","24h","PE3",10000,3.7752,269.54
"CHENEY","KS00017","24h","GNO",10000,4.5472,324.66
"CHENEY","KS00017","24h","GEV",10000,5.086,363.13
"CHENEY","KS00017","24h","GLO",10000,7.4043,528.65
"CHENEY","KS00017","72h","GPA",10000,2.1058,176.78
"CHENEY","KS00017","72h","PE3",10000,3.1921,267.98
"CHENEY","KS00017","72h","GEV",10000,3.4535,289.92
"CHENEY","KS00017","72h","GNO",10000,3.4877,292.79
"CHENEY","KS00017","72h","GLO",10000,5.1335,430.96
"OSULLIVAN","WA00268","24h","GPA",10000,2.1642,117.71
"OSULLIVAN","WA00268","24h","PE3",10000,3.1373,170.64
"OSULLIVAN","WA00268","24h","GNO",10000,3.5332,192.17
"OSULLIVAN","WA00268","24h","GEV",10000,3.6503,198.55
"OSULLIVAN","WA00268","24h","GLO",10000,5.3498,290.98
"OSULLIVAN","WA00268","72h","GPA",10000,2.0523,173.9
"OSULLIVAN","WA00268","72h","PE3",10000,3.0171,255.65
"OSULLIVAN","WA00268","72h","GNO",10000,3.3347,282.57
"OSULLIVAN","WA00268","72h","GEV",10000,3.3662,285.24
"OSULLIVAN","WA00268","72h","GLO",10000,4.9396,418.56
"GRANBY","CO01656","24h","GPA",10000,3.2896,138.78
"GRANBY","CO01656","24h","PE3",10000,4.1051,173.18
"GRANBY","CO01656","24h","GNO",10000,5.2339,220.8
"GRANBY","CO01656","24h","GEV",10000,6.2684,264.44
"GRANBY","CO01656","24h","GLO",10000,8.9405,377.17
"GRANBY","CO01656","72h","GPA",10000,4.0095,224.23
"GRANBY","CO01656","72h","PE3",10000,4.5485,254.37
"GRANBY","CO01656","72h","GNO",10000,6.1229,342.42
"GRANBY","CO01656","72h","GEV",10000,7.7983,436.11
"GRANBY","CO01656","72h","GLO",10000,10.9054,609.87
"PUEBLO","CO00299","24h","GPA",10000,2.5106,108.57
"PUEBLO","CO00299","24h","PE3",10000,3.7433,161.88
"PUEBLO","CO00299","24h","GNO",10000,4.2701,184.66
"PUEBLO","CO00299","24h","GEV",10000,4.4473,192.32
"PUEBLO","CO00299","24h","GLO",10000,6.6382,287.07
"PUEBLO","CO00299","72h","GPA",10000,2.5638,133.35
"PUEBLO","CO00299","72h","PE3",10000,3.7859,196.91
"PUEBLO","CO00299","72h","GNO",10000,4.354,226.46
"PUEBLO","CO00299","72h","GEV",10000,4.5819,238.32
"PUEBLO","CO00299","72h","GLO",10000,6.8232,354.89
"FRIANT","CA10154","24h","GPA",10000,2.3896,194.52
"FRIANT","CA10154","24h","PE3",10000,3.4864,283.8
"FRIANT","CA10154","24h","GNO",10000,3.9867,324.54
"FRIANT","CA10154","24h","GEV",10000,4.1804,340.3
"FRIANT","CA10154","24h","GLO",10000,6.1774,502.87
"FRIANT","CA10154","72h","GPA",10000,2.9271,364.84
"FRIANT","CA10154","72h","PE3",10000,4.1618,518.74
"FRIANT","CA10154","72h","GNO",10000,4.9633,618.64
"FRIANT","CA10154","72h","GEV",10000,5.4564,680.1
"FRIANT","CA10154","72h","GLO",10000,8.0684,1005.67
"KIRWIN","KS00022","24h","GPA",10000,2.441,166.22
"KIRWIN","KS00022","24h","PE3",10000,3.5415,241.16
"KIRWIN","KS00022","24h","GNO",10000,4.0754,277.52
"KIRWIN","KS00022","24h","GEV",10000,4.3062,293.23
"KIRWIN","KS00022","24h","GLO",10000,6.3582,432.97
"KIRWIN","KS00022","72h","GPA",10000,2.0531,162.58
"KIRWIN","KS00022","72h","PE3",10000,3.1015,245.61
"KIRWIN","KS00022","72h","GEV",10000,3.3294,263.65
"KIRWIN","KS00022","72h","GNO",10000,3.3752,267.28
"KIRWIN","KS00022","72h","GLO",10000,4.9338,390.71
"ANDERSON RANCH","ID00279","24h","GPA",10000,2.1032,70.81
"ANDERSON RANCH","ID00279","24h","PE3",10000,3.0927,104.13
"ANDERSON RANCH","ID00279","24h","GNO",10000,3.4366,115.71
"ANDERSON RANCH","ID00279","24h","GEV",10000,3.4892,117.48
"ANDERSON RANCH","ID00279","24h","GLO",10000,5.1297,172.71
"ANDERSON RANCH","ID00279","72h","GPA",10000,2.0787,106.4
"ANDERSON RANCH","ID00279","72h","PE3",10000,3.0776,157.53
"ANDERSON RANCH","ID00279","72h","GNO",10000,3.3981,173.94
"ANDERSON RANCH","ID00279","72h","GEV",10000,3.4214,175.13
"ANDERSON RANCH","ID00279","72h","GLO",10000,5.0381,257.89
"LEMON","CO01688","24h","GPA",10000,2.0509,69.96
"LEMON","CO01688","24h","PE3",10000,3.0613,104.44
"LEMON","CO01688","24h","GEV",10000,3.3425,114.03
"LEMON","CO01688","24h","GNO",10000,3.3542,114.43
"LEMON","CO01688","24h","GLO",10000,4.9315,168.24
"LEMON","CO01688","72h","GPA",10000,1.857,82.57
"LEMON","CO01688","72h","PE3",10000,2.7923,124.15
"LEMON","CO01688","72h","GEV",10000,2.8429,126.4
"LEMON","CO01688","72h","GNO",10000,2.9643,131.8
"LEMON","CO01688","72h","GLO",10000,4.1686,185.35
"SHADEHILL DIKE NO. 2","SD01141","24h","GPA",10000,2.2829,114.12
"SHADEHILL DIKE NO. 2","SD01141","24h","PE3",10000,3.4383,171.87
"SHADEHILL DIKE NO. 2","SD01141","24h","GNO",10000,3.8358,191.74
"SHADEHILL DIKE NO. 2","SD01141","24h","GEV",10000,3.8928,194.59
"SHADEHILL DIKE NO. 2","SD01141","24h","GLO",10000,5.8024,290.05
"SHADEHILL DIKE NO. 2","SD01141","72h","GPA",10000,2.1145,127.3
"SHADEHILL DIKE NO. 2","SD01141","72h","PE3",10000,3.232,194.58
"SHADEHILL DIKE NO. 2","SD01141","72h","GEV",10000,3.461,208.37
"SHADEHILL DIKE NO. 2","SD01141","72h","GNO",10000,3.5172,211.75
"SHADEHILL DIKE NO. 2","SD01141","72h","GLO",10000,5.1615,310.75
"HERON","NM00122","24h","GPA",10000,2.1144,71.41
"HERON","NM00122","24h","PE3",10000,3.1662,106.94
"HERON","NM00122","24h","GNO",10000,3.4872,117.78
"HERON","NM00122","24h","GEV",10000,3.4931,117.98
"HERON","NM00122","24h","GLO",10000,5.171,174.65
"HERON","NM00122","72h","GPA",10000,1.9488,85.73
"HERON","NM00122","72h","PE3",10000,2.9501,129.77
"HERON","NM00122","72h","GEV",10000,3.0648,134.82
"HERON","NM00122","72h","GNO",10000,3.1628,139.13
"HERON","NM00122","72h","GLO",10000,4.5259,199.1
"FONTENELLE","WY01389","24h","GPA",10000,2.2692,63.35
"FONTENELLE","WY01389","24h","PE3",10000,3.3039,92.23
"FONTENELLE","WY01389","24h","GNO",10000,3.747,104.6
"FONTENELLE","WY01389","24h","GEV",10000,3.8966,108.78
"FONTENELLE","WY01389","24h","GLO",10000,5.7369,160.15
"FONTENELLE","WY01389","72h","GPA",10000,2.152,84.65
"FONTENELLE","WY01389","72h","PE3",10000,3.181,125.13
"FONTENELLE","WY01389","72h","GNO",10000,3.5421,139.34
"FONTENELLE","WY01389","72h","GEV",10000,3.6007,141.64
"FONTENELLE","WY01389","72h","GLO",10000,5.3119,208.96
"WEBSTER","KS00025","24h","GPA",10000,2.5906,173.7
"WEBSTER","KS00025","24h","PE3",10000,3.6648,245.73
"WEBSTER","KS00025","24h","GNO",10000,4.3073,288.81
"WEBSTER","KS00025","24h","GEV",10000,4.6726,313.3
"WEBSTER","KS00025","24h","GLO",10000,6.8607,460.01
"WEBSTER","KS00025","72h","GPA",10000,2.0986,164
"WEBSTER","KS00025","72h","PE3",10000,3.1548,246.54
"WEBSTER","KS00025","72h","GEV",10000,3.449,269.54
"WEBSTER","KS00025","72h","GNO",10000,3.4611,270.48
"WEBSTER","KS00025","72h","GLO",10000,5.1102,399.36
"MCPHEE","CO02707","24h","GPA",10000,2.1675,71.28
"MCPHEE","CO02707","24h","PE3",10000,3.196,105.1
"MCPHEE","CO02707","24h","GNO",10000,3.5688,117.36
"MCPHEE","CO02707","24h","GEV",10000,3.6408,119.73
"MCPHEE","CO02707","24h","GLO",10000,5.3689,176.55
"MCPHEE","CO02707","72h","GPA",10000,2.0217,84.93
"MCPHEE","CO02707","72h","PE3",10000,3.0313,127.35
"MCPHEE","CO02707","72h","GEV",10000,3.264,137.13
"MCPHEE","CO02707","72h","GNO",10000,3.3012,138.69
"MCPHEE","CO02707","72h","GLO",10000,4.8182,202.42
"TWITCHELL","CA10197","24h","GPA",10000,2.9259,166.44
"TWITCHELL","CA10197","24h","PE3",10000,4.3653,248.31
"TWITCHELL","CA10197","24h","GNO",10000,5.0915,289.62
"TWITCHELL","CA10197","24h","GEV",10000,5.4254,308.61
"TWITCHELL","CA10197","24h","GLO",10000,8.1514,463.68
"TWITCHELL","CA10197","72h","GPA",10000,3.5575,269.73
"TWITCHELL","CA10197","72h","PE3",10000,4.972,376.98
"TWITCHELL","CA10197","72h","GNO",10000,6.1065,463
"TWITCHELL","CA10197","72h","GEV",10000,6.9244,525.02
"TWITCHELL","CA10197","72h","GLO",10000,10.2528,777.39
"EMIGRANT","OR00581","24h","GPA",10000,2.3134,136.45
"EMIGRANT","OR00581","24h","PE3",10000,3.3658,198.52
"EMIGRANT","OR00581","24h","GNO",10000,3.8321,226.02
"EMIGRANT","OR00581","24h","GEV",10000,4.0021,236.05
"EMIGRANT","OR00581","24h","GLO",10000,5.8975,347.84
"EMIGRANT","OR00581","72h","GPA",10000,2,203.27
"EMIGRANT","OR00581","72h","PE3",10000,3.0393,308.89
"EMIGRANT","OR00581","72h","GEV",10000,3.1867,323.88
"EMIGRANT","OR00581","72h","GNO",10000,3.2735,332.7
"EMIGRANT","OR00581","72h","GLO",10000,4.7228,480
"JAMESTOWN DAM","ND00151","24h","GPA",10000,2.4024,133.57
"JAMESTOWN DAM","ND00151","24h","PE3",10000,3.5712,198.56
"JAMESTOWN DAM","ND00151","24h","GNO",10000,4.0497,225.16
"JAMESTOWN DAM","ND00151","24h","GEV",10000,4.1936,233.16
"JAMESTOWN DAM","ND00151","24h","GLO",10000,6.2392,346.9
"JAMESTOWN DAM","ND00151","72h","GPA",10000,2.2988,149.09
"JAMESTOWN DAM","ND00151","72h","PE3",10000,3.4196,221.79
"JAMESTOWN DAM","ND00151","72h","GNO",10000,3.8452,249.39
"JAMESTOWN DAM","ND00151","72h","GEV",10000,3.9457,255.91
"JAMESTOWN DAM","ND00151","72h","GLO",10000,5.8578,379.92
"CABALLO","NM00131","24h","GPA",10000,2.3081,91.01
"CABALLO","NM00131","24h","PE3",10000,3.5165,138.66
"CABALLO","NM00131","24h","GNO",10000,3.9068,154.05
"CABALLO","NM00131","24h","GEV",10000,3.9378,155.27
"CABALLO","NM00131","24h","GLO",10000,5.8973,232.53
"CABALLO","NM00131","72h","GPA",10000,2.1142,105.03
"CABALLO","NM00131","72h","PE3",10000,3.2919,163.53
"CABALLO","NM00131","72h","GEV",10000,3.4234,170.06
"CABALLO","NM00131","72h","GNO",10000,3.5405,175.88
"CABALLO","NM00131","72h","GLO",10000,5.1396,255.32
"BOR JORDANELLE","UT10204","24h","GPA",10000,1.8795,73.73
"BOR JORDANELLE","UT10204","24h","PE3",10000,2.7793,109.03
"BOR JORDANELLE","UT10204","24h","GEV",10000,2.932,115.02
"BOR JORDANELLE","UT10204","24h","GNO",10000,2.9939,117.45
"BOR JORDANELLE","UT10204","24h","GLO",10000,4.2792,167.87
"BOR JORDANELLE","UT10204","72h","GPA",10000,1.8802,101.49
"BOR JORDANELLE","UT10204","72h","PE3",10000,2.7811,150.11
"BOR JORDANELLE","UT10204","72h","GEV",10000,2.9332,158.32
"BOR JORDANELLE","UT10204","72h","GNO",10000,2.9956,161.69
"BOR JORDANELLE","UT10204","72h","GLO",10000,4.2816,231.1
"NORMAN","OK02504","24h","GPA",10000,1.9238,96.03
"NORMAN","OK02504","24h","PE3",10000,2.7735,138.45
"NORMAN","OK02504","24h","GNO",10000,3.051,152.3
"NORMAN","OK02504","24h","GEV",10000,3.0762,153.56
"NORMAN","OK02504","24h","GLO",10000,4.4586,222.56
"NORMAN","OK02504","72h","GPA",10000,1.7892,98.93
"NORMAN","OK02504","72h","PE3",10000,2.6055,144.07
"NORMAN","OK02504","72h","GEV",10000,2.728,150.84
"NORMAN","OK02504","72h","GNO",10000,2.7927,154.42
"NORMAN","OK02504","72h","GLO",10000,3.9392,217.81
"TRENTON DAM","NE01078","24h","GPA",10000,2.4695,153
"TRENTON DAM","NE01078","24h","PE3",10000,3.6006,223.07
"TRENTON DAM","NE01078","24h","GNO",10000,4.1416,256.59
"TRENTON DAM","NE01078","24h","GEV",10000,4.37,270.74
"TRENTON DAM","NE01078","24h","GLO",10000,6.4672,400.67
"TRENTON DAM","NE01078","72h","GPA",10000,2.1963,159.81
"TRENTON DAM","NE01078","72h","PE3",10000,3.3111,240.92
"TRENTON DAM","NE01078","72h","GNO",10000,3.6631,266.54
"TRENTON DAM","NE01078","72h","GEV",10000,3.6827,267.96
"TRENTON DAM","NE01078","72h","GLO",10000,5.4785,398.63
"BONNY","CO01300","24h","GPA",10000,2.3894,132.16
"BONNY","CO01300","24h","PE3",10000,3.5493,196.32
"BONNY","CO01300","24h","GNO",10000,4.0224,222.49
"BONNY","CO01300","24h","GEV",10000,4.1634,230.29
"BONNY","CO01300","24h","GLO",10000,6.191,342.44
"BONNY","CO01300","72h","GPA",10000,2.1123,137.96
"BONNY","CO01300","72h","PE3",10000,3.2448,211.92
"BONNY","CO01300","72h","GEV",10000,3.4463,225.09
"BONNY","CO01300","72h","GNO",10000,3.5193,229.86
"BONNY","CO01300","72h","GLO",10000,5.1485,336.26
"CLARK CANYON","MT00569","24h","GPA",10000,2.0398,63.88
"CLARK CANYON","MT00569","24h","PE3",10000,3.0556,95.69
"CLARK CANYON","MT00569","24h","GEV",10000,3.31,103.66
"CLARK CANYON","MT00569","24h","GNO",10000,3.3367,104.49
"CLARK CANYON","MT00569","24h","GLO",10000,4.8879,153.07
"CLARK CANYON","MT00569","72h","GPA",10000,1.815,74.23
"CLARK CANYON","MT00569","72h","GEV",10000,2.7189,111.19
"CLARK CANYON","MT00569","72h","PE3",10000,2.743,112.18
"CLARK CANYON","MT00569","72h","GNO",10000,2.8786,117.72
"CLARK CANYON","MT00569","72h","GLO",10000,3.9834,162.91
"FT COBB LAKE","OK02502","24h","GPA",10000,2.2227,166.93
"FT COBB LAKE","OK02502","24h","PE3",10000,3.337,250.62
"FT COBB LAKE","OK02502","24h","GNO",10000,3.7094,278.59
"FT COBB LAKE","OK02502","24h","GEV",10000,3.7519,281.79
"FT COBB LAKE","OK02502","24h","GLO",10000,5.5773,418.89
"FT COBB LAKE","OK02502","72h","GPA",10000,2.1036,188.54
"FT COBB LAKE","OK02502","72h","PE3",10000,3.1572,282.97
"FT COBB LAKE","OK02502","72h","GEV",10000,3.4637,310.43
"FT COBB LAKE","OK02502","72h","GNO",10000,3.4689,310.9
"FT COBB LAKE","OK02502","72h","GLO",10000,5.1298,459.76
"CASITAS","CA10139","24h","GPA",10000,2.875,222.7
"CASITAS","CA10139","24h","PE3",10000,4.3223,334.82
"CASITAS","CA10139","24h","GNO",10000,5.0109,388.16
"CASITAS","CA10139","24h","GEV",10000,5.2989,410.46
"CASITAS","CA10139","24h","GLO",10000,7.9769,617.91
"CASITAS","CA10139","72h","GPA",10000,3.4137,365.88
"CASITAS","CA10139","72h","PE3",10000,4.9434,529.84
"CASITAS","CA10139","72h","GNO",10000,5.9529,638.04
"CASITAS","CA10139","72h","GEV",10000,6.583,705.57
"CASITAS","CA10139","72h","GLO",10000,9.8445,1055.15
"HORSE MESA","AZ10311","24h","GPA",10000,2.1893,121.91
"HORSE MESA","AZ10311","24h","PE3",10000,3.287,183.03
"HORSE MESA","AZ10311","24h","GNO",10000,3.6423,202.82
"HORSE MESA","AZ10311","24h","GEV",10000,3.6713,204.43
"HORSE MESA","AZ10311","24h","GLO",10000,5.4524,303.61
"HORSE MESA","AZ10311","72h","GPA",10000,2.4786,185.31
"HORSE MESA","AZ10311","72h","PE3",10000,3.645,272.53
"HORSE MESA","AZ10311","72h","GNO",10000,4.1777,312.35
"HORSE MESA","AZ10311","72h","GEV",10000,4.3842,327.79
"HORSE MESA","AZ10311","72h","GLO",10000,6.5089,486.65
"BARTLETT","AZ10308","24h","GPA",10000,2.1814,122.85
"BARTLETT","AZ10308","24h","PE3",10000,3.284,184.94
"BARTLETT","AZ10308","24h","GNO",10000,3.6307,204.47
"BARTLETT","AZ10308","24h","GEV",10000,3.6483,205.46
"BARTLETT","AZ10308","24h","GLO",10000,5.4224,305.37
"BARTLETT","AZ10308","72h","GPA",10000,2.4722,190.54
"BARTLETT","AZ10308","72h","PE3",10000,3.6403,280.56
"BARTLETT","AZ10308","72h","GNO",10000,4.1679,321.22
"BARTLETT","AZ10308","72h","GEV",10000,4.3682,336.66
"BARTLETT","AZ10308","72h","GLO",10000,6.487,499.96
"KACHESS DAM","WA00260","24h","GPA",10000,2.3484,204.4
"KACHESS DAM","WA00260","24h","PE3",10000,3.3882,294.91
"KACHESS DAM","WA00260","24h","GNO",10000,3.8838,338.05
"KACHESS DAM","WA00260","24h","GEV",10000,4.0917,356.14
"KACHESS DAM","WA00260","24h","GLO",10000,6.0171,523.72
"KACHESS DAM","WA00260","72h","GPA",10000,2.0965,292.94
"KACHESS DAM","WA00260","72h","PE3",10000,3.0963,432.63
"KACHESS DAM","WA00260","72h","GNO",10000,3.43,479.26
"KACHESS DAM","WA00260","72h","GEV",10000,3.4678,484.54
"KACHESS DAM","WA00260","72h","GLO",10000,5.105,713.3
"WHISKEYTOWN","CA10204","24h","GPA",10000,2.0041,164.18
"WHISKEYTOWN","CA10204","24h","PE3",10000,3.0102,246.6
"WHISKEYTOWN","CA10204","24h","GEV",10000,3.2175,263.59
"WHISKEYTOWN","CA10204","24h","GNO",10000,3.2675,267.68
"WHISKEYTOWN","CA10204","24h","GLO",10000,4.7493,389.08
"WHISKEYTOWN","CA10204","72h","GPA",10000,2.1221,292.3
"WHISKEYTOWN","CA10204","72h","PE3",10000,3.2495,447.59
"WHISKEYTOWN","CA10204","72h","GEV",10000,3.4765,478.86
"WHISKEYTOWN","CA10204","72h","GNO",10000,3.5353,486.96
"WHISKEYTOWN","CA10204","72h","GLO",10000,5.1892,714.77
"ARTHUR R. BOWMAN","OR00579","24h","GPA",10000,2.4299,88.12
"ARTHUR R. BOWMAN","OR00579","24h","PE3",10000,3.5068,127.17
"ARTHUR R. BOWMAN","OR00579","24h","GNO",10000,4.0427,146.61
"ARTHUR R. BOWMAN","OR00579","24h","GEV",10000,4.284,155.36
"ARTHUR R. BOWMAN","OR00579","24h","GLO",10000,6.3123,228.92
"ARTHUR R. BOWMAN","OR00579","72h","GPA",10000,2.5856,127.83
"ARTHUR R. BOWMAN","OR00579","72h","PE3",10000,3.6189,178.92
"ARTHUR R. BOWMAN","OR00579","72h","GNO",10000,4.2725,211.23
"ARTHUR R. BOWMAN","OR00579","72h","GEV",10000,4.665,230.64
"ARTHUR R. BOWMAN","OR00579","72h","GLO",10000,6.8244,337.4
"SUMNER","NM00130","24h","GPA",10000,2.6308,136.93
"SUMNER","NM00130","24h","PE3",10000,3.8481,200.29
"SUMNER","NM00130","24h","GNO",10000,4.4636,232.33
"SUMNER","NM00130","24h","GEV",10000,4.7475,247.11
"SUMNER","NM00130","24h","GLO",10000,7.055,367.21
"SUMNER","NM00130","72h","GPA",10000,2.9529,187.83
"SUMNER","NM00130","72h","PE3",10000,4.1455,263.7
"SUMNER","NM00130","72h","GNO",10000,4.9771,316.59
"SUMNER","NM00130","72h","GEV",10000,5.5203,351.14
"SUMNER","NM00130","72h","GLO",10000,8.132,517.27
"STAMPEDE","CA10192","24h","GPA",10000,2.524,209.75
"STAMPEDE","CA10192","24h","PE3",10000,3.6157,300.48
"STAMPEDE","CA10192","24h","GNO",10000,4.2085,349.74
"STAMPEDE","CA10192","24h","GEV",10000,4.51,374.8
"STAMPEDE","CA10192","24h","GLO",10000,6.6416,551.94
"STAMPEDE","CA10192","72h","GPA",10000,2.7529,366.26
"STAMPEDE","CA10192","72h","PE3",10000,3.95,525.54
"STAMPEDE","CA10192","72h","GNO",10000,4.6533,619.11
"STAMPEDE","CA10192","72h","GEV",10000,5.0456,671.3
"STAMPEDE","CA10192","72h","GLO",10000,7.4645,993.13
"ARBUCKLE","OK02501","24h","GPA",10000,1.9238,96.03
"ARBUCKLE","OK02501","24h","PE3",10000,2.7735,138.45
"ARBUCKLE","OK02501","24h","GNO",10000,3.051,152.3
"ARBUCKLE","OK02501","24h","GEV",10000,3.0762,153.56
"ARBUCKLE","OK02501","24h","GLO",10000,4.4586,222.56
"ARBUCKLE","OK02501","72h","GPA",10000,1.7892,98.93
"ARBUCKLE","OK02501","72h","PE3",10000,2.6055,144.07
"ARBUCKLE","OK02501","72h","GEV",10000,2.728,150.84
"ARBUCKLE","OK02501","72h","GNO",10000,2.7927,154.42
"ARBUCKLE","OK02501","72h","GLO",10000,3.9392,217.81
"BOR ARTHUR V WATKINS","UT10112","24h","GPA",10000,2.083,91.58
"BOR ARTHUR V WATKINS","UT10112","24h","PE3",10000,3.0044,132.09
"BOR ARTHUR V WATKINS","UT10112","24h","GNO",10000,3.3655,147.97
"BOR ARTHUR V WATKINS","UT10112","24h","GEV",10000,3.4606,152.15
"BOR ARTHUR V WATKINS","UT10112","24h","GLO",10000,5.0491,221.99
"BOR ARTHUR V WATKINS","UT10112","72h","GPA",10000,1.9685,117.77
"BOR ARTHUR V WATKINS","UT10112","72h","PE3",10000,2.904,173.74
"BOR ARTHUR V WATKINS","UT10112","72h","GEV",10000,3.1567,188.86
"BOR ARTHUR V WATKINS","UT10112","72h","GNO",10000,3.1716,189.74
"BOR ARTHUR V WATKINS","UT10112","72h","GLO",10000,4.6227,276.56
"MINIDOKA SOUTH DIKE","ID00275","24h","GPA",10000,2.2209,62.08
"MINIDOKA SOUTH DIKE","ID00275","24h","PE3",10000,3.2605,91.14
"MINIDOKA SOUTH DIKE","ID00275","24h","GNO",10000,3.6671,102.5
"MINIDOKA SOUTH DIKE","ID00275","24h","GEV",10000,3.7737,105.48
"MINIDOKA SOUTH DIKE","ID00275","24h","GLO",10000,5.5649,155.55
"MINIDOKA SOUTH DIKE","ID00275","72h","GPA",10000,2.1691,80.24
"MINIDOKA SOUTH DIKE","ID00275","72h","PE3",10000,3.2303,119.5
"MINIDOKA SOUTH DIKE","ID00275","72h","GNO",10000,3.5885,132.75
"MINIDOKA SOUTH DIKE","ID00275","72h","GEV",10000,3.6331,134.4
"MINIDOKA SOUTH DIKE","ID00275","72h","GLO",10000,5.3768,198.9
"WICKIUP RESERVOIR (USBR)","OR00276","24h","GPA",10000,2.1066,137.06
"WICKIUP RESERVOIR (USBR)","OR00276","24h","PE3",10000,3.0847,200.7
"WICKIUP RESERVOIR (USBR)","OR00276","24h","GNO",10000,3.4366,223.59
"WICKIUP RESERVOIR (USBR)","OR00276","24h","GEV",10000,3.5022,227.86
"WICKIUP RESERVOIR (USBR)","OR00276","24h","GLO",10000,5.1416,334.52
"WICKIUP RESERVOIR (USBR)","OR00276","72h","GPA",10000,1.9908,219.71
"WICKIUP RESERVOIR (USBR)","OR00276","72h","PE3",10000,2.9092,321.07
"WICKIUP RESERVOIR (USBR)","OR00276","72h","GNO",10000,3.2032,353.52
"WICKIUP RESERVOIR (USBR)","OR00276","72h","GEV",10000,3.2239,355.8
"WICKIUP RESERVOIR (USBR)","OR00276","72h","GLO",10000,4.7093,519.73
"HORSESHOE","AZ10310","24h","GPA",10000,2.2342,125.16
"HORSESHOE","AZ10310","24h","PE3",10000,3.3394,187.07
"HORSESHOE","AZ10310","24h","GNO",10000,3.7249,208.67
"HORSESHOE","AZ10310","24h","GEV",10000,3.7854,212.06
"HORSESHOE","AZ10310","24h","GLO",10000,5.62,314.84
"HORSESHOE","AZ10310","72h","GPA",10000,2.4987,189.52
"HORSESHOE","AZ10310","72h","PE3",10000,3.6591,277.54
"HORSESHOE","AZ10310","72h","GNO",10000,4.208,319.17
"HORSESHOE","AZ10310","72h","GEV",10000,4.4352,336.4
"HORSESHOE","AZ10310","72h","GLO",10000,6.5776,498.9
"WARM SPRINGS RES. (USBR)","OR00082","24h","GPA",10000,2.318,60.48
