"site","duration","return_period_yr","AEP","depth_mm","depth_lo_mm","depth_hi_mm","rel_rmse"
"TIBER","72h",25,0.04,93.63,91.91,94.88,0.01
"TIBER","72h",50,0.02,105.95,103.32,107.83,0.014
"TIBER","72h",100,0.01,118.4,114.67,120.93,0.017
"TIBER","72h",200,0.005,131.05,126.09,134.38,0.02
"TIBER","72h",500,0.002,148.18,141.39,152.69,0.025
"TIBER","72h",1000,0.001,161.51,153.18,167.08,0.028
"TIBER","72h",2000,5e-04,175.18,165.26,181.92,0.031
"TIBER","72h",5000,2e-04,193.83,181.66,202.29,0.034
"TIBER","72h",10000,1e-04,208.41,194.25,218.29,0.037
"DRY FALLS DAM & POWERPLANT","24h",2,0.5,50.89,50.6,51.28,0.004
"DRY FALLS DAM & POWERPLANT","24h",5,0.2,66.6,66.37,66.94,0.003
"DRY FALLS DAM & POWERPLANT","24h",10,0.1,77.37,76.68,77.86,0.005
"DRY FALLS DAM & POWERPLANT","24h",25,0.04,91.43,89.72,92.6,0.01
"DRY FALLS DAM & POWERPLANT","24h",50,0.02,102.2,99.47,104.2,0.015
"DRY FALLS DAM & POWERPLANT","24h",100,0.01,113.16,109.12,116.28,0.02
"DRY FALLS DAM & POWERPLANT","24h",200,0.005,124.38,118.73,128.81,0.026
"DRY FALLS DAM & POWERPLANT","24h",500,0.002,139.65,131.53,146.16,0.033
"DRY FALLS DAM & POWERPLANT","24h",1000,0.001,151.54,141.14,159.82,0.039
"DRY FALLS DAM & POWERPLANT","24h",2000,5e-04,163.74,150.92,174.02,0.045
"DRY FALLS DAM & POWERPLANT","24h",5000,2e-04,180.36,163.94,193.71,0.053
"DRY FALLS DAM & POWERPLANT","24h",10000,1e-04,193.33,173.7,209.31,0.059
"DRY FALLS DAM & POWERPLANT","72h",2,0.5,80.04,79.63,80.67,0.004
"DRY FALLS DAM & POWERPLANT","72h",5,0.2,105.03,104.59,105.54,0.003
"DRY FALLS DAM & POWERPLANT","72h",10,0.1,121.68,120.57,122.58,0.005
"DRY FALLS DAM & POWERPLANT","72h",25,0.04,142.82,140.07,144.94,0.01
"DRY FALLS DAM & POWERPLANT","72h",50,0.02,158.6,154.17,161.73,0.015
"DRY FALLS DAM & POWERPLANT","72h",100,0.01,174.32,167.85,179.04,0.02
"DRY FALLS DAM & POWERPLANT","72h",200,0.005,190.07,181.46,196.34,0.025
"DRY FALLS DAM & POWERPLANT","72h",500,0.002,210.94,198.91,219.61,0.031
"DRY FALLS DAM & POWERPLANT","72h",1000,0.001,226.8,211.83,237.53,0.037
"DRY FALLS DAM & POWERPLANT","72h",2000,5e-04,242.72,224.53,255.85,0.042
"DRY FALLS DAM & POWERPLANT","72h",5000,2e-04,263.88,240.77,280.6,0.049
"DRY FALLS DAM & POWERPLANT","72h",10000,1e-04,279.97,252.75,299.71,0.055
"NORTH","24h",2,0.5,43.12,42.88,43.48,0.005
"NORTH","24h",5,0.2,56.36,56.14,56.65,0.003
"NORTH","24h",10,0.1,65.51,64.9,65.99,0.005
"NORTH","24h",25,0.04,77.54,76.01,78.72,0.011
"NORTH","24h",50,0.02,86.81,84.34,88.59,0.016
"NORTH","24h",100,0.01,96.32,92.68,98.97,0.022
"NORTH","24h",200,0.005,106.1,101.04,109.86,0.027
"NORTH","24h",500,0.002,119.5,112.04,125.06,0.035
"NORTH","24h",1000,0.001,130.01,120.51,136.9,0.041
"NORTH","24h",2000,5e-04,140.86,129.05,149.24,0.048
"NORTH","24h",5000,2e-04,155.74,140.27,166.62,0.056
"NORTH","24h",10000,1e-04,167.43,148.91,180.69,0.063
"NORTH","72h",2,0.5,62.44,62.12,63.13,0.006
"NORTH","72h",5,0.2,79.92,79.62,80.37,0.003
"NORTH","72h",10,0.1,92.48,91.42,93.19,0.006
"NORTH","72h",25,0.04,110.51,107.8,112.13,0.013
"NORTH","72h",50,0.02,125.91,121.39,128.47,0.019
"NORTH","72h",100,0.01,143.27,136.34,147.1,0.026
"NORTH","72h",200,0.005,162.95,152.85,168.31,0.033
"NORTH","72h",500,0.002,193.19,177.4,201.44,0.043
"NORTH","72h",1000,0.001,219.78,198.5,230.7,0.051
"NORTH","72h",2000,5e-04,250.09,222.39,264.33,0.059
"NORTH","72h",5000,2e-04,296.78,258.36,316.59,0.071
"NORTH","72h",10000,1e-04,337.9,288.28,363.53,0.08
"OWYHEE","24h",2,0.5,25.97,25.83,26.17,0.004
"OWYHEE","24h",5,0.2,34.38,34.26,34.54,0.003
"OWYHEE","24h",10,0.1,40.19,39.84,40.44,0.005
"OWYHEE","24h",25,0.04,47.82,46.94,48.41,0.01
"OWYHEE","24h",50,0.02,53.69,52.25,54.71,0.015
"OWYHEE","24h",100,0.01,59.71,57.63,61.17,0.02
"OWYHEE","24h",200,0.005,65.9,63.03,67.96,0.025
"OWYHEE","24h",500,0.002,74.36,70.14,77.42,0.032
"OWYHEE","24h",1000,0.001,81,75.56,85.06,0.038
"OWYHEE","24h",2000,5e-04,87.84,81.05,92.91,0.043
"OWYHEE","24h",5000,2e-04,97.22,88.38,103.81,0.051
"OWYHEE","24h",10000,1e-04,104.57,94.01,112.51,0.057
"OWYHEE","72h",2,0.5,35.11,34.95,35.34,0.004
"OWYHEE","72h",5,0.2,45.84,45.65,46.04,0.003
"OWYHEE","72h",10,0.1,52.79,52.37,53.15,0.005
"OWYHEE","72h",25,0.04,61.42,60.43,62.19,0.009
"OWYHEE","72h",50,0.02,67.72,66.2,68.89,0.013
"OWYHEE","72h",100,0.01,73.87,71.7,75.56,0.017
"OWYHEE","72h",200,0.005,79.91,76.98,82.23,0.021
"OWYHEE","72h",500,0.002,87.74,83.68,90.92,0.026
"OWYHEE","72h",1000,0.001,93.56,88.52,97.52,0.031
"OWYHEE","72h",2000,5e-04,99.29,93.2,104.11,0.035
"OWYHEE","72h",5000,2e-04,106.74,99.14,112.84,0.041
"OWYHEE","72h",10000,1e-04,112.28,103.44,119.47,0.045
"GLEN ELDER","24h",2,0.5,63.31,62.97,63.86,0.005
"GLEN ELDER","24h",5,0.2,86.65,86.31,87.08,0.003
"GLEN ELDER","24h",10,0.1,103.17,102.24,103.85,0.005
"GLEN ELDER","24h",25,0.04,125.35,122.91,127.02,0.01
"GLEN ELDER","24h",50,0.02,142.8,138.9,145.49,0.015
"GLEN ELDER","24h",100,0.01,161.01,155.24,165.04,0.02
"GLEN ELDER","24h",200,0.005,180.08,171.92,185.72,0.025
"GLEN ELDER","24h",500,0.002,206.73,194.48,215.01,0.032
"GLEN ELDER","24h",1000,0.001,228.06,211.95,238.77,0.038
"GLEN ELDER","24h",2000,5e-04,250.46,230.41,264.24,0.044
"GLEN ELDER","24h",5000,2e-04,281.83,255.27,299.93,0.052
"GLEN ELDER","24h",10000,1e-04,306.95,274.56,328.95,0.058
"GLEN ELDER","72h",2,0.5,75.72,75.3,76.25,0.004
"GLEN ELDER","72h",5,0.2,101.01,100.57,101.46,0.003
"GLEN ELDER","72h",10,0.1,117.7,116.71,118.48,0.005
"GLEN ELDER","72h",25,0.04,138.73,136.51,140.39,0.009
"GLEN ELDER","72h",50,0.02,154.28,150.79,156.94,0.013
"GLEN ELDER","72h",100,0.01,169.68,164.64,173.77,0.017
"GLEN ELDER","72h",200,0.005,184.99,178.12,190.61,0.021
"GLEN ELDER","72h",500,0.002,205.12,195.43,213.26,0.027
"GLEN ELDER","72h",1000,0.001,220.3,208.18,230.72,0.031
"GLEN ELDER","72h",2000,5e-04,235.43,220.5,248.33,0.035
"GLEN ELDER","72h",5000,2e-04,255.38,236.51,271.77,0.042
"GLEN ELDER","72h",10000,1e-04,270.43,248.44,289.56,0.046
"PATHFINDER DIKE","24h",2,0.5,31.46,31.26,31.99,0.009
"PATHFINDER DIKE","24h",5,0.2,43.14,42.98,43.45,0.004
"PATHFINDER DIKE","24h",10,0.1,51.89,51.28,52.37,0.007
"PATHFINDER DIKE","24h",25,0.04,64.86,62.99,65.87,0.016
"PATHFINDER DIKE","24h",50,0.02,76.31,73.01,77.95,0.024
"PATHFINDER DIKE","24h",100,0.01,89.55,84.19,91.95,0.032
"PATHFINDER DIKE","24h",200,0.005,104.97,96.94,108.44,0.041
"PATHFINDER DIKE","24h",500,0.002,129.39,116.56,134.67,0.053
"PATHFINDER DIKE","24h",1000,0.001,151.52,133.83,159,0.062
"PATHFINDER DIKE","24h",2000,5e-04,177.42,153.17,187.6,0.072
"PATHFINDER DIKE","24h",5000,2e-04,218.54,183.07,233.27,0.085
"PATHFINDER DIKE","24h",10000,1e-04,255.87,209.91,275.1,0.095
"PATHFINDER DIKE","72h",2,0.5,39.45,39.14,39.94,0.006
"PATHFINDER DIKE","72h",5,0.2,55.48,55.19,55.83,0.004
"PATHFINDER DIKE","72h",10,0.1,66.56,65.79,67.14,0.006
"PATHFINDER DIKE","72h",25,0.04,81.14,79.11,82.5,0.013
"PATHFINDER DIKE","72h",50,0.02,92.39,88.97,94.71,0.019
"PATHFINDER DIKE","72h",100,0.01,103.92,98.82,107.27,0.025
"PATHFINDER DIKE","72h",200,0.005,115.79,108.85,120.38,0.032
"PATHFINDER DIKE","72h",500,0.002,132.05,121.93,138.88,0.041
"PATHFINDER DIKE","72h",1000,0.001,144.82,131.87,153.72,0.048
"PATHFINDER DIKE","72h",2000,5e-04,158,141.84,169.29,0.055
"PATHFINDER DIKE","72h",5000,2e-04,176.09,155.23,190.83,0.064
"PATHFINDER DIKE","72h",10000,1e-04,190.3,165.48,207.83,0.071
"BOR SOLDIER CREEK","24h",2,0.5,33.64,33.44,33.91,0.004
"BOR SOLDIER CREEK","24h",5,0.2,44.08,43.87,44.31,0.003
"BOR SOLDIER CREEK","24h",10,0.1,51.04,50.56,51.43,0.006
"BOR SOLDIER CREEK","24h",25,0.04,59.88,58.78,60.69,0.011
"BOR SOLDIER CREEK","24h",50,0.02,66.47,64.67,67.81,0.016
"BOR SOLDIER CREEK","24h",100,0.01,73.04,70.36,74.99,0.021
"BOR SOLDIER CREEK","24h",200,0.005,79.62,75.81,82.42,0.026
"BOR SOLDIER CREEK","24h",500,0.002,88.34,82.86,92.24,0.033
"BOR SOLDIER CREEK","24h",1000,0.001,94.96,88.12,99.98,0.039
"BOR SOLDIER CREEK","24h",2000,5e-04,101.61,93.29,107.87,0.044
"BOR SOLDIER CREEK","24h",5000,2e-04,110.44,100.05,118.66,0.052
"BOR SOLDIER CREEK","24h",10000,1e-04,117.15,105.1,126.86,0.058
"BOR SOLDIER CREEK","72h",2,0.5,46.24,45.98,46.79,0.006
"BOR SOLDIER CREEK","72h",5,0.2,59.9,59.68,60.24,0.003
"BOR SOLDIER CREEK","72h",10,0.1,69.8,69.03,70.35,0.006
"BOR SOLDIER CREEK","72h",25,0.04,84.1,82.04,85.38,0.013
"BOR SOLDIER CREEK","72h",50,0.02,96.39,92.92,98.4,0.02
"BOR SOLDIER CREEK","72h",100,0.01,110.31,104.95,113.33,0.027
"BOR SOLDIER CREEK","72h",200,0.005,126.18,118.2,130.61,0.034
"BOR SOLDIER CREEK","72h",500,0.002,150.69,138.26,157.19,0.044
"BOR SOLDIER CREEK","72h",1000,0.001,172.38,155.64,181.08,0.052
"BOR SOLDIER CREEK","72h",2000,5e-04,197.23,174.84,208.72,0.061
"BOR SOLDIER CREEK","72h",5000,2e-04,235.74,203.93,252.57,0.072
"BOR SOLDIER CREEK","72h",10000,1e-04,269.85,229.02,291.43,0.081
"GLENDO DIKE NO. 2","24h",2,0.5,37.41,37.13,37.96,0.008
"GLENDO DIKE NO. 2","24h",5,0.2,51.05,50.82,51.39,0.004
"GLENDO DIKE NO. 2","24h",10,0.1,60.96,60.22,61.52,0.007
"GLENDO DIKE NO. 2","24h",25,0.04,75.29,73.32,76.58,0.015
"GLENDO DIKE NO. 2","24h",50,0.02,87.63,84.21,89.73,0.021
"GLENDO DIKE NO. 2","24h",100,0.01,101.63,96.3,104.73,0.029
"GLENDO DIKE NO. 2","24h",200,0.005,117.61,109.71,122.12,0.036
"GLENDO DIKE NO. 2","24h",500,0.002,142.34,130.02,149.31,0.047
"GLENDO DIKE NO. 2","24h",1000,0.001,164.26,147.6,173.68,0.055
"GLENDO DIKE NO. 2","24h",2000,5e-04,189.41,167.2,202,0.064
"GLENDO DIKE NO. 2","24h",5000,2e-04,228.45,196.58,246.49,0.075
"GLENDO DIKE NO. 2","24h",10000,1e-04,263.09,221.92,286.44,0.084
"GLENDO DIKE NO. 2","72h",2,0.5,46.77,46.45,47.45,0.008
"GLENDO DIKE NO. 2","72h",5,0.2,63.77,63.46,64.19,0.004
"GLENDO DIKE NO. 2","72h",10,0.1,76.04,75.05,76.76,0.007
"GLENDO DIKE NO. 2","72h",25,0.04,93.69,91.01,95.21,0.015
"GLENDO DIKE NO. 2","72h",50,0.02,108.81,104.44,111.23,0.021
"GLENDO DIKE NO. 2","72h",100,0.01,125.89,119.09,129.74,0.028
"GLENDO DIKE NO. 2","72h",200,0.005,145.31,135.38,151.01,0.036
"GLENDO DIKE NO. 2","72h",500,0.002,175.21,159.34,183.46,0.046
"GLENDO DIKE NO. 2","72h",1000,0.001,201.58,180.4,212.64,0.054
"GLENDO DIKE NO. 2","72h",2000,5e-04,231.71,203.61,246.34,0.063
"GLENDO DIKE NO. 2","72h",5000,2e-04,278.25,238.89,298.97,0.074
"GLENDO DIKE NO. 2","72h",10000,1e-04,319.35,269.34,345.71,0.083
"GLENDO DIKE NO. 1","24h",2,0.5,37.41,37.13,37.96,0.008
"GLENDO DIKE NO. 1","24h",5,0.2,51.05,50.82,51.4,0.004
"GLENDO DIKE NO. 1","24h",10,0.1,60.96,60.23,61.51,0.007
"GLENDO DIKE NO. 1","24h",25,0.04,75.29,73.28,76.57,0.015
"GLENDO DIKE NO. 1","24h",50,0.02,87.63,84.23,89.67,0.021
"GLENDO DIKE NO. 1","24h",100,0.01,101.63,96.28,104.65,0.029
"GLENDO DIKE NO. 1","24h",200,0.005,117.61,109.8,122.11,0.036
"GLENDO DIKE NO. 1","24h",500,0.002,142.34,130.05,149.45,0.047
"GLENDO DIKE NO. 1","24h",1000,0.001,164.26,147.6,173.86,0.055
"GLENDO DIKE NO. 1","24h",2000,5e-04,189.41,167.12,202.11,0.064
"GLENDO DIKE NO. 1","24h",5000,2e-04,228.45,196.7,246.44,0.076
"GLENDO DIKE NO. 1","24h",10000,1e-04,263.09,222.23,286.21,0.085
"GLENDO DIKE NO. 1","72h",2,0.5,46.77,46.45,47.46,0.008
"GLENDO DIKE NO. 1","72h",5,0.2,63.77,63.47,64.18,0.004
"GLENDO DIKE NO. 1","72h",10,0.1,76.04,75.05,76.76,0.007
"GLENDO DIKE NO. 1","72h",25,0.04,93.69,91.06,95.25,0.015
"GLENDO DIKE NO. 1","72h",50,0.02,108.81,104.48,111.32,0.021
"GLENDO DIKE NO. 1","72h",100,0.01,125.89,119.25,129.7,0.028
"GLENDO DIKE NO. 1","72h",200,0.005,145.31,135.4,150.86,0.036
"GLENDO DIKE NO. 1","72h",500,0.002,175.21,159.56,183.66,0.046
"GLENDO DIKE NO. 1","72h",1000,0.001,201.58,180.22,212.79,0.054
"GLENDO DIKE NO. 1","72h",2000,5e-04,231.71,203.5,246.31,0.063
"GLENDO DIKE NO. 1","72h",5000,2e-04,278.25,238.79,299.01,0.074
"GLENDO DIKE NO. 1","72h",10000,1e-04,319.35,269.21,346.25,0.083
"GLENDO DIKE NO. 3","24h",2,0.5,37.7,37.44,38.23,0.007
"GLENDO DIKE NO. 3","24h",5,0.2,51.33,51.1,51.68,0.004
"GLENDO DIKE NO. 3","24h",10,0.1,61.13,60.37,61.75,0.007
"GLENDO DIKE NO. 3","24h",25,0.04,75.2,73.24,76.39,0.014
"GLENDO DIKE NO. 3","24h",50,0.02,87.23,83.89,89.15,0.021
"GLENDO DIKE NO. 3","24h",100,0.01,100.79,95.67,103.63,0.028
"GLENDO DIKE NO. 3","24h",200,0.005,116.18,108.65,120.27,0.035
"GLENDO DIKE NO. 3","24h",500,0.002,139.82,128.1,146.12,0.045
"GLENDO DIKE NO. 3","24h",1000,0.001,160.62,144.68,169.23,0.053
"GLENDO DIKE NO. 3","24h",2000,5e-04,184.35,163.06,195.73,0.062
"GLENDO DIKE NO. 3","24h",5000,2e-04,220.91,190.92,237.29,0.073
"GLENDO DIKE NO. 3","24h",10000,1e-04,253.13,214.91,274.35,0.082
"GLENDO DIKE NO. 3","72h",2,0.5,47.08,46.71,47.72,0.007
"GLENDO DIKE NO. 3","72h",5,0.2,63.92,63.6,64.35,0.004
"GLENDO DIKE NO. 3","72h",10,0.1,75.91,75.01,76.64,0.007
"GLENDO DIKE NO. 3","72h",25,0.04,92.96,90.56,94.56,0.014
"GLENDO DIKE NO. 3","72h",50,0.02,107.41,103.49,110.12,0.02
"GLENDO DIKE NO. 3","72h",100,0.01,123.59,117.55,127.63,0.027
"GLENDO DIKE NO. 3","72h",200,0.005,141.81,132.91,147.76,0.033
"GLENDO DIKE NO. 3","72h",500,0.002,169.58,155.8,178.31,0.043
"GLENDO DIKE NO. 3","72h",1000,0.001,193.82,175.18,205.4,0.051
"GLENDO DIKE NO. 3","72h",2000,5e-04,221.27,196.83,236.88,0.058
"GLENDO DIKE NO. 3","72h",5000,2e-04,263.24,229.28,285.76,0.069
"GLENDO DIKE NO. 3","72h",10000,1e-04,299.92,256.92,328.73,0.077
"FOLSOM RIGHT WING","24h",2,0.5,98,97.45,98.82,0.004
"FOLSOM RIGHT WING","24h",5,0.2,132,131.53,132.68,0.003
"FOLSOM RIGHT WING","24h",10,0.1,155.54,154.21,156.62,0.005
"FOLSOM RIGHT WING","24h",25,0.04,186.53,182.98,189.01,0.01
"FOLSOM RIGHT WING","24h",50,0.02,210.45,204.65,214.25,0.015
"FOLSOM RIGHT WING","24h",100,0.01,235,226.43,240.88,0.019
"FOLSOM RIGHT WING","24h",200,0.005,260.29,248.18,268.56,0.025
"FOLSOM RIGHT WING","24h",500,0.002,294.98,277.83,307.27,0.032
"FOLSOM RIGHT WING","24h",1000,0.001,322.22,300.23,338.1,0.037
"FOLSOM RIGHT WING","24h",2000,5e-04,350.37,322.82,370.36,0.043
"FOLSOM RIGHT WING","24h",5000,2e-04,389.05,353.1,414.52,0.05
"FOLSOM RIGHT WING","24h",10000,1e-04,419.46,376.33,450.06,0.056
"FOLSOM RIGHT WING","72h",2,0.5,161.33,160.39,162.84,0.005
"FOLSOM RIGHT WING","72h",5,0.2,224.96,224.1,226.24,0.003
"FOLSOM RIGHT WING","72h",10,0.1,269.2,266.86,270.95,0.005
"FOLSOM RIGHT WING","72h",25,0.04,327.63,321.61,332.1,0.01
"FOLSOM RIGHT WING","72h",50,0.02,372.88,362.64,379.97,0.015
"FOLSOM RIGHT WING","72h",100,0.01,419.46,403.94,430.16,0.02
"FOLSOM RIGHT WING","72h",200,0.005,467.59,445.59,482.3,0.025
"FOLSOM RIGHT WING","72h",500,0.002,533.82,501.64,555.45,0.033
"FOLSOM RIGHT WING","72h",1000,0.001,586.01,544.79,613.48,0.038
"FOLSOM RIGHT WING","72h",2000,5e-04,640.1,588.59,675,0.044
"FOLSOM RIGHT WING","72h",5000,2e-04,714.66,647.48,760.11,0.052
"FOLSOM RIGHT WING","72h",10000,1e-04,773.47,692.31,828.08,0.058
"GLENDO DIKE NO. 1","24h",2,0.5,37.41,37.13,37.96,0.008
"GLENDO DIKE NO. 1","24h",5,0.2,51.05,50.82,51.39,0.004
"GLENDO DIKE NO. 1","24h",10,0.1,60.96,60.22,61.52,0.007
"GLENDO DIKE NO. 1","24h",25,0.04,75.29,73.32,76.58,0.015
"GLENDO DIKE NO. 1","24h",50,0.02,87.63,84.21,89.73,0.021
"GLENDO DIKE NO. 1","24h",100,0.01,101.63,96.3,104.73,0.029
"GLENDO DIKE NO. 1","24h",200,0.005,117.61,109.71,122.12,0.036
"GLENDO DIKE NO. 1","24h",500,0.002,142.34,130.02,149.31,0.047
"GLENDO DIKE NO. 1","24h",1000,0.001,164.26,147.6,173.68,0.055
"GLENDO DIKE NO. 1","24h",2000,5e-04,189.41,167.2,202,0.064
"GLENDO DIKE NO. 1","24h",5000,2e-04,228.45,196.58,246.49,0.075
"GLENDO DIKE NO. 1","24h",10000,1e-04,263.09,221.92,286.44,0.084
"GLENDO DIKE NO. 1","72h",2,0.5,46.77,46.45,47.45,0.008
"GLENDO DIKE NO. 1","72h",5,0.2,63.77,63.46,64.19,0.004
"GLENDO DIKE NO. 1","72h",10,0.1,76.04,75.05,76.76,0.007
"GLENDO DIKE NO. 1","72h",25,0.04,93.69,91.01,95.21,0.015
"GLENDO DIKE NO. 1","72h",50,0.02,108.81,104.44,111.23,0.021
"GLENDO DIKE NO. 1","72h",100,0.01,125.89,119.09,129.74,0.028
"GLENDO DIKE NO. 1","72h",200,0.005,145.31,135.38,151.01,0.036
"GLENDO DIKE NO. 1","72h",500,0.002,175.21,159.34,183.46,0.046
"GLENDO DIKE NO. 1","72h",1000,0.001,201.58,180.4,212.64,0.054
"GLENDO DIKE NO. 1","72h",2000,5e-04,231.71,203.61,246.34,0.063
"GLENDO DIKE NO. 1","72h",5000,2e-04,278.25,238.89,298.97,0.074
"GLENDO DIKE NO. 1","72h",10000,1e-04,319.35,269.34,345.71,0.083
"TWIN BUTTES","24h",2,0.5,68.71,68.33,69.49,0.006
"TWIN BUTTES","24h",5,0.2,96.92,96.56,97.52,0.003
"TWIN BUTTES","24h",10,0.1,117.53,116.39,118.37,0.005
"TWIN BUTTES","24h",25,0.04,146,142.85,147.91,0.012
"TWIN BUTTES","24h",50,0.02,169.03,163.45,172.23,0.018
"TWIN BUTTES","24h",100,0.01,193.63,184.9,198.46,0.024
"TWIN BUTTES","24h",200,0.005,220,207.58,226.55,0.03
"TWIN BUTTES","24h",500,0.002,257.88,238.92,267.54,0.039
"TWIN BUTTES","24h",1000,0.001,289.03,264.11,301.84,0.046
"TWIN BUTTES","24h",2000,5e-04,322.51,290.39,338.96,0.054
"TWIN BUTTES","24h",5000,2e-04,370.68,326.7,393.29,0.063
"TWIN BUTTES","24h",10000,1e-04,410.32,355.95,438.28,0.071
"TWIN BUTTES","72h",2,0.5,82.93,82.44,83.79,0.006
"TWIN BUTTES","72h",5,0.2,117.4,116.92,118.11,0.003
"TWIN BUTTES","72h",10,0.1,141.83,140.47,142.86,0.005
"TWIN BUTTES","72h",25,0.04,174.66,171.12,177,0.011
"TWIN BUTTES","72h",50,0.02,200.52,194.67,204.47,0.016
"TWIN BUTTES","72h",100,0.01,227.53,218.56,233.52,0.022
"TWIN BUTTES","72h",200,0.005,255.83,242.98,263.98,0.027
"TWIN BUTTES","72h",500,0.002,295.42,276.17,307.07,0.035
"TWIN BUTTES","72h",1000,0.001,327.14,302.19,342.26,0.042
"TWIN BUTTES","72h",2000,5e-04,360.49,328.77,379.64,0.048
"TWIN BUTTES","72h",5000,2e-04,407.21,365.1,433.29,0.057
"TWIN BUTTES","72h",10000,1e-04,444.67,393.44,477.01,0.063
"CHOKE CANYON DAM","24h",2,0.5,47.4,46.99,47.99,0.007
"CHOKE CANYON DAM","24h",5,0.2,60.29,59.87,60.76,0.005
"CHOKE CANYON DAM","24h",10,0.1,68.81,67.71,69.68,0.009
"CHOKE CANYON DAM","24h",25,0.04,79.59,77.24,81.42,0.017
"CHOKE CANYON DAM","24h",50,0.02,87.62,83.99,90.42,0.023
"CHOKE CANYON DAM","24h",100,0.01,95.66,90.65,99.6,0.029
"CHOKE CANYON DAM","24h",200,0.005,103.77,97.18,108.91,0.035
"CHOKE CANYON DAM","24h",500,0.002,114.66,105.76,121.64,0.043
"CHOKE CANYON DAM","24h",1000,0.001,123.07,112.38,131.63,0.049
"CHOKE CANYON DAM","24h",2000,5e-04,131.65,118.9,141.83,0.055
"CHOKE CANYON DAM","24h",5000,2e-04,143.27,127.69,155.82,0.062
"CHOKE CANYON DAM","24h",10000,1e-04,152.3,134.29,166.76,0.068
"CHOKE CANYON DAM","72h",2,0.5,52.93,52.49,53.5,0.006
"CHOKE CANYON DAM","72h",5,0.2,66.91,66.44,67.37,0.004
"CHOKE CANYON DAM","72h",10,0.1,75.67,74.51,76.61,0.009
"CHOKE CANYON DAM","72h",25,0.04,86.17,83.93,88.02,0.015
"CHOKE CANYON DAM","72h",50,0.02,93.61,90.48,96.16,0.019
"CHOKE CANYON DAM","72h",100,0.01,100.75,96.7,104.09,0.023
"CHOKE CANYON DAM","72h",200,0.005,107.66,102.66,111.82,0.026
"CHOKE CANYON DAM","72h",500,0.002,116.52,110.22,121.76,0.031
"CHOKE CANYON DAM","72h",1000,0.001,123.07,115.82,129.14,0.034
"CHOKE CANYON DAM","72h",2000,5e-04,129.5,121.26,136.39,0.036
"CHOKE CANYON DAM","72h",5000,2e-04,137.85,128.21,145.81,0.04
"CHOKE CANYON DAM","72h",10000,1e-04,144.07,133.33,152.85,0.042
"NEW WADDELL","24h",2,0.5,50.92,50.65,51.33,0.004
"NEW WADDELL","24h",5,0.2,69.53,69.26,69.87,0.003
"NEW WADDELL","24h",10,0.1,82.35,81.63,82.91,0.005
"NEW WADDELL","24h",25,0.04,99.15,97.34,100.41,0.01
"NEW WADDELL","24h",50,0.02,112.05,109.14,114.14,0.014
"NEW WADDELL","24h",100,0.01,125.24,121.01,128.25,0.019
"NEW WADDELL","24h",200,0.005,138.77,132.79,142.85,0.024
"NEW WADDELL","24h",500,0.002,157.25,148.7,163.3,0.031
"NEW WADDELL","24h",1000,0.001,171.7,160.81,179.4,0.036
"NEW WADDELL","24h",2000,5e-04,186.57,173.08,196.23,0.041
"NEW WADDELL","24h",5000,2e-04,206.91,189.51,219.59,0.049
"NEW WADDELL","24h",10000,1e-04,222.82,202.09,238.01,0.054
"NEW WADDELL","72h",2,0.5,67.58,67.2,68.18,0.005
"NEW WADDELL","72h",5,0.2,94.04,93.65,94.54,0.003
"NEW WADDELL","72h",10,0.1,112.41,111.32,113.21,0.005
"NEW WADDELL","72h",25,0.04,136.66,134.1,138.47,0.01
"NEW WADDELL","72h",50,0.02,155.42,151.26,158.4,0.015
"NEW WADDELL","72h",100,0.01,174.73,168.55,179.22,0.02
"NEW WADDELL","72h",200,0.005,194.66,185.86,200.73,0.025
"NEW WADDELL","72h",500,0.002,222.06,209.18,230.78,0.032
"NEW WADDELL","72h",1000,0.001,243.63,227.07,254.98,0.038
"NEW WADDELL","72h",2000,5e-04,265.98,245.59,280.55,0.043
"NEW WADDELL","72h",5000,2e-04,296.76,270.19,316.15,0.051
"NEW WADDELL","72h",10000,1e-04,321.02,288.83,344.33,0.057
"SEMINOE","24h",2,0.5,30.88,30.65,31.39,0.009
"SEMINOE","24h",5,0.2,42.45,42.3,42.76,0.004
"SEMINOE","24h",10,0.1,51.17,50.56,51.68,0.007
"SEMINOE","24h",25,0.04,64.18,62.27,65.24,0.016
"SEMINOE","24h",50,0.02,75.71,72.42,77.48,0.024
"SEMINOE","24h",100,0.01,89.11,83.9,91.88,0.033
"SEMINOE","24h",200,0.005,104.78,96.88,108.78,0.042
"SEMINOE","24h",500,0.002,129.73,116.95,136.13,0.054
"SEMINOE","24h",1000,0.001,152.45,134.7,161.24,0.064
"SEMINOE","24h",2000,5e-04,179.16,155.13,191.01,0.074
"SEMINOE","24h",5000,2e-04,221.77,186.76,239.03,0.087
"SEMINOE","24h",10000,1e-04,260.64,214.73,283.53,0.098
"SEMINOE","72h",2,0.5,39.32,39.04,39.86,0.007
"SEMINOE","72h",5,0.2,55.35,55.07,55.74,0.004
"SEMINOE","72h",10,0.1,66.61,65.87,67.22,0.006
"SEMINOE","72h",25,0.04,81.65,79.44,82.95,0.014
"SEMINOE","72h",50,0.02,93.41,89.7,95.46,0.02
"SEMINOE","72h",100,0.01,105.61,99.96,108.63,0.027
