"site","site_id","duration","return_period_yr","depth_circular_mm","depth_cluster_mm","band_pct","band_source"
"RUEDI","CO01664","72h",5000,186.75,227.81,18.02,"two_method"
"RUEDI","CO01664","72h",10000,213.53,263.64,19.01,"two_method"
"RYE PATCH","NV10124","24h",2,22.41,20.8,7.18,"two_method"
"RYE PATCH","NV10124","24h",5,30.9,29.09,5.86,"two_method"
"RYE PATCH","NV10124","24h",10,36.71,34.88,4.99,"two_method"
"RYE PATCH","NV10124","24h",25,44.29,42.56,3.91,"two_method"
"RYE PATCH","NV10124","24h",50,50.08,48.54,3.08,"two_method"
"RYE PATCH","NV10124","24h",100,55.98,54.7,2.29,"two_method"
"RYE PATCH","NV10124","24h",200,62,61.1,1.45,"two_method"
"RYE PATCH","NV10124","24h",500,70.19,69.93,0.37,"two_method"
"RYE PATCH","NV10124","24h",1000,76.56,76.91,0.46,"two_method"
"RYE PATCH","NV10124","24h",2000,83.09,84.17,1.28,"two_method"
"RYE PATCH","NV10124","24h",5000,91.98,94.22,2.38,"two_method"
"RYE PATCH","NV10124","24h",10000,98.91,102.18,3.2,"two_method"
"RYE PATCH","NV10124","72h",2,28.17,24.9,11.61,"two_method"
"RYE PATCH","NV10124","72h",5,38.89,34.83,10.44,"two_method"
"RYE PATCH","NV10124","72h",10,46.03,41.45,9.95,"two_method"
"RYE PATCH","NV10124","72h",25,55.1,49.84,9.55,"two_method"
"RYE PATCH","NV10124","72h",50,61.87,56.1,9.33,"two_method"
"RYE PATCH","NV10124","72h",100,68.62,62.34,9.15,"two_method"
"RYE PATCH","NV10124","72h",200,75.37,68.58,9.01,"two_method"
"RYE PATCH","NV10124","72h",500,84.32,76.85,8.86,"two_method"
"RYE PATCH","NV10124","72h",1000,91.13,83.12,8.79,"two_method"
"RYE PATCH","NV10124","72h",2000,97.96,89.43,8.71,"two_method"
"RYE PATCH","NV10124","72h",5000,107.03,97.79,8.63,"two_method"
"RYE PATCH","NV10124","72h",10000,113.93,104.15,8.58,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","24h",2,49.69,48.88,1.63,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","24h",5,66.31,68.06,2.57,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","24h",10,78.37,81.6,3.96,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","24h",25,95.81,99.73,3.93,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","24h",50,110.82,113.97,2.76,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","24h",100,127.84,128.79,0.74,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","24h",200,147.25,144.29,2.01,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","24h",500,177.28,165.89,6.42,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","24h",1000,203.87,183.14,10.17,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","24h",2000,234.37,201.22,14.14,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","24h",5000,281.68,226.48,19.6,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","24h",10000,323.64,246.66,23.79,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","72h",2,69.23,66.23,4.33,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","72h",5,96.34,94.15,2.27,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","72h",10,115.17,113.31,1.62,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","72h",25,140.02,138.19,1.31,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","72h",50,159.25,157.15,1.32,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","72h",100,179.04,176.46,1.44,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","72h",200,199.46,196.24,1.61,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","72h",500,227.55,223.25,1.89,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","72h",1000,249.67,244.41,2.11,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","72h",2000,272.58,266.26,2.32,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","72h",5000,304.13,296.25,2.59,"two_method"
"SAINT MARYS DIVERSION DAM","MT82932","72h",10000,329,319.84,2.78,"two_method"
"SALMON LAKE","WA00291","24h",2,42.47,27.81,34.52,"two_method"
"SALMON LAKE","WA00291","24h",5,56.58,37.13,34.38,"two_method"
"SALMON LAKE","WA00291","24h",10,66.29,43.87,33.82,"two_method"
"SALMON LAKE","WA00291","24h",25,78.99,53.09,32.79,"two_method"
"SALMON LAKE","WA00291","24h",50,88.73,60.48,31.84,"two_method"
"SALMON LAKE","WA00291","24h",100,98.69,68.31,30.78,"two_method"
"SALMON LAKE","WA00291","24h",200,108.89,76.64,29.62,"two_method"
"SALMON LAKE","WA00291","24h",500,122.81,88.49,27.95,"two_method"
"SALMON LAKE","WA00291","24h",1000,133.68,98.15,26.58,"two_method"
"SALMON LAKE","WA00291","24h",2000,144.85,108.46,25.12,"two_method"
"SALMON LAKE","WA00291","24h",5000,160.12,123.14,23.1,"two_method"
"SALMON LAKE","WA00291","24h",10000,172.05,135.12,21.46,"two_method"
"SALMON LAKE","WA00291","72h",2,59.22,37.15,37.27,"two_method"
"SALMON LAKE","WA00291","72h",5,78.43,47.82,39.03,"two_method"
"SALMON LAKE","WA00291","72h",10,91.48,55.72,39.09,"two_method"
"SALMON LAKE","WA00291","72h",25,108.36,67.35,37.85,"two_method"
"SALMON LAKE","WA00291","72h",50,121.18,77.51,36.04,"two_method"
"SALMON LAKE","WA00291","72h",100,134.15,89.2,33.51,"two_method"
"SALMON LAKE","WA00291","72h",200,147.32,102.72,30.27,"two_method"
"SALMON LAKE","WA00291","72h",500,165.08,123.96,24.91,"two_method"
"SALMON LAKE","WA00291","72h",1000,178.81,143.06,19.99,"two_method"
"SALMON LAKE","WA00291","72h",2000,192.8,165.26,14.28,"two_method"
"SALMON LAKE","WA00291","72h",5000,211.71,200.25,5.41,"two_method"
"SALMON LAKE","WA00291","72h",10000,226.33,231.76,2.34,"two_method"
"SAN JACINTO","CA10182","24h",2,53.28,53.28,0,"identical_fallback"
"SAN JACINTO","CA10182","24h",5,78.25,78.25,0,"identical_fallback"
"SAN JACINTO","CA10182","24h",10,96.16,96.16,0,"identical_fallback"
"SAN JACINTO","CA10182","24h",25,120.52,120.52,0,"identical_fallback"
"SAN JACINTO","CA10182","24h",50,139.91,139.91,0,"identical_fallback"
"SAN JACINTO","CA10182","24h",100,160.36,160.36,0,"identical_fallback"
"SAN JACINTO","CA10182","24h",200,181.99,181.99,0,"identical_fallback"
"SAN JACINTO","CA10182","24h",500,212.58,212.58,0,"identical_fallback"
"SAN JACINTO","CA10182","24h",1000,237.35,237.35,0,"identical_fallback"
"SAN JACINTO","CA10182","24h",2000,263.64,263.64,0,"identical_fallback"
"SAN JACINTO","CA10182","24h",5000,300.88,300.88,0,"identical_fallback"
"SAN JACINTO","CA10182","24h",10000,331.05,331.05,0,"identical_fallback"
"SAN JACINTO","CA10182","72h",2,68.25,68.25,0,"identical_fallback"
"SAN JACINTO","CA10182","72h",5,106.74,106.74,0,"identical_fallback"
"SAN JACINTO","CA10182","72h",10,134.75,134.75,0,"identical_fallback"
"SAN JACINTO","CA10182","72h",25,172.7,172.7,0,"identical_fallback"
"SAN JACINTO","CA10182","72h",50,202.69,202.69,0,"identical_fallback"
"SAN JACINTO","CA10182","72h",100,234.07,234.07,0,"identical_fallback"
"SAN JACINTO","CA10182","72h",200,267,267,0,"identical_fallback"
"SAN JACINTO","CA10182","72h",500,313.16,313.16,0,"identical_fallback"
"SAN JACINTO","CA10182","72h",1000,350.2,350.2,0,"identical_fallback"
"SAN JACINTO","CA10182","72h",2000,389.19,389.19,0,"identical_fallback"
"SAN JACINTO","CA10182","72h",5000,443.89,443.89,0,"identical_fallback"
"SAN JACINTO","CA10182","72h",10000,487.77,487.77,0,"identical_fallback"
"SAN JUSTO","CA10323","24h",2,83.57,83.57,0,"identical_fallback"
"SAN JUSTO","CA10323","24h",5,110.44,110.44,0,"identical_fallback"
"SAN JUSTO","CA10323","24h",10,129.57,129.57,0,"identical_fallback"
"SAN JUSTO","CA10323","24h",25,156.77,156.77,0,"identical_fallback"
"SAN JUSTO","CA10323","24h",50,179.82,179.82,0,"identical_fallback"
"SAN JUSTO","CA10323","24h",100,205.63,205.63,0,"identical_fallback"
"SAN JUSTO","CA10323","24h",200,234.69,234.69,0,"identical_fallback"
"SAN JUSTO","CA10323","24h",500,278.99,278.99,0,"identical_fallback"
"SAN JUSTO","CA10323","24h",1000,317.66,317.66,0,"identical_fallback"
"SAN JUSTO","CA10323","24h",2000,361.45,361.45,0,"identical_fallback"
"SAN JUSTO","CA10323","24h",5000,428.39,428.39,0,"identical_fallback"
"SAN JUSTO","CA10323","24h",10000,486.89,486.89,0,"identical_fallback"
"SAN JUSTO","CA10323","72h",2,126.03,126.03,0,"identical_fallback"
"SAN JUSTO","CA10323","72h",5,170.63,170.63,0,"identical_fallback"
"SAN JUSTO","CA10323","72h",10,202.53,202.53,0,"identical_fallback"
"SAN JUSTO","CA10323","72h",25,248.08,248.08,0,"identical_fallback"
"SAN JUSTO","CA10323","72h",50,286.81,286.81,0,"identical_fallback"
"SAN JUSTO","CA10323","72h",100,330.31,330.31,0,"identical_fallback"
"SAN JUSTO","CA10323","72h",200,379.45,379.45,0,"identical_fallback"
"SAN JUSTO","CA10323","72h",500,454.61,454.61,0,"identical_fallback"
"SAN JUSTO","CA10323","72h",1000,520.45,520.45,0,"identical_fallback"
"SAN JUSTO","CA10323","72h",2000,595.23,595.23,0,"identical_fallback"
"SAN JUSTO","CA10323","72h",5000,709.94,709.94,0,"identical_fallback"
"SAN JUSTO","CA10323","72h",10000,810.55,810.55,0,"identical_fallback"
"SAND MESA NO. 1","WY00916","24h",2,28.96,31.61,8.38,"two_method"
"SAND MESA NO. 1","WY00916","24h",5,40.3,44.53,9.5,"two_method"
"SAND MESA NO. 1","WY00916","24h",10,47.86,53.31,10.22,"two_method"
"SAND MESA NO. 1","WY00916","24h",25,57.48,64.65,11.09,"two_method"
"SAND MESA NO. 1","WY00916","24h",50,64.67,73.26,11.73,"two_method"
"SAND MESA NO. 1","WY00916","24h",100,71.84,81.97,12.36,"two_method"
"SAND MESA NO. 1","WY00916","24h",200,79.02,90.82,12.99,"two_method"
"SAND MESA NO. 1","WY00916","24h",500,88.55,102.74,13.81,"two_method"
"SAND MESA NO. 1","WY00916","24h",1000,95.8,111.95,14.43,"two_method"
"SAND MESA NO. 1","WY00916","24h",2000,103.09,121.34,15.04,"two_method"
"SAND MESA NO. 1","WY00916","24h",5000,112.79,134.01,15.83,"two_method"
"SAND MESA NO. 1","WY00916","24h",10000,120.17,143.81,16.44,"two_method"
"SAND MESA NO. 1","WY00916","72h",2,35.05,38.8,9.66,"two_method"
"SAND MESA NO. 1","WY00916","72h",5,49.21,55.14,10.75,"two_method"
"SAND MESA NO. 1","WY00916","72h",10,58.42,65.86,11.3,"two_method"
"SAND MESA NO. 1","WY00916","72h",25,69.88,79.31,11.89,"two_method"
"SAND MESA NO. 1","WY00916","72h",50,78.24,89.28,12.37,"two_method"
"SAND MESA NO. 1","WY00916","72h",100,86.44,99.22,12.88,"two_method"
"SAND MESA NO. 1","WY00916","72h",200,94.5,109.21,13.47,"two_method"
"SAND MESA NO. 1","WY00916","72h",500,104.97,122.57,14.36,"two_method"
"SAND MESA NO. 1","WY00916","72h",1000,112.76,132.85,15.12,"two_method"
"SAND MESA NO. 1","WY00916","72h",2000,120.46,143.3,15.94,"two_method"
"SAND MESA NO. 1","WY00916","72h",5000,130.47,157.42,17.12,"two_method"
"SAND MESA NO. 1","WY00916","72h",10000,137.93,168.35,18.07,"two_method"
"SAND MESA NO. 2","WY01498","24h",2,28.48,31.48,9.53,"two_method"
"SAND MESA NO. 2","WY01498","24h",5,39.57,44.34,10.76,"two_method"
"SAND MESA NO. 2","WY01498","24h",10,46.94,53.08,11.57,"two_method"
"SAND MESA NO. 2","WY01498","24h",25,56.29,64.38,12.57,"two_method"
"SAND MESA NO. 2","WY01498","24h",50,63.25,72.95,13.3,"two_method"
"SAND MESA NO. 2","WY01498","24h",100,70.18,81.62,14.02,"two_method"
"SAND MESA NO. 2","WY01498","24h",200,77.1,90.43,14.74,"two_method"
"SAND MESA NO. 2","WY01498","24h",500,86.27,102.3,15.67,"two_method"
"SAND MESA NO. 2","WY01498","24h",1000,93.23,111.48,16.37,"two_method"
"SAND MESA NO. 2","WY01498","24h",2000,100.2,120.82,17.07,"two_method"
"SAND MESA NO. 2","WY01498","24h",5000,109.45,133.44,17.98,"two_method"
"SAND MESA NO. 2","WY01498","24h",10000,116.47,143.2,18.67,"two_method"
"SAND MESA NO. 2","WY01498","72h",2,34.12,38.54,11.47,"two_method"
"SAND MESA NO. 2","WY01498","72h",5,48.04,54.77,12.29,"two_method"
"SAND MESA NO. 2","WY01498","72h",10,57.1,65.41,12.7,"two_method"
"SAND MESA NO. 2","WY01498","72h",25,68.37,78.77,13.2,"two_method"
"SAND MESA NO. 2","WY01498","72h",50,76.6,88.67,13.61,"two_method"
"SAND MESA NO. 2","WY01498","72h",100,84.68,98.54,14.07,"two_method"
"SAND MESA NO. 2","WY01498","72h",200,92.62,108.47,14.61,"two_method"
"SAND MESA NO. 2","WY01498","72h",500,102.95,121.74,15.43,"two_method"
"SAND MESA NO. 2","WY01498","72h",1000,110.64,131.95,16.15,"two_method"
"SAND MESA NO. 2","WY01498","72h",2000,118.23,142.33,16.93,"two_method"
"SAND MESA NO. 2","WY01498","72h",5000,128.12,156.35,18.06,"two_method"
"SAND MESA NO. 2","WY01498","72h",10000,135.49,167.2,18.97,"two_method"
"SANFORD","TX00023","24h",2,61.08,60.92,0.26,"two_method"
"SANFORD","TX00023","24h",5,84.02,81.76,2.69,"two_method"
"SANFORD","TX00023","24h",10,99.86,97.14,2.72,"two_method"
"SANFORD","TX00023","24h",25,120.64,119.66,0.81,"two_method"
"SANFORD","TX00023","24h",50,136.63,139.28,1.9,"two_method"
"SANFORD","TX00023","24h",100,153.01,161.77,5.42,"two_method"
"SANFORD","TX00023","24h",200,169.83,187.69,9.52,"two_method"
"SANFORD","TX00023","24h",500,192.84,228.27,15.52,"two_method"
"SANFORD","TX00023","24h",1000,210.87,264.64,20.32,"two_method"
"SANFORD","TX00023","24h",2000,229.45,306.79,25.21,"two_method"
"SANFORD","TX00023","24h",5000,254.9,372.95,31.65,"two_method"
"SANFORD","TX00023","24h",10000,274.85,432.33,36.43,"two_method"
"SANFORD","TX00023","72h",2,74.98,74.93,0.07,"two_method"
"SANFORD","TX00023","72h",5,102.66,102.18,0.47,"two_method"
"SANFORD","TX00023","72h",10,121.2,120.86,0.28,"two_method"
"SANFORD","TX00023","72h",25,144.86,145.19,0.23,"two_method"
"SANFORD","TX00023","72h",50,162.59,163.8,0.74,"two_method"
"SANFORD","TX00023","72h",100,180.33,182.74,1.32,"two_method"
"SANFORD","TX00023","72h",200,198.16,202.1,1.95,"two_method"
"SANFORD","TX00023","72h",500,221.9,228.41,2.85,"two_method"
"SANFORD","TX00023","72h",1000,240.02,248.88,3.56,"two_method"
"SANFORD","TX00023","72h",2000,258.28,269.87,4.29,"two_method"
"SANFORD","TX00023","72h",5000,282.65,298.43,5.29,"two_method"
"SANFORD","TX00023","72h",10000,301.27,320.68,6.05,"two_method"
"SCOFIELD","UT10133","24h",2,36.9,45.8,19.43,"two_method"
"SCOFIELD","UT10133","24h",5,48.22,59.1,18.41,"two_method"
"SCOFIELD","UT10133","24h",10,56.54,68.72,17.72,"two_method"
"SCOFIELD","UT10133","24h",25,68.68,82.56,16.81,"two_method"
"SCOFIELD","UT10133","24h",50,79.22,94.44,16.12,"two_method"
"SCOFIELD","UT10133","24h",100,91.27,107.86,15.38,"two_method"
"SCOFIELD","UT10133","24h",200,105.12,123.13,14.63,"two_method"
"SCOFIELD","UT10133","24h",500,126.74,146.67,13.59,"two_method"
"SCOFIELD","UT10133","24h",1000,146.06,167.46,12.78,"two_method"
"SCOFIELD","UT10133","24h",2000,168.38,191.22,11.94,"two_method"
"SCOFIELD","UT10133","24h",5000,203.31,227.96,10.81,"two_method"
"SCOFIELD","UT10133","24h",10000,234.55,260.44,9.94,"two_method"
"SCOFIELD","UT10133","72h",2,54.05,68.87,21.52,"two_method"
"SCOFIELD","UT10133","72h",5,70.27,88.31,20.43,"two_method"
"SCOFIELD","UT10133","72h",10,82.03,102.01,19.59,"two_method"
"SCOFIELD","UT10133","72h",25,99.01,121.32,18.39,"two_method"
"SCOFIELD","UT10133","72h",50,113.59,137.56,17.43,"two_method"
"SCOFIELD","UT10133","72h",100,130.11,155.62,16.39,"two_method"
"SCOFIELD","UT10133","72h",200,148.93,175.82,15.29,"two_method"
"SCOFIELD","UT10133","72h",500,178.01,206.39,13.75,"two_method"
"SCOFIELD","UT10133","72h",1000,203.72,232.87,12.52,"two_method"
"SCOFIELD","UT10133","72h",2000,233.18,262.66,11.22,"two_method"
"SCOFIELD","UT10133","72h",5000,278.81,307.85,9.43,"two_method"
"SCOFIELD","UT10133","72h",10000,319.22,347.06,8.02,"two_method"
"SCOOTENEY DIKE 1","WA82908","24h",2,25.77,25.77,0,"identical_fallback"
"SCOOTENEY DIKE 1","WA82908","24h",5,32.99,32.99,0,"identical_fallback"
"SCOOTENEY DIKE 1","WA82908","24h",10,38.29,38.29,0,"identical_fallback"
"SCOOTENEY DIKE 1","WA82908","24h",25,46.01,46.01,0,"identical_fallback"
"SCOOTENEY DIKE 1","WA82908","24h",50,52.72,52.72,0,"identical_fallback"
"SCOOTENEY DIKE 1","WA82908","24h",100,60.37,60.37,0,"identical_fallback"
"SCOOTENEY DIKE 1","WA82908","24h",200,69.17,69.17,0,"identical_fallback"
"SCOOTENEY DIKE 1","WA82908","24h",500,82.89,82.89,0,"identical_fallback"
"SCOOTENEY DIKE 1","WA82908","24h",1000,95.14,95.14,0,"identical_fallback"
"SCOOTENEY DIKE 1","WA82908","24h",2000,109.28,109.28,0,"identical_fallback"
"SCOOTENEY DIKE 1","WA82908","24h",5000,131.4,131.4,0,"identical_fallback"
"SCOOTENEY DIKE 1","WA82908","24h",10000,151.17,151.17,0,"identical_fallback"
"SCOOTENEY DIKE 1","WA82908","72h",2,28.25,28.25,0,"identical_fallback"
"SCOOTENEY DIKE 1","WA82908","72h",5,35.27,35.27,0,"identical_fallback"
"SCOOTENEY DIKE 1","WA82908","72h",10,40.19,40.19,0,"identical_fallback"
"SCOOTENEY DIKE 1","WA82908","72h",25,47.12,47.12,0,"identical_fallback"
"SCOOTENEY DIKE 1","WA82908","72h",50,52.93,52.93,0,"identical_fallback"
"SCOOTENEY DIKE 1","WA82908","72h",100,59.38,59.38,0,"identical_fallback"
"SCOOTENEY DIKE 1","WA82908","72h",200,66.58,66.58,0,"identical_fallback"
"SCOOTENEY DIKE 1","WA82908","72h",500,77.44,77.44,0,"identical_fallback"
"SCOOTENEY DIKE 1","WA82908","72h",1000,86.82,86.82,0,"identical_fallback"
"SCOOTENEY DIKE 1","WA82908","72h",2000,97.36,97.36,0,"identical_fallback"
"SCOOTENEY DIKE 1","WA82908","72h",5000,113.31,113.31,0,"identical_fallback"
"SCOOTENEY DIKE 1","WA82908","72h",10000,127.11,127.11,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","24h",2,25.22,25.22,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","24h",5,32.25,32.25,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","24h",10,37.4,37.4,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","24h",25,44.92,44.92,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","24h",50,51.44,51.44,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","24h",100,58.89,58.89,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","24h",200,67.45,67.45,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","24h",500,80.79,80.79,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","24h",1000,92.71,92.71,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","24h",2000,106.47,106.47,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","24h",5000,127.98,127.98,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","24h",10000,147.22,147.22,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","72h",2,27.93,27.93,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","72h",5,34.87,34.87,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","72h",10,39.74,39.74,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","72h",25,46.59,46.59,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","72h",50,52.34,52.34,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","72h",100,58.71,58.71,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","72h",200,65.83,65.83,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","72h",500,76.57,76.57,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","72h",1000,85.85,85.85,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","72h",2000,96.27,96.27,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","72h",5000,112.03,112.03,0,"identical_fallback"
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","72h",10000,125.68,125.68,0,"identical_fallback"
"SEMINOE","WY01297","24h",2,30.97,32.97,6.07,"two_method"
"SEMINOE","WY01297","24h",5,42.56,46.91,9.27,"two_method"
"SEMINOE","WY01297","24h",10,51.31,56.82,9.7,"two_method"
"SEMINOE","WY01297","24h",25,64.36,70.16,8.27,"two_method"
"SEMINOE","WY01297","24h",50,75.92,80.7,5.92,"two_method"
"SEMINOE","WY01297","24h",100,89.36,91.73,2.58,"two_method"
"SEMINOE","WY01297","24h",200,105.07,103.32,1.67,"two_method"
"SEMINOE","WY01297","24h",500,130.09,119.56,8.09,"two_method"
"SEMINOE","WY01297","24h",1000,152.87,132.61,13.25,"two_method"
"SEMINOE","WY01297","24h",2000,179.65,146.35,18.54,"two_method"
"SEMINOE","WY01297","24h",5000,222.39,165.65,25.51,"two_method"
"SEMINOE","WY01297","24h",10000,261.36,181.17,30.68,"two_method"
"SEMINOE","WY01297","72h",2,39.81,41.64,4.39,"two_method"
"SEMINOE","WY01297","72h",5,56.04,59.26,5.43,"two_method"
"SEMINOE","WY01297","72h",10,67.45,71.29,5.39,"two_method"
"SEMINOE","WY01297","72h",25,82.67,86.94,4.91,"two_method"
"SEMINOE","WY01297","72h",50,94.57,98.87,4.35,"two_method"
"SEMINOE","WY01297","72h",100,106.93,110.99,3.66,"two_method"
"SEMINOE","WY01297","72h",200,119.81,123.36,2.88,"two_method"
"SEMINOE","WY01297","72h",500,137.69,140.11,1.73,"two_method"
"SEMINOE","WY01297","72h",1000,151.93,153.12,0.78,"two_method"
"SEMINOE","WY01297","72h",2000,166.8,166.43,0.22,"two_method"
"SEMINOE","WY01297","72h",5000,187.5,184.5,1.6,"two_method"
"SEMINOE","WY01297","72h",10000,203.98,198.54,2.67,"two_method"
"SEMLER DAM","NE00732","24h",2,60.14,54.57,9.26,"two_method"
"SEMLER DAM","NE00732","24h",5,80.9,72.61,10.25,"two_method"
"SEMLER DAM","NE00732","24h",10,95.25,85.02,10.74,"two_method"
"SEMLER DAM","NE00732","24h",25,114.11,101.27,11.25,"two_method"
"SEMLER DAM","NE00732","24h",50,128.63,113.74,11.58,"two_method"
"SEMLER DAM","NE00732","24h",100,143.52,126.49,11.87,"two_method"
"SEMLER DAM","NE00732","24h",200,158.84,139.57,12.13,"two_method"
"SEMLER DAM","NE00732","24h",500,179.8,157.41,12.45,"two_method"
"SEMLER DAM","NE00732","24h",1000,196.24,171.35,12.68,"two_method"
"SEMLER DAM","NE00732","24h",2000,213.21,185.69,12.91,"two_method"
"SEMLER DAM","NE00732","24h",5000,236.48,205.29,13.19,"two_method"
"SEMLER DAM","NE00732","24h",10000,254.74,220.63,13.39,"two_method"
"SEMLER DAM","NE00732","72h",2,73.22,67.54,7.76,"two_method"
"SEMLER DAM","NE00732","72h",5,97.53,88.66,9.09,"two_method"
"SEMLER DAM","NE00732","72h",10,113.8,102.56,9.88,"two_method"
"SEMLER DAM","NE00732","72h",25,134.54,120.01,10.8,"two_method"
"SEMLER DAM","NE00732","72h",50,150.08,132.88,11.46,"two_method"
"SEMLER DAM","NE00732","72h",100,165.61,145.59,12.09,"two_method"
"SEMLER DAM","NE00732","72h",200,181.22,158.19,12.71,"two_method"
"SEMLER DAM","NE00732","72h",500,201.99,174.72,13.5,"two_method"
"SEMLER DAM","NE00732","72h",1000,217.83,187.14,14.09,"two_method"
"SEMLER DAM","NE00732","72h",2000,233.78,199.49,14.67,"two_method"
"SEMLER DAM","NE00732","72h",5000,255.06,215.73,15.42,"two_method"
"SEMLER DAM","NE00732","72h",10000,271.3,227.94,15.98,"two_method"
"SENATOR WASH","CA10185","24h",2,35.67,35.67,0,"identical_fallback"
"SENATOR WASH","CA10185","24h",5,54.64,54.64,0,"identical_fallback"
"SENATOR WASH","CA10185","24h",10,68.03,68.03,0,"identical_fallback"
"SENATOR WASH","CA10185","24h",25,85.77,85.77,0,"identical_fallback"
"SENATOR WASH","CA10185","24h",50,99.54,99.54,0,"identical_fallback"
"SENATOR WASH","CA10185","24h",100,113.74,113.74,0,"identical_fallback"
"SENATOR WASH","CA10185","24h",200,128.46,128.46,0,"identical_fallback"
"SENATOR WASH","CA10185","24h",500,148.81,148.81,0,"identical_fallback"
"SENATOR WASH","CA10185","24h",1000,164.94,164.94,0,"identical_fallback"
"SENATOR WASH","CA10185","24h",2000,181.75,181.75,0,"identical_fallback"
"SENATOR WASH","CA10185","24h",5000,205.07,205.07,0,"identical_fallback"
"SENATOR WASH","CA10185","24h",10000,223.59,223.59,0,"identical_fallback"
"SENATOR WASH","CA10185","72h",2,33.42,33.42,0,"identical_fallback"
"SENATOR WASH","CA10185","72h",5,51.12,51.12,0,"identical_fallback"
"SENATOR WASH","CA10185","72h",10,63.78,63.78,0,"identical_fallback"
"SENATOR WASH","CA10185","72h",25,80.91,80.91,0,"identical_fallback"
"SENATOR WASH","CA10185","72h",50,94.5,94.5,0,"identical_fallback"
"SENATOR WASH","CA10185","72h",100,108.78,108.78,0,"identical_fallback"
"SENATOR WASH","CA10185","72h",200,123.84,123.84,0,"identical_fallback"
"SENATOR WASH","CA10185","72h",500,145.07,145.07,0,"identical_fallback"
"SENATOR WASH","CA10185","72h",1000,162.19,162.19,0,"identical_fallback"
"SENATOR WASH","CA10185","72h",2000,180.31,180.31,0,"identical_fallback"
"SENATOR WASH","CA10185","72h",5000,205.87,205.87,0,"identical_fallback"
"SENATOR WASH","CA10185","72h",10000,226.52,226.52,0,"identical_fallback"
"SHADEHILL DIKE NO. 2","SD01141","24h",2,48.63,49.08,0.92,"two_method"
"SHADEHILL DIKE NO. 2","SD01141","24h",5,66.79,67.64,1.26,"two_method"
"SHADEHILL DIKE NO. 2","SD01141","24h",10,79.07,80.34,1.58,"two_method"
"SHADEHILL DIKE NO. 2","SD01141","24h",25,94.89,96.87,2.04,"two_method"
