"site","site_id","duration","return_period_yr","depth_circular_mm","depth_cluster_mm","band_pct","band_source"
"AGATE DAM","OR00422","24h",2,46.48,46.48,0,"identical_fallback"
"AGATE DAM","OR00422","24h",5,62.41,62.41,0,"identical_fallback"
"AGATE DAM","OR00422","24h",10,73.46,73.46,0,"identical_fallback"
"AGATE DAM","OR00422","24h",25,88.02,88.02,0,"identical_fallback"
"AGATE DAM","OR00422","24h",50,99.28,99.28,0,"identical_fallback"
"AGATE DAM","OR00422","24h",100,110.84,110.84,0,"identical_fallback"
"AGATE DAM","OR00422","24h",200,122.76,122.76,0,"identical_fallback"
"AGATE DAM","OR00422","24h",500,139.13,139.13,0,"identical_fallback"
"AGATE DAM","OR00422","24h",1000,152,152,0,"identical_fallback"
"AGATE DAM","OR00422","24h",2000,165.31,165.31,0,"identical_fallback"
"AGATE DAM","OR00422","24h",5000,183.63,183.63,0,"identical_fallback"
"AGATE DAM","OR00422","24h",10000,198.04,198.04,0,"identical_fallback"
"AGATE DAM","OR00422","72h",2,77.31,77.31,0,"identical_fallback"
"AGATE DAM","OR00422","72h",5,103.01,103.01,0,"identical_fallback"
"AGATE DAM","OR00422","72h",10,120.04,120.04,0,"identical_fallback"
"AGATE DAM","OR00422","72h",25,141.59,141.59,0,"identical_fallback"
"AGATE DAM","OR00422","72h",50,157.59,157.59,0,"identical_fallback"
"AGATE DAM","OR00422","72h",100,173.49,173.49,0,"identical_fallback"
"AGATE DAM","OR00422","72h",200,189.35,189.35,0,"identical_fallback"
"AGATE DAM","OR00422","72h",500,210.29,210.29,0,"identical_fallback"
"AGATE DAM","OR00422","72h",1000,226.14,226.14,0,"identical_fallback"
"AGATE DAM","OR00422","72h",2000,241.99,241.99,0,"identical_fallback"
"AGATE DAM","OR00422","72h",5000,262.96,262.96,0,"identical_fallback"
"AGATE DAM","OR00422","72h",10000,278.84,278.84,0,"identical_fallback"
"AGENCY VALLEY","OR00589","24h",2,24.51,32.61,24.84,"two_method"
"AGENCY VALLEY","OR00589","24h",5,32.59,41.31,21.11,"two_method"
"AGENCY VALLEY","OR00589","24h",10,38.31,47.63,19.57,"two_method"
"AGENCY VALLEY","OR00589","24h",25,45.99,56.76,18.97,"two_method"
"AGENCY VALLEY","OR00589","24h",50,52.03,64.62,19.48,"two_method"
"AGENCY VALLEY","OR00589","24h",100,58.34,73.53,20.66,"two_method"
"AGENCY VALLEY","OR00589","24h",200,64.94,83.71,22.42,"two_method"
"AGENCY VALLEY","OR00589","24h",500,74.16,99.45,25.43,"two_method"
"AGENCY VALLEY","OR00589","24h",1000,81.54,113.4,28.1,"two_method"
"AGENCY VALLEY","OR00589","24h",2000,89.29,129.39,30.99,"two_method"
"AGENCY VALLEY","OR00589","24h",5000,100.14,154.22,35.07,"two_method"
"AGENCY VALLEY","OR00589","24h",10000,108.83,176.24,38.25,"two_method"
"AGENCY VALLEY","OR00589","72h",2,32.91,44.86,26.64,"two_method"
"AGENCY VALLEY","OR00589","72h",5,42.98,57.67,25.47,"two_method"
"AGENCY VALLEY","OR00589","72h",10,49.66,66.4,25.21,"two_method"
"AGENCY VALLEY","OR00589","72h",25,58.12,77.72,25.22,"two_method"
"AGENCY VALLEY","OR00589","72h",50,64.4,86.32,25.39,"two_method"
"AGENCY VALLEY","OR00589","72h",100,70.64,95.05,25.68,"two_method"
"AGENCY VALLEY","OR00589","72h",200,76.87,103.93,26.04,"two_method"
"AGENCY VALLEY","OR00589","72h",500,85.11,115.93,26.59,"two_method"
"AGENCY VALLEY","OR00589","72h",1000,91.34,125.23,27.06,"two_method"
"AGENCY VALLEY","OR00589","72h",2000,97.58,134.71,27.56,"two_method"
"AGENCY VALLEY","OR00589","72h",5000,105.84,147.56,28.27,"two_method"
"AGENCY VALLEY","OR00589","72h",10000,112.1,157.52,28.83,"two_method"
"ALCOVA","WY01290","24h",2,31.17,32.24,3.32,"two_method"
"ALCOVA","WY01290","24h",5,44.18,45.87,3.68,"two_method"
"ALCOVA","WY01290","24h",10,53.43,55.56,3.83,"two_method"
"ALCOVA","WY01290","24h",25,65.89,68.61,3.96,"two_method"
"ALCOVA","WY01290","24h",50,75.73,78.91,4.03,"two_method"
"ALCOVA","WY01290","24h",100,86.03,89.7,4.09,"two_method"
"ALCOVA","WY01290","24h",200,96.84,101.02,4.14,"two_method"
"ALCOVA","WY01290","24h",500,112.01,116.9,4.18,"two_method"
"ALCOVA","WY01290","24h",1000,124.18,129.66,4.23,"two_method"
"ALCOVA","WY01290","24h",2000,137.01,143.1,4.26,"two_method"
"ALCOVA","WY01290","24h",5000,155.03,161.97,4.28,"two_method"
"ALCOVA","WY01290","24h",10000,169.51,177.15,4.31,"two_method"
"ALCOVA","WY01290","72h",2,38.8,40.18,3.43,"two_method"
"ALCOVA","WY01290","72h",5,55.07,57.18,3.69,"two_method"
"ALCOVA","WY01290","72h",10,66.3,68.79,3.62,"two_method"
"ALCOVA","WY01290","72h",25,81.05,83.89,3.39,"two_method"
"ALCOVA","WY01290","72h",50,92.42,95.4,3.12,"two_method"
"ALCOVA","WY01290","72h",100,104.06,107.1,2.84,"two_method"
"ALCOVA","WY01290","72h",200,116.02,119.03,2.53,"two_method"
"ALCOVA","WY01290","72h",500,132.4,135.2,2.07,"two_method"
"ALCOVA","WY01290","72h",1000,145.24,147.75,1.7,"two_method"
"ALCOVA","WY01290","72h",2000,158.48,160.59,1.31,"two_method"
"ALCOVA","WY01290","72h",5000,176.63,178.03,0.79,"two_method"
"ALCOVA","WY01290","72h",10000,190.87,191.57,0.37,"two_method"
"AMERICAN DIVERSION","NM82924","24h",2,33.49,33.26,0.69,"two_method"
"AMERICAN DIVERSION","NM82924","24h",5,47.91,48.4,1.01,"two_method"
"AMERICAN DIVERSION","NM82924","24h",10,57.62,58.98,2.31,"two_method"
"AMERICAN DIVERSION","NM82924","24h",25,70.04,72.87,3.88,"two_method"
"AMERICAN DIVERSION","NM82924","24h",50,79.4,83.58,5,"two_method"
"AMERICAN DIVERSION","NM82924","24h",100,88.85,94.58,6.06,"two_method"
"AMERICAN DIVERSION","NM82924","24h",200,98.45,105.92,7.05,"two_method"
"AMERICAN DIVERSION","NM82924","24h",500,111.44,121.52,8.29,"two_method"
"AMERICAN DIVERSION","NM82924","24h",1000,121.53,133.84,9.2,"two_method"
"AMERICAN DIVERSION","NM82924","24h",2000,131.89,146.62,10.05,"two_method"
"AMERICAN DIVERSION","NM82924","24h",5000,146.02,164.29,11.12,"two_method"
"AMERICAN DIVERSION","NM82924","24h",10000,157.05,178.26,11.9,"two_method"
"AMERICAN DIVERSION","NM82924","72h",2,40.88,40.71,0.42,"two_method"
"AMERICAN DIVERSION","NM82924","72h",5,59.5,59.09,0.69,"two_method"
"AMERICAN DIVERSION","NM82924","72h",10,72.6,72.13,0.65,"two_method"
"AMERICAN DIVERSION","NM82924","72h",25,90.1,89.69,0.46,"two_method"
"AMERICAN DIVERSION","NM82924","72h",50,103.79,103.54,0.24,"two_method"
"AMERICAN DIVERSION","NM82924","72h",100,118.02,118.02,0,"two_method"
"AMERICAN DIVERSION","NM82924","72h",200,132.84,133.22,0.29,"two_method"
"AMERICAN DIVERSION","NM82924","72h",500,153.46,154.5,0.67,"two_method"
"AMERICAN DIVERSION","NM82924","72h",1000,169.87,171.57,0.99,"two_method"
"AMERICAN DIVERSION","NM82924","72h",2000,187.04,189.54,1.32,"two_method"
"AMERICAN DIVERSION","NM82924","72h",5000,210.94,214.76,1.78,"two_method"
"AMERICAN DIVERSION","NM82924","72h",10000,229.98,235,2.14,"two_method"
"ANCHOR","WY01298","24h",2,32.5,36.59,11.18,"two_method"
"ANCHOR","WY01298","24h",5,45.36,51.54,11.99,"two_method"
"ANCHOR","WY01298","24h",10,54.04,61.7,12.41,"two_method"
"ANCHOR","WY01298","24h",25,65.2,74.84,12.88,"two_method"
"ANCHOR","WY01298","24h",50,73.62,84.8,13.18,"two_method"
"ANCHOR","WY01298","24h",100,82.09,94.88,13.48,"two_method"
"ANCHOR","WY01298","24h",200,90.66,105.12,13.76,"two_method"
"ANCHOR","WY01298","24h",500,102.14,118.92,14.11,"two_method"
"ANCHOR","WY01298","24h",1000,110.97,129.58,14.36,"two_method"
"ANCHOR","WY01298","24h",2000,119.92,140.44,14.61,"two_method"
"ANCHOR","WY01298","24h",5000,131.94,155.12,14.94,"two_method"
"ANCHOR","WY01298","24h",10000,141.18,166.46,15.19,"two_method"
"ANCHOR","WY01298","72h",2,42.36,48.53,12.71,"two_method"
"ANCHOR","WY01298","72h",5,59.59,68.97,13.6,"two_method"
"ANCHOR","WY01298","72h",10,70.98,82.37,13.83,"two_method"
"ANCHOR","WY01298","72h",25,85.35,99.19,13.95,"two_method"
"ANCHOR","WY01298","72h",50,96,111.66,14.02,"two_method"
"ANCHOR","WY01298","72h",100,106.56,124.09,14.13,"two_method"
"ANCHOR","WY01298","72h",200,117.06,136.58,14.29,"two_method"
"ANCHOR","WY01298","72h",500,130.9,153.3,14.61,"two_method"
"ANCHOR","WY01298","72h",1000,141.34,166.15,14.93,"two_method"
"ANCHOR","WY01298","72h",2000,151.77,179.22,15.32,"two_method"
"ANCHOR","WY01298","72h",5000,165.53,196.88,15.92,"two_method"
"ANCHOR","WY01298","72h",10000,175.93,210.55,16.44,"two_method"
"ANDERSON-ROSE DIV.","OR00585","24h",2,46.76,28.59,38.86,"two_method"
"ANDERSON-ROSE DIV.","OR00585","24h",5,61.25,38.41,37.29,"two_method"
"ANDERSON-ROSE DIV.","OR00585","24h",10,71.82,45.34,36.87,"two_method"
"ANDERSON-ROSE DIV.","OR00585","24h",25,87.18,54.64,37.33,"two_method"
"ANDERSON-ROSE DIV.","OR00585","24h",50,100.45,61.94,38.34,"two_method"
"ANDERSON-ROSE DIV.","OR00585","24h",100,115.55,69.54,39.82,"two_method"
"ANDERSON-ROSE DIV.","OR00585","24h",200,132.84,77.49,41.67,"two_method"
"ANDERSON-ROSE DIV.","OR00585","24h",500,159.69,88.59,44.52,"two_method"
"ANDERSON-ROSE DIV.","OR00585","24h",1000,183.57,97.45,46.91,"two_method"
"ANDERSON-ROSE DIV.","OR00585","24h",2000,211.06,106.74,49.43,"two_method"
"ANDERSON-ROSE DIV.","OR00585","24h",5000,253.87,119.73,52.84,"two_method"
"ANDERSON-ROSE DIV.","OR00585","24h",10000,291.99,130.12,55.44,"two_method"
"ANDERSON-ROSE DIV.","OR00585","72h",2,75.02,41.9,44.15,"two_method"
"ANDERSON-ROSE DIV.","OR00585","72h",5,98.06,56.53,42.35,"two_method"
"ANDERSON-ROSE DIV.","OR00585","72h",10,114.69,67.55,41.1,"two_method"
"ANDERSON-ROSE DIV.","OR00585","72h",25,138.62,83.97,39.42,"two_method"
"ANDERSON-ROSE DIV.","OR00585","72h",50,159.12,98.49,38.1,"two_method"
"ANDERSON-ROSE DIV.","OR00585","72h",100,182.28,115.37,36.71,"two_method"
"ANDERSON-ROSE DIV.","OR00585","72h",200,208.61,135.08,35.25,"two_method"
"ANDERSON-ROSE DIV.","OR00585","72h",500,249.17,166.41,33.21,"two_method"
"ANDERSON-ROSE DIV.","OR00585","72h",1000,284.94,194.92,31.59,"two_method"
"ANDERSON-ROSE DIV.","OR00585","72h",2000,325.82,228.39,29.9,"two_method"
"ANDERSON-ROSE DIV.","OR00585","72h",5000,388.96,281.74,27.57,"two_method"
"ANDERSON-ROSE DIV.","OR00585","72h",10000,444.73,330.35,25.72,"two_method"
"ANDERSON RANCH","ID00279","24h",2,33.08,35.49,6.79,"two_method"
"ANDERSON RANCH","ID00279","24h",5,43.55,45.4,4.07,"two_method"
"ANDERSON RANCH","ID00279","24h",10,50.64,52.02,2.65,"two_method"
"ANDERSON RANCH","ID00279","24h",25,59.77,60.47,1.16,"two_method"
"ANDERSON RANCH","ID00279","24h",50,66.69,66.79,0.15,"two_method"
"ANDERSON RANCH","ID00279","24h",100,73.67,73.11,0.76,"two_method"
"ANDERSON RANCH","ID00279","24h",200,80.74,79.45,1.6,"two_method"
"ANDERSON RANCH","ID00279","24h",500,90.24,87.88,2.62,"two_method"
"ANDERSON RANCH","ID00279","24h",1000,97.56,94.31,3.33,"two_method"
"ANDERSON RANCH","ID00279","24h",2000,105,100.78,4.02,"two_method"
"ANDERSON RANCH","ID00279","24h",5000,115.03,109.4,4.89,"two_method"
"ANDERSON RANCH","ID00279","24h",10000,122.76,115.98,5.52,"two_method"
"ANDERSON RANCH","ID00279","72h",2,49.93,49.41,1.04,"two_method"
"ANDERSON RANCH","ID00279","72h",5,65.84,65.04,1.22,"two_method"
"ANDERSON RANCH","ID00279","72h",10,76.52,75.68,1.1,"two_method"
"ANDERSON RANCH","ID00279","72h",25,90.19,89.45,0.82,"two_method"
"ANDERSON RANCH","ID00279","72h",50,100.45,99.92,0.53,"two_method"
"ANDERSON RANCH","ID00279","72h",100,110.75,110.52,0.21,"two_method"
"ANDERSON RANCH","ID00279","72h",200,121.11,121.3,0.16,"two_method"
"ANDERSON RANCH","ID00279","72h",500,134.95,135.86,0.67,"two_method"
"ANDERSON RANCH","ID00279","72h",1000,145.53,147.12,1.08,"two_method"
"ANDERSON RANCH","ID00279","72h",2000,156.22,158.61,1.51,"two_method"
"ANDERSON RANCH","ID00279","72h",5000,170.52,174.16,2.09,"two_method"
"ANDERSON RANCH","ID00279","72h",10000,181.47,186.2,2.54,"two_method"
"ANITA","MT00567","24h",2,34.8,35.62,2.3,"two_method"
"ANITA","MT00567","24h",5,49.31,50.55,2.45,"two_method"
"ANITA","MT00567","24h",10,59.45,60.95,2.46,"two_method"
"ANITA","MT00567","24h",25,72.77,74.57,2.41,"two_method"
"ANITA","MT00567","24h",50,83.04,85.04,2.35,"two_method"
"ANITA","MT00567","24h",100,93.57,95.78,2.31,"two_method"
"ANITA","MT00567","24h",200,104.44,106.83,2.24,"two_method"
"ANITA","MT00567","24h",500,119.4,122.02,2.15,"two_method"
"ANITA","MT00567","24h",1000,131.2,133.99,2.08,"two_method"
"ANITA","MT00567","24h",2000,143.46,146.4,2.01,"two_method"
"ANITA","MT00567","24h",5000,160.39,163.53,1.92,"two_method"
"ANITA","MT00567","24h",10000,173.78,177.06,1.85,"two_method"
"ANITA","MT00567","72h",2,44.61,45.93,2.87,"two_method"
"ANITA","MT00567","72h",5,62.81,64.89,3.21,"two_method"
"ANITA","MT00567","72h",10,75.49,78.25,3.53,"two_method"
"ANITA","MT00567","72h",25,92.29,96.09,3.95,"two_method"
"ANITA","MT00567","72h",50,105.32,110.07,4.32,"two_method"
"ANITA","MT00567","72h",100,118.77,124.6,4.68,"two_method"
"ANITA","MT00567","72h",200,132.7,139.76,5.05,"two_method"
"ANITA","MT00567","72h",500,151.9,160.85,5.56,"two_method"
"ANITA","MT00567","72h",1000,167.07,177.66,5.96,"two_method"
"ANITA","MT00567","72h",2000,182.82,195.25,6.37,"two_method"
"ANITA","MT00567","72h",5000,204.58,219.77,6.91,"two_method"
"ANITA","MT00567","72h",10000,221.79,239.32,7.32,"two_method"
"ANOLA","CA00732","24h",2,49.84,49.84,0,"identical_fallback"
"ANOLA","CA00732","24h",5,74.99,74.99,0,"identical_fallback"
"ANOLA","CA00732","24h",10,92.32,92.32,0,"identical_fallback"
"ANOLA","CA00732","24h",25,114.85,114.85,0,"identical_fallback"
"ANOLA","CA00732","24h",50,132.07,132.07,0,"identical_fallback"
"ANOLA","CA00732","24h",100,149.63,149.63,0,"identical_fallback"
"ANOLA","CA00732","24h",200,167.63,167.63,0,"identical_fallback"
"ANOLA","CA00732","24h",500,192.26,192.26,0,"identical_fallback"
"ANOLA","CA00732","24h",1000,211.58,211.58,0,"identical_fallback"
"ANOLA","CA00732","24h",2000,231.55,231.55,0,"identical_fallback"
"ANOLA","CA00732","24h",5000,259,259,0,"identical_fallback"
"ANOLA","CA00732","24h",10000,280.61,280.61,0,"identical_fallback"
"ANOLA","CA00732","72h",2,61.5,61.5,0,"identical_fallback"
"ANOLA","CA00732","72h",5,99.39,99.39,0,"identical_fallback"
"ANOLA","CA00732","72h",10,125.12,125.12,0,"identical_fallback"
"ANOLA","CA00732","72h",25,157.36,157.36,0,"identical_fallback"
"ANOLA","CA00732","72h",50,180.91,180.91,0,"identical_fallback"
"ANOLA","CA00732","72h",100,203.98,203.98,0,"identical_fallback"
"ANOLA","CA00732","72h",200,226.67,226.67,0,"identical_fallback"
"ANOLA","CA00732","72h",500,256.23,256.23,0,"identical_fallback"
"ANOLA","CA00732","72h",1000,278.32,278.32,0,"identical_fallback"
"ANOLA","CA00732","72h",2000,300.24,300.24,0,"identical_fallback"
"ANOLA","CA00732","72h",5000,328.97,328.97,0,"identical_fallback"
"ANOLA","CA00732","72h",10000,350.55,350.55,0,"identical_fallback"
"ANTILON LAKE DAM","WA00081","24h",2,66.62,48.67,26.94,"two_method"
"ANTILON LAKE DAM","WA00081","24h",5,88.51,63.07,28.74,"two_method"
"ANTILON LAKE DAM","WA00081","24h",10,103.48,73.17,29.29,"two_method"
"ANTILON LAKE DAM","WA00081","24h",25,122.93,86.61,29.55,"two_method"
"ANTILON LAKE DAM","WA00081","24h",50,137.77,97.11,29.51,"two_method"
"ANTILON LAKE DAM","WA00081","24h",100,152.86,107.98,29.36,"two_method"
"ANTILON LAKE DAM","WA00081","24h",200,168.25,119.3,29.09,"two_method"
"ANTILON LAKE DAM","WA00081","24h",500,189.11,134.99,28.62,"two_method"
"ANTILON LAKE DAM","WA00081","24h",1000,205.31,147.45,28.18,"two_method"
"ANTILON LAKE DAM","WA00081","24h",2000,221.89,160.45,27.69,"two_method"
"ANTILON LAKE DAM","WA00081","24h",5000,244.42,178.51,26.97,"two_method"
"ANTILON LAKE DAM","WA00081","24h",10000,261.92,192.87,26.36,"two_method"
"ANTILON LAKE DAM","WA00081","72h",2,100.88,106.07,4.89,"two_method"
"ANTILON LAKE DAM","WA00081","72h",5,133.09,134.77,1.25,"two_method"
"ANTILON LAKE DAM","WA00081","72h",10,154.79,153.74,0.68,"two_method"
"ANTILON LAKE DAM","WA00081","72h",25,182.66,177.69,2.72,"two_method"
"ANTILON LAKE DAM","WA00081","72h",50,203.65,195.43,4.04,"two_method"
"ANTILON LAKE DAM","WA00081","72h",100,224.75,213.02,5.22,"two_method"
"ANTILON LAKE DAM","WA00081","72h",200,246.06,230.54,6.31,"two_method"
"ANTILON LAKE DAM","WA00081","72h",500,274.6,253.62,7.64,"two_method"
"ANTILON LAKE DAM","WA00081","72h",1000,296.49,271.04,8.58,"two_method"
"ANTILON LAKE DAM","WA00081","72h",2000,318.66,288.43,9.49,"two_method"
"ANTILON LAKE DAM","WA00081","72h",5000,348.4,311.4,10.62,"two_method"
"ANTILON LAKE DAM","WA00081","72h",10000,371.24,328.76,11.44,"two_method"
"ARTHUR R. BOWMAN","OR00579","24h",2,32.96,78.25,57.88,"two_method"
"ARTHUR R. BOWMAN","OR00579","24h",5,45.09,103.48,56.43,"two_method"
"ARTHUR R. BOWMAN","OR00579","24h",10,53.44,120.47,55.64,"two_method"
"ARTHUR R. BOWMAN","OR00579","24h",25,64.31,142.26,54.79,"two_method"
"ARTHUR R. BOWMAN","OR00579","24h",50,72.62,158.66,54.23,"two_method"
"ARTHUR R. BOWMAN","OR00579","24h",100,81.09,175.16,53.71,"two_method"
"ARTHUR R. BOWMAN","OR00579","24h",200,89.78,191.79,53.19,"two_method"
"ARTHUR R. BOWMAN","OR00579","24h",500,101.66,214.06,52.51,"two_method"
"ARTHUR R. BOWMAN","OR00579","24h",1000,110.99,231.14,51.98,"two_method"
"ARTHUR R. BOWMAN","OR00579","24h",2000,120.62,248.42,51.45,"two_method"
"ARTHUR R. BOWMAN","OR00579","24h",5000,133.87,271.6,50.71,"two_method"
"ARTHUR R. BOWMAN","OR00579","24h",10000,144.3,289.38,50.13,"two_method"
"ARTHUR R. BOWMAN","OR00579","72h",2,44.66,115.94,61.48,"two_method"
"ARTHUR R. BOWMAN","OR00579","72h",5,59.41,149.04,60.14,"two_method"
"ARTHUR R. BOWMAN","OR00579","72h",10,70.47,172.8,59.22,"two_method"
"ARTHUR R. BOWMAN","OR00579","72h",25,86.89,206.8,57.98,"two_method"
"ARTHUR R. BOWMAN","OR00579","72h",50,101.38,235.79,57,"two_method"
"ARTHUR R. BOWMAN","OR00579","72h",100,118.15,268.42,55.98,"two_method"
"ARTHUR R. BOWMAN","OR00579","72h",200,137.7,305.35,54.9,"two_method"
"ARTHUR R. BOWMAN","OR00579","72h",500,168.68,361.99,53.4,"two_method"
"ARTHUR R. BOWMAN","OR00579","72h",1000,196.78,411.71,52.2,"two_method"
"ARTHUR R. BOWMAN","OR00579","72h",2000,229.68,468.3,50.95,"two_method"
"ARTHUR R. BOWMAN","OR00579","72h",5000,281.96,555.32,49.23,"two_method"
"ARTHUR R. BOWMAN","OR00579","72h",10000,329.45,631.83,47.86,"two_method"
"AVALON","NM00132","24h",2,48.55,46.74,3.73,"two_method"
"AVALON","NM00132","24h",5,70.72,68.37,3.32,"two_method"
"AVALON","NM00132","24h",10,86.15,83.27,3.34,"two_method"
"AVALON","NM00132","24h",25,106.52,102.82,3.47,"two_method"
"AVALON","NM00132","24h",50,122.3,117.85,3.64,"two_method"
"AVALON","NM00132","24h",100,138.55,133.22,3.85,"two_method"
"AVALON","NM00132","24h",200,155.34,149.01,4.07,"two_method"
"AVALON","NM00132","24h",500,178.44,170.58,4.4,"two_method"
"AVALON","NM00132","24h",1000,196.66,187.46,4.68,"two_method"
"AVALON","NM00132","24h",2000,215.54,204.84,4.96,"two_method"
"AVALON","NM00132","24h",5000,241.56,228.64,5.35,"two_method"
"AVALON","NM00132","24h",10000,262.1,247.28,5.65,"two_method"
"AVALON","NM00132","72h",2,56.76,54.96,3.17,"two_method"
"AVALON","NM00132","72h",5,85.17,84.21,1.13,"two_method"
"AVALON","NM00132","72h",10,106.13,104.97,1.09,"two_method"
"AVALON","NM00132","72h",25,135.32,132.55,2.05,"two_method"
"AVALON","NM00132","72h",50,159.14,154.01,3.22,"two_method"
"AVALON","NM00132","72h",100,184.76,176.19,4.64,"two_method"
"AVALON","NM00132","72h",200,212.42,199.23,6.21,"two_method"
"AVALON","NM00132","72h",500,252.47,231.14,8.45,"two_method"
"AVALON","NM00132","72h",1000,285.67,256.48,10.22,"two_method"
"AVALON","NM00132","72h",2000,321.61,282.93,12.03,"two_method"
"AVALON","NM00132","72h",5000,373.73,319.68,14.46,"two_method"
"AVALON","NM00132","72h",10000,416.97,348.91,16.32,"two_method"
"B. F. SISK","CA10183","24h",2,67.55,67.55,0,"identical_fallback"
"B. F. SISK","CA10183","24h",5,91.18,91.18,0,"identical_fallback"
"B. F. SISK","CA10183","24h",10,107.73,107.73,0,"identical_fallback"
"B. F. SISK","CA10183","24h",25,129.74,129.74,0,"identical_fallback"
"B. F. SISK","CA10183","24h",50,146.89,146.89,0,"identical_fallback"
"B. F. SISK","CA10183","24h",100,164.65,164.65,0,"identical_fallback"
"B. F. SISK","CA10183","24h",200,183.1,183.1,0,"identical_fallback"
"B. F. SISK","CA10183","24h",500,208.64,208.64,0,"identical_fallback"
"B. F. SISK","CA10183","24h",1000,228.91,228.91,0,"identical_fallback"
"B. F. SISK","CA10183","24h",2000,250.03,250.03,0,"identical_fallback"
"B. F. SISK","CA10183","24h",5000,279.32,279.32,0,"identical_fallback"
"B. F. SISK","CA10183","24h",10000,302.57,302.57,0,"identical_fallback"
"B. F. SISK","CA10183","72h",2,103.62,103.62,0,"identical_fallback"
"B. F. SISK","CA10183","72h",5,145.96,145.96,0,"identical_fallback"
"B. F. SISK","CA10183","72h",10,176.19,176.19,0,"identical_fallback"
"B. F. SISK","CA10183","72h",25,217.1,217.1,0,"identical_fallback"
"B. F. SISK","CA10183","72h",50,249.53,249.53,0,"identical_fallback"
"B. F. SISK","CA10183","72h",100,283.59,283.59,0,"identical_fallback"
"B. F. SISK","CA10183","72h",200,319.49,319.49,0,"identical_fallback"
"B. F. SISK","CA10183","72h",500,370.03,370.03,0,"identical_fallback"
"B. F. SISK","CA10183","72h",1000,410.79,410.79,0,"identical_fallback"
"B. F. SISK","CA10183","72h",2000,453.87,453.87,0,"identical_fallback"
"B. F. SISK","CA10183","72h",5000,514.64,514.64,0,"identical_fallback"
"B. F. SISK","CA10183","72h",10000,563.67,563.67,0,"identical_fallback"
"BARRETTS DIVERSION","MT82919","24h",2,27.51,31.52,12.72,"two_method"
"BARRETTS DIVERSION","MT82919","24h",5,35.54,42.26,15.9,"two_method"
"BARRETTS DIVERSION","MT82919","24h",10,41.17,49.52,16.86,"two_method"
"BARRETTS DIVERSION","MT82919","24h",25,49.06,58.87,16.66,"two_method"
"BARRETTS DIVERSION","MT82919","24h",50,55.66,65.94,15.59,"two_method"
"BARRETTS DIVERSION","MT82919","24h",100,62.97,73.06,13.81,"two_method"
"BARRETTS DIVERSION","MT82919","24h",200,71.12,80.26,11.39,"two_method"
"BARRETTS DIVERSION","MT82919","24h",500,83.39,89.94,7.28,"two_method"
"BARRETTS DIVERSION","MT82919","24h",1000,93.97,97.38,3.5,"two_method"
"BARRETTS DIVERSION","MT82919","24h",2000,105.83,104.94,0.84,"two_method"
"BARRETTS DIVERSION","MT82919","24h",5000,123.73,115.11,6.97,"two_method"
"BARRETTS DIVERSION","MT82919","24h",10000,139.19,122.94,11.67,"two_method"
"BARRETTS DIVERSION","MT82919","72h",2,36.72,42.76,14.13,"two_method"
"BARRETTS DIVERSION","MT82919","72h",5,47.47,57.04,16.78,"two_method"
"BARRETTS DIVERSION","MT82919","72h",10,54.03,66.58,18.85,"two_method"
"BARRETTS DIVERSION","MT82919","72h",25,61.85,78.72,21.43,"two_method"
"BARRETTS DIVERSION","MT82919","72h",50,67.4,87.79,23.23,"two_method"
"BARRETTS DIVERSION","MT82919","72h",100,72.76,96.85,24.87,"two_method"
"BARRETTS DIVERSION","MT82919","72h",200,77.98,105.93,26.39,"two_method"
"BARRETTS DIVERSION","MT82919","72h",500,84.76,117.99,28.16,"two_method"
"BARRETTS DIVERSION","MT82919","72h",1000,89.82,127.18,29.38,"two_method"
"BARRETTS DIVERSION","MT82919","72h",2000,94.85,136.41,30.47,"two_method"
"BARRETTS DIVERSION","MT82919","72h",5000,101.47,148.71,31.77,"two_method"
"BARRETTS DIVERSION","MT82919","72h",10000,106.47,158.07,32.64,"two_method"
"BARTLETT","AZ10308","24h",2,43.15,42.75,0.93,"two_method"
"BARTLETT","AZ10308","24h",5,58.41,59.71,2.18,"two_method"
"BARTLETT","AZ10308","24h",10,68.64,70.24,2.28,"two_method"
"BARTLETT","AZ10308","24h",25,81.7,82.79,1.32,"two_method"
"BARTLETT","AZ10308","24h",50,91.49,91.64,0.16,"two_method"
"BARTLETT","AZ10308","24h",100,101.29,100.12,1.16,"two_method"
"BARTLETT","AZ10308","24h",200,111.15,108.31,2.56,"two_method"
"BARTLETT","AZ10308","24h",500,124.28,118.79,4.42,"two_method"
"BARTLETT","AZ10308","24h",1000,134.31,126.51,5.81,"two_method"
"BARTLETT","AZ10308","24h",2000,144.42,134.09,7.15,"two_method"
"BARTLETT","AZ10308","24h",5000,157.91,143.93,8.85,"two_method"
"BARTLETT","AZ10308","24h",10000,168.23,151.24,10.1,"two_method"
"BARTLETT","AZ10308","72h",2,55.89,52.07,6.83,"two_method"
"BARTLETT","AZ10308","72h",5,77.55,76.45,1.42,"two_method"
"BARTLETT","AZ10308","72h",10,92.62,94.2,1.68,"two_method"
"BARTLETT","AZ10308","72h",25,112.53,118.63,5.14,"two_method"
"BARTLETT","AZ10308","72h",50,127.97,138.33,7.49,"two_method"
"BARTLETT","AZ10308","72h",100,143.87,159.31,9.69,"two_method"
"BARTLETT","AZ10308","72h",200,160.3,181.74,11.8,"two_method"
