"site","site_id","duration","station_id","name","reason"
"WISHON MAIN","CA00411","24h","USC00041609","CEDAR GROVE","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","24h","USC00041630","CENTRAL CAMP","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","24h","USC00040823","BISHOP","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","24h","USC00045280","MAMMOTH LAKES RS","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","24h","USC00045352","MARIPOSA RS","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","24h","USW00053150","YOSEMITE VILLAGE 12 W","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","24h","USC00265931","PALMETTO","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","24h","USC00042173","CROCKER STN","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","24h","USC00265362","MONTGOMERY MNTC STN","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","24h","USC00049065","TUOLUMNE GROVELAND RS","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","24h","USC00264560","LIDA","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","24h","USC00043666","GROVELAND","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","24h","USC00261755","COALDALE JUNCTION","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","24h","USC00049512","WELDON 1 WSW","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","24h","US1CAKN0013","ONYX 2.8 ENE","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","24h","USC00043669","USC00043669","discordant (Di >= Dcrit = 3.000)"
"WISHON MAIN","CA00411","24h","USC00041075","USC00041075","discordant (Di >= Dcrit = 3.000)"
"WISHON MAIN","CA00411","24h","USC00044232","USC00044232","dropped to achieve homogeneity (greedy H1 reduction)"
"WISHON MAIN","CA00411","24h","USW00023157","USW00023157","dropped to achieve homogeneity (greedy H1 reduction)"
"WISHON MAIN","CA00411","24h","USC00040684","USC00040684","dropped to achieve homogeneity (greedy H1 reduction)"
"WISHON MAIN","CA00411","24h","USC00043939","USC00043939","dropped to achieve homogeneity (greedy H1 reduction)"
"WISHON MAIN","CA00411","24h","USC00049855","USC00049855","dropped to achieve homogeneity (greedy H1 reduction)"
"WISHON MAIN","CA00411","24h","USC00044204","USC00044204","dropped to achieve homogeneity (greedy H1 reduction)"
"WISHON MAIN","CA00411","24h","USC00040379","USC00040379","dropped to achieve homogeneity (greedy H1 reduction)"
"WISHON MAIN","CA00411","24h","USC00044881","USC00044881","dropped to achieve homogeneity (greedy H1 reduction)"
"WISHON MAIN","CA00411","24h","USC00043672","USC00043672","dropped to achieve homogeneity (greedy H1 reduction)"
"WISHON MAIN","CA00411","24h","USC00042539","USC00042539","dropped to achieve homogeneity (greedy H1 reduction)"
"WISHON MAIN","CA00411","24h","USC00045400","USC00045400","dropped to achieve homogeneity (greedy H1 reduction)"
"WISHON MAIN","CA00411","72h","USC00041609","CEDAR GROVE","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","72h","USC00041630","CENTRAL CAMP","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","72h","USC00040823","BISHOP","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","72h","USC00045280","MAMMOTH LAKES RS","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","72h","USC00045352","MARIPOSA RS","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","72h","USW00053150","YOSEMITE VILLAGE 12 W","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","72h","USC00265931","PALMETTO","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","72h","USC00042173","CROCKER STN","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","72h","USC00265362","MONTGOMERY MNTC STN","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","72h","USC00049065","TUOLUMNE GROVELAND RS","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","72h","USC00264560","LIDA","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","72h","USC00043666","GROVELAND","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","72h","USC00261755","COALDALE JUNCTION","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","72h","USC00049512","WELDON 1 WSW","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","72h","US1CAKN0013","ONYX 2.8 ENE","record < 20 yr for 72h duration"
"WISHON MAIN","CA00411","72h","USC00042331","USC00042331","discordant (Di >= Dcrit = 3.000)"
"WISHON MAIN","CA00411","72h","USC00043669","USC00043669","discordant (Di >= Dcrit = 3.000)"
"WISHON MAIN","CA00411","72h","USC00044232","USC00044232","dropped to achieve homogeneity (greedy H1 reduction)"
"WISHON MAIN","CA00411","72h","USW00023157","USW00023157","dropped to achieve homogeneity (greedy H1 reduction)"
"WISHON MAIN","CA00411","72h","USC00040684","USC00040684","dropped to achieve homogeneity (greedy H1 reduction)"
"WISHON MAIN","CA00411","72h","USC00043710","USC00043710","dropped to achieve homogeneity (greedy H1 reduction)"
"WISHON MAIN","CA00411","72h","USC00045779","USC00045779","dropped to achieve homogeneity (greedy H1 reduction)"
"WISHON MAIN","CA00411","72h","USC00040379","USC00040379","dropped to achieve homogeneity (greedy H1 reduction)"
"LAKE FRANCES EAST DAM","MT01125","24h","USC00241336","BYNUM","record < 20 yr for 72h duration"
"LAKE FRANCES EAST DAM","MT01125","24h","US1MTTN0003","DUTTON 3.3 ENE","record < 20 yr for 72h duration"
"LAKE FRANCES EAST DAM","MT01125","24h","CA003041908","COUTTS","record < 20 yr for 72h duration"
"LAKE FRANCES EAST DAM","MT01125","24h","USC00243195","FORT  SHAW","record < 20 yr for 72h duration"
"LAKE FRANCES EAST DAM","MT01125","24h","US1MTLY0003","CHESTER 6.7 S","record < 20 yr for 72h duration"
"LAKE FRANCES EAST DAM","MT01125","24h","CA003042045","DEL BONITA AGDM","record < 20 yr for 72h duration"
"LAKE FRANCES EAST DAM","MT01125","24h","USC00242812","ESSEX","record < 20 yr for 72h duration"
"LAKE FRANCES EAST DAM","MT01125","24h","CA003044232","MASINASIN AGDM","record < 20 yr for 72h duration"
"LAKE FRANCES EAST DAM","MT01125","24h","CA003046953","WARNER WEST","record < 20 yr for 72h duration"
"LAKE FRANCES EAST DAM","MT01125","24h","USC00247978","USC00247978","discordant (Di >= Dcrit = 3.000)"
"LAKE FRANCES EAST DAM","MT01125","24h","CA003047365","CA003047365","discordant (Di >= Dcrit = 3.000)"
"LAKE FRANCES EAST DAM","MT01125","24h","CA003044230","CA003044230","discordant (Di >= Dcrit = 3.000)"
"LAKE FRANCES EAST DAM","MT01125","24h","USS0012B12S","USS0012B12S","dropped to achieve homogeneity (greedy H1 reduction)"
"LAKE FRANCES EAST DAM","MT01125","24h","USC00240877","USC00240877","dropped to achieve homogeneity (greedy H1 reduction)"
"LAKE FRANCES EAST DAM","MT01125","72h","USC00241336","BYNUM","record < 20 yr for 72h duration"
"LAKE FRANCES EAST DAM","MT01125","72h","US1MTTN0003","DUTTON 3.3 ENE","record < 20 yr for 72h duration"
"LAKE FRANCES EAST DAM","MT01125","72h","CA003041908","COUTTS","record < 20 yr for 72h duration"
"LAKE FRANCES EAST DAM","MT01125","72h","USC00243195","FORT  SHAW","record < 20 yr for 72h duration"
"LAKE FRANCES EAST DAM","MT01125","72h","US1MTLY0003","CHESTER 6.7 S","record < 20 yr for 72h duration"
"LAKE FRANCES EAST DAM","MT01125","72h","CA003042045","DEL BONITA AGDM","record < 20 yr for 72h duration"
"LAKE FRANCES EAST DAM","MT01125","72h","USC00242812","ESSEX","record < 20 yr for 72h duration"
"LAKE FRANCES EAST DAM","MT01125","72h","CA003044232","MASINASIN AGDM","record < 20 yr for 72h duration"
"LAKE FRANCES EAST DAM","MT01125","72h","CA003046953","WARNER WEST","record < 20 yr for 72h duration"
"LAKE FRANCES EAST DAM","MT01125","72h","CA003044533","CA003044533","discordant (Di >= Dcrit = 3.000)"
"LAKE FRANCES EAST DAM","MT01125","72h","CA003044230","CA003044230","discordant (Di >= Dcrit = 3.000)"
"LAKE FRANCES EAST DAM","MT01125","72h","USC00240877","USC00240877","dropped to achieve homogeneity (greedy H1 reduction)"
"LAKE FRANCES EAST DAM","MT01125","72h","USS0012B12S","USS0012B12S","dropped to achieve homogeneity (greedy H1 reduction)"
"LAKE FRANCES EAST DAM","MT01125","72h","USW00024137","USW00024137","dropped to achieve homogeneity (greedy H1 reduction)"
"LIMA","MT00905","24h","USC00242309","DELL","record < 20 yr for 72h duration"
"LIMA","MT00905","24h","USC00106080","MONTEVIEW","record < 20 yr for 72h duration"
"LIMA","MT00905","24h","USW00004137","DILLON 18 WSW","record < 20 yr for 72h duration"
"LIMA","MT00905","24h","USC00240100","ALDER","record < 20 yr for 72h duration"
"LIMA","MT00905","24h","USC00105177","LEADORE #2","record < 20 yr for 72h duration"
"LIMA","MT00905","24h","USC00105169","LEADORE","record < 20 yr for 72h duration"
"LIMA","MT00905","24h","USC00105080","LAKE","record < 20 yr for 72h duration"
"LIMA","MT00905","24h","USC00241408","CAMERON","record < 20 yr for 72h duration"
"LIMA","MT00905","24h","USC00100864","BIG SPRINGS","record < 20 yr for 72h duration"
"LIMA","MT00905","24h","USC00106221","MUD LAKE PUMPING STN","record < 20 yr for 72h duration"
"LIMA","MT00905","24h","USC00107640","REXBURG","record < 20 yr for 72h duration"
"LIMA","MT00905","24h","USC00248858","W YELLOWSTONE GATEWAY","record < 20 yr for 72h duration"
"LIMA","MT00905","24h","USC00107642","REXBURG KRXK","record < 20 yr for 72h duration"
"LIMA","MT00905","24h","USC00240775","BIG SKY 2WNW","record < 20 yr for 72h duration"
"LIMA","MT00905","24h","USC00242719","ELKHORN HOT SPRINGS","record < 20 yr for 72h duration"
"LIMA","MT00905","24h","USC00108604","USC00108604","discordant (Di >= Dcrit = 3.000)"
"LIMA","MT00905","24h","USS0011E35S","USS0011E35S","dropped to achieve homogeneity (greedy H1 reduction)"
"LIMA","MT00905","24h","USC00248597","USC00248597","dropped to achieve homogeneity (greedy H1 reduction)"
"LIMA","MT00905","24h","USS0011E36S","USS0011E36S","dropped to achieve homogeneity (greedy H1 reduction)"
"LIMA","MT00905","24h","USC00245811","USC00245811","dropped to achieve homogeneity (greedy H1 reduction)"
"LIMA","MT00905","72h","USC00242309","DELL","record < 20 yr for 72h duration"
"LIMA","MT00905","72h","USC00106080","MONTEVIEW","record < 20 yr for 72h duration"
"LIMA","MT00905","72h","USW00004137","DILLON 18 WSW","record < 20 yr for 72h duration"
"LIMA","MT00905","72h","USC00240100","ALDER","record < 20 yr for 72h duration"
"LIMA","MT00905","72h","USC00105177","LEADORE #2","record < 20 yr for 72h duration"
"LIMA","MT00905","72h","USC00105169","LEADORE","record < 20 yr for 72h duration"
"LIMA","MT00905","72h","USC00105080","LAKE","record < 20 yr for 72h duration"
"LIMA","MT00905","72h","USC00241408","CAMERON","record < 20 yr for 72h duration"
"LIMA","MT00905","72h","USC00100864","BIG SPRINGS","record < 20 yr for 72h duration"
"LIMA","MT00905","72h","USC00106221","MUD LAKE PUMPING STN","record < 20 yr for 72h duration"
"LIMA","MT00905","72h","USC00107640","REXBURG","record < 20 yr for 72h duration"
"LIMA","MT00905","72h","USC00248858","W YELLOWSTONE GATEWAY","record < 20 yr for 72h duration"
"LIMA","MT00905","72h","USC00107642","REXBURG KRXK","record < 20 yr for 72h duration"
"LIMA","MT00905","72h","USC00240775","BIG SKY 2WNW","record < 20 yr for 72h duration"
"LIMA","MT00905","72h","USC00242719","ELKHORN HOT SPRINGS","record < 20 yr for 72h duration"
"LIMA","MT00905","72h","USS0011E30S","USS0011E30S","discordant (Di >= Dcrit = 3.000)"
"LIMA","MT00905","72h","USS0011E35S","USS0011E35S","discordant (Di >= Dcrit = 3.000)"
"LIMA","MT00905","72h","USS0011E10S","USS0011E10S","dropped to achieve homogeneity (greedy H1 reduction)"
"LIMA","MT00905","72h","USS0011D11S","USS0011D11S","dropped to achieve homogeneity (greedy H1 reduction)"
"LIMA","MT00905","72h","USC00248597","USC00248597","dropped to achieve homogeneity (greedy H1 reduction)"
"LIMA","MT00905","72h","USC00104384","USC00104384","dropped to achieve homogeneity (greedy H1 reduction)"
"CALAVERAS","CA00126","24h","USC00043666","GROVELAND","record < 20 yr for 72h duration"
"CALAVERAS","CA00126","24h","USC00041280","CALAVERAS RS","record < 20 yr for 72h duration"
"CALAVERAS","CA00126","24h","USC00049065","TUOLUMNE GROVELAND RS","record < 20 yr for 72h duration"
"CALAVERAS","CA00126","24h","USC00045352","MARIPOSA RS","record < 20 yr for 72h duration"
"CALAVERAS","CA00126","24h","USC00042173","CROCKER STN","record < 20 yr for 72h duration"
"CALAVERAS","CA00126","72h","USC00043666","GROVELAND","record < 20 yr for 72h duration"
"CALAVERAS","CA00126","72h","USC00041280","CALAVERAS RS","record < 20 yr for 72h duration"
"CALAVERAS","CA00126","72h","USC00049065","TUOLUMNE GROVELAND RS","record < 20 yr for 72h duration"
"CALAVERAS","CA00126","72h","USC00045352","MARIPOSA RS","record < 20 yr for 72h duration"
"CALAVERAS","CA00126","72h","USC00042173","CROCKER STN","record < 20 yr for 72h duration"
"CALAVERAS","CA00126","72h","USC00043669","USC00043669","discordant (Di >= Dcrit = 3.000)"
"CALAVERAS","CA00126","72h","USC00049582","USC00049582","discordant (Di >= Dcrit = 3.000)"
"CROOKED CREEK DAM","PA00102","24h","USC00368558","STOYESTOWN","record < 20 yr for 72h duration"
"CROOKED CREEK DAM","PA00102","24h","USC00461900","COOPERS ROCK SF","record < 20 yr for 72h duration"
"CROOKED CREEK DAM","PA00102","24h","USC00182450","DEER PARK","record < 20 yr for 72h duration"
"CROOKED CREEK DAM","PA00102","24h","USC00368770","TAMARACK 2 S FIRE TO W","record < 20 yr for 72h duration"
"CROOKED CREEK DAM","PA00102","72h","USC00368558","STOYESTOWN","record < 20 yr for 72h duration"
"CROOKED CREEK DAM","PA00102","72h","USC00461900","COOPERS ROCK SF","record < 20 yr for 72h duration"
"CROOKED CREEK DAM","PA00102","72h","USC00182450","DEER PARK","record < 20 yr for 72h duration"
"CROOKED CREEK DAM","PA00102","72h","USC00368770","TAMARACK 2 S FIRE TO W","record < 20 yr for 72h duration"
"CROOKED CREEK DAM","PA00102","72h","USC00361806","USC00361806","discordant (Di >= Dcrit = 3.000)"
"ROCK ISLAND","WA00084","24h","USC00450749","BLEWETT PASS","record < 20 yr for 72h duration"
"ROCK ISLAND","WA00084","24h","USC00451162","CASCADE TUNNEL","record < 20 yr for 72h duration"
"ROCK ISLAND","WA00084","24h","USC00458007","STAMPEDE","record < 20 yr for 72h duration"
"ROCK ISLAND","WA00084","24h","USS0021B31S","Sawmill Ridge","record < 20 yr for 72h duration"
"ROCK ISLAND","WA00084","24h","USC00453728","HOLDEN","record < 20 yr for 72h duration"
"ROCK ISLAND","WA00084","24h","USC00456385","PARKWAY 6 S","record < 20 yr for 72h duration"
"ROCK ISLAND","WA00084","24h","USS0021B50S","Lynn Lake","record < 20 yr for 72h duration"
"ROCK ISLAND","WA00084","24h","USC00452384","USC00452384","discordant (Di >= Dcrit = 3.000)"
"ROCK ISLAND","WA00084","24h","USC00451426","USC00451426","discordant (Di >= Dcrit = 3.000)"
"ROCK ISLAND","WA00084","24h","USS0020B02S","USS0020B02S","dropped to achieve homogeneity (greedy H1 reduction)"
"ROCK ISLAND","WA00084","72h","USC00450749","BLEWETT PASS","record < 20 yr for 72h duration"
"ROCK ISLAND","WA00084","72h","USC00451162","CASCADE TUNNEL","record < 20 yr for 72h duration"
"ROCK ISLAND","WA00084","72h","USC00458007","STAMPEDE","record < 20 yr for 72h duration"
"ROCK ISLAND","WA00084","72h","USS0021B31S","Sawmill Ridge","record < 20 yr for 72h duration"
"ROCK ISLAND","WA00084","72h","USC00453728","HOLDEN","record < 20 yr for 72h duration"
"ROCK ISLAND","WA00084","72h","USC00456385","PARKWAY 6 S","record < 20 yr for 72h duration"
"ROCK ISLAND","WA00084","72h","USS0021B50S","Lynn Lake","record < 20 yr for 72h duration"
"ROCK ISLAND","WA00084","72h","USC00454446","USC00454446","discordant (Di >= Dcrit = 3.000)"
"ROCK ISLAND","WA00084","72h","USC00452384","USC00452384","discordant (Di >= Dcrit = 3.000)"
"DORENA","OR00008","24h","USC00355332","MC CREDIE SPRINGS","record < 20 yr for 72h duration"
"DORENA","OR00008","24h","USC00352313","DIAMOND LAKE LODGE","record < 20 yr for 72h duration"
"DORENA","OR00008","24h","USC00351986","CRESCENT","record < 20 yr for 72h duration"
"DORENA","OR00008","24h","USC00357554","SANTIAM JUNCTION","record < 20 yr for 72h duration"
"DORENA","OR00008","24h","USC00358246","SUNRIVER","record < 20 yr for 72h duration"
"DORENA","OR00008","24h","US1ORDS0017","BEND 2.3 WNW","record < 20 yr for 72h duration"
"DORENA","OR00008","24h","USC00357533","SAND CREEK","record < 20 yr for 72h duration"
"DORENA","OR00008","24h","US1ORDS0001","REDMOND 5.4 NNW","record < 20 yr for 72h duration"
"DORENA","OR00008","24h","USS0022F03S","USS0022F03S","discordant (Di >= Dcrit = 3.000)"
"DORENA","OR00008","24h","USS0022F14S","USS0022F14S","discordant (Di >= Dcrit = 3.000)"
"DORENA","OR00008","24h","USC00350694","USC00350694","dropped to achieve homogeneity (greedy H1 reduction)"
"DORENA","OR00008","24h","USC00357857","USC00357857","dropped to achieve homogeneity (greedy H1 reduction)"
"DORENA","OR00008","24h","USC00353095","USC00353095","dropped to achieve homogeneity (greedy H1 reduction)"
"DORENA","OR00008","24h","USC00350699","USC00350699","dropped to achieve homogeneity (greedy H1 reduction)"
"DORENA","OR00008","24h","USC00356252","USC00356252","dropped to achieve homogeneity (greedy H1 reduction)"
"DORENA","OR00008","24h","USS0021E05S","USS0021E05S","dropped to achieve homogeneity (greedy H1 reduction)"
"DORENA","OR00008","24h","USS0022E08S","USS0022E08S","dropped to achieve homogeneity (greedy H1 reduction)"
"DORENA","OR00008","24h","USW00024235","USW00024235","dropped to achieve homogeneity (greedy H1 reduction)"
"DORENA","OR00008","24h","USS0021E04S","USS0021E04S","dropped to achieve homogeneity (greedy H1 reduction)"
"DORENA","OR00008","24h","USS0022E09S","USS0022E09S","dropped to achieve homogeneity (greedy H1 reduction)"
"DORENA","OR00008","24h","USC00354835","USC00354835","dropped to achieve homogeneity (greedy H1 reduction)"
"DORENA","OR00008","72h","USC00355332","MC CREDIE SPRINGS","record < 20 yr for 72h duration"
"DORENA","OR00008","72h","USC00352313","DIAMOND LAKE LODGE","record < 20 yr for 72h duration"
"DORENA","OR00008","72h","USC00351986","CRESCENT","record < 20 yr for 72h duration"
"DORENA","OR00008","72h","USC00357554","SANTIAM JUNCTION","record < 20 yr for 72h duration"
"DORENA","OR00008","72h","USC00358246","SUNRIVER","record < 20 yr for 72h duration"
"DORENA","OR00008","72h","US1ORDS0017","BEND 2.3 WNW","record < 20 yr for 72h duration"
"DORENA","OR00008","72h","USC00357533","SAND CREEK","record < 20 yr for 72h duration"
"DORENA","OR00008","72h","US1ORDS0001","REDMOND 5.4 NNW","record < 20 yr for 72h duration"
"DORENA","OR00008","72h","USC00351978","USC00351978","discordant (Di >= Dcrit = 3.000)"
"DORENA","OR00008","72h","USC00350694","USC00350694","dropped to achieve homogeneity (greedy H1 reduction)"
"DORENA","OR00008","72h","USW00024235","USW00024235","dropped to achieve homogeneity (greedy H1 reduction)"
"DORENA","OR00008","72h","USC00353095","USC00353095","dropped to achieve homogeneity (greedy H1 reduction)"
"DORENA","OR00008","72h","USC00357857","USC00357857","dropped to achieve homogeneity (greedy H1 reduction)"
"DORENA","OR00008","72h","USS0021F21S","USS0021F21S","dropped to achieve homogeneity (greedy H1 reduction)"
"DORENA","OR00008","72h","USC00359316","USC00359316","dropped to achieve homogeneity (greedy H1 reduction)"
"DORENA","OR00008","72h","USC00351571","USC00351571","dropped to achieve homogeneity (greedy H1 reduction)"
"DORENA","OR00008","72h","USS0021E07S","USS0021E07S","dropped to achieve homogeneity (greedy H1 reduction)"
"DORENA","OR00008","72h","USC00356252","USC00356252","dropped to achieve homogeneity (greedy H1 reduction)"
"DORENA","OR00008","72h","USC00357052","USC00357052","dropped to achieve homogeneity (greedy H1 reduction)"
"DORENA","OR00008","72h","USC00356907","USC00356907","dropped to achieve homogeneity (greedy H1 reduction)"
"MILLERS CREEK DAM","TX01029","24h","USC00412448","DICKENS","record < 20 yr for 72h duration"
"MILLERS CREEK DAM","TX01029","24h","USC00415852","MERKEL 12 SW","record < 20 yr for 72h duration"
"MILLERS CREEK DAM","TX01029","24h","US1TXTY0021","BUFFALO GAP 7.8 WSW","record < 20 yr for 72h duration"
"MILLERS CREEK DAM","TX01029","24h","USC00417663","ROARING SPRINGS","record < 20 yr for 72h duration"
"MILLERS CREEK DAM","TX01029","24h","USC00413195","FLOMOT 2E","record < 20 yr for 72h duration"
"MILLERS CREEK DAM","TX01029","24h","USC00417146","USC00417146","discordant (Di >= Dcrit = 3.000)"
"MILLERS CREEK DAM","TX01029","24h","USW00003072","USW00003072","discordant (Di >= Dcrit = 3.000)"
"MILLERS CREEK DAM","TX01029","72h","USC00412448","DICKENS","record < 20 yr for 72h duration"
"MILLERS CREEK DAM","TX01029","72h","USC00415852","MERKEL 12 SW","record < 20 yr for 72h duration"
"MILLERS CREEK DAM","TX01029","72h","US1TXTY0021","BUFFALO GAP 7.8 WSW","record < 20 yr for 72h duration"
"MILLERS CREEK DAM","TX01029","72h","USC00417663","ROARING SPRINGS","record < 20 yr for 72h duration"
"MILLERS CREEK DAM","TX01029","72h","USC00413195","FLOMOT 2E","record < 20 yr for 72h duration"
"MILLERS CREEK DAM","TX01029","72h","USC00417146","USC00417146","discordant (Di >= Dcrit = 3.000)"
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00368558","STOYESTOWN","record < 20 yr for 72h duration"
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00461591","CHEAT BRG","record < 20 yr for 72h duration"
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00462552","DURBIN","record < 20 yr for 72h duration"
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00445414","MC DOWELL","record < 20 yr for 72h duration"
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00440720","USC00440720","discordant (Di >= Dcrit = 3.000)"
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00463251","USC00463251","discordant (Di >= Dcrit = 3.000)"
"JENNINGS RANDOLPH DAM","MD00069","72h","USC00368558","STOYESTOWN","record < 20 yr for 72h duration"
"JENNINGS RANDOLPH DAM","MD00069","72h","USC00461591","CHEAT BRG","record < 20 yr for 72h duration"
"JENNINGS RANDOLPH DAM","MD00069","72h","USC00462552","DURBIN","record < 20 yr for 72h duration"
"JENNINGS RANDOLPH DAM","MD00069","72h","USC00445414","MC DOWELL","record < 20 yr for 72h duration"
"JENNINGS RANDOLPH DAM","MD00069","72h","USC00468432","USC00468432","discordant (Di >= Dcrit = 3.000)"
"JENNINGS RANDOLPH DAM","MD00069","72h","USC00440720","USC00440720","discordant (Di >= Dcrit = 3.000)"
"JENNINGS RANDOLPH DAM","MD00069","72h","USC00463251","USC00463251","discordant (Di >= Dcrit = 3.000)"
"LAKE HATTIE","WY00015","24h","US1WYAB0109","LARAMIE 18.0 WSW","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1WYAB0002","CENTENNIAL 1.2 NNE","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1WYAB0005","LARAMIE 1.3 SE","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1WYAB0140","LARAMIE 2.1 ENE","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","USC00053340","GLENDEVEY","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1WYCR0005","ROCK RIVER 9.6 WSW","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1COLR0329","RED FEATHER 5.9 NE","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","USC00056382","PEARL","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1COLR0250","LIVERMORE 10.5 WSW","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1COLR0555","LIVERMORE 8.5 WSW","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1COLR0567","LA PORTE 10.0 NNW","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","USC00487995","SARATOGA 4N","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1COLR0433","LIVERMORE 3.8 S","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","USC00481680","CHEYENNE HORT F STN","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1COLR0546","BLV 4.0 NW","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1COLR0553","BELLVUE 5.2 W","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1COLR0004","BELLVUE 5.9 W","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1WYLM0024","CHEYENNE 8.9 N","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1WYLM0007","CHEYENNE 1.0 NNW","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1COLR0360","BELLVUE 4.9 NE","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1COLR0761","LAPORTE 1.4 NW","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1COLR0453","BLV 1.0 S","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1COLR0683","HORSETOOTH MOUNTAIN 3.2 NNW","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1COLR1127","BELLVUE 2.6 SSW","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1COLR0210","GLEN HAVEN 1.7 NE","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1COWE0127","CARR 0.6 S","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1WYLM0064","CHEYENNE 3.2 NNE","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1COLR0193","WELLINGTON 3.9 SW","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1COLR0284","FCL 3.0 W","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1WYLM0036","CHEYENNE 2.0 E","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","US1WYLM0028","CHEYENNE 2.3 ESE","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","24h","USC00484700","USC00484700","discordant (Di >= Dcrit = 3.000)"
"LAKE HATTIE","WY00015","24h","US1COLR0672","US1COLR0672","discordant (Di >= Dcrit = 3.000)"
"LAKE HATTIE","WY00015","72h","US1WYAB0109","LARAMIE 18.0 WSW","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","72h","US1WYAB0002","CENTENNIAL 1.2 NNE","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","72h","US1WYAB0005","LARAMIE 1.3 SE","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","72h","US1WYAB0140","LARAMIE 2.1 ENE","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","72h","USC00053340","GLENDEVEY","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","72h","US1WYCR0005","ROCK RIVER 9.6 WSW","record < 20 yr for 72h duration"
"LAKE HATTIE","WY00015","72h","US1COLR0329","RED FEATHER 5.9 NE","record < 20 yr for 72h duration"
