"site","site_id","duration","dist","Z","absZ","acceptable"
"VERNON LAKE DAM","LA00022","72h","gev",2.095,2.095,FALSE
"VERNON LAKE DAM","LA00022","72h","glo",5.885,5.885,FALSE
"VERNON LAKE DAM","LA00022","72h","gpa",-7.023,7.023,FALSE
"EAU PLEINE","WI83010","24h","gev",-1.287,1.287,TRUE
"EAU PLEINE","WI83010","24h","gno",-2.518,2.518,FALSE
"EAU PLEINE","WI83010","24h","glo",3.365,3.365,FALSE
"EAU PLEINE","WI83010","24h","pe3",-4.996,4.996,FALSE
"EAU PLEINE","WI83010","24h","gpa",-12.182,12.182,FALSE
"EAU PLEINE","WI83010","72h","gev",-2.259,2.259,FALSE
"EAU PLEINE","WI83010","72h","glo",2.47,2.47,FALSE
"EAU PLEINE","WI83010","72h","gno",-3.406,3.406,FALSE
"EAU PLEINE","WI83010","72h","pe3",-5.77,5.77,FALSE
"EAU PLEINE","WI83010","72h","gpa",-13.245,13.245,FALSE
"LONG BRANCH DAM","MO11176","24h","gno",1.111,1.111,TRUE
"LONG BRANCH DAM","MO11176","24h","pe3",-1.342,1.342,TRUE
"LONG BRANCH DAM","MO11176","24h","gev",2.374,2.374,FALSE
"LONG BRANCH DAM","MO11176","24h","glo",6.466,6.466,FALSE
"LONG BRANCH DAM","MO11176","24h","gpa",-7.36,7.36,FALSE
"LONG BRANCH DAM","MO11176","72h","gno",0.253,0.253,TRUE
"LONG BRANCH DAM","MO11176","72h","gev",1.309,1.309,TRUE
"LONG BRANCH DAM","MO11176","72h","pe3",-1.961,1.961,FALSE
"LONG BRANCH DAM","MO11176","72h","glo",5.911,5.911,FALSE
"LONG BRANCH DAM","MO11176","72h","gpa",-9.331,9.331,FALSE
"BLEWETT FALLS","NC00494","24h","gev",0.709,0.709,TRUE
"BLEWETT FALLS","NC00494","24h","gno",-1.256,1.256,TRUE
"BLEWETT FALLS","NC00494","24h","glo",4.182,4.182,FALSE
"BLEWETT FALLS","NC00494","24h","pe3",-4.759,4.759,FALSE
"BLEWETT FALLS","NC00494","24h","gpa",-8.257,8.257,FALSE
"BLEWETT FALLS","NC00494","72h","glo",0.341,0.341,TRUE
"BLEWETT FALLS","NC00494","72h","gev",-2.679,2.679,FALSE
"BLEWETT FALLS","NC00494","72h","gno",-4.26,4.26,FALSE
"BLEWETT FALLS","NC00494","72h","pe3",-7.096,7.096,FALSE
"BLEWETT FALLS","NC00494","72h","gpa",-10.378,10.378,FALSE
"CLAIBORNE LOCK AND DAM","AL01436","24h","gev",-0.683,0.683,TRUE
"CLAIBORNE LOCK AND DAM","AL01436","24h","gno",-2.041,2.041,FALSE
"CLAIBORNE LOCK AND DAM","AL01436","24h","glo",2.65,2.65,FALSE
"CLAIBORNE LOCK AND DAM","AL01436","24h","pe3",-4.55,4.55,FALSE
"CLAIBORNE LOCK AND DAM","AL01436","24h","gpa",-8.879,8.879,FALSE
"CLAIBORNE LOCK AND DAM","AL01436","72h","gev",-0.453,0.453,TRUE
"CLAIBORNE LOCK AND DAM","AL01436","72h","gno",-2.001,2.001,FALSE
"CLAIBORNE LOCK AND DAM","AL01436","72h","glo",2.556,2.556,FALSE
"CLAIBORNE LOCK AND DAM","AL01436","72h","pe3",-4.783,4.783,FALSE
"CLAIBORNE LOCK AND DAM","AL01436","72h","gpa",-8.103,8.103,FALSE
"NEW CROTON RESERVOIR DAM","NY00046","24h","glo",0.293,0.293,TRUE
"NEW CROTON RESERVOIR DAM","NY00046","24h","gev",-2.614,2.614,FALSE
"NEW CROTON RESERVOIR DAM","NY00046","24h","gno",-4.093,4.093,FALSE
"NEW CROTON RESERVOIR DAM","NY00046","24h","pe3",-6.754,6.754,FALSE
"NEW CROTON RESERVOIR DAM","NY00046","24h","gpa",-9.993,9.993,FALSE
"NEW CROTON RESERVOIR DAM","NY00046","72h","glo",1.36,1.36,TRUE
"NEW CROTON RESERVOIR DAM","NY00046","72h","gev",-1.759,1.759,FALSE
"NEW CROTON RESERVOIR DAM","NY00046","72h","gno",-3.286,3.286,FALSE
"NEW CROTON RESERVOIR DAM","NY00046","72h","pe3",-6.045,6.045,FALSE
"NEW CROTON RESERVOIR DAM","NY00046","72h","gpa",-9.631,9.631,FALSE
"WHITE ROCK DAM","MN00577","24h","gev",-1.8,1.8,FALSE
"WHITE ROCK DAM","MN00577","24h","glo",2.545,2.545,FALSE
"WHITE ROCK DAM","MN00577","24h","gno",-2.913,2.913,FALSE
"WHITE ROCK DAM","MN00577","24h","pe3",-5.172,5.172,FALSE
"WHITE ROCK DAM","MN00577","24h","gpa",-11.946,11.946,FALSE
"WHITE ROCK DAM","MN00577","72h","glo",2.063,2.063,FALSE
"WHITE ROCK DAM","MN00577","72h","gev",-2.986,2.986,FALSE
"WHITE ROCK DAM","MN00577","72h","gno",-3.679,3.679,FALSE
"WHITE ROCK DAM","MN00577","72h","pe3",-5.447,5.447,FALSE
"WHITE ROCK DAM","MN00577","72h","gpa",-14.249,14.249,FALSE
"MARTIN PLANT COOLING WATER RESERVOIR","FL00723","24h","gev",-0.916,0.916,TRUE
"MARTIN PLANT COOLING WATER RESERVOIR","FL00723","24h","glo",1.591,1.591,TRUE
"MARTIN PLANT COOLING WATER RESERVOIR","FL00723","24h","gno",-2.318,2.318,FALSE
"MARTIN PLANT COOLING WATER RESERVOIR","FL00723","24h","pe3",-4.819,4.819,FALSE
"MARTIN PLANT COOLING WATER RESERVOIR","FL00723","24h","gpa",-7.376,7.376,FALSE
"MARTIN PLANT COOLING WATER RESERVOIR","FL00723","72h","gev",-1.493,1.493,TRUE
"MARTIN PLANT COOLING WATER RESERVOIR","FL00723","72h","glo",1.61,1.61,TRUE
"MARTIN PLANT COOLING WATER RESERVOIR","FL00723","72h","gno",-2.535,2.535,FALSE
"MARTIN PLANT COOLING WATER RESERVOIR","FL00723","72h","pe3",-4.522,4.522,FALSE
"MARTIN PLANT COOLING WATER RESERVOIR","FL00723","72h","gpa",-8.944,8.944,FALSE
"DANFORTH","ME00178","24h","gev",-1.636,1.636,TRUE
"DANFORTH","ME00178","24h","glo",2.427,2.427,FALSE
"DANFORTH","ME00178","24h","gno",-2.54,2.54,FALSE
"DANFORTH","ME00178","24h","pe3",-4.453,4.453,FALSE
"DANFORTH","ME00178","24h","gpa",-11.006,11.006,FALSE
"DANFORTH","ME00178","72h","gev",-0.542,0.542,TRUE
"DANFORTH","ME00178","72h","gno",-1.266,1.266,TRUE
"DANFORTH","ME00178","72h","pe3",-3.037,3.037,FALSE
"DANFORTH","ME00178","72h","glo",4.261,4.261,FALSE
"DANFORTH","ME00178","72h","gpa",-11.314,11.314,FALSE
"TWIN LAKES","WI00808","24h","gev",-0.996,0.996,TRUE
"TWIN LAKES","WI00808","24h","glo",2.539,2.539,FALSE
"TWIN LAKES","WI00808","24h","gno",-2.581,2.581,FALSE
"TWIN LAKES","WI00808","24h","pe3",-5.473,5.473,FALSE
"TWIN LAKES","WI00808","24h","gpa",-9.802,9.802,FALSE
"TWIN LAKES","WI00808","72h","gev",-1.879,1.879,FALSE
"TWIN LAKES","WI00808","72h","glo",2.043,2.043,FALSE
"TWIN LAKES","WI00808","72h","gno",-3.126,3.126,FALSE
"TWIN LAKES","WI00808","72h","pe3",-5.531,5.531,FALSE
"TWIN LAKES","WI00808","72h","gpa",-11.238,11.238,FALSE
"MISSISSIPPI RIVER DAM 12","IA00004","24h","gev",0.567,0.567,TRUE
"MISSISSIPPI RIVER DAM 12","IA00004","24h","gno",-1.027,1.027,TRUE
"MISSISSIPPI RIVER DAM 12","IA00004","24h","pe3",-4.069,4.069,FALSE
"MISSISSIPPI RIVER DAM 12","IA00004","24h","glo",5.307,5.307,FALSE
"MISSISSIPPI RIVER DAM 12","IA00004","24h","gpa",-10.817,10.817,FALSE
"MISSISSIPPI RIVER DAM 12","IA00004","72h","gev",-0.021,0.021,TRUE
"MISSISSIPPI RIVER DAM 12","IA00004","72h","gno",-1.267,1.267,TRUE
"MISSISSIPPI RIVER DAM 12","IA00004","72h","pe3",-3.862,3.862,FALSE
"MISSISSIPPI RIVER DAM 12","IA00004","72h","glo",5.3,5.3,FALSE
"MISSISSIPPI RIVER DAM 12","IA00004","72h","gpa",-12.346,12.346,FALSE
"MURVAUL BAYOU DAM","TX00330","24h","gev",-1.188,1.188,TRUE
"MURVAUL BAYOU DAM","TX00330","24h","glo",2.062,2.062,FALSE
"MURVAUL BAYOU DAM","TX00330","24h","gno",-2.649,2.649,FALSE
"MURVAUL BAYOU DAM","TX00330","24h","pe3",-5.313,5.313,FALSE
"MURVAUL BAYOU DAM","TX00330","24h","gpa",-9.289,9.289,FALSE
"MURVAUL BAYOU DAM","TX00330","72h","glo",0.225,0.225,TRUE
"MURVAUL BAYOU DAM","TX00330","72h","gev",-2.706,2.706,FALSE
"MURVAUL BAYOU DAM","TX00330","72h","gno",-4.018,4.018,FALSE
"MURVAUL BAYOU DAM","TX00330","72h","pe3",-6.413,6.413,FALSE
"MURVAUL BAYOU DAM","TX00330","72h","gpa",-10.007,10.007,FALSE
"BIG PINE LAKE","MN00212","24h","gev",-1.573,1.573,TRUE
"BIG PINE LAKE","MN00212","24h","glo",2.548,2.548,FALSE
"BIG PINE LAKE","MN00212","24h","gno",-3.09,3.09,FALSE
"BIG PINE LAKE","MN00212","24h","pe3",-5.938,5.938,FALSE
"BIG PINE LAKE","MN00212","24h","gpa",-11.577,11.577,FALSE
"BIG PINE LAKE","MN00212","72h","glo",1.863,1.863,FALSE
"BIG PINE LAKE","MN00212","72h","gev",-2.273,2.273,FALSE
"BIG PINE LAKE","MN00212","72h","gno",-3.69,3.69,FALSE
"BIG PINE LAKE","MN00212","72h","pe3",-6.384,6.384,FALSE
"BIG PINE LAKE","MN00212","72h","gpa",-12.228,12.228,FALSE
"MARSH LAKE DAM","MN00579","24h","glo",1.656,1.656,FALSE
"MARSH LAKE DAM","MN00579","24h","gev",-2.309,2.309,FALSE
"MARSH LAKE DAM","MN00579","24h","gno",-3.654,3.654,FALSE
"MARSH LAKE DAM","MN00579","24h","pe3",-6.216,6.216,FALSE
"MARSH LAKE DAM","MN00579","24h","gpa",-11.841,11.841,FALSE
"MARSH LAKE DAM","MN00579","72h","glo",1.974,1.974,FALSE
"MARSH LAKE DAM","MN00579","72h","gev",-2.486,2.486,FALSE
"MARSH LAKE DAM","MN00579","72h","gno",-3.573,3.573,FALSE
"MARSH LAKE DAM","MN00579","72h","pe3",-5.812,5.812,FALSE
"MARSH LAKE DAM","MN00579","72h","gpa",-12.853,12.853,FALSE
"HIGHWAY 75 DAM","MN00581","24h","glo",1.658,1.658,FALSE
"HIGHWAY 75 DAM","MN00581","24h","gev",-2.332,2.332,FALSE
"HIGHWAY 75 DAM","MN00581","24h","gno",-3.659,3.659,FALSE
"HIGHWAY 75 DAM","MN00581","24h","pe3",-6.196,6.196,FALSE
"HIGHWAY 75 DAM","MN00581","24h","gpa",-11.901,11.901,FALSE
"HIGHWAY 75 DAM","MN00581","72h","glo",2.036,2.036,FALSE
"HIGHWAY 75 DAM","MN00581","72h","gev",-2.601,2.601,FALSE
"HIGHWAY 75 DAM","MN00581","72h","gno",-3.608,3.608,FALSE
"HIGHWAY 75 DAM","MN00581","72h","pe3",-5.755,5.755,FALSE
"HIGHWAY 75 DAM","MN00581","72h","gpa",-13.272,13.272,FALSE
"POTATO LAKE","MN00186","24h","gev",-0.372,0.372,TRUE
"POTATO LAKE","MN00186","24h","gno",-1.68,1.68,FALSE
"POTATO LAKE","MN00186","24h","glo",4.082,4.082,FALSE
"POTATO LAKE","MN00186","24h","pe3",-4.247,4.247,FALSE
"POTATO LAKE","MN00186","24h","gpa",-10.91,10.91,FALSE
"POTATO LAKE","MN00186","72h","gev",-1.585,1.585,TRUE
"POTATO LAKE","MN00186","72h","glo",2.74,2.74,FALSE
"POTATO LAKE","MN00186","72h","gno",-2.913,2.913,FALSE
"POTATO LAKE","MN00186","72h","pe3",-5.494,5.494,FALSE
"POTATO LAKE","MN00186","72h","gpa",-11.868,11.868,FALSE
"PRETTYBOY DAM","MD00001","24h","gno",-0.507,0.507,TRUE
"PRETTYBOY DAM","MD00001","24h","gev",1.004,1.004,TRUE
"PRETTYBOY DAM","MD00001","24h","pe3",-3.229,3.229,FALSE
"PRETTYBOY DAM","MD00001","24h","glo",3.993,3.993,FALSE
"PRETTYBOY DAM","MD00001","24h","gpa",-6.574,6.574,FALSE
"PRETTYBOY DAM","MD00001","72h","gno",-0.674,0.674,TRUE
"PRETTYBOY DAM","MD00001","72h","gev",0.965,0.965,TRUE
"PRETTYBOY DAM","MD00001","72h","glo",3.444,3.444,FALSE
"PRETTYBOY DAM","MD00001","72h","pe3",-3.568,3.568,FALSE
"PRETTYBOY DAM","MD00001","72h","gpa",-5.613,5.613,FALSE
"CHAZY LAKE DAM","NY00236","24h","gev",-1.034,1.034,TRUE
"CHAZY LAKE DAM","NY00236","24h","gno",-1.798,1.798,FALSE
"CHAZY LAKE DAM","NY00236","24h","glo",3.165,3.165,FALSE
"CHAZY LAKE DAM","NY00236","24h","pe3",-3.53,3.53,FALSE
"CHAZY LAKE DAM","NY00236","24h","gpa",-10.569,10.569,FALSE
"CHAZY LAKE DAM","NY00236","72h","gev",-0.343,0.343,TRUE
"CHAZY LAKE DAM","NY00236","72h","gno",-1.115,1.115,TRUE
"CHAZY LAKE DAM","NY00236","72h","pe3",-2.875,2.875,FALSE
"CHAZY LAKE DAM","NY00236","72h","glo",3.964,3.964,FALSE
"CHAZY LAKE DAM","NY00236","72h","gpa",-10.112,10.112,FALSE
"MISSISSIPPI RIVER DAM 18","IA00010","24h","gno",-0.55,0.55,TRUE
"MISSISSIPPI RIVER DAM 18","IA00010","24h","gev",1.02,1.02,TRUE
"MISSISSIPPI RIVER DAM 18","IA00010","24h","pe3",-3.582,3.582,FALSE
"MISSISSIPPI RIVER DAM 18","IA00010","24h","glo",5.974,5.974,FALSE
"MISSISSIPPI RIVER DAM 18","IA00010","24h","gpa",-10.798,10.798,FALSE
"MISSISSIPPI RIVER DAM 18","IA00010","72h","gno",-0.404,0.404,TRUE
"MISSISSIPPI RIVER DAM 18","IA00010","72h","gev",0.593,0.593,TRUE
"MISSISSIPPI RIVER DAM 18","IA00010","72h","pe3",-2.814,2.814,FALSE
"MISSISSIPPI RIVER DAM 18","IA00010","72h","glo",7.024,7.024,FALSE
"MISSISSIPPI RIVER DAM 18","IA00010","72h","gpa",-13.857,13.857,FALSE
"CLECO RODEMACHER","LA00519","24h","gno",-0.676,0.676,TRUE
"CLECO RODEMACHER","LA00519","24h","gev",0.813,0.813,TRUE
"CLECO RODEMACHER","LA00519","24h","pe3",-3.343,3.343,FALSE
"CLECO RODEMACHER","LA00519","24h","glo",3.588,3.588,FALSE
"CLECO RODEMACHER","LA00519","24h","gpa",-6.29,6.29,FALSE
"CLECO RODEMACHER","LA00519","72h","gno",0.209,0.209,TRUE
"CLECO RODEMACHER","LA00519","72h","gev",1.474,1.474,TRUE
"CLECO RODEMACHER","LA00519","72h","pe3",-2.212,2.212,FALSE
"CLECO RODEMACHER","LA00519","72h","glo",5.279,5.279,FALSE
"CLECO RODEMACHER","LA00519","72h","gpa",-7.652,7.652,FALSE
"BLUE RIVER","OR00013","24h","gev",-0.874,0.874,TRUE
"BLUE RIVER","OR00013","24h","gno",-1.673,1.673,FALSE
"BLUE RIVER","OR00013","24h","glo",2.925,2.925,FALSE
"BLUE RIVER","OR00013","24h","pe3",-3.395,3.395,FALSE
"BLUE RIVER","OR00013","24h","gpa",-9.595,9.595,FALSE
"BLUE RIVER","OR00013","72h","gev",-0.975,0.975,TRUE
"BLUE RIVER","OR00013","72h","gno",-1.325,1.325,TRUE
"BLUE RIVER","OR00013","72h","pe3",-2.544,2.544,FALSE
"BLUE RIVER","OR00013","72h","glo",3.5,3.5,FALSE
"BLUE RIVER","OR00013","72h","gpa",-10.717,10.717,FALSE
"FORT KNOX TAILINGS DAM","AK00212","24h","glo",-1.752,1.752,FALSE
"FORT KNOX TAILINGS DAM","AK00212","24h","gev",-3.87,3.87,FALSE
"FORT KNOX TAILINGS DAM","AK00212","24h","gno",-4.725,4.725,FALSE
"FORT KNOX TAILINGS DAM","AK00212","24h","pe3",-6.306,6.306,FALSE
"FORT KNOX TAILINGS DAM","AK00212","24h","gpa",-9.073,9.073,FALSE
"FORT KNOX TAILINGS DAM","AK00212","72h","glo",0.485,0.485,TRUE
"FORT KNOX TAILINGS DAM","AK00212","72h","gev",-2.165,2.165,FALSE
"FORT KNOX TAILINGS DAM","AK00212","72h","gno",-2.968,2.968,FALSE
"FORT KNOX TAILINGS DAM","AK00212","72h","pe3",-4.532,4.532,FALSE
"FORT KNOX TAILINGS DAM","AK00212","72h","gpa",-8.457,8.457,FALSE
"LAWTONKA LAKE","OK00450","24h","gev",-0.946,0.946,TRUE
"LAWTONKA LAKE","OK00450","24h","gno",-2.278,2.278,FALSE
"LAWTONKA LAKE","OK00450","24h","glo",3.778,3.778,FALSE
"LAWTONKA LAKE","OK00450","24h","pe3",-4.917,4.917,FALSE
"LAWTONKA LAKE","OK00450","24h","gpa",-12.078,12.078,FALSE
"LAWTONKA LAKE","OK00450","72h","gev",-1.962,1.962,FALSE
"LAWTONKA LAKE","OK00450","72h","glo",2.529,2.529,FALSE
"LAWTONKA LAKE","OK00450","72h","gno",-3.332,3.332,FALSE
"LAWTONKA LAKE","OK00450","72h","pe3",-5.998,5.998,FALSE
"LAWTONKA LAKE","OK00450","72h","gpa",-12.632,12.632,FALSE
"CEDAR CREEK DAM","TX04380","24h","gev",-1.039,1.039,TRUE
"CEDAR CREEK DAM","TX04380","24h","glo",1.62,1.62,TRUE
"CEDAR CREEK DAM","TX04380","24h","gno",-2.699,2.699,FALSE
"CEDAR CREEK DAM","TX04380","24h","pe3",-5.638,5.638,FALSE
"CEDAR CREEK DAM","TX04380","24h","gpa",-8.02,8.02,FALSE
"CEDAR CREEK DAM","TX04380","72h","glo",0.743,0.743,TRUE
"CEDAR CREEK DAM","TX04380","72h","gev",-1.503,1.503,TRUE
"CEDAR CREEK DAM","TX04380","72h","gno",-3.289,3.289,FALSE
"CEDAR CREEK DAM","TX04380","72h","pe3",-6.414,6.414,FALSE
"CEDAR CREEK DAM","TX04380","72h","gpa",-7.68,7.68,FALSE
"SENECAVILLE DAM","OH00013","24h","glo",1.639,1.639,TRUE
"SENECAVILLE DAM","OH00013","24h","gev",-2.033,2.033,FALSE
"SENECAVILLE DAM","OH00013","24h","gno",-3.217,3.217,FALSE
"SENECAVILLE DAM","OH00013","24h","pe3",-5.494,5.494,FALSE
"SENECAVILLE DAM","OH00013","24h","gpa",-10.811,10.811,FALSE
"SENECAVILLE DAM","OH00013","72h","glo",1.574,1.574,TRUE
"SENECAVILLE DAM","OH00013","72h","gev",-2.552,2.552,FALSE
"SENECAVILLE DAM","OH00013","72h","gno",-3.462,3.462,FALSE
"SENECAVILLE DAM","OH00013","72h","pe3",-5.391,5.391,FALSE
"SENECAVILLE DAM","OH00013","72h","gpa",-12.062,12.062,FALSE
"MISSISSIPPI RIVER DAM 16","IA00008","24h","gno",-0.398,0.398,TRUE
"MISSISSIPPI RIVER DAM 16","IA00008","24h","gev",1.258,1.258,TRUE
"MISSISSIPPI RIVER DAM 16","IA00008","24h","pe3",-3.565,3.565,FALSE
"MISSISSIPPI RIVER DAM 16","IA00008","24h","glo",6.243,6.243,FALSE
"MISSISSIPPI RIVER DAM 16","IA00008","24h","gpa",-10.698,10.698,FALSE
"MISSISSIPPI RIVER DAM 16","IA00008","72h","gno",-0.489,0.489,TRUE
"MISSISSIPPI RIVER DAM 16","IA00008","72h","gev",0.596,0.596,TRUE
"MISSISSIPPI RIVER DAM 16","IA00008","72h","pe3",-2.912,2.912,FALSE
"MISSISSIPPI RIVER DAM 16","IA00008","72h","glo",6.313,6.313,FALSE
"MISSISSIPPI RIVER DAM 16","IA00008","72h","gpa",-12.425,12.425,FALSE
"CHARLES MILL DAM","OH00020","24h","glo",0.502,0.502,TRUE
"CHARLES MILL DAM","OH00020","24h","gev",-2.687,2.687,FALSE
"CHARLES MILL DAM","OH00020","24h","gno",-4.083,4.083,FALSE
"CHARLES MILL DAM","OH00020","24h","pe3",-6.637,6.637,FALSE
"CHARLES MILL DAM","OH00020","24h","gpa",-10.606,10.606,FALSE
"CHARLES MILL DAM","OH00020","72h","gev",-1.711,1.711,FALSE
"CHARLES MILL DAM","OH00020","72h","glo",1.78,1.78,FALSE
"CHARLES MILL DAM","OH00020","72h","gno",-3.024,3.024,FALSE
"CHARLES MILL DAM","OH00020","72h","pe3",-5.479,5.479,FALSE
"CHARLES MILL DAM","OH00020","72h","gpa",-10.208,10.208,FALSE
"WATERBURY","VT00027","24h","glo",0.261,0.261,TRUE
"WATERBURY","VT00027","24h","gev",-2.73,2.73,FALSE
"WATERBURY","VT00027","24h","gno",-3.733,3.733,FALSE
"WATERBURY","VT00027","24h","pe3",-5.647,5.647,FALSE
"WATERBURY","VT00027","24h","gpa",-9.909,9.909,FALSE
"WATERBURY","VT00027","72h","gev",-0.693,0.693,TRUE
"WATERBURY","VT00027","72h","gno",-1.729,1.729,FALSE
"WATERBURY","VT00027","72h","glo",3.058,3.058,FALSE
"WATERBURY","VT00027","72h","pe3",-3.791,3.791,FALSE
"WATERBURY","VT00027","72h","gpa",-9.514,9.514,FALSE
"SANTA FELICIA","CA00805","24h","pe3",0.12,0.12,TRUE
"SANTA FELICIA","CA00805","24h","gno",2.738,2.738,FALSE
"SANTA FELICIA","CA00805","24h","gev",4.039,4.039,FALSE
"SANTA FELICIA","CA00805","24h","gpa",-7.458,7.458,FALSE
"SANTA FELICIA","CA00805","24h","glo",8.947,8.947,FALSE
"SANTA FELICIA","CA00805","72h","pe3",3.235,3.235,FALSE
"SANTA FELICIA","CA00805","72h","gpa",-4.666,4.666,FALSE
"SANTA FELICIA","CA00805","72h","gno",6.109,6.109,FALSE
"SANTA FELICIA","CA00805","72h","gev",7.556,7.556,FALSE
"SANTA FELICIA","CA00805","72h","glo",12.748,12.748,FALSE
"EUGENE J BURRELL LOCK AND DAM","FL00708","24h","gev",-0.617,0.617,TRUE
"EUGENE J BURRELL LOCK AND DAM","FL00708","24h","glo",1.664,1.664,FALSE
"EUGENE J BURRELL LOCK AND DAM","FL00708","24h","gno",-2.206,2.206,FALSE
"EUGENE J BURRELL LOCK AND DAM","FL00708","24h","pe3",-5.002,5.002,FALSE
"EUGENE J BURRELL LOCK AND DAM","FL00708","24h","gpa",-6.728,6.728,FALSE
"EUGENE J BURRELL LOCK AND DAM","FL00708","72h","glo",0.915,0.915,TRUE
"EUGENE J BURRELL LOCK AND DAM","FL00708","72h","gev",-0.979,0.979,TRUE
"EUGENE J BURRELL LOCK AND DAM","FL00708","72h","gno",-2.6,2.6,FALSE
"EUGENE J BURRELL LOCK AND DAM","FL00708","72h","pe3",-5.431,5.431,FALSE
"EUGENE J BURRELL LOCK AND DAM","FL00708","72h","gpa",-6.268,6.268,FALSE
"SCOFIELD","UT10133","24h","glo",1.642,1.642,FALSE
"SCOFIELD","UT10133","24h","gev",-1.813,1.813,FALSE
"SCOFIELD","UT10133","24h","gno",-2.594,2.594,FALSE
"SCOFIELD","UT10133","24h","pe3",-4.237,4.237,FALSE
"SCOFIELD","UT10133","24h","gpa",-9.792,9.792,FALSE
"SCOFIELD","UT10133","72h","glo",0.852,0.852,TRUE
"SCOFIELD","UT10133","72h","gev",-2.643,2.643,FALSE
"SCOFIELD","UT10133","72h","gno",-3.471,3.471,FALSE
"SCOFIELD","UT10133","72h","pe3",-5.19,5.19,FALSE
"SCOFIELD","UT10133","72h","gpa",-10.746,10.746,FALSE
"PLEASANT HILL DAM","OH00001","24h","glo",0.36,0.36,TRUE
"PLEASANT HILL DAM","OH00001","24h","gev",-2.681,2.681,FALSE
"PLEASANT HILL DAM","OH00001","24h","gno",-4.036,4.036,FALSE
"PLEASANT HILL DAM","OH00001","24h","pe3",-6.512,6.512,FALSE
"PLEASANT HILL DAM","OH00001","24h","gpa",-10.249,10.249,FALSE
"PLEASANT HILL DAM","OH00001","72h","gev",-1.426,1.426,TRUE
"PLEASANT HILL DAM","OH00001","72h","glo",2.081,2.081,FALSE
"PLEASANT HILL DAM","OH00001","72h","gno",-2.744,2.744,FALSE
"PLEASANT HILL DAM","OH00001","72h","pe3",-5.21,5.21,FALSE
"PLEASANT HILL DAM","OH00001","72h","gpa",-9.961,9.961,FALSE
"DELTA DAM","NY00006","24h","gev",-1.181,1.181,TRUE
"DELTA DAM","NY00006","24h","gno",-2.092,2.092,FALSE
"DELTA DAM","NY00006","24h","glo",3.149,3.149,FALSE
"DELTA DAM","NY00006","24h","pe3",-4.055,4.055,FALSE
"DELTA DAM","NY00006","24h","gpa",-11.121,11.121,FALSE
"DELTA DAM","NY00006","72h","gno",0.885,0.885,TRUE
"DELTA DAM","NY00006","72h","pe3",-1.303,1.303,TRUE
"DELTA DAM","NY00006","72h","gev",1.912,1.912,FALSE
"DELTA DAM","NY00006","72h","glo",6.638,6.638,FALSE
"DELTA DAM","NY00006","72h","gpa",-8.965,8.965,FALSE
"CHEESMAN","CO00357","24h","glo",0.968,0.968,TRUE
"CHEESMAN","CO00357","24h","gev",-1.753,1.753,FALSE
"CHEESMAN","CO00357","24h","gno",-2.483,2.483,FALSE
"CHEESMAN","CO00357","24h","pe3",-3.948,3.948,FALSE
"CHEESMAN","CO00357","24h","gpa",-8.134,8.134,FALSE
"CHEESMAN","CO00357","72h","glo",0.164,0.164,TRUE
"CHEESMAN","CO00357","72h","gev",-2.485,2.485,FALSE
"CHEESMAN","CO00357","72h","gno",-3.217,3.217,FALSE
"CHEESMAN","CO00357","72h","pe3",-4.674,4.674,FALSE
"CHEESMAN","CO00357","72h","gpa",-8.716,8.716,FALSE
"ROCKY FORK LAKE DAM","OH00302","24h","gev",-2.142,2.142,FALSE
"ROCKY FORK LAKE DAM","OH00302","24h","glo",2.183,2.183,FALSE
"ROCKY FORK LAKE DAM","OH00302","24h","gno",-3.182,3.182,FALSE
"ROCKY FORK LAKE DAM","OH00302","24h","pe3",-5.332,5.332,FALSE
"ROCKY FORK LAKE DAM","OH00302","24h","gpa",-12.183,12.183,FALSE
"ROCKY FORK LAKE DAM","OH00302","72h","gev",-2.369,2.369,FALSE
"ROCKY FORK LAKE DAM","OH00302","72h","glo",2.934,2.934,FALSE
"ROCKY FORK LAKE DAM","OH00302","72h","gno",-2.939,2.939,FALSE
"ROCKY FORK LAKE DAM","OH00302","72h","pe3",-4.584,4.584,FALSE
"ROCKY FORK LAKE DAM","OH00302","72h","gpa",-14.056,14.056,FALSE
"LELAND DAM","MI00510","24h","glo",1.376,1.376,TRUE
"LELAND DAM","MI00510","24h","gev",-2.765,2.765,FALSE
"LELAND DAM","MI00510","24h","gno",-4.003,4.003,FALSE
"LELAND DAM","MI00510","24h","pe3",-6.422,6.422,FALSE
"LELAND DAM","MI00510","24h","gpa",-12.581,12.581,FALSE
"LELAND DAM","MI00510","72h","gev",-0.976,0.976,TRUE
"LELAND DAM","MI00510","72h","gno",-2.191,2.191,FALSE
"LELAND DAM","MI00510","72h","glo",3.79,3.79,FALSE
"LELAND DAM","MI00510","72h","pe3",-4.662,4.662,FALSE
"LELAND DAM","MI00510","72h","gpa",-12.101,12.101,FALSE
"WHITEHOUSE DAM","TX00245","24h","gev",-0.384,0.384,TRUE
"WHITEHOUSE DAM","TX00245","24h","gno",-1.8,1.8,FALSE
"WHITEHOUSE DAM","TX00245","24h","glo",3.583,3.583,FALSE
"WHITEHOUSE DAM","TX00245","24h","pe3",-4.473,4.473,FALSE
"WHITEHOUSE DAM","TX00245","24h","gpa",-9.979,9.979,FALSE
