"site","site_id","duration","dist","Z","absZ","acceptable"
"DEWEY DAM","KY03029","24h","gno",-2.011,2.011,FALSE
"DEWEY DAM","KY03029","24h","pe3",-3.467,3.467,FALSE
"DEWEY DAM","KY03029","24h","gpa",-8.41,8.41,FALSE
"DEWEY DAM","KY03029","72h","glo",0.736,0.736,TRUE
"DEWEY DAM","KY03029","72h","gev",-2.369,2.369,FALSE
"DEWEY DAM","KY03029","72h","gno",-2.914,2.914,FALSE
"DEWEY DAM","KY03029","72h","pe3",-4.165,4.165,FALSE
"DEWEY DAM","KY03029","72h","gpa",-9.403,9.403,FALSE
"LAKE COLORADO CITY DAM","TX01693","24h","gev",-0.589,0.589,TRUE
"LAKE COLORADO CITY DAM","TX01693","24h","gno",-2.015,2.015,FALSE
"LAKE COLORADO CITY DAM","TX01693","24h","glo",3.229,3.229,FALSE
"LAKE COLORADO CITY DAM","TX01693","24h","pe3",-4.686,4.686,FALSE
"LAKE COLORADO CITY DAM","TX01693","24h","gpa",-9.874,9.874,FALSE
"LAKE COLORADO CITY DAM","TX01693","72h","gev",0.008,0.008,TRUE
"LAKE COLORADO CITY DAM","TX01693","72h","gno",-1.268,1.268,TRUE
"LAKE COLORADO CITY DAM","TX01693","72h","pe3",-3.758,3.758,FALSE
"LAKE COLORADO CITY DAM","TX01693","72h","glo",4.237,4.237,FALSE
"LAKE COLORADO CITY DAM","TX01693","72h","gpa",-10.027,10.027,FALSE
"N SALUDA RESERVOIR DAM","SC00025","24h","gev",-0.763,0.763,TRUE
"N SALUDA RESERVOIR DAM","SC00025","24h","gno",-1.919,1.919,FALSE
"N SALUDA RESERVOIR DAM","SC00025","24h","glo",2.955,2.955,FALSE
"N SALUDA RESERVOIR DAM","SC00025","24h","pe3",-4.161,4.161,FALSE
"N SALUDA RESERVOIR DAM","SC00025","24h","gpa",-9.614,9.614,FALSE
"N SALUDA RESERVOIR DAM","SC00025","72h","glo",-0.434,0.434,TRUE
"N SALUDA RESERVOIR DAM","SC00025","72h","gev",-3.02,3.02,FALSE
"N SALUDA RESERVOIR DAM","SC00025","72h","gno",-4.159,4.159,FALSE
"N SALUDA RESERVOIR DAM","SC00025","72h","pe3",-6.243,6.243,FALSE
"N SALUDA RESERVOIR DAM","SC00025","72h","gpa",-9.448,9.448,FALSE
"BRIDGEPORT","CA00284","24h","gev",-1.318,1.318,TRUE
"BRIDGEPORT","CA00284","24h","gno",-2.206,2.206,FALSE
"BRIDGEPORT","CA00284","24h","glo",2.382,2.382,FALSE
"BRIDGEPORT","CA00284","24h","pe3",-4.041,4.041,FALSE
"BRIDGEPORT","CA00284","24h","gpa",-9.905,9.905,FALSE
"BRIDGEPORT","CA00284","72h","gev",-0.986,0.986,TRUE
"BRIDGEPORT","CA00284","72h","gno",-2.05,2.05,FALSE
"BRIDGEPORT","CA00284","72h","glo",2.519,2.519,FALSE
"BRIDGEPORT","CA00284","72h","pe3",-4.122,4.122,FALSE
"BRIDGEPORT","CA00284","72h","gpa",-9.31,9.31,FALSE
"COLEMAN DAM","TX02152","24h","gev",-0.097,0.097,TRUE
"COLEMAN DAM","TX02152","24h","gno",-1.113,1.113,TRUE
"COLEMAN DAM","TX02152","24h","glo",2.979,2.979,FALSE
"COLEMAN DAM","TX02152","24h","pe3",-3.057,3.057,FALSE
"COLEMAN DAM","TX02152","24h","gpa",-7.468,7.468,FALSE
"COLEMAN DAM","TX02152","72h","gev",-0.041,0.041,TRUE
"COLEMAN DAM","TX02152","72h","gno",-1.057,1.057,TRUE
"COLEMAN DAM","TX02152","72h","pe3",-3.024,3.024,FALSE
"COLEMAN DAM","TX02152","72h","glo",3.196,3.196,FALSE
"COLEMAN DAM","TX02152","72h","gpa",-7.756,7.756,FALSE
"CHAMPION CREEK DAM","TX01691","24h","gev",-0.374,0.374,TRUE
"CHAMPION CREEK DAM","TX01691","24h","gno",-1.811,1.811,FALSE
"CHAMPION CREEK DAM","TX01691","24h","glo",3.446,3.446,FALSE
"CHAMPION CREEK DAM","TX01691","24h","pe3",-4.498,4.498,FALSE
"CHAMPION CREEK DAM","TX01691","24h","gpa",-9.671,9.671,FALSE
"CHAMPION CREEK DAM","TX01691","72h","gev",0.144,0.144,TRUE
"CHAMPION CREEK DAM","TX01691","72h","gno",-1.182,1.182,TRUE
"CHAMPION CREEK DAM","TX01691","72h","pe3",-3.737,3.737,FALSE
"CHAMPION CREEK DAM","TX01691","72h","glo",4.281,4.281,FALSE
"CHAMPION CREEK DAM","TX01691","72h","gpa",-9.737,9.737,FALSE
"HIDDEN DAM","CA10244","24h","gev",-1.041,1.041,TRUE
"HIDDEN DAM","CA10244","24h","gno",-2.042,2.042,FALSE
"HIDDEN DAM","CA10244","24h","glo",2.783,2.783,FALSE
"HIDDEN DAM","CA10244","24h","pe3",-4.063,4.063,FALSE
"HIDDEN DAM","CA10244","24h","gpa",-9.989,9.989,FALSE
"HIDDEN DAM","CA10244","72h","gev",-0.703,0.703,TRUE
"HIDDEN DAM","CA10244","72h","gno",-1.854,1.854,FALSE
"HIDDEN DAM","CA10244","72h","glo",2.62,2.62,FALSE
"HIDDEN DAM","CA10244","72h","pe3",-4.037,4.037,FALSE
"HIDDEN DAM","CA10244","72h","gpa",-8.71,8.71,FALSE
"BIG CREEK DAM NO. 1","CA00434","24h","gev",-0.895,0.895,TRUE
"BIG CREEK DAM NO. 1","CA00434","24h","gno",-1.832,1.832,FALSE
"BIG CREEK DAM NO. 1","CA00434","24h","glo",1.924,1.924,FALSE
"BIG CREEK DAM NO. 1","CA00434","24h","pe3",-3.625,3.625,FALSE
"BIG CREEK DAM NO. 1","CA00434","24h","gpa",-7.656,7.656,FALSE
"BIG CREEK DAM NO. 1","CA00434","72h","gev",-1.241,1.241,TRUE
"BIG CREEK DAM NO. 1","CA00434","72h","glo",1.967,1.967,FALSE
"BIG CREEK DAM NO. 1","CA00434","72h","gno",-2.374,2.374,FALSE
"BIG CREEK DAM NO. 1","CA00434","72h","pe3",-4.516,4.516,FALSE
"BIG CREEK DAM NO. 1","CA00434","72h","gpa",-8.989,8.989,FALSE
"PIKE ISLAND LOCKS & DAM","WV06908","24h","gev",-0.63,0.63,TRUE
"PIKE ISLAND LOCKS & DAM","WV06908","24h","gno",-1.698,1.698,FALSE
"PIKE ISLAND LOCKS & DAM","WV06908","24h","glo",1.842,1.842,FALSE
"PIKE ISLAND LOCKS & DAM","WV06908","24h","pe3",-3.654,3.654,FALSE
"PIKE ISLAND LOCKS & DAM","WV06908","24h","gpa",-6.757,6.757,FALSE
"PIKE ISLAND LOCKS & DAM","WV06908","72h","gno",-0.178,0.178,TRUE
"PIKE ISLAND LOCKS & DAM","WV06908","72h","gev",0.71,0.71,TRUE
"PIKE ISLAND LOCKS & DAM","WV06908","72h","pe3",-1.925,1.925,FALSE
"PIKE ISLAND LOCKS & DAM","WV06908","72h","glo",3.761,3.761,FALSE
"PIKE ISLAND LOCKS & DAM","WV06908","72h","gpa",-6.503,6.503,FALSE
"APPLEGATE","OR00624","24h","gev",-0.456,0.456,TRUE
"APPLEGATE","OR00624","24h","gno",-1.271,1.271,TRUE
"APPLEGATE","OR00624","24h","pe3",-3.107,3.107,FALSE
"APPLEGATE","OR00624","24h","glo",3.953,3.953,FALSE
"APPLEGATE","OR00624","24h","gpa",-10.479,10.479,FALSE
"APPLEGATE","OR00624","72h","gev",-0.976,0.976,TRUE
"APPLEGATE","OR00624","72h","gno",-1.342,1.342,TRUE
"APPLEGATE","OR00624","72h","pe3",-2.65,2.65,FALSE
"APPLEGATE","OR00624","72h","glo",3.899,3.899,FALSE
"APPLEGATE","OR00624","72h","gpa",-11.572,11.572,FALSE
"RIDGWAY","CO02706","24h","gev",-1.587,1.587,TRUE
"RIDGWAY","CO02706","24h","gno",-2.305,2.305,FALSE
"RIDGWAY","CO02706","24h","glo",2.671,2.671,FALSE
"RIDGWAY","CO02706","24h","pe3",-3.982,3.982,FALSE
"RIDGWAY","CO02706","24h","gpa",-11.205,11.205,FALSE
"RIDGWAY","CO02706","72h","glo",1.466,1.466,TRUE
"RIDGWAY","CO02706","72h","gev",-2.9,2.9,FALSE
"RIDGWAY","CO02706","72h","gno",-3.476,3.476,FALSE
"RIDGWAY","CO02706","72h","pe3",-4.973,4.973,FALSE
"RIDGWAY","CO02706","72h","gpa",-12.619,12.619,FALSE
"DIABLO","WA00170","24h","gev",-0.828,0.828,TRUE
"DIABLO","WA00170","24h","gno",-1.503,1.503,TRUE
"DIABLO","WA00170","24h","pe3",-3.115,3.115,FALSE
"DIABLO","WA00170","24h","glo",3.405,3.405,FALSE
"DIABLO","WA00170","24h","gpa",-10.357,10.357,FALSE
"DIABLO","WA00170","72h","gev",-1.886,1.886,FALSE
"DIABLO","WA00170","72h","glo",2.31,2.31,FALSE
"DIABLO","WA00170","72h","gno",-2.453,2.453,FALSE
"DIABLO","WA00170","72h","pe3",-3.91,3.91,FALSE
"DIABLO","WA00170","72h","gpa",-11.239,11.239,FALSE
"ANDERSON","CA00294","24h","gev",-1.176,1.176,TRUE
"ANDERSON","CA00294","24h","glo",1.465,1.465,TRUE
"ANDERSON","CA00294","24h","gno",-1.759,1.759,FALSE
"ANDERSON","CA00294","24h","pe3",-2.995,2.995,FALSE
"ANDERSON","CA00294","24h","gpa",-7.263,7.263,FALSE
"ANDERSON","CA00294","72h","gev",-0.861,0.861,TRUE
"ANDERSON","CA00294","72h","gno",-1.423,1.423,TRUE
"ANDERSON","CA00294","72h","glo",1.926,1.926,FALSE
"ANDERSON","CA00294","72h","pe3",-2.65,2.65,FALSE
"ANDERSON","CA00294","72h","gpa",-7.239,7.239,FALSE
"HERBERT HOOVER DIKE","FL36001","24h","gev",-1.098,1.098,TRUE
"HERBERT HOOVER DIKE","FL36001","24h","glo",1.397,1.397,TRUE
"HERBERT HOOVER DIKE","FL36001","24h","gno",-2.474,2.474,FALSE
"HERBERT HOOVER DIKE","FL36001","24h","pe3",-4.932,4.932,FALSE
"HERBERT HOOVER DIKE","FL36001","24h","gpa",-7.512,7.512,FALSE
"HERBERT HOOVER DIKE","FL36001","72h","glo",1.488,1.488,TRUE
"HERBERT HOOVER DIKE","FL36001","72h","gev",-1.708,1.708,FALSE
"HERBERT HOOVER DIKE","FL36001","72h","gno",-2.713,2.713,FALSE
"HERBERT HOOVER DIKE","FL36001","72h","pe3",-4.657,4.657,FALSE
"HERBERT HOOVER DIKE","FL36001","72h","gpa",-9.328,9.328,FALSE
"RAAD - ACORN RIDGE","ND01072","24h","gev",-0.817,0.817,TRUE
"RAAD - ACORN RIDGE","ND01072","24h","gno",-2.211,2.211,FALSE
"RAAD - ACORN RIDGE","ND01072","24h","glo",3.353,3.353,FALSE
"RAAD - ACORN RIDGE","ND01072","24h","pe3",-4.874,4.874,FALSE
"RAAD - ACORN RIDGE","ND01072","24h","gpa",-10.824,10.824,FALSE
"RAAD - ACORN RIDGE","ND01072","72h","gev",-1.448,1.448,TRUE
"RAAD - ACORN RIDGE","ND01072","72h","gno",-2.587,2.587,FALSE
"RAAD - ACORN RIDGE","ND01072","72h","glo",2.983,2.983,FALSE
"RAAD - ACORN RIDGE","ND01072","72h","pe3",-4.899,4.899,FALSE
"RAAD - ACORN RIDGE","ND01072","72h","gpa",-11.797,11.797,FALSE
"WRIGHT PATMAN DAM AND LAKE","TX00021","24h","gev",-0.629,0.629,TRUE
"WRIGHT PATMAN DAM AND LAKE","TX00021","24h","gno",-2.052,2.052,FALSE
"WRIGHT PATMAN DAM AND LAKE","TX00021","24h","glo",3.577,3.577,FALSE
"WRIGHT PATMAN DAM AND LAKE","TX00021","24h","pe3",-4.765,4.765,FALSE
"WRIGHT PATMAN DAM AND LAKE","TX00021","24h","gpa",-10.737,10.737,FALSE
"WRIGHT PATMAN DAM AND LAKE","TX00021","72h","gno",-0.515,0.515,TRUE
"WRIGHT PATMAN DAM AND LAKE","TX00021","72h","gev",0.834,0.834,TRUE
"WRIGHT PATMAN DAM AND LAKE","TX00021","72h","pe3",-3.227,3.227,FALSE
"WRIGHT PATMAN DAM AND LAKE","TX00021","72h","glo",5.905,5.905,FALSE
"WRIGHT PATMAN DAM AND LAKE","TX00021","72h","gpa",-11.049,11.049,FALSE
"WOLF CREEK","KY03010","24h","gno",0.113,0.113,TRUE
"WOLF CREEK","KY03010","24h","gev",1.192,1.192,TRUE
"WOLF CREEK","KY03010","24h","pe3",-2.09,2.09,FALSE
"WOLF CREEK","KY03010","24h","glo",5.491,5.491,FALSE
"WOLF CREEK","KY03010","24h","gpa",-8.825,8.825,FALSE
"WOLF CREEK","KY03010","72h","gno",0.27,0.27,TRUE
"WOLF CREEK","KY03010","72h","gev",1.114,1.114,TRUE
"WOLF CREEK","KY03010","72h","pe3",-1.675,1.675,FALSE
"WOLF CREEK","KY03010","72h","glo",5.964,5.964,FALSE
"WOLF CREEK","KY03010","72h","gpa",-9.867,9.867,FALSE
"DENISON DAM","OK10317","24h","gev",-0.698,0.698,TRUE
"DENISON DAM","OK10317","24h","gno",-2.198,2.198,FALSE
"DENISON DAM","OK10317","24h","glo",3.594,3.594,FALSE
"DENISON DAM","OK10317","24h","pe3",-5.04,5.04,FALSE
"DENISON DAM","OK10317","24h","gpa",-11.052,11.052,FALSE
"DENISON DAM","OK10317","72h","gev",-1.162,1.162,TRUE
"DENISON DAM","OK10317","72h","gno",-2.555,2.555,FALSE
"DENISON DAM","OK10317","72h","glo",3.458,3.458,FALSE
"DENISON DAM","OK10317","72h","pe3",-5.273,5.273,FALSE
"DENISON DAM","OK10317","72h","gpa",-12.125,12.125,FALSE
"AMISTAD","TX02296","24h","gev",-1.013,1.013,TRUE
"AMISTAD","TX02296","24h","glo",1.324,1.324,TRUE
"AMISTAD","TX02296","24h","gno",-2.422,2.422,FALSE
"AMISTAD","TX02296","24h","pe3",-4.924,4.924,FALSE
"AMISTAD","TX02296","24h","gpa",-7.112,7.112,FALSE
"AMISTAD","TX02296","72h","gev",-0.692,0.692,TRUE
"AMISTAD","TX02296","72h","glo",1.788,1.788,FALSE
"AMISTAD","TX02296","72h","gno",-2.059,2.059,FALSE
"AMISTAD","TX02296","72h","pe3",-4.5,4.5,FALSE
"AMISTAD","TX02296","72h","gpa",-7.068,7.068,FALSE
"EUFAULA LAKE","OK10308","24h","gev",-0.564,0.564,TRUE
"EUFAULA LAKE","OK10308","24h","gno",-1.63,1.63,TRUE
"EUFAULA LAKE","OK10308","24h","pe3",-3.894,3.894,FALSE
"EUFAULA LAKE","OK10308","24h","glo",4.282,4.282,FALSE
"EUFAULA LAKE","OK10308","24h","gpa",-11.73,11.73,FALSE
"EUFAULA LAKE","OK10308","72h","gev",-0.571,0.571,TRUE
"EUFAULA LAKE","OK10308","72h","gno",-1.957,1.957,FALSE
"EUFAULA LAKE","OK10308","72h","glo",3.55,3.55,FALSE
"EUFAULA LAKE","OK10308","72h","pe3",-4.602,4.602,FALSE
"EUFAULA LAKE","OK10308","72h","gpa",-10.469,10.469,FALSE
"LAKE GEORGE OUTLET","NY00230","24h","glo",1.752,1.752,FALSE
"LAKE GEORGE OUTLET","NY00230","24h","gev",-2.165,2.165,FALSE
"LAKE GEORGE OUTLET","NY00230","24h","gno",-3.214,3.214,FALSE
"LAKE GEORGE OUTLET","NY00230","24h","pe3",-5.32,5.32,FALSE
"LAKE GEORGE OUTLET","NY00230","24h","gpa",-11.351,11.351,FALSE
"LAKE GEORGE OUTLET","NY00230","72h","gev",-1.01,1.01,TRUE
"LAKE GEORGE OUTLET","NY00230","72h","gno",-2.065,2.065,FALSE
"LAKE GEORGE OUTLET","NY00230","72h","glo",3.102,3.102,FALSE
"LAKE GEORGE OUTLET","NY00230","72h","pe3",-4.205,4.205,FALSE
"LAKE GEORGE OUTLET","NY00230","72h","gpa",-10.613,10.613,FALSE
"SALUDA","SC00224","24h","gev",-0.579,0.579,TRUE
"SALUDA","SC00224","24h","gno",-2.58,2.58,FALSE
"SALUDA","SC00224","24h","glo",3.126,3.126,FALSE
"SALUDA","SC00224","24h","pe3",-6.161,6.161,FALSE
"SALUDA","SC00224","24h","gpa",-10.073,10.073,FALSE
"SALUDA","SC00224","72h","glo",1.513,1.513,TRUE
"SALUDA","SC00224","72h","gev",-2.271,2.271,FALSE
"SALUDA","SC00224","72h","gno",-3.965,3.965,FALSE
"SALUDA","SC00224","72h","pe3",-7.056,7.056,FALSE
"SALUDA","SC00224","72h","gpa",-11.696,11.696,FALSE
"LONG SAULT DAM","NY00677","24h","gev",-1.697,1.697,FALSE
"LONG SAULT DAM","NY00677","24h","glo",2.087,2.087,FALSE
"LONG SAULT DAM","NY00677","24h","gno",-2.638,2.638,FALSE
"LONG SAULT DAM","NY00677","24h","pe3",-4.565,4.565,FALSE
"LONG SAULT DAM","NY00677","24h","gpa",-10.509,10.509,FALSE
"LONG SAULT DAM","NY00677","72h","glo",1.661,1.661,FALSE
"LONG SAULT DAM","NY00677","72h","gev",-2.604,2.604,FALSE
"LONG SAULT DAM","NY00677","72h","gno",-3.305,3.305,FALSE
"LONG SAULT DAM","NY00677","72h","pe3",-4.958,4.958,FALSE
"LONG SAULT DAM","NY00677","72h","gpa",-12.223,12.223,FALSE
"MILLWOOD DAM","AR00536","24h","gev",-1.817,1.817,FALSE
"MILLWOOD DAM","AR00536","24h","glo",2.17,2.17,FALSE
"MILLWOOD DAM","AR00536","24h","gno",-3.256,3.256,FALSE
"MILLWOOD DAM","AR00536","24h","pe3",-5.967,5.967,FALSE
"MILLWOOD DAM","AR00536","24h","gpa",-11.474,11.474,FALSE
"MILLWOOD DAM","AR00536","72h","gno",-0.452,0.452,TRUE
"MILLWOOD DAM","AR00536","72h","gev",0.74,0.74,TRUE
"MILLWOOD DAM","AR00536","72h","pe3",-2.926,2.926,FALSE
"MILLWOOD DAM","AR00536","72h","glo",5.775,5.775,FALSE
"MILLWOOD DAM","AR00536","72h","gpa",-10.933,10.933,FALSE
"QUABBIN GOODNOUGH DIKE","MA00590","24h","glo",-0.465,0.465,TRUE
"QUABBIN GOODNOUGH DIKE","MA00590","24h","gev",-2.981,2.981,FALSE
"QUABBIN GOODNOUGH DIKE","MA00590","24h","gno",-4.448,4.448,FALSE
"QUABBIN GOODNOUGH DIKE","MA00590","24h","pe3",-7.059,7.059,FALSE
"QUABBIN GOODNOUGH DIKE","MA00590","24h","gpa",-9.509,9.509,FALSE
"QUABBIN GOODNOUGH DIKE","MA00590","72h","glo",0.323,0.323,TRUE
"QUABBIN GOODNOUGH DIKE","MA00590","72h","gev",-2.196,2.196,FALSE
"QUABBIN GOODNOUGH DIKE","MA00590","72h","gno",-3.78,3.78,FALSE
"QUABBIN GOODNOUGH DIKE","MA00590","72h","pe3",-6.584,6.584,FALSE
"QUABBIN GOODNOUGH DIKE","MA00590","72h","gpa",-8.819,8.819,FALSE
"DALE HOLLOW DAM","TN02702","24h","gno",-0.429,0.429,TRUE
"DALE HOLLOW DAM","TN02702","24h","gev",0.467,0.467,TRUE
"DALE HOLLOW DAM","TN02702","24h","pe3",-2.312,2.312,FALSE
"DALE HOLLOW DAM","TN02702","24h","glo",4.413,4.413,FALSE
"DALE HOLLOW DAM","TN02702","24h","gpa",-8.649,8.649,FALSE
"DALE HOLLOW DAM","TN02702","72h","gno",-0.165,0.165,TRUE
"DALE HOLLOW DAM","TN02702","72h","gev",0.55,0.55,TRUE
"DALE HOLLOW DAM","TN02702","72h","pe3",-1.894,1.894,FALSE
"DALE HOLLOW DAM","TN02702","72h","glo",5.176,5.176,FALSE
"DALE HOLLOW DAM","TN02702","72h","gpa",-9.842,9.842,FALSE
"B. EVERETT JORDAN DAM","NC00173","24h","gno",0.978,0.978,TRUE
"B. EVERETT JORDAN DAM","NC00173","24h","pe3",-1.616,1.616,TRUE
"B. EVERETT JORDAN DAM","NC00173","24h","gev",2.353,2.353,FALSE
"B. EVERETT JORDAN DAM","NC00173","24h","glo",6.184,6.184,FALSE
"B. EVERETT JORDAN DAM","NC00173","24h","gpa",-6.918,6.918,FALSE
"B. EVERETT JORDAN DAM","NC00173","72h","glo",1.551,1.551,TRUE
"B. EVERETT JORDAN DAM","NC00173","72h","gev",-2.278,2.278,FALSE
"B. EVERETT JORDAN DAM","NC00173","72h","gno",-3.126,3.126,FALSE
"B. EVERETT JORDAN DAM","NC00173","72h","pe3",-4.921,4.921,FALSE
"B. EVERETT JORDAN DAM","NC00173","72h","gpa",-11.105,11.105,FALSE
"BROKEN BOW LAKE","OK10307","24h","glo",1.42,1.42,TRUE
"BROKEN BOW LAKE","OK10307","24h","gev",-2.141,2.141,FALSE
"BROKEN BOW LAKE","OK10307","24h","gno",-3.397,3.397,FALSE
"BROKEN BOW LAKE","OK10307","24h","pe3",-5.773,5.773,FALSE
"BROKEN BOW LAKE","OK10307","24h","gpa",-10.74,10.74,FALSE
"BROKEN BOW LAKE","OK10307","72h","gev",-1.438,1.438,TRUE
"BROKEN BOW LAKE","OK10307","72h","gno",-2.394,2.394,FALSE
"BROKEN BOW LAKE","OK10307","72h","glo",3.2,3.2,FALSE
"BROKEN BOW LAKE","OK10307","72h","pe3",-4.468,4.468,FALSE
"BROKEN BOW LAKE","OK10307","72h","gpa",-12.067,12.067,FALSE
"WATTS BAR","TN12102","24h","gev",0.221,0.221,TRUE
"WATTS BAR","TN12102","24h","gno",-0.847,0.847,TRUE
"WATTS BAR","TN12102","24h","pe3",-2.994,2.994,FALSE
"WATTS BAR","TN12102","24h","glo",4.221,4.221,FALSE
"WATTS BAR","TN12102","24h","gpa",-9.155,9.155,FALSE
"WATTS BAR","TN12102","72h","pe3",-0.022,0.022,TRUE
"WATTS BAR","TN12102","72h","gno",1.475,1.475,TRUE
"WATTS BAR","TN12102","72h","gev",1.929,1.929,FALSE
"WATTS BAR","TN12102","72h","glo",7.246,7.246,FALSE
"WATTS BAR","TN12102","72h","gpa",-9.679,9.679,FALSE
"GUNTERSVILLE","AL09501","24h","gno",0.719,0.719,TRUE
"GUNTERSVILLE","AL09501","24h","pe3",-1.375,1.375,TRUE
"GUNTERSVILLE","AL09501","24h","gev",1.77,1.77,FALSE
"GUNTERSVILLE","AL09501","24h","glo",5.576,5.576,FALSE
"GUNTERSVILLE","AL09501","24h","gpa",-7.181,7.181,FALSE
"GUNTERSVILLE","AL09501","72h","gno",0.189,0.189,TRUE
"GUNTERSVILLE","AL09501","72h","gev",0.855,0.855,TRUE
"GUNTERSVILLE","AL09501","72h","pe3",-1.445,1.445,TRUE
"GUNTERSVILLE","AL09501","72h","glo",5.298,5.298,FALSE
"GUNTERSVILLE","AL09501","72h","gpa",-9.108,9.108,FALSE
"DEGRAY DAM","AR00151","24h","gev",-1.841,1.841,FALSE
"DEGRAY DAM","AR00151","24h","glo",2.275,2.275,FALSE
"DEGRAY DAM","AR00151","24h","gno",-3.441,3.441,FALSE
"DEGRAY DAM","AR00151","24h","pe3",-6.418,6.418,FALSE
"DEGRAY DAM","AR00151","24h","gpa",-11.903,11.903,FALSE
"DEGRAY DAM","AR00151","72h","gno",0.161,0.161,TRUE
"DEGRAY DAM","AR00151","72h","gev",1.632,1.632,TRUE
"DEGRAY DAM","AR00151","72h","pe3",-2.778,2.778,FALSE
"DEGRAY DAM","AR00151","72h","glo",7.037,7.037,FALSE
"DEGRAY DAM","AR00151","72h","gpa",-11.061,11.061,FALSE
"DEGRAY SADDLE DIKE","AR00152","24h","gev",-1.988,1.988,FALSE
"DEGRAY SADDLE DIKE","AR00152","24h","glo",1.998,1.998,FALSE
"DEGRAY SADDLE DIKE","AR00152","24h","gno",-3.542,3.542,FALSE
"DEGRAY SADDLE DIKE","AR00152","24h","pe3",-6.433,6.433,FALSE
"DEGRAY SADDLE DIKE","AR00152","24h","gpa",-11.734,11.734,FALSE
"DEGRAY SADDLE DIKE","AR00152","72h","gno",0.093,0.093,TRUE
"DEGRAY SADDLE DIKE","AR00152","72h","gev",1.531,1.531,TRUE
"DEGRAY SADDLE DIKE","AR00152","72h","pe3",-2.804,2.804,FALSE
"DEGRAY SADDLE DIKE","AR00152","72h","glo",6.977,6.977,FALSE
"DEGRAY SADDLE DIKE","AR00152","72h","gpa",-11.221,11.221,FALSE
"WHEELER","AL07701","24h","gno",0.716,0.716,TRUE
"WHEELER","AL07701","24h","pe3",-1.243,1.243,TRUE
"WHEELER","AL07701","24h","gev",1.634,1.634,TRUE
"WHEELER","AL07701","24h","glo",5.88,5.88,FALSE
"WHEELER","AL07701","24h","gpa",-8.135,8.135,FALSE
"WHEELER","AL07701","72h","gno",0.206,0.206,TRUE
"WHEELER","AL07701","72h","gev",0.783,0.783,TRUE
"WHEELER","AL07701","72h","pe3",-1.294,1.294,TRUE
"WHEELER","AL07701","72h","glo",5.153,5.153,FALSE
"WHEELER","AL07701","72h","gpa",-8.946,8.946,FALSE
"HUGO LAKE","OK10300","24h","gev",-1.465,1.465,TRUE
"HUGO LAKE","OK10300","24h","gno",-2.624,2.624,FALSE
"HUGO LAKE","OK10300","24h","glo",3.273,3.273,FALSE
"HUGO LAKE","OK10300","24h","pe3",-5.007,5.007,FALSE
"HUGO LAKE","OK10300","24h","gpa",-12.479,12.479,FALSE
"HUGO LAKE","OK10300","72h","gev",-2.21,2.21,FALSE
"HUGO LAKE","OK10300","72h","glo",2.643,2.643,FALSE
"HUGO LAKE","OK10300","72h","gno",-3.144,3.144,FALSE
"HUGO LAKE","OK10300","72h","pe3",-5.217,5.217,FALSE
"HUGO LAKE","OK10300","72h","gpa",-13.273,13.273,FALSE
"CARLYLE LAKE DAM","IL00113","24h","gev",0.062,0.062,TRUE
"CARLYLE LAKE DAM","IL00113","24h","gno",-1.339,1.339,TRUE
"CARLYLE LAKE DAM","IL00113","24h","pe3",-4.059,4.059,FALSE
"CARLYLE LAKE DAM","IL00113","24h","glo",4.594,4.594,FALSE
"CARLYLE LAKE DAM","IL00113","24h","gpa",-10.721,10.721,FALSE
"CARLYLE LAKE DAM","IL00113","72h","gev",-0.43,0.43,TRUE
"CARLYLE LAKE DAM","IL00113","72h","gno",-1.583,1.583,TRUE
"CARLYLE LAKE DAM","IL00113","72h","pe3",-3.943,3.943,FALSE
"CARLYLE LAKE DAM","IL00113","72h","glo",4.206,4.206,FALSE
"CARLYLE LAKE DAM","IL00113","72h","gpa",-11.225,11.225,FALSE
"ENID DAM","MS01495","24h","gno",0.975,0.975,TRUE
"ENID DAM","MS01495","24h","pe3",-1.859,1.859,FALSE
"ENID DAM","MS01495","24h","gev",2.296,2.296,FALSE
"ENID DAM","MS01495","24h","glo",8.5,8.5,FALSE
"ENID DAM","MS01495","24h","gpa",-11.961,11.961,FALSE
"ENID DAM","MS01495","72h","gev",-2.273,2.273,FALSE
"ENID DAM","MS01495","72h","gno",-3.261,3.261,FALSE
"ENID DAM","MS01495","72h","glo",3.416,3.416,FALSE
"ENID DAM","MS01495","72h","pe3",-5.54,5.54,FALSE
"ENID DAM","MS01495","72h","gpa",-15.151,15.151,FALSE
"PATHFINDER DIKE","WY01295","24h","glo",1.442,1.442,TRUE
"PATHFINDER DIKE","WY01295","24h","gev",-1.565,1.565,TRUE
"PATHFINDER DIKE","WY01295","24h","gno",-2.648,2.648,FALSE
"PATHFINDER DIKE","WY01295","24h","pe3",-4.687,4.687,FALSE
"PATHFINDER DIKE","WY01295","24h","gpa",-8.844,8.844,FALSE
"PATHFINDER DIKE","WY01295","72h","gev",-0.763,0.763,TRUE
"PATHFINDER DIKE","WY01295","72h","gno",-1.576,1.576,TRUE
"PATHFINDER DIKE","WY01295","72h","glo",2.711,2.711,FALSE
"PATHFINDER DIKE","WY01295","72h","pe3",-3.269,3.269,FALSE
"PATHFINDER DIKE","WY01295","72h","gpa",-8.809,8.809,FALSE
"BOR SOLDIER CREEK","UT10135","24h","gev",-1.611,1.611,TRUE
