"site","site_id","duration","dist","T","growth_factor","depth_mm"
"COCHITI LAKE","NM00404","24h","GEV",10000,3.3614,120.57
"COCHITI LAKE","NM00404","24h","GNO",10000,3.4101,122.32
"COCHITI LAKE","NM00404","24h","GLO",10000,4.9894,178.97
"COCHITI LAKE","NM00404","72h","GPA",10000,2.1018,94.4
"COCHITI LAKE","NM00404","72h","PE3",10000,3.211,144.22
"COCHITI LAKE","NM00404","72h","GEV",10000,3.4306,154.09
"COCHITI LAKE","NM00404","72h","GNO",10000,3.4904,156.77
"COCHITI LAKE","NM00404","72h","GLO",10000,5.1131,229.66
"CLE ELUM DAM","WA00274","24h","GPA",10000,2.3694,204.27
"CLE ELUM DAM","WA00274","24h","PE3",10000,3.3998,293.11
"CLE ELUM DAM","WA00274","24h","GNO",10000,3.9134,337.38
"CLE ELUM DAM","WA00274","24h","GEV",10000,4.1451,357.36
"CLE ELUM DAM","WA00274","24h","GLO",10000,6.0871,524.78
"CLE ELUM DAM","WA00274","72h","GPA",10000,2.0965,292.94
"CLE ELUM DAM","WA00274","72h","PE3",10000,3.0963,432.63
"CLE ELUM DAM","WA00274","72h","GNO",10000,3.43,479.26
"CLE ELUM DAM","WA00274","72h","GEV",10000,3.4678,484.54
"CLE ELUM DAM","WA00274","72h","GLO",10000,5.105,713.3
"CONCHAS DAM","NM00006","24h","GPA",10000,2.4933,131.42
"CONCHAS DAM","NM00006","24h","PE3",10000,3.7065,195.37
"CONCHAS DAM","NM00006","24h","GNO",10000,4.2296,222.94
"CONCHAS DAM","NM00006","24h","GEV",10000,4.4091,232.4
"CONCHAS DAM","NM00006","24h","GLO",10000,6.5723,346.42
"CONCHAS DAM","NM00006","72h","GPA",10000,2.6684,173.53
"CONCHAS DAM","NM00006","72h","PE3",10000,3.8827,252.49
"CONCHAS DAM","NM00006","72h","GNO",10000,4.5245,294.22
"CONCHAS DAM","NM00006","72h","GEV",10000,4.8396,314.72
"CONCHAS DAM","NM00006","72h","GLO",10000,7.1837,467.15
"CONROE DAM","TX00097","24h","GPA",10000,1.9238,96.03
"CONROE DAM","TX00097","24h","PE3",10000,2.7735,138.45
"CONROE DAM","TX00097","24h","GNO",10000,3.051,152.3
"CONROE DAM","TX00097","24h","GEV",10000,3.0762,153.56
"CONROE DAM","TX00097","24h","GLO",10000,4.4586,222.56
"CONROE DAM","TX00097","72h","GPA",10000,1.7892,98.93
"CONROE DAM","TX00097","72h","PE3",10000,2.6055,144.07
"CONROE DAM","TX00097","72h","GEV",10000,2.728,150.84
"CONROE DAM","TX00097","72h","GNO",10000,2.7927,154.42
"CONROE DAM","TX00097","72h","GLO",10000,3.9392,217.81
"CASCADE","ID00283","24h","GPA",10000,2.0468,81.05
"CASCADE","ID00283","24h","PE3",10000,2.9309,116.06
"CASCADE","ID00283","24h","GNO",10000,3.2827,130
"CASCADE","ID00283","24h","GEV",10000,3.3802,133.85
"CASCADE","ID00283","24h","GLO",10000,4.9125,194.54
"CASCADE","ID00283","72h","GPA",10000,2.0248,123.77
"CASCADE","ID00283","72h","PE3",10000,2.933,179.28
"CASCADE","ID00283","72h","GNO",10000,3.2577,199.13
"CASCADE","ID00283","72h","GEV",10000,3.3162,202.7
"CASCADE","ID00283","72h","GLO",10000,4.8354,295.57
"EAGLE MOUNTAIN DAM","TX00779","24h","GPA",10000,1.9238,96.03
"EAGLE MOUNTAIN DAM","TX00779","24h","PE3",10000,2.7735,138.45
"EAGLE MOUNTAIN DAM","TX00779","24h","GNO",10000,3.051,152.3
"EAGLE MOUNTAIN DAM","TX00779","24h","GEV",10000,3.0762,153.56
"EAGLE MOUNTAIN DAM","TX00779","24h","GLO",10000,4.4586,222.56
"EAGLE MOUNTAIN DAM","TX00779","72h","GPA",10000,1.7892,98.93
"EAGLE MOUNTAIN DAM","TX00779","72h","PE3",10000,2.6055,144.07
"EAGLE MOUNTAIN DAM","TX00779","72h","GEV",10000,2.728,150.84
"EAGLE MOUNTAIN DAM","TX00779","72h","GNO",10000,2.7927,154.42
"EAGLE MOUNTAIN DAM","TX00779","72h","GLO",10000,3.9392,217.81
"LEECH LAKE DAM","MN00585","24h","GPA",10000,1.9238,96.03
"LEECH LAKE DAM","MN00585","24h","PE3",10000,2.7735,138.45
"LEECH LAKE DAM","MN00585","24h","GNO",10000,3.051,152.3
"LEECH LAKE DAM","MN00585","24h","GEV",10000,3.0762,153.56
"LEECH LAKE DAM","MN00585","24h","GLO",10000,4.4586,222.56
"LEECH LAKE DAM","MN00585","72h","GPA",10000,1.7892,98.93
"LEECH LAKE DAM","MN00585","72h","PE3",10000,2.6055,144.07
"LEECH LAKE DAM","MN00585","72h","GEV",10000,2.728,150.84
"LEECH LAKE DAM","MN00585","72h","GNO",10000,2.7927,154.42
"LEECH LAKE DAM","MN00585","72h","GLO",10000,3.9392,217.81
"CHELAN","WA00004","24h","GPA",10000,2.1978,158.75
"CHELAN","WA00004","24h","PE3",10000,3.2109,231.93
"CHELAN","WA00004","24h","GNO",10000,3.6128,260.97
"CHELAN","WA00004","24h","GEV",10000,3.7231,268.93
"CHELAN","WA00004","24h","GLO",10000,5.4772,395.63
"CHELAN","WA00004","72h","GPA",10000,2.0669,227.58
"CHELAN","WA00004","72h","PE3",10000,3.052,336.05
"CHELAN","WA00004","72h","GNO",10000,3.3705,371.12
"CHELAN","WA00004","72h","GEV",10000,3.3961,373.94
"CHELAN","WA00004","72h","GLO",10000,4.9941,549.88
"WILSON","AL07702","24h","GPA",10000,1.9238,96.03
"WILSON","AL07702","24h","PE3",10000,2.7735,138.45
"WILSON","AL07702","24h","GNO",10000,3.051,152.3
"WILSON","AL07702","24h","GEV",10000,3.0762,153.56
"WILSON","AL07702","24h","GLO",10000,4.4586,222.56
"WILSON","AL07702","72h","GPA",10000,1.7892,98.93
"WILSON","AL07702","72h","PE3",10000,2.6055,144.07
"WILSON","AL07702","72h","GEV",10000,2.728,150.84
"WILSON","AL07702","72h","GNO",10000,2.7927,154.42
"WILSON","AL07702","72h","GLO",10000,3.9392,217.81
"ALLATOONA LAKE DAM AND POWERHOUSE","GA03742","24h","GPA",10000,2.0896,210.34
"ALLATOONA LAKE DAM AND POWERHOUSE","GA03742","24h","PE3",10000,3.0488,306.88
"ALLATOONA LAKE DAM AND POWERHOUSE","GA03742","24h","GNO",10000,3.3971,341.94
"ALLATOONA LAKE DAM AND POWERHOUSE","GA03742","24h","GEV",10000,3.4651,348.78
"ALLATOONA LAKE DAM AND POWERHOUSE","GA03742","24h","GLO",10000,5.0776,511.09
"ALLATOONA LAKE DAM AND POWERHOUSE","GA03742","72h","GPA",10000,2.193,296.17
"ALLATOONA LAKE DAM AND POWERHOUSE","GA03742","72h","PE3",10000,3.1846,430.09
"ALLATOONA LAKE DAM AND POWERHOUSE","GA03742","72h","GNO",10000,3.5928,485.21
"ALLATOONA LAKE DAM AND POWERHOUSE","GA03742","72h","GEV",10000,3.7175,502.06
"ALLATOONA LAKE DAM AND POWERHOUSE","GA03742","72h","GLO",10000,5.4564,736.9
"MUD LOCK C&S CANAL DAM","NY00416","24h","GPA",10000,2.1626,131.5
"MUD LOCK C&S CANAL DAM","NY00416","24h","PE3",10000,3.0875,187.74
"MUD LOCK C&S CANAL DAM","NY00416","24h","GNO",10000,3.5031,213.01
"MUD LOCK C&S CANAL DAM","NY00416","24h","GEV",10000,3.6592,222.51
"MUD LOCK C&S CANAL DAM","NY00416","24h","GLO",10000,5.3337,324.32
"MUD LOCK C&S CANAL DAM","NY00416","72h","GPA",10000,2.4269,186.57
"MUD LOCK C&S CANAL DAM","NY00416","72h","PE3",10000,3.3533,257.78
"MUD LOCK C&S CANAL DAM","NY00416","72h","GNO",10000,3.9426,303.09
"MUD LOCK C&S CANAL DAM","NY00416","72h","GEV",10000,4.2986,330.45
"MUD LOCK C&S CANAL DAM","NY00416","72h","GLO",10000,6.2398,479.68
"G328 CONTROL STRUCTURE","FL36007","24h","GPA",10000,1.9238,96.03
"G328 CONTROL STRUCTURE","FL36007","24h","PE3",10000,2.7735,138.45
"G328 CONTROL STRUCTURE","FL36007","24h","GNO",10000,3.051,152.3
"G328 CONTROL STRUCTURE","FL36007","24h","GEV",10000,3.0762,153.56
"G328 CONTROL STRUCTURE","FL36007","24h","GLO",10000,4.4586,222.56
"G328 CONTROL STRUCTURE","FL36007","72h","GPA",10000,1.7892,98.93
"G328 CONTROL STRUCTURE","FL36007","72h","PE3",10000,2.6055,144.07
"G328 CONTROL STRUCTURE","FL36007","72h","GEV",10000,2.728,150.84
"G328 CONTROL STRUCTURE","FL36007","72h","GNO",10000,2.7927,154.42
"G328 CONTROL STRUCTURE","FL36007","72h","GLO",10000,3.9392,217.81
"G335 CONTROL STRUCTURE","FL36008","24h","GPA",10000,1.9238,96.03
"G335 CONTROL STRUCTURE","FL36008","24h","PE3",10000,2.7735,138.45
"G335 CONTROL STRUCTURE","FL36008","24h","GNO",10000,3.051,152.3
"G335 CONTROL STRUCTURE","FL36008","24h","GEV",10000,3.0762,153.56
"G335 CONTROL STRUCTURE","FL36008","24h","GLO",10000,4.4586,222.56
"G335 CONTROL STRUCTURE","FL36008","72h","GPA",10000,1.7892,98.93
"G335 CONTROL STRUCTURE","FL36008","72h","PE3",10000,2.6055,144.07
"G335 CONTROL STRUCTURE","FL36008","72h","GEV",10000,2.728,150.84
"G335 CONTROL STRUCTURE","FL36008","72h","GNO",10000,2.7927,154.42
"G335 CONTROL STRUCTURE","FL36008","72h","GLO",10000,3.9392,217.81
"G338 CONTROL STRUCTURE","FL36010","24h","GPA",10000,1.9238,96.03
"G338 CONTROL STRUCTURE","FL36010","24h","PE3",10000,2.7735,138.45
"G338 CONTROL STRUCTURE","FL36010","24h","GNO",10000,3.051,152.3
"G338 CONTROL STRUCTURE","FL36010","24h","GEV",10000,3.0762,153.56
"G338 CONTROL STRUCTURE","FL36010","24h","GLO",10000,4.4586,222.56
"G338 CONTROL STRUCTURE","FL36010","72h","GPA",10000,1.7892,98.93
"G338 CONTROL STRUCTURE","FL36010","72h","PE3",10000,2.6055,144.07
"G338 CONTROL STRUCTURE","FL36010","72h","GEV",10000,2.728,150.84
"G338 CONTROL STRUCTURE","FL36010","72h","GNO",10000,2.7927,154.42
"G338 CONTROL STRUCTURE","FL36010","72h","GLO",10000,3.9392,217.81
"POMME DE TERRE DAM","MO30201","24h","GPA",10000,1.9238,96.03
"POMME DE TERRE DAM","MO30201","24h","PE3",10000,2.7735,138.45
"POMME DE TERRE DAM","MO30201","24h","GNO",10000,3.051,152.3
"POMME DE TERRE DAM","MO30201","24h","GEV",10000,3.0762,153.56
"POMME DE TERRE DAM","MO30201","24h","GLO",10000,4.4586,222.56
"POMME DE TERRE DAM","MO30201","72h","GPA",10000,1.7892,98.93
"POMME DE TERRE DAM","MO30201","72h","PE3",10000,2.6055,144.07
"POMME DE TERRE DAM","MO30201","72h","GEV",10000,2.728,150.84
"POMME DE TERRE DAM","MO30201","72h","GNO",10000,2.7927,154.42
"POMME DE TERRE DAM","MO30201","72h","GLO",10000,3.9392,217.81
"LOGAN MARTIN","AL01417","24h","GPA",10000,1.9238,96.03
"LOGAN MARTIN","AL01417","24h","PE3",10000,2.7735,138.45
"LOGAN MARTIN","AL01417","24h","GNO",10000,3.051,152.3
"LOGAN MARTIN","AL01417","24h","GEV",10000,3.0762,153.56
"LOGAN MARTIN","AL01417","24h","GLO",10000,4.4586,222.56
"LOGAN MARTIN","AL01417","72h","GPA",10000,1.7892,98.93
"LOGAN MARTIN","AL01417","72h","PE3",10000,2.6055,144.07
"LOGAN MARTIN","AL01417","72h","GEV",10000,2.728,150.84
"LOGAN MARTIN","AL01417","72h","GNO",10000,2.7927,154.42
"LOGAN MARTIN","AL01417","72h","GLO",10000,3.9392,217.81
"GRANGER DAM AND LAKE","TX08005","24h","GPA",10000,1.9238,96.03
"GRANGER DAM AND LAKE","TX08005","24h","PE3",10000,2.7735,138.45
"GRANGER DAM AND LAKE","TX08005","24h","GNO",10000,3.051,152.3
"GRANGER DAM AND LAKE","TX08005","24h","GEV",10000,3.0762,153.56
"GRANGER DAM AND LAKE","TX08005","24h","GLO",10000,4.4586,222.56
"GRANGER DAM AND LAKE","TX08005","72h","GPA",10000,1.7892,98.93
"GRANGER DAM AND LAKE","TX08005","72h","PE3",10000,2.6055,144.07
"GRANGER DAM AND LAKE","TX08005","72h","GEV",10000,2.728,150.84
"GRANGER DAM AND LAKE","TX08005","72h","GNO",10000,2.7927,154.42
"GRANGER DAM AND LAKE","TX08005","72h","GLO",10000,3.9392,217.81
"JOE POOL LAKE","TX08007","24h","GPA",10000,1.9238,96.03
"JOE POOL LAKE","TX08007","24h","PE3",10000,2.7735,138.45
"JOE POOL LAKE","TX08007","24h","GNO",10000,3.051,152.3
"JOE POOL LAKE","TX08007","24h","GEV",10000,3.0762,153.56
"JOE POOL LAKE","TX08007","24h","GLO",10000,4.4586,222.56
"JOE POOL LAKE","TX08007","72h","GPA",10000,1.7892,98.93
"JOE POOL LAKE","TX08007","72h","PE3",10000,2.6055,144.07
"JOE POOL LAKE","TX08007","72h","GEV",10000,2.728,150.84
"JOE POOL LAKE","TX08007","72h","GNO",10000,2.7927,154.42
"JOE POOL LAKE","TX08007","72h","GLO",10000,3.9392,217.81
"SAYLORVILLE DAM","IA00017","24h","GPA",10000,1.9238,96.03
"SAYLORVILLE DAM","IA00017","24h","PE3",10000,2.7735,138.45
"SAYLORVILLE DAM","IA00017","24h","GNO",10000,3.051,152.3
"SAYLORVILLE DAM","IA00017","24h","GEV",10000,3.0762,153.56
"SAYLORVILLE DAM","IA00017","24h","GLO",10000,4.4586,222.56
"SAYLORVILLE DAM","IA00017","72h","GPA",10000,1.7892,98.93
"SAYLORVILLE DAM","IA00017","72h","PE3",10000,2.6055,144.07
"SAYLORVILLE DAM","IA00017","72h","GEV",10000,2.728,150.84
"SAYLORVILLE DAM","IA00017","72h","GNO",10000,2.7927,154.42
"SAYLORVILLE DAM","IA00017","72h","GLO",10000,3.9392,217.81
"MARKLAND LOCKS & DAM","KY03033","24h","GPA",10000,1.9238,96.03
"MARKLAND LOCKS & DAM","KY03033","24h","PE3",10000,2.7735,138.45
"MARKLAND LOCKS & DAM","KY03033","24h","GNO",10000,3.051,152.3
"MARKLAND LOCKS & DAM","KY03033","24h","GEV",10000,3.0762,153.56
"MARKLAND LOCKS & DAM","KY03033","24h","GLO",10000,4.4586,222.56
"MARKLAND LOCKS & DAM","KY03033","72h","GPA",10000,1.7892,98.93
"MARKLAND LOCKS & DAM","KY03033","72h","PE3",10000,2.6055,144.07
"MARKLAND LOCKS & DAM","KY03033","72h","GEV",10000,2.728,150.84
"MARKLAND LOCKS & DAM","KY03033","72h","GNO",10000,2.7927,154.42
"MARKLAND LOCKS & DAM","KY03033","72h","GLO",10000,3.9392,217.81
"BLUESTONE DAM","WV08902","24h","GPA",10000,2.0745,142.1
"BLUESTONE DAM","WV08902","24h","PE3",10000,2.971,203.5
"BLUESTONE DAM","WV08902","24h","GNO",10000,3.3371,228.58
"BLUESTONE DAM","WV08902","24h","GEV",10000,3.4466,236.08
"BLUESTONE DAM","WV08902","24h","GLO",10000,5.0144,343.47
"BLUESTONE DAM","WV08902","72h","GPA",10000,1.935,166.22
"BLUESTONE DAM","WV08902","72h","PE3",10000,2.8063,241.06
"BLUESTONE DAM","WV08902","72h","GNO",10000,3.0814,264.69
"BLUESTONE DAM","WV08902","72h","GEV",10000,3.0967,266.01
"BLUESTONE DAM","WV08902","72h","GLO",10000,4.5003,386.57
"KEYHOLE","WY01380","24h","GPA",10000,2.3912,110.24
"KEYHOLE","WY01380","24h","PE3",10000,3.5602,164.13
"KEYHOLE","WY01380","24h","GNO",10000,4.0305,185.81
"KEYHOLE","WY01380","24h","GEV",10000,4.1653,192.02
"KEYHOLE","WY01380","24h","GLO",10000,6.199,285.78
"KEYHOLE","WY01380","72h","GPA",10000,2.2942,131.37
"KEYHOLE","WY01380","72h","PE3",10000,3.4719,198.81
"KEYHOLE","WY01380","72h","GNO",10000,3.8669,221.43
"KEYHOLE","WY01380","72h","GEV",10000,3.9135,224.1
"KEYHOLE","WY01380","72h","GLO",10000,5.8449,334.7
"JOHN REDMOND LAKE","KS00004","24h","GPA",10000,1.9238,96.03
"JOHN REDMOND LAKE","KS00004","24h","PE3",10000,2.7735,138.45
"JOHN REDMOND LAKE","KS00004","24h","GNO",10000,3.051,152.3
"JOHN REDMOND LAKE","KS00004","24h","GEV",10000,3.0762,153.56
"JOHN REDMOND LAKE","KS00004","24h","GLO",10000,4.4586,222.56
"JOHN REDMOND LAKE","KS00004","72h","GPA",10000,1.7892,98.93
"JOHN REDMOND LAKE","KS00004","72h","PE3",10000,2.6055,144.07
"JOHN REDMOND LAKE","KS00004","72h","GEV",10000,2.728,150.84
"JOHN REDMOND LAKE","KS00004","72h","GNO",10000,2.7927,154.42
"JOHN REDMOND LAKE","KS00004","72h","GLO",10000,3.9392,217.81
"OPTIMA LAKE","OK20510","24h","GPA",10000,2.4898,156.38
"OPTIMA LAKE","OK20510","24h","PE3",10000,3.6107,226.79
"OPTIMA LAKE","OK20510","24h","GNO",10000,4.1695,261.89
"OPTIMA LAKE","OK20510","24h","GEV",10000,4.4216,277.72
"OPTIMA LAKE","OK20510","24h","GLO",10000,6.5343,410.42
"OPTIMA LAKE","OK20510","72h","GPA",10000,2.2732,171.45
"OPTIMA LAKE","OK20510","72h","PE3",10000,3.4185,257.82
"OPTIMA LAKE","OK20510","72h","GNO",10000,3.8137,287.63
"OPTIMA LAKE","OK20510","72h","GEV",10000,3.8714,291.98
"OPTIMA LAKE","OK20510","72h","GLO",10000,5.766,434.88
"CPT. ANTHONY MELDAHL L&D","KY03032","24h","GPA",10000,1.9238,96.03
"CPT. ANTHONY MELDAHL L&D","KY03032","24h","PE3",10000,2.7735,138.45
"CPT. ANTHONY MELDAHL L&D","KY03032","24h","GNO",10000,3.051,152.3
"CPT. ANTHONY MELDAHL L&D","KY03032","24h","GEV",10000,3.0762,153.56
"CPT. ANTHONY MELDAHL L&D","KY03032","24h","GLO",10000,4.4586,222.56
"CPT. ANTHONY MELDAHL L&D","KY03032","72h","GPA",10000,1.7892,98.93
"CPT. ANTHONY MELDAHL L&D","KY03032","72h","PE3",10000,2.6055,144.07
"CPT. ANTHONY MELDAHL L&D","KY03032","72h","GEV",10000,2.728,150.84
"CPT. ANTHONY MELDAHL L&D","KY03032","72h","GNO",10000,2.7927,154.42
"CPT. ANTHONY MELDAHL L&D","KY03032","72h","GLO",10000,3.9392,217.81
"NOLIN LAKE DAM","KY03011","24h","GPA",10000,1.9238,96.03
"NOLIN LAKE DAM","KY03011","24h","PE3",10000,2.7735,138.45
"NOLIN LAKE DAM","KY03011","24h","GNO",10000,3.051,152.3
"NOLIN LAKE DAM","KY03011","24h","GEV",10000,3.0762,153.56
"NOLIN LAKE DAM","KY03011","24h","GLO",10000,4.4586,222.56
"NOLIN LAKE DAM","KY03011","72h","GPA",10000,1.7892,98.93
"NOLIN LAKE DAM","KY03011","72h","PE3",10000,2.6055,144.07
"NOLIN LAKE DAM","KY03011","72h","GEV",10000,2.728,150.84
"NOLIN LAKE DAM","KY03011","72h","GNO",10000,2.7927,154.42
"NOLIN LAKE DAM","KY03011","72h","GLO",10000,3.9392,217.81
"JOHN MARTIN DAM & RESERVOIR","CO01283","24h","GPA",10000,2.5658,126.79
"JOHN MARTIN DAM & RESERVOIR","CO01283","24h","PE3",10000,3.7407,184.84
"JOHN MARTIN DAM & RESERVOIR","CO01283","24h","GNO",10000,4.3292,213.93
"JOHN MARTIN DAM & RESERVOIR","CO01283","24h","GEV",10000,4.5969,227.15
"JOHN MARTIN DAM & RESERVOIR","CO01283","24h","GLO",10000,6.8157,336.79
"JOHN MARTIN DAM & RESERVOIR","CO01283","72h","GPA",10000,2.3758,136.12
"JOHN MARTIN DAM & RESERVOIR","CO01283","72h","PE3",10000,3.571,204.59
"JOHN MARTIN DAM & RESERVOIR","CO01283","72h","GNO",10000,4.0182,230.21
"JOHN MARTIN DAM & RESERVOIR","CO01283","72h","GEV",10000,4.1178,235.92
"JOHN MARTIN DAM & RESERVOIR","CO01283","72h","GLO",10000,6.1469,352.17
"REND LAKE DAM","IL00117","24h","GPA",10000,1.9238,96.03
"REND LAKE DAM","IL00117","24h","PE3",10000,2.7735,138.45
"REND LAKE DAM","IL00117","24h","GNO",10000,3.051,152.3
"REND LAKE DAM","IL00117","24h","GEV",10000,3.0762,153.56
"REND LAKE DAM","IL00117","24h","GLO",10000,4.4586,222.56
"REND LAKE DAM","IL00117","72h","GPA",10000,1.7892,98.93
"REND LAKE DAM","IL00117","72h","PE3",10000,2.6055,144.07
"REND LAKE DAM","IL00117","72h","GEV",10000,2.728,150.84
"REND LAKE DAM","IL00117","72h","GNO",10000,2.7927,154.42
"REND LAKE DAM","IL00117","72h","GLO",10000,3.9392,217.81
"WEST POINT","GA00820","24h","GPA",10000,1.9238,96.03
"WEST POINT","GA00820","24h","PE3",10000,2.7735,138.45
"WEST POINT","GA00820","24h","GNO",10000,3.051,152.3
"WEST POINT","GA00820","24h","GEV",10000,3.0762,153.56
"WEST POINT","GA00820","24h","GLO",10000,4.4586,222.56
"WEST POINT","GA00820","72h","GPA",10000,1.7892,98.93
"WEST POINT","GA00820","72h","PE3",10000,2.6055,144.07
"WEST POINT","GA00820","72h","GEV",10000,2.728,150.84
"WEST POINT","GA00820","72h","GNO",10000,2.7927,154.42
"WEST POINT","GA00820","72h","GLO",10000,3.9392,217.81
"CLEAR LAKE DIKE 1","CA10141","24h","GPA",10000,2.2807,104.39
"CLEAR LAKE DIKE 1","CA10141","24h","PE3",10000,3.2986,150.97
"CLEAR LAKE DIKE 1","CA10141","24h","GNO",10000,3.7568,171.95
"CLEAR LAKE DIKE 1","CA10141","24h","GEV",10000,3.9296,179.85
"CLEAR LAKE DIKE 1","CA10141","24h","GLO",10000,5.7737,264.26
"CLEAR LAKE DIKE 1","CA10141","72h","GPA",10000,2.4451,169.77
"CLEAR LAKE DIKE 1","CA10141","72h","PE3",10000,3.525,244.75
"CLEAR LAKE DIKE 1","CA10141","72h","GNO",10000,4.0699,282.58
"CLEAR LAKE DIKE 1","CA10141","72h","GEV",10000,4.3204,299.97
"CLEAR LAKE DIKE 1","CA10141","72h","GLO",10000,6.3658,441.99
"CHIEF JOSEPH DAM","WA00299","24h","GPA",10000,2.2638,138.18
"CHIEF JOSEPH DAM","WA00299","24h","PE3",10000,3.285,200.51
"CHIEF JOSEPH DAM","WA00299","24h","GNO",10000,3.7301,227.68
"CHIEF JOSEPH DAM","WA00299","24h","GEV",10000,3.8866,237.23
"CHIEF JOSEPH DAM","WA00299","24h","GLO",10000,5.7147,348.81
"CHIEF JOSEPH DAM","WA00299","72h","GPA",10000,2.1227,191.86
"CHIEF JOSEPH DAM","WA00299","72h","PE3",10000,3.1149,281.54
"CHIEF JOSEPH DAM","WA00299","72h","GNO",10000,3.4718,313.81
"CHIEF JOSEPH DAM","WA00299","72h","GEV",10000,3.5383,319.82
"CHIEF JOSEPH DAM","WA00299","72h","GLO",10000,5.2015,470.14
"PROCTOR LAKE","TX00010","24h","GPA",10000,2.6191,216.5
"PROCTOR LAKE","TX00010","24h","PE3",10000,3.7556,310.45
"PROCTOR LAKE","TX00010","24h","GNO",10000,4.3941,363.23
"PROCTOR LAKE","TX00010","24h","GEV",10000,4.7328,391.22
"PROCTOR LAKE","TX00010","24h","GLO",10000,6.9845,577.35
"PROCTOR LAKE","TX00010","72h","GPA",10000,2.4909,256.55
"PROCTOR LAKE","TX00010","72h","PE3",10000,3.7093,382.02
"PROCTOR LAKE","TX00010","72h","GNO",10000,4.2285,435.5
"PROCTOR LAKE","TX00010","72h","GEV",10000,4.4019,453.36
"PROCTOR LAKE","TX00010","72h","GLO",10000,6.5651,676.15
"NEWBURGH LOCKS & DAM","KY03059","24h","GPA",10000,1.9238,96.03
"NEWBURGH LOCKS & DAM","KY03059","24h","PE3",10000,2.7735,138.45
"NEWBURGH LOCKS & DAM","KY03059","24h","GNO",10000,3.051,152.3
"NEWBURGH LOCKS & DAM","KY03059","24h","GEV",10000,3.0762,153.56
"NEWBURGH LOCKS & DAM","KY03059","24h","GLO",10000,4.4586,222.56
"NEWBURGH LOCKS & DAM","KY03059","72h","GPA",10000,1.7892,98.93
"NEWBURGH LOCKS & DAM","KY03059","72h","PE3",10000,2.6055,144.07
"NEWBURGH LOCKS & DAM","KY03059","72h","GEV",10000,2.728,150.84
"NEWBURGH LOCKS & DAM","KY03059","72h","GNO",10000,2.7927,154.42
"NEWBURGH LOCKS & DAM","KY03059","72h","GLO",10000,3.9392,217.81
"ROCKWALL-FORNEY DAM","TX00837","24h","GPA",10000,1.9238,96.03
"ROCKWALL-FORNEY DAM","TX00837","24h","PE3",10000,2.7735,138.45
"ROCKWALL-FORNEY DAM","TX00837","24h","GNO",10000,3.051,152.3
"ROCKWALL-FORNEY DAM","TX00837","24h","GEV",10000,3.0762,153.56
"ROCKWALL-FORNEY DAM","TX00837","24h","GLO",10000,4.4586,222.56
"ROCKWALL-FORNEY DAM","TX00837","72h","GPA",10000,1.7892,98.93
"ROCKWALL-FORNEY DAM","TX00837","72h","PE3",10000,2.6055,144.07
"ROCKWALL-FORNEY DAM","TX00837","72h","GEV",10000,2.728,150.84
"ROCKWALL-FORNEY DAM","TX00837","72h","GNO",10000,2.7927,154.42
"ROCKWALL-FORNEY DAM","TX00837","72h","GLO",10000,3.9392,217.81
"ISABELLA DAM","CA10106","24h","GPA",10000,2.8759,173.92
"ISABELLA DAM","CA10106","24h","PE3",10000,4.3205,261.28
"ISABELLA DAM","CA10106","24h","GNO",10000,5.0108,303.03
"ISABELLA DAM","CA10106","24h","GEV",10000,5.3017,320.62
"ISABELLA DAM","CA10106","24h","GLO",10000,7.9793,482.55
"ISABELLA DAM","CA10106","72h","GPA",10000,3.4711,289.22
"ISABELLA DAM","CA10106","72h","PE3",10000,4.9442,411.96
"ISABELLA DAM","CA10106","72h","GNO",10000,6.008,500.59
"ISABELLA DAM","CA10106","72h","GEV",10000,6.7216,560.05
"ISABELLA DAM","CA10106","72h","GLO",10000,10.0043,833.57
"CHENEY","KS00017","24h","GPA",10000,2.7641,197.35
"CHENEY","KS00017","24h","PE3",10000,3.7752,269.54
"CHENEY","KS00017","24h","GNO",10000,4.5472,324.66
"CHENEY","KS00017","24h","GEV",10000,5.086,363.13
"CHENEY","KS00017","24h","GLO",10000,7.4043,528.65
"CHENEY","KS00017","72h","GPA",10000,2.1058,176.78
"CHENEY","KS00017","72h","PE3",10000,3.1921,267.98
"CHENEY","KS00017","72h","GEV",10000,3.4535,289.92
"CHENEY","KS00017","72h","GNO",10000,3.4877,292.79
"CHENEY","KS00017","72h","GLO",10000,5.1335,430.96
"LITTLE GOOSE LOCK AND DAM","WA00331","24h","GPA",10000,2.1094,77.64
"LITTLE GOOSE LOCK AND DAM","WA00331","24h","PE3",10000,3.0041,110.57
"LITTLE GOOSE LOCK AND DAM","WA00331","24h","GNO",10000,3.3956,124.98
"LITTLE GOOSE LOCK AND DAM","WA00331","24h","GEV",10000,3.5345,130.09
"LITTLE GOOSE LOCK AND DAM","WA00331","24h","GLO",10000,5.1384,189.12
"LITTLE GOOSE LOCK AND DAM","WA00331","72h","GPA",10000,1.8523,94.9
"LITTLE GOOSE LOCK AND DAM","WA00331","72h","PE3",10000,2.7093,138.8
"LITTLE GOOSE LOCK AND DAM","WA00331","72h","GEV",10000,2.8808,147.59
"LITTLE GOOSE LOCK AND DAM","WA00331","72h","GNO",10000,2.926,149.9
"LITTLE GOOSE LOCK AND DAM","WA00331","72h","GLO",10000,4.1819,214.24
