"site","site_id","duration","dist","T","growth_factor","depth_mm"
"BULL RUN LAKE DAM","OR00300","72h","GPA",10000,1.8512,220.66
"BULL RUN LAKE DAM","OR00300","72h","PE3",10000,2.7194,324.16
"BULL RUN LAKE DAM","OR00300","72h","GEV",10000,2.8711,342.24
"BULL RUN LAKE DAM","OR00300","72h","GNO",10000,2.9286,349.1
"BULL RUN LAKE DAM","OR00300","72h","GLO",10000,4.1741,497.57
"FLORIDA SLOUGH LAKE","MN00496","24h","GPA",10000,2.5791,175.16
"FLORIDA SLOUGH LAKE","MN00496","24h","PE3",10000,3.6035,244.73
"FLORIDA SLOUGH LAKE","MN00496","24h","GNO",10000,4.256,289.04
"FLORIDA SLOUGH LAKE","MN00496","24h","GEV",10000,4.6506,315.84
"FLORIDA SLOUGH LAKE","MN00496","24h","GLO",10000,6.7984,461.7
"FLORIDA SLOUGH LAKE","MN00496","72h","GPA",10000,2.1997,176.41
"FLORIDA SLOUGH LAKE","MN00496","72h","PE3",10000,3.2303,259.06
"FLORIDA SLOUGH LAKE","MN00496","72h","GNO",10000,3.6256,290.76
"FLORIDA SLOUGH LAKE","MN00496","72h","GEV",10000,3.7225,298.53
"FLORIDA SLOUGH LAKE","MN00496","72h","GLO",10000,5.4866,440.01
"INLAND STEEL T","MN00670","24h","GPA",10000,2.5181,157.56
"INLAND STEEL T","MN00670","24h","PE3",10000,3.5508,222.18
"INLAND STEEL T","MN00670","24h","GNO",10000,4.1613,260.38
"INLAND STEEL T","MN00670","24h","GEV",10000,4.5041,281.83
"INLAND STEEL T","MN00670","24h","GLO",10000,6.5967,412.77
"INLAND STEEL T","MN00670","72h","GPA",10000,2.2974,173.04
"INLAND STEEL T","MN00670","72h","PE3",10000,3.3181,249.92
"INLAND STEEL T","MN00670","72h","GNO",10000,3.7867,285.21
"INLAND STEEL T","MN00670","72h","GEV",10000,3.9703,299.04
"INLAND STEEL T","MN00670","72h","GLO",10000,5.8331,439.35
"PC11 PAYNE CREEK MINE","FL11066","24h","GPA",10000,3.5175,394.89
"PC11 PAYNE CREEK MINE","FL11066","24h","PE3",10000,4.2147,473.17
"PC11 PAYNE CREEK MINE","FL11066","24h","GNO",10000,5.494,616.79
"PC11 PAYNE CREEK MINE","FL11066","24h","GEV",10000,6.7537,758.21
"PC11 PAYNE CREEK MINE","FL11066","24h","GLO",10000,9.544,1071.46
"PC11 PAYNE CREEK MINE","FL11066","72h","GPA",10000,3.2106,458.35
"PC11 PAYNE CREEK MINE","FL11066","72h","PE3",10000,3.9984,570.82
"PC11 PAYNE CREEK MINE","FL11066","72h","GNO",10000,5.0882,726.4
"PC11 PAYNE CREEK MINE","FL11066","72h","GEV",10000,6.0867,868.94
"PC11 PAYNE CREEK MINE","FL11066","72h","GLO",10000,8.6669,1237.29
"SAINT CROIX FALLS","WI00023","24h","GPA",10000,2.492,175.82
"SAINT CROIX FALLS","WI00023","24h","PE3",10000,3.5268,248.83
"SAINT CROIX FALLS","WI00023","24h","GNO",10000,4.1197,290.66
"SAINT CROIX FALLS","WI00023","24h","GEV",10000,4.4413,313.35
"SAINT CROIX FALLS","WI00023","24h","GLO",10000,6.5092,459.24
"SAINT CROIX FALLS","WI00023","72h","GPA",10000,1.9825,167.52
"SAINT CROIX FALLS","WI00023","72h","PE3",10000,3.0009,253.59
"SAINT CROIX FALLS","WI00023","72h","GEV",10000,3.15,266.18
"SAINT CROIX FALLS","WI00023","72h","GNO",10000,3.2326,273.16
"SAINT CROIX FALLS","WI00023","72h","GLO",10000,4.6584,393.65
"LAKE HALBERT DAM","TX02568","24h","GPA",10000,2.7776,279.51
"LAKE HALBERT DAM","TX02568","24h","PE3",10000,3.7975,382.14
"LAKE HALBERT DAM","TX02568","24h","GNO",10000,4.5751,460.38
"LAKE HALBERT DAM","TX02568","24h","GEV",10000,5.1173,514.95
"LAKE HALBERT DAM","TX02568","24h","GLO",10000,7.454,750.09
"LAKE HALBERT DAM","TX02568","72h","GPA",10000,2.5644,317.94
"LAKE HALBERT DAM","TX02568","72h","PE3",10000,3.6699,455.01
"LAKE HALBERT DAM","TX02568","72h","GNO",10000,4.284,531.16
"LAKE HALBERT DAM","TX02568","72h","GEV",10000,4.6054,571
"LAKE HALBERT DAM","TX02568","72h","GLO",10000,6.785,841.25
"OPEKISKA LOCK AND DAM","WV06108","24h","GPA",10000,2.1837,137.48
"OPEKISKA LOCK AND DAM","WV06108","24h","PE3",10000,3.061,192.71
"OPEKISKA LOCK AND DAM","WV06108","24h","GNO",10000,3.5102,220.99
"OPEKISKA LOCK AND DAM","WV06108","24h","GEV",10000,3.7213,234.27
"OPEKISKA LOCK AND DAM","WV06108","24h","GLO",10000,5.3928,339.51
"OPEKISKA LOCK AND DAM","WV06108","72h","GPA",10000,2.0274,160.72
"OPEKISKA LOCK AND DAM","WV06108","72h","PE3",10000,2.891,229.19
"OPEKISKA LOCK AND DAM","WV06108","72h","GNO",10000,3.2382,256.71
"OPEKISKA LOCK AND DAM","WV06108","72h","GEV",10000,3.3374,264.58
"OPEKISKA LOCK AND DAM","WV06108","72h","GLO",10000,4.8395,383.65
"RAMONA","CA01215","24h","GPA",10000,2.3998,128.35
"RAMONA","CA01215","24h","PE3",10000,3.6603,195.77
"RAMONA","CA01215","24h","GNO",10000,4.0942,218.97
"RAMONA","CA01215","24h","GEV",10000,4.1565,222.31
"RAMONA","CA01215","24h","GLO",10000,6.2401,333.75
"RAMONA","CA01215","72h","GPA",10000,2.7053,194.83
"RAMONA","CA01215","72h","PE3",10000,4.0827,294.03
"RAMONA","CA01215","72h","GNO",10000,4.6835,337.3
"RAMONA","CA01215","72h","GEV",10000,4.8953,352.55
"RAMONA","CA01215","72h","GLO",10000,7.3616,530.17
"KENTUCKY RIVER LOCK & DAM 11","KY01203","24h","GPA",10000,2.0724,158.37
"KENTUCKY RIVER LOCK & DAM 11","KY01203","24h","PE3",10000,2.9401,224.68
"KENTUCKY RIVER LOCK & DAM 11","KY01203","24h","GNO",10000,3.3173,253.51
"KENTUCKY RIVER LOCK & DAM 11","KY01203","24h","GEV",10000,3.4492,263.59
"KENTUCKY RIVER LOCK & DAM 11","KY01203","24h","GLO",10000,5.001,382.17
"KENTUCKY RIVER LOCK & DAM 11","KY01203","72h","GPA",10000,1.9127,189.12
"KENTUCKY RIVER LOCK & DAM 11","KY01203","72h","PE3",10000,2.8024,277.09
"KENTUCKY RIVER LOCK & DAM 11","KY01203","72h","GEV",10000,3.0286,299.46
"KENTUCKY RIVER LOCK & DAM 11","KY01203","72h","GNO",10000,3.0501,301.59
"KENTUCKY RIVER LOCK & DAM 11","KY01203","72h","GLO",10000,4.4129,436.34
"LITTLE MULBERRY CREEK SITE 1","AR01123","24h","GPA",10000,2.1367,213.51
"LITTLE MULBERRY CREEK SITE 1","AR01123","24h","PE3",10000,3.1067,310.44
"LITTLE MULBERRY CREEK SITE 1","AR01123","24h","GNO",10000,3.4843,348.17
"LITTLE MULBERRY CREEK SITE 1","AR01123","24h","GEV",10000,3.5817,357.9
"LITTLE MULBERRY CREEK SITE 1","AR01123","24h","GLO",10000,5.2503,524.64
"LITTLE MULBERRY CREEK SITE 1","AR01123","72h","GPA",10000,2.3456,299.58
"LITTLE MULBERRY CREEK SITE 1","AR01123","72h","PE3",10000,3.3417,426.82
"LITTLE MULBERRY CREEK SITE 1","AR01123","72h","GNO",10000,3.8528,492.09
"LITTLE MULBERRY CREEK SITE 1","AR01123","72h","GEV",10000,4.0935,522.84
"LITTLE MULBERRY CREEK SITE 1","AR01123","72h","GLO",10000,5.9931,765.46
"LACREEK DAM NO. 9","SD10058","24h","GPA",10000,2.2755,119.77
"LACREEK DAM NO. 9","SD10058","24h","PE3",10000,3.4127,179.62
"LACREEK DAM NO. 9","SD10058","24h","GNO",10000,3.8136,200.72
"LACREEK DAM NO. 9","SD10058","24h","GEV",10000,3.8805,204.24
"LACREEK DAM NO. 9","SD10058","24h","GLO",10000,5.7743,303.91
"LACREEK DAM NO. 9","SD10058","72h","GPA",10000,2.0023,126.58
"LACREEK DAM NO. 9","SD10058","72h","PE3",10000,3.0585,193.35
"LACREEK DAM NO. 9","SD10058","72h","GEV",10000,3.1823,201.17
"LACREEK DAM NO. 9","SD10058","72h","GNO",10000,3.2842,207.61
"LACREEK DAM NO. 9","SD10058","72h","GLO",10000,4.7254,298.72
"LAKE DUNLAP DAM","TX01602","24h","GPA",10000,3.4344,351.13
"LAKE DUNLAP DAM","TX01602","24h","PE3",10000,4.461,456.09
"LAKE DUNLAP DAM","TX01602","24h","GNO",10000,5.6258,575.18
"LAKE DUNLAP DAM","TX01602","24h","GEV",10000,6.6231,677.14
"LAKE DUNLAP DAM","TX01602","24h","GLO",10000,9.5776,979.21
"LAKE DUNLAP DAM","TX01602","72h","GPA",10000,3.446,425.03
"LAKE DUNLAP DAM","TX01602","72h","PE3",10000,4.5401,559.98
"LAKE DUNLAP DAM","TX01602","72h","GNO",10000,5.6953,702.46
"LAKE DUNLAP DAM","TX01602","72h","GEV",10000,6.6558,820.94
"LAKE DUNLAP DAM","TX01602","72h","GLO",10000,9.6678,1192.43
"LOWER RUNNING WATER DRAW WS SCS SITE 3 DAM","TX04827","24h","GPA",10000,2.6304,171.69
"LOWER RUNNING WATER DRAW WS SCS SITE 3 DAM","TX04827","24h","PE3",10000,3.7967,247.82
"LOWER RUNNING WATER DRAW WS SCS SITE 3 DAM","TX04827","24h","GNO",10000,4.4315,289.26
"LOWER RUNNING WATER DRAW WS SCS SITE 3 DAM","TX04827","24h","GEV",10000,4.7555,310.4
"LOWER RUNNING WATER DRAW WS SCS SITE 3 DAM","TX04827","24h","GLO",10000,7.035,459.19
"LOWER RUNNING WATER DRAW WS SCS SITE 3 DAM","TX04827","72h","GPA",10000,2.4914,202.22
"LOWER RUNNING WATER DRAW WS SCS SITE 3 DAM","TX04827","72h","PE3",10000,3.7148,301.53
"LOWER RUNNING WATER DRAW WS SCS SITE 3 DAM","TX04827","72h","GNO",10000,4.2322,343.52
"LOWER RUNNING WATER DRAW WS SCS SITE 3 DAM","TX04827","72h","GEV",10000,4.4017,357.28
"LOWER RUNNING WATER DRAW WS SCS SITE 3 DAM","TX04827","72h","GLO",10000,6.5678,533.1
"SWIMMING RIVER RESERVOIR DAM","NJ00082","24h","GPA",10000,2.7875,247.2
"SWIMMING RIVER RESERVOIR DAM","NJ00082","24h","PE3",10000,3.7352,331.23
"SWIMMING RIVER RESERVOIR DAM","NJ00082","24h","GNO",10000,4.5401,402.61
"SWIMMING RIVER RESERVOIR DAM","NJ00082","24h","GEV",10000,5.1407,455.87
"SWIMMING RIVER RESERVOIR DAM","NJ00082","24h","GLO",10000,7.4407,659.83
"SWIMMING RIVER RESERVOIR DAM","NJ00082","72h","GPA",10000,3.0143,320.2
"SWIMMING RIVER RESERVOIR DAM","NJ00082","72h","PE3",10000,3.8851,412.7
"SWIMMING RIVER RESERVOIR DAM","NJ00082","72h","GNO",10000,4.8438,514.54
"SWIMMING RIVER RESERVOIR DAM","NJ00082","72h","GEV",10000,5.6549,600.7
"SWIMMING RIVER RESERVOIR DAM","NJ00082","72h","GLO",10000,8.1144,861.96
"UPPER APPLETON DAM","WI00851","24h","GPA",10000,2.5229,164.36
"UPPER APPLETON DAM","WI00851","24h","PE3",10000,3.4745,226.36
"UPPER APPLETON DAM","WI00851","24h","GNO",10000,4.116,268.15
"UPPER APPLETON DAM","WI00851","24h","GEV",10000,4.5236,294.71
"UPPER APPLETON DAM","WI00851","24h","GLO",10000,6.5734,428.25
"UPPER APPLETON DAM","WI00851","72h","GPA",10000,2.4224,192.98
"UPPER APPLETON DAM","WI00851","72h","PE3",10000,3.3972,270.64
"UPPER APPLETON DAM","WI00851","72h","GNO",10000,3.9667,316.01
"UPPER APPLETON DAM","WI00851","72h","GEV",10000,4.2825,341.17
"UPPER APPLETON DAM","WI00851","72h","GLO",10000,6.2473,497.7
"LAKE EDDINS DAM","MS02875","24h","GPA",10000,2.3256,256.63
"LAKE EDDINS DAM","MS02875","24h","PE3",10000,3.3148,365.78
"LAKE EDDINS DAM","MS02875","24h","GNO",10000,3.8152,421.01
"LAKE EDDINS DAM","MS02875","24h","GEV",10000,4.0462,446.5
"LAKE EDDINS DAM","MS02875","24h","GLO",10000,5.9217,653.46
"LAKE EDDINS DAM","MS02875","72h","GPA",10000,2.1112,286.86
"LAKE EDDINS DAM","MS02875","72h","PE3",10000,3.0794,418.4
"LAKE EDDINS DAM","MS02875","72h","GNO",10000,3.4393,467.31
"LAKE EDDINS DAM","MS02875","72h","GEV",10000,3.5173,477.9
"LAKE EDDINS DAM","MS02875","72h","GLO",10000,5.1574,700.75
"ALPINE LAKE DAM","MO32058","24h","GPA",10000,2.642,212.33
"ALPINE LAKE DAM","MO32058","24h","PE3",10000,3.5579,285.94
"ALPINE LAKE DAM","MO32058","24h","GNO",10000,4.284,344.3
"ALPINE LAKE DAM","MO32058","24h","GEV",10000,4.8037,386.06
"ALPINE LAKE DAM","MO32058","24h","GLO",10000,6.9456,558.2
"ALPINE LAKE DAM","MO32058","72h","GPA",10000,2.5626,257.97
"ALPINE LAKE DAM","MO32058","72h","PE3",10000,3.5722,359.6
"ALPINE LAKE DAM","MO32058","72h","GNO",10000,4.2193,424.74
"ALPINE LAKE DAM","MO32058","72h","GEV",10000,4.6127,464.35
"ALPINE LAKE DAM","MO32058","72h","GLO",10000,6.7357,678.06
"AREA E","FL00228","24h","GPA",10000,3.6734,417.63
"AREA E","FL00228","24h","PE3",10000,4.2921,487.97
"AREA E","FL00228","24h","GNO",10000,5.6706,644.69
"AREA E","FL00228","24h","GEV",10000,7.0797,804.9
"AREA E","FL00228","24h","GLO",10000,9.9495,1131.17
"AREA E","FL00228","72h","GPA",10000,3.3606,485.52
"AREA E","FL00228","72h","PE3",10000,4.0864,590.39
"AREA E","FL00228","72h","GNO",10000,5.2729,761.81
"AREA E","FL00228","72h","GEV",10000,6.4106,926.18
"AREA E","FL00228","72h","GLO",10000,9.0811,1311.99
"BAYVIEW LAKE","AL01256","24h","GPA",10000,2.5349,262.23
"BAYVIEW LAKE","AL01256","24h","PE3",10000,3.4691,358.87
"BAYVIEW LAKE","AL01256","24h","GNO",10000,4.1237,426.59
"BAYVIEW LAKE","AL01256","24h","GEV",10000,4.553,470.99
"BAYVIEW LAKE","AL01256","24h","GLO",10000,6.6038,683.14
"BAYVIEW LAKE","AL01256","72h","GPA",10000,2.4938,322.7
"BAYVIEW LAKE","AL01256","72h","PE3",10000,3.3805,437.44
"BAYVIEW LAKE","AL01256","72h","GNO",10000,4.0247,520.8
"BAYVIEW LAKE","AL01256","72h","GEV",10000,4.4588,576.98
"BAYVIEW LAKE","AL01256","72h","GLO",10000,6.4409,833.47
"NORTH FORK OF SMITH RIVER DAM","MT00009","24h","GPA",10000,2.3691,92.06
"NORTH FORK OF SMITH RIVER DAM","MT00009","24h","PE3",10000,3.4417,133.74
"NORTH FORK OF SMITH RIVER DAM","MT00009","24h","GNO",10000,3.938,153.02
"NORTH FORK OF SMITH RIVER DAM","MT00009","24h","GEV",10000,4.1355,160.69
"NORTH FORK OF SMITH RIVER DAM","MT00009","24h","GLO",10000,6.099,236.99
"NORTH FORK OF SMITH RIVER DAM","MT00009","72h","GPA",10000,2.2293,116.62
"NORTH FORK OF SMITH RIVER DAM","MT00009","72h","PE3",10000,3.2989,172.57
"NORTH FORK OF SMITH RIVER DAM","MT00009","72h","GNO",10000,3.6978,193.44
"NORTH FORK OF SMITH RIVER DAM","MT00009","72h","GEV",10000,3.7853,198.02
"NORTH FORK OF SMITH RIVER DAM","MT00009","72h","GLO",10000,5.5991,292.9
"SCS-COBB CREEK SITE-001","OK20570","24h","GPA",10000,2.4302,207.91
"SCS-COBB CREEK SITE-001","OK20570","24h","PE3",10000,3.523,301.39
"SCS-COBB CREEK SITE-001","OK20570","24h","GNO",10000,4.0528,346.72
"SCS-COBB CREEK SITE-001","OK20570","24h","GEV",10000,4.2815,366.29
"SCS-COBB CREEK SITE-001","OK20570","24h","GLO",10000,6.3185,540.55
"SCS-COBB CREEK SITE-001","OK20570","72h","GPA",10000,2.4296,250.66
"SCS-COBB CREEK SITE-001","OK20570","72h","PE3",10000,3.4957,360.65
"SCS-COBB CREEK SITE-001","OK20570","72h","GNO",10000,4.0356,416.35
"SCS-COBB CREEK SITE-001","OK20570","72h","GEV",10000,4.2852,442.1
"SCS-COBB CREEK SITE-001","OK20570","72h","GLO",10000,6.3075,650.74
"LACKAWANNA","PA00913","24h","GPA",10000,3.0295,220.4
"LACKAWANNA","PA00913","24h","PE3",10000,3.8298,278.63
"LACKAWANNA","PA00913","24h","GNO",10000,4.8137,350.21
"LACKAWANNA","PA00913","24h","GEV",10000,5.6812,413.32
"LACKAWANNA","PA00913","24h","GLO",10000,8.1053,589.68
"LACKAWANNA","PA00913","72h","GPA",10000,2.6275,242.47
"LACKAWANNA","PA00913","72h","PE3",10000,3.578,330.18
"LACKAWANNA","PA00913","72h","GNO",10000,4.2847,395.4
"LACKAWANNA","PA00913","72h","GEV",10000,4.7691,440.09
"LACKAWANNA","PA00913","72h","GLO",10000,6.9189,638.48
"LONG DRAW","CO00140","24h","GPA",10000,2.5202,98.94
"LONG DRAW","CO00140","24h","PE3",10000,3.5485,139.31
"LONG DRAW","CO00140","24h","GNO",10000,4.162,163.39
"LONG DRAW","CO00140","24h","GEV",10000,4.5099,177.05
"LONG DRAW","CO00140","24h","GLO",10000,6.602,259.19
"LONG DRAW","CO00140","72h","GPA",10000,3.1348,176.88
"LONG DRAW","CO00140","72h","PE3",10000,4.0871,230.61
"LONG DRAW","CO00140","72h","GNO",10000,5.096,287.54
"LONG DRAW","CO00140","72h","GEV",10000,5.9361,334.95
"LONG DRAW","CO00140","72h","GLO",10000,8.5631,483.17
"PETROLIA","MT00008","24h","GPA",10000,2.7063,108.87
"PETROLIA","MT00008","24h","PE3",10000,3.8791,156.05
"PETROLIA","MT00008","24h","GNO",10000,4.5611,183.48
"PETROLIA","MT00008","24h","GEV",10000,4.9373,198.62
"PETROLIA","MT00008","24h","GLO",10000,7.2962,293.52
"PETROLIA","MT00008","72h","GPA",10000,2.4404,126.54
"PETROLIA","MT00008","72h","PE3",10000,3.6554,189.54
"PETROLIA","MT00008","72h","GNO",10000,4.1403,214.69
"PETROLIA","MT00008","72h","GEV",10000,4.2757,221.71
"PETROLIA","MT00008","72h","GLO",10000,6.3836,331.01
"LAKE OF THE WOODS DAM","VA13701","24h","GPA",10000,3.1928,271.63
"LAKE OF THE WOODS DAM","VA13701","24h","PE3",10000,4.0017,340.45
"LAKE OF THE WOODS DAM","VA13701","24h","GNO",10000,5.077,431.92
"LAKE OF THE WOODS DAM","VA13701","24h","GEV",10000,6.05,514.71
"LAKE OF THE WOODS DAM","VA13701","24h","GLO",10000,8.6293,734.14
"LAKE OF THE WOODS DAM","VA13701","72h","GPA",10000,2.7589,282.89
"LAKE OF THE WOODS DAM","VA13701","72h","PE3",10000,3.7642,385.97
"LAKE OF THE WOODS DAM","VA13701","72h","GNO",10000,4.5348,464.98
"LAKE OF THE WOODS DAM","VA13701","72h","GEV",10000,5.074,520.27
"LAKE OF THE WOODS DAM","VA13701","72h","GLO",10000,7.3837,757.1
"BEAR CREEK DAM","MO10977","24h","GPA",10000,2.2072,177.82
"BEAR CREEK DAM","MO10977","24h","PE3",10000,3.2417,261.16
"BEAR CREEK DAM","MO10977","24h","GNO",10000,3.6407,293.3
"BEAR CREEK DAM","MO10977","24h","GEV",10000,3.7403,301.33
"BEAR CREEK DAM","MO10977","24h","GLO",10000,5.5144,444.25
"BEAR CREEK DAM","MO10977","72h","GPA",10000,2.1315,209.38
"BEAR CREEK DAM","MO10977","72h","PE3",10000,3.1641,310.81
"BEAR CREEK DAM","MO10977","72h","GNO",10000,3.508,344.6
"BEAR CREEK DAM","MO10977","72h","GEV",10000,3.5461,348.34
"BEAR CREEK DAM","MO10977","72h","GLO",10000,5.236,514.33
"BUCKEYE CREEK DAM","KY83518","24h","GPA",10000,2.1834,154.84
"BUCKEYE CREEK DAM","KY83518","24h","PE3",10000,3.0324,215.05
"BUCKEYE CREEK DAM","KY83518","24h","GNO",10000,3.4922,247.66
"BUCKEYE CREEK DAM","KY83518","24h","GEV",10000,3.7255,264.2
"BUCKEYE CREEK DAM","KY83518","24h","GLO",10000,5.3814,381.63
"BUCKEYE CREEK DAM","KY83518","72h","GPA",10000,1.9321,179.52
"BUCKEYE CREEK DAM","KY83518","72h","PE3",10000,2.8093,261.03
"BUCKEYE CREEK DAM","KY83518","72h","GNO",10000,3.0791,286.1
"BUCKEYE CREEK DAM","KY83518","72h","GEV",10000,3.0865,286.78
"BUCKEYE CREEK DAM","KY83518","72h","GLO",10000,4.4889,417.09
"CHAMBERS CREEK WS SCS SITE 42 DAM","TX03612","24h","GPA",10000,2.7265,264.32
"CHAMBERS CREEK WS SCS SITE 42 DAM","TX03612","24h","PE3",10000,3.8159,369.94
"CHAMBERS CREEK WS SCS SITE 42 DAM","TX03612","24h","GNO",10000,4.5396,440.09
"CHAMBERS CREEK WS SCS SITE 42 DAM","TX03612","24h","GEV",10000,4.9938,484.13
"CHAMBERS CREEK WS SCS SITE 42 DAM","TX03612","24h","GLO",10000,7.324,710.03
"CHAMBERS CREEK WS SCS SITE 42 DAM","TX03612","72h","GPA",10000,2.6068,312.16
"CHAMBERS CREEK WS SCS SITE 42 DAM","TX03612","72h","PE3",10000,3.7388,447.72
"CHAMBERS CREEK WS SCS SITE 42 DAM","TX03612","72h","GNO",10000,4.3708,523.41
"CHAMBERS CREEK WS SCS SITE 42 DAM","TX03612","72h","GEV",10000,4.7036,563.26
"CHAMBERS CREEK WS SCS SITE 42 DAM","TX03612","72h","GLO",10000,6.9404,831.13
"CHOCCOLOCCO CREEK W/S DAM SITE 6","AL01517","24h","GPA",10000,2.1302,208.61
"CHOCCOLOCCO CREEK W/S DAM SITE 6","AL01517","24h","PE3",10000,3.0978,303.36
"CHOCCOLOCCO CREEK W/S DAM SITE 6","AL01517","24h","GNO",10000,3.4718,339.99
"CHOCCOLOCCO CREEK W/S DAM SITE 6","AL01517","24h","GEV",10000,3.5659,349.21
"CHOCCOLOCCO CREEK W/S DAM SITE 6","AL01517","24h","GLO",10000,5.2263,511.81
"CHOCCOLOCCO CREEK W/S DAM SITE 6","AL01517","72h","GPA",10000,2.0529,251.38
"CHOCCOLOCCO CREEK W/S DAM SITE 6","AL01517","72h","PE3",10000,2.996,366.87
"CHOCCOLOCCO CREEK W/S DAM SITE 6","AL01517","72h","GNO",10000,3.3248,407.13
"CHOCCOLOCCO CREEK W/S DAM SITE 6","AL01517","72h","GEV",10000,3.376,413.41
"CHOCCOLOCCO CREEK W/S DAM SITE 6","AL01517","72h","GLO",10000,4.9412,605.07
"CLEAR SPRINGS CS-8","FL00652","24h","GPA",10000,3.4107,370.14
"CLEAR SPRINGS CS-8","FL00652","24h","PE3",10000,4.13,448.2
"CLEAR SPRINGS CS-8","FL00652","24h","GNO",10000,5.3458,580.14
"CLEAR SPRINGS CS-8","FL00652","24h","GEV",10000,6.521,707.68
"CLEAR SPRINGS CS-8","FL00652","24h","GLO",10000,9.2317,1001.86
"CLEAR SPRINGS CS-8","FL00652","72h","GPA",10000,3.1009,427.6
"CLEAR SPRINGS CS-8","FL00652","72h","PE3",10000,3.9177,540.23
"CLEAR SPRINGS CS-8","FL00652","72h","GNO",10000,4.9387,681.03
"CLEAR SPRINGS CS-8","FL00652","72h","GEV",10000,5.8443,805.9
"CLEAR SPRINGS CS-8","FL00652","72h","GLO",10000,8.3454,1150.79
"NORTH STREET DAM","ME00115","24h","GPA",10000,2.2616,164.84
"NORTH STREET DAM","ME00115","24h","PE3",10000,3.2219,234.84
"NORTH STREET DAM","ME00115","24h","GNO",10000,3.6908,269.01
"NORTH STREET DAM","ME00115","24h","GEV",10000,3.8955,283.93
"NORTH STREET DAM","ME00115","24h","GLO",10000,5.6904,414.76
"NORTH STREET DAM","ME00115","72h","GPA",10000,2.1107,185.11
"NORTH STREET DAM","ME00115","72h","PE3",10000,3.0771,269.86
"NORTH STREET DAM","ME00115","72h","GNO",10000,3.4375,301.46
"NORTH STREET DAM","ME00115","72h","GEV",10000,3.5166,308.4
"NORTH STREET DAM","ME00115","72h","GLO",10000,5.1553,452.12
"WILLOW CREEK","OR00746","24h","GPA",10000,2.6008,71.54
"WILLOW CREEK","OR00746","24h","PE3",10000,3.5337,97.2
"WILLOW CREEK","OR00746","24h","GNO",10000,4.2295,116.34
"WILLOW CREEK","OR00746","24h","GEV",10000,4.7073,129.48
"WILLOW CREEK","OR00746","24h","GLO",10000,6.8206,187.61
"WILLOW CREEK","OR00746","72h","GPA",10000,2.2744,82.88
"WILLOW CREEK","OR00746","72h","PE3",10000,3.2349,117.88
"WILLOW CREEK","OR00746","72h","GNO",10000,3.7122,135.27
"WILLOW CREEK","OR00746","72h","GEV",10000,3.9267,143.09
"WILLOW CREEK","OR00746","72h","GLO",10000,5.7348,208.98
"SPECTACLE LAKE DIKE","WA00272","24h","GPA",10000,2.184,70.96
"SPECTACLE LAKE DIKE","WA00272","24h","PE3",10000,3.2153,104.47
"SPECTACLE LAKE DIKE","WA00272","24h","GNO",10000,3.5989,116.93
"SPECTACLE LAKE DIKE","WA00272","24h","GEV",10000,3.6821,119.64
"SPECTACLE LAKE DIKE","WA00272","24h","GLO",10000,5.4295,176.41
"SPECTACLE LAKE DIKE","WA00272","72h","GPA",10000,2.1874,94.5
"SPECTACLE LAKE DIKE","WA00272","72h","PE3",10000,3.1857,137.62
"SPECTACLE LAKE DIKE","WA00272","72h","GNO",10000,3.5869,154.96
"SPECTACLE LAKE DIKE","WA00272","72h","GEV",10000,3.7014,159.9
"SPECTACLE LAKE DIKE","WA00272","72h","GLO",10000,5.4375,234.9
"SMITH","CO00792","24h","GPA",10000,2.3285,87.65
"SMITH","CO00792","24h","PE3",10000,3.4467,129.74
"SMITH","CO00792","24h","GNO",10000,3.895,146.62
"SMITH","CO00792","24h","GEV",10000,4.022,151.4
"SMITH","CO00792","24h","GLO",10000,5.965,224.54
"SMITH","CO00792","72h","GPA",10000,2.1189,106.6
"SMITH","CO00792","72h","PE3",10000,3.2303,162.51
"SMITH","CO00792","72h","GEV",10000,3.4765,174.9
"SMITH","CO00792","72h","GNO",10000,3.5226,177.22
"SMITH","CO00792","72h","GLO",10000,5.1804,260.62
"LA JARA - DAM NO. 2","CO02873","24h","GPA",10000,1.9929,74.72
"LA JARA - DAM NO. 2","CO02873","24h","PE3",10000,3.0247,113.41
"LA JARA - DAM NO. 2","CO02873","24h","GEV",10000,3.1711,118.9
"LA JARA - DAM NO. 2","CO02873","24h","GNO",10000,3.2573,122.13
"LA JARA - DAM NO. 2","CO02873","24h","GLO",10000,4.6962,176.08
"LA JARA - DAM NO. 2","CO02873","72h","GPA",10000,1.8239,97.96
"LA JARA - DAM NO. 2","CO02873","72h","GEV",10000,2.7202,146.1
"LA JARA - DAM NO. 2","CO02873","72h","PE3",10000,2.7785,149.24
"LA JARA - DAM NO. 2","CO02873","72h","GNO",10000,2.9023,155.88
"LA JARA - DAM NO. 2","CO02873","72h","GLO",10000,3.9982,214.74
"LA JARA - DAM NO. 1","CO00814","24h","GPA",10000,1.9929,74.72
"LA JARA - DAM NO. 1","CO00814","24h","PE3",10000,3.0247,113.41
"LA JARA - DAM NO. 1","CO00814","24h","GEV",10000,3.1711,118.9
"LA JARA - DAM NO. 1","CO00814","24h","GNO",10000,3.2573,122.13
"LA JARA - DAM NO. 1","CO00814","24h","GLO",10000,4.6962,176.08
"LA JARA - DAM NO. 1","CO00814","72h","GPA",10000,1.8239,97.96
