"site","duration","return_period_yr","AEP","depth_mm","depth_lo_mm","depth_hi_mm","rel_rmse"
"MARKLAND LOCKS & DAM","24h",25,0.04,79.59,77.24,81.42,0.017
"MARKLAND LOCKS & DAM","24h",50,0.02,87.62,83.99,90.42,0.023
"MARKLAND LOCKS & DAM","24h",100,0.01,95.66,90.65,99.6,0.029
"MARKLAND LOCKS & DAM","24h",200,0.005,103.77,97.18,108.91,0.035
"MARKLAND LOCKS & DAM","24h",500,0.002,114.66,105.76,121.64,0.043
"MARKLAND LOCKS & DAM","24h",1000,0.001,123.07,112.38,131.63,0.049
"MARKLAND LOCKS & DAM","24h",2000,5e-04,131.65,118.9,141.83,0.055
"MARKLAND LOCKS & DAM","24h",5000,2e-04,143.27,127.69,155.82,0.062
"MARKLAND LOCKS & DAM","24h",10000,1e-04,152.3,134.29,166.76,0.068
"MARKLAND LOCKS & DAM","72h",2,0.5,52.93,52.49,53.5,0.006
"MARKLAND LOCKS & DAM","72h",5,0.2,66.91,66.44,67.37,0.004
"MARKLAND LOCKS & DAM","72h",10,0.1,75.67,74.51,76.61,0.009
"MARKLAND LOCKS & DAM","72h",25,0.04,86.17,83.93,88.02,0.015
"MARKLAND LOCKS & DAM","72h",50,0.02,93.61,90.48,96.16,0.019
"MARKLAND LOCKS & DAM","72h",100,0.01,100.75,96.7,104.09,0.023
"MARKLAND LOCKS & DAM","72h",200,0.005,107.66,102.66,111.82,0.026
"MARKLAND LOCKS & DAM","72h",500,0.002,116.52,110.22,121.76,0.031
"MARKLAND LOCKS & DAM","72h",1000,0.001,123.07,115.82,129.14,0.034
"MARKLAND LOCKS & DAM","72h",2000,5e-04,129.5,121.26,136.39,0.036
"MARKLAND LOCKS & DAM","72h",5000,2e-04,137.85,128.21,145.81,0.04
"MARKLAND LOCKS & DAM","72h",10000,1e-04,144.07,133.33,152.85,0.042
"BLUESTONE DAM","24h",2,0.5,64.87,64.53,65.48,0.005
"BLUESTONE DAM","24h",5,0.2,81.9,81.64,82.32,0.003
"BLUESTONE DAM","24h",10,0.1,94.24,93.34,95,0.005
"BLUESTONE DAM","24h",25,0.04,112.06,109.64,113.79,0.012
"BLUESTONE DAM","24h",50,0.02,127.37,123.27,130.17,0.017
"BLUESTONE DAM","24h",100,0.01,144.72,138.47,148.96,0.024
"BLUESTONE DAM","24h",200,0.005,164.49,155.42,170.27,0.03
"BLUESTONE DAM","24h",500,0.002,195.04,180.83,203.97,0.04
"BLUESTONE DAM","24h",1000,0.001,222.06,202.78,233.83,0.047
"BLUESTONE DAM","24h",2000,5e-04,253.01,227.7,268.82,0.055
"BLUESTONE DAM","24h",5000,2e-04,300.98,265.54,323.29,0.066
"BLUESTONE DAM","24h",10000,1e-04,343.47,298.05,372.55,0.074
"BLUESTONE DAM","72h",2,0.5,81.53,81.19,82.05,0.003
"BLUESTONE DAM","72h",5,0.2,104,103.62,104.44,0.002
"BLUESTONE DAM","72h",10,0.1,119.06,118.13,119.8,0.004
"BLUESTONE DAM","72h",25,0.04,138.31,136.09,139.89,0.009
"BLUESTONE DAM","72h",50,0.02,152.74,149.21,155.2,0.013
"BLUESTONE DAM","72h",100,0.01,167.19,162.03,170.91,0.017
"BLUESTONE DAM","72h",200,0.005,181.72,174.64,187,0.021
"BLUESTONE DAM","72h",500,0.002,201.1,190.93,208.33,0.027
"BLUESTONE DAM","72h",1000,0.001,215.9,203.16,224.97,0.032
"BLUESTONE DAM","72h",2000,5e-04,230.83,215.51,242.02,0.037
"BLUESTONE DAM","72h",5000,2e-04,250.77,231.28,265.44,0.043
"BLUESTONE DAM","72h",10000,1e-04,266.01,242.91,283.43,0.048
"KEYHOLE","24h",2,0.5,42.61,42.34,43.08,0.006
"KEYHOLE","24h",5,0.2,59.2,58.93,59.49,0.003
"KEYHOLE","24h",10,0.1,70.39,69.59,70.98,0.006
"KEYHOLE","24h",25,0.04,84.74,82.84,85.97,0.012
"KEYHOLE","24h",50,0.02,95.57,92.65,97.42,0.016
"KEYHOLE","24h",100,0.01,106.51,102.54,109.12,0.02
"KEYHOLE","24h",200,0.005,117.64,112.48,121.15,0.024
"KEYHOLE","24h",500,0.002,132.72,125.67,137.42,0.028
"KEYHOLE","24h",1000,0.001,144.46,135.75,150.19,0.032
"KEYHOLE","24h",2000,5e-04,156.51,145.99,163.32,0.035
"KEYHOLE","24h",5000,2e-04,172.95,159.84,181.36,0.04
"KEYHOLE","24h",10000,1e-04,185.81,170.64,195.59,0.043
"KEYHOLE","72h",2,0.5,53.24,52.89,53.75,0.005
"KEYHOLE","72h",5,0.2,73.51,73.15,73.89,0.003
"KEYHOLE","72h",10,0.1,87.18,86.35,87.85,0.006
"KEYHOLE","72h",25,0.04,104.74,102.69,106.39,0.011
"KEYHOLE","72h",50,0.02,117.99,114.69,120.59,0.016
"KEYHOLE","72h",100,0.01,131.32,126.39,135.08,0.021
"KEYHOLE","72h",200,0.005,144.78,137.87,150,0.027
"KEYHOLE","72h",500,0.002,162.83,152.99,170.15,0.034
"KEYHOLE","72h",1000,0.001,176.69,164.08,186.07,0.04
"KEYHOLE","72h",2000,5e-04,190.74,175.07,202.27,0.045
"KEYHOLE","72h",5000,2e-04,209.6,189.67,224.71,0.053
"KEYHOLE","72h",10000,1e-04,224.1,200.76,242.34,0.059
"JOHN REDMOND LAKE","24h",2,0.5,47.4,46.99,47.99,0.007
"JOHN REDMOND LAKE","24h",5,0.2,60.29,59.87,60.76,0.005
"JOHN REDMOND LAKE","24h",10,0.1,68.81,67.71,69.68,0.009
"JOHN REDMOND LAKE","24h",25,0.04,79.59,77.24,81.42,0.017
"JOHN REDMOND LAKE","24h",50,0.02,87.62,83.99,90.42,0.023
"JOHN REDMOND LAKE","24h",100,0.01,95.66,90.65,99.6,0.029
"JOHN REDMOND LAKE","24h",200,0.005,103.77,97.18,108.91,0.035
"JOHN REDMOND LAKE","24h",500,0.002,114.66,105.76,121.64,0.043
"JOHN REDMOND LAKE","24h",1000,0.001,123.07,112.38,131.63,0.049
"JOHN REDMOND LAKE","24h",2000,5e-04,131.65,118.9,141.83,0.055
"JOHN REDMOND LAKE","24h",5000,2e-04,143.27,127.69,155.82,0.062
"JOHN REDMOND LAKE","24h",10000,1e-04,152.3,134.29,166.76,0.068
"JOHN REDMOND LAKE","72h",2,0.5,52.93,52.49,53.5,0.006
"JOHN REDMOND LAKE","72h",5,0.2,66.91,66.44,67.37,0.004
"JOHN REDMOND LAKE","72h",10,0.1,75.67,74.51,76.61,0.009
"JOHN REDMOND LAKE","72h",25,0.04,86.17,83.93,88.02,0.015
"JOHN REDMOND LAKE","72h",50,0.02,93.61,90.48,96.16,0.019
"JOHN REDMOND LAKE","72h",100,0.01,100.75,96.7,104.09,0.023
"JOHN REDMOND LAKE","72h",200,0.005,107.66,102.66,111.82,0.026
"JOHN REDMOND LAKE","72h",500,0.002,116.52,110.22,121.76,0.031
"JOHN REDMOND LAKE","72h",1000,0.001,123.07,115.82,129.14,0.034
"JOHN REDMOND LAKE","72h",2000,5e-04,129.5,121.26,136.39,0.036
"JOHN REDMOND LAKE","72h",5000,2e-04,137.85,128.21,145.81,0.04
"JOHN REDMOND LAKE","72h",10000,1e-04,144.07,133.33,152.85,0.042
"OPTIMA LAKE","24h",2,0.5,57.87,57.56,58.34,0.005
"OPTIMA LAKE","24h",5,0.2,79.63,79.32,80.01,0.003
"OPTIMA LAKE","24h",10,0.1,94.93,94.15,95.51,0.005
"OPTIMA LAKE","24h",25,0.04,115.33,113.3,116.83,0.01
"OPTIMA LAKE","24h",50,0.02,131.29,127.91,133.76,0.014
"OPTIMA LAKE","24h",100,0.01,147.84,142.77,151.37,0.019
"OPTIMA LAKE","24h",200,0.005,165.09,157.74,170.04,0.024
"OPTIMA LAKE","24h",500,0.002,189.03,178.51,196.25,0.031
"OPTIMA LAKE","24h",1000,0.001,208.09,194.61,217.47,0.037
"OPTIMA LAKE","24h",2000,5e-04,227.99,211.01,239.89,0.042
"OPTIMA LAKE","24h",5000,2e-04,255.68,233.32,271.54,0.05
"OPTIMA LAKE","24h",10000,1e-04,277.72,250.43,296.92,0.056
"OPTIMA LAKE","72h",2,0.5,70.21,69.84,70.72,0.004
"OPTIMA LAKE","72h",5,0.2,96.19,95.8,96.62,0.003
"OPTIMA LAKE","72h",10,0.1,113.76,112.78,114.46,0.004
"OPTIMA LAKE","72h",25,0.04,136.4,134.18,138.03,0.009
"OPTIMA LAKE","72h",50,0.02,153.52,149.98,156.28,0.013
"OPTIMA LAKE","72h",100,0.01,170.78,165.77,174.86,0.017
"OPTIMA LAKE","72h",200,0.005,188.26,181.25,193.86,0.021
"OPTIMA LAKE","72h",500,0.002,211.75,201.72,219.82,0.027
"OPTIMA LAKE","72h",1000,0.001,229.84,216.96,239.91,0.032
"OPTIMA LAKE","72h",2000,5e-04,248.2,232.27,260.76,0.036
"OPTIMA LAKE","72h",5000,2e-04,272.93,252.47,289.21,0.043
"OPTIMA LAKE","72h",10000,1e-04,291.98,267.76,311.62,0.047
"CPT. ANTHONY MELDAHL L&D","24h",2,0.5,47.4,46.99,47.99,0.007
"CPT. ANTHONY MELDAHL L&D","24h",5,0.2,60.29,59.87,60.76,0.005
"CPT. ANTHONY MELDAHL L&D","24h",10,0.1,68.81,67.71,69.68,0.009
"CPT. ANTHONY MELDAHL L&D","24h",25,0.04,79.59,77.24,81.42,0.017
"CPT. ANTHONY MELDAHL L&D","24h",50,0.02,87.62,83.99,90.42,0.023
"CPT. ANTHONY MELDAHL L&D","24h",100,0.01,95.66,90.65,99.6,0.029
"CPT. ANTHONY MELDAHL L&D","24h",200,0.005,103.77,97.18,108.91,0.035
"CPT. ANTHONY MELDAHL L&D","24h",500,0.002,114.66,105.76,121.64,0.043
"CPT. ANTHONY MELDAHL L&D","24h",1000,0.001,123.07,112.38,131.63,0.049
"CPT. ANTHONY MELDAHL L&D","24h",2000,5e-04,131.65,118.9,141.83,0.055
"CPT. ANTHONY MELDAHL L&D","24h",5000,2e-04,143.27,127.69,155.82,0.062
"CPT. ANTHONY MELDAHL L&D","24h",10000,1e-04,152.3,134.29,166.76,0.068
"CPT. ANTHONY MELDAHL L&D","72h",2,0.5,52.93,52.49,53.5,0.006
"CPT. ANTHONY MELDAHL L&D","72h",5,0.2,66.91,66.44,67.37,0.004
"CPT. ANTHONY MELDAHL L&D","72h",10,0.1,75.67,74.51,76.61,0.009
"CPT. ANTHONY MELDAHL L&D","72h",25,0.04,86.17,83.93,88.02,0.015
"CPT. ANTHONY MELDAHL L&D","72h",50,0.02,93.61,90.48,96.16,0.019
"CPT. ANTHONY MELDAHL L&D","72h",100,0.01,100.75,96.7,104.09,0.023
"CPT. ANTHONY MELDAHL L&D","72h",200,0.005,107.66,102.66,111.82,0.026
"CPT. ANTHONY MELDAHL L&D","72h",500,0.002,116.52,110.22,121.76,0.031
"CPT. ANTHONY MELDAHL L&D","72h",1000,0.001,123.07,115.82,129.14,0.034
"CPT. ANTHONY MELDAHL L&D","72h",2000,5e-04,129.5,121.26,136.39,0.036
"CPT. ANTHONY MELDAHL L&D","72h",5000,2e-04,137.85,128.21,145.81,0.04
"CPT. ANTHONY MELDAHL L&D","72h",10000,1e-04,144.07,133.33,152.85,0.042
"NOLIN LAKE DAM","24h",2,0.5,47.4,46.99,47.99,0.007
"NOLIN LAKE DAM","24h",5,0.2,60.29,59.87,60.76,0.005
"NOLIN LAKE DAM","24h",10,0.1,68.81,67.71,69.68,0.009
"NOLIN LAKE DAM","24h",25,0.04,79.59,77.24,81.42,0.017
"NOLIN LAKE DAM","24h",50,0.02,87.62,83.99,90.42,0.023
"NOLIN LAKE DAM","24h",100,0.01,95.66,90.65,99.6,0.029
"NOLIN LAKE DAM","24h",200,0.005,103.77,97.18,108.91,0.035
"NOLIN LAKE DAM","24h",500,0.002,114.66,105.76,121.64,0.043
"NOLIN LAKE DAM","24h",1000,0.001,123.07,112.38,131.63,0.049
"NOLIN LAKE DAM","24h",2000,5e-04,131.65,118.9,141.83,0.055
"NOLIN LAKE DAM","24h",5000,2e-04,143.27,127.69,155.82,0.062
"NOLIN LAKE DAM","24h",10000,1e-04,152.3,134.29,166.76,0.068
"NOLIN LAKE DAM","72h",2,0.5,52.93,52.49,53.5,0.006
"NOLIN LAKE DAM","72h",5,0.2,66.91,66.44,67.37,0.004
"NOLIN LAKE DAM","72h",10,0.1,75.67,74.51,76.61,0.009
"NOLIN LAKE DAM","72h",25,0.04,86.17,83.93,88.02,0.015
"NOLIN LAKE DAM","72h",50,0.02,93.61,90.48,96.16,0.019
"NOLIN LAKE DAM","72h",100,0.01,100.75,96.7,104.09,0.023
"NOLIN LAKE DAM","72h",200,0.005,107.66,102.66,111.82,0.026
"NOLIN LAKE DAM","72h",500,0.002,116.52,110.22,121.76,0.031
"NOLIN LAKE DAM","72h",1000,0.001,123.07,115.82,129.14,0.034
"NOLIN LAKE DAM","72h",2000,5e-04,129.5,121.26,136.39,0.036
"NOLIN LAKE DAM","72h",5000,2e-04,137.85,128.21,145.81,0.04
"NOLIN LAKE DAM","72h",10000,1e-04,144.07,133.33,152.85,0.042
"JOHN MARTIN DAM & RESERVOIR","24h",2,0.5,45.66,45.29,46.31,0.008
"JOHN MARTIN DAM & RESERVOIR","24h",5,0.2,62.12,61.88,62.51,0.003
"JOHN MARTIN DAM & RESERVOIR","24h",10,0.1,74.25,73.31,74.98,0.007
"JOHN MARTIN DAM & RESERVOIR","24h",25,0.04,91.99,89.33,93.58,0.015
"JOHN MARTIN DAM & RESERVOIR","24h",50,0.02,107.43,102.9,110.11,0.022
"JOHN MARTIN DAM & RESERVOIR","24h",100,0.01,125.1,118.13,129.25,0.03
"JOHN MARTIN DAM & RESERVOIR","24h",200,0.005,145.45,135.36,151.54,0.038
"JOHN MARTIN DAM & RESERVOIR","24h",500,0.002,177.27,161.7,186.99,0.049
"JOHN MARTIN DAM & RESERVOIR","24h",1000,0.001,205.76,184.6,218.89,0.057
"JOHN MARTIN DAM & RESERVOIR","24h",2000,5e-04,238.73,210.29,256.64,0.066
"JOHN MARTIN DAM & RESERVOIR","24h",5000,2e-04,290.44,249.6,316.79,0.078
"JOHN MARTIN DAM & RESERVOIR","24h",10000,1e-04,336.79,284.34,371.39,0.088
"JOHN MARTIN DAM & RESERVOIR","72h",2,0.5,53.03,52.66,53.61,0.006
"JOHN MARTIN DAM & RESERVOIR","72h",5,0.2,73.68,73.3,74.15,0.003
"JOHN MARTIN DAM & RESERVOIR","72h",10,0.1,87.77,86.77,88.5,0.006
"JOHN MARTIN DAM & RESERVOIR","72h",25,0.04,106.07,103.64,107.67,0.012
"JOHN MARTIN DAM & RESERVOIR","72h",50,0.02,120.01,116.08,122.66,0.018
"JOHN MARTIN DAM & RESERVOIR","72h",100,0.01,134.15,128.35,138.09,0.024
"JOHN MARTIN DAM & RESERVOIR","72h",200,0.005,148.57,140.57,154.22,0.03
"JOHN MARTIN DAM & RESERVOIR","72h",500,0.002,168.08,156.62,176.05,0.038
"JOHN MARTIN DAM & RESERVOIR","72h",1000,0.001,183.21,168.53,193.4,0.044
"JOHN MARTIN DAM & RESERVOIR","72h",2000,5e-04,198.67,180.47,211.48,0.05
"JOHN MARTIN DAM & RESERVOIR","72h",5000,2e-04,219.64,196.17,236.6,0.059
"JOHN MARTIN DAM & RESERVOIR","72h",10000,1e-04,235.92,208,255.96,0.066
"REND LAKE DAM","24h",2,0.5,47.4,46.99,47.99,0.007
"REND LAKE DAM","24h",5,0.2,60.29,59.87,60.76,0.005
"REND LAKE DAM","24h",10,0.1,68.81,67.71,69.68,0.009
"REND LAKE DAM","24h",25,0.04,79.59,77.24,81.42,0.017
"REND LAKE DAM","24h",50,0.02,87.62,83.99,90.42,0.023
"REND LAKE DAM","24h",100,0.01,95.66,90.65,99.6,0.029
"REND LAKE DAM","24h",200,0.005,103.77,97.18,108.91,0.035
"REND LAKE DAM","24h",500,0.002,114.66,105.76,121.64,0.043
"REND LAKE DAM","24h",1000,0.001,123.07,112.38,131.63,0.049
"REND LAKE DAM","24h",2000,5e-04,131.65,118.9,141.83,0.055
"REND LAKE DAM","24h",5000,2e-04,143.27,127.69,155.82,0.062
"REND LAKE DAM","24h",10000,1e-04,152.3,134.29,166.76,0.068
"REND LAKE DAM","72h",2,0.5,52.93,52.49,53.5,0.006
"REND LAKE DAM","72h",5,0.2,66.91,66.44,67.37,0.004
"REND LAKE DAM","72h",10,0.1,75.67,74.51,76.61,0.009
"REND LAKE DAM","72h",25,0.04,86.17,83.93,88.02,0.015
"REND LAKE DAM","72h",50,0.02,93.61,90.48,96.16,0.019
"REND LAKE DAM","72h",100,0.01,100.75,96.7,104.09,0.023
"REND LAKE DAM","72h",200,0.005,107.66,102.66,111.82,0.026
"REND LAKE DAM","72h",500,0.002,116.52,110.22,121.76,0.031
"REND LAKE DAM","72h",1000,0.001,123.07,115.82,129.14,0.034
"REND LAKE DAM","72h",2000,5e-04,129.5,121.26,136.39,0.036
"REND LAKE DAM","72h",5000,2e-04,137.85,128.21,145.81,0.04
"REND LAKE DAM","72h",10000,1e-04,144.07,133.33,152.85,0.042
"WEST POINT","24h",2,0.5,47.4,46.99,47.99,0.007
"WEST POINT","24h",5,0.2,60.29,59.87,60.76,0.005
"WEST POINT","24h",10,0.1,68.81,67.71,69.68,0.009
"WEST POINT","24h",25,0.04,79.59,77.24,81.42,0.017
"WEST POINT","24h",50,0.02,87.62,83.99,90.42,0.023
"WEST POINT","24h",100,0.01,95.66,90.65,99.6,0.029
"WEST POINT","24h",200,0.005,103.77,97.18,108.91,0.035
"WEST POINT","24h",500,0.002,114.66,105.76,121.64,0.043
"WEST POINT","24h",1000,0.001,123.07,112.38,131.63,0.049
"WEST POINT","24h",2000,5e-04,131.65,118.9,141.83,0.055
"WEST POINT","24h",5000,2e-04,143.27,127.69,155.82,0.062
"WEST POINT","24h",10000,1e-04,152.3,134.29,166.76,0.068
"WEST POINT","72h",2,0.5,52.93,52.49,53.5,0.006
"WEST POINT","72h",5,0.2,66.91,66.44,67.37,0.004
"WEST POINT","72h",10,0.1,75.67,74.51,76.61,0.009
"WEST POINT","72h",25,0.04,86.17,83.93,88.02,0.015
"WEST POINT","72h",50,0.02,93.61,90.48,96.16,0.019
"WEST POINT","72h",100,0.01,100.75,96.7,104.09,0.023
"WEST POINT","72h",200,0.005,107.66,102.66,111.82,0.026
"WEST POINT","72h",500,0.002,116.52,110.22,121.76,0.031
"WEST POINT","72h",1000,0.001,123.07,115.82,129.14,0.034
"WEST POINT","72h",2000,5e-04,129.5,121.26,136.39,0.036
"WEST POINT","72h",5000,2e-04,137.85,128.21,145.81,0.04
"WEST POINT","72h",10000,1e-04,144.07,133.33,152.85,0.042
"CLEAR LAKE DIKE 1","24h",2,0.5,42.9,42.65,43.42,0.006
"CLEAR LAKE DIKE 1","24h",5,0.2,55.94,55.75,56.27,0.003
"CLEAR LAKE DIKE 1","24h",10,0.1,65.46,64.77,65.99,0.006
"CLEAR LAKE DIKE 1","24h",25,0.04,79.29,77.32,80.47,0.013
"CLEAR LAKE DIKE 1","24h",50,0.02,91.25,87.85,93.02,0.02
"CLEAR LAKE DIKE 1","24h",100,0.01,104.87,99.6,107.52,0.027
"CLEAR LAKE DIKE 1","24h",200,0.005,120.47,112.71,124.35,0.035
"CLEAR LAKE DIKE 1","24h",500,0.002,144.71,132.57,150.94,0.045
"CLEAR LAKE DIKE 1","24h",1000,0.001,166.27,149.79,174.88,0.054
"CLEAR LAKE DIKE 1","24h",2000,5e-04,191.1,169.18,202.72,0.063
"CLEAR LAKE DIKE 1","24h",5000,2e-04,229.79,198.62,246.42,0.075
"CLEAR LAKE DIKE 1","24h",10000,1e-04,264.26,224.19,286.12,0.084
"CLEAR LAKE DIKE 1","72h",2,0.5,64.57,64.11,65.43,0.007
"CLEAR LAKE DIKE 1","72h",5,0.2,85.85,85.57,86.37,0.003
"CLEAR LAKE DIKE 1","72h",10,0.1,101.54,100.43,102.37,0.006
"CLEAR LAKE DIKE 1","72h",25,0.04,124.5,121.38,126.43,0.014
"CLEAR LAKE DIKE 1","72h",50,0.02,144.48,139.1,147.75,0.02
"CLEAR LAKE DIKE 1","72h",100,0.01,167.37,158.91,172.31,0.028
"CLEAR LAKE DIKE 1","72h",200,0.005,193.74,181.39,200.91,0.035
"CLEAR LAKE DIKE 1","72h",500,0.002,234.99,215.31,246.76,0.046
"CLEAR LAKE DIKE 1","72h",1000,0.001,271.93,244.54,288.15,0.055
"CLEAR LAKE DIKE 1","72h",2000,5e-04,314.71,277.52,336.44,0.064
"CLEAR LAKE DIKE 1","72h",5000,2e-04,381.81,327.73,412.99,0.076
"CLEAR LAKE DIKE 1","72h",10000,1e-04,441.99,372.51,482.36,0.085
"CHIEF JOSEPH DAM","24h",2,0.5,56.91,56.6,57.45,0.005
"CHIEF JOSEPH DAM","24h",5,0.2,75.9,75.58,76.31,0.003
"CHIEF JOSEPH DAM","24h",10,0.1,89.07,88.2,89.75,0.005
"CHIEF JOSEPH DAM","24h",25,0.04,106.41,104.16,107.87,0.012
"CHIEF JOSEPH DAM","24h",50,0.02,119.81,116.18,122.32,0.017
"CHIEF JOSEPH DAM","24h",100,0.01,133.57,128.16,137.18,0.023
"CHIEF JOSEPH DAM","24h",200,0.005,147.75,140.25,152.82,0.029
"CHIEF JOSEPH DAM","24h",500,0.002,167.22,156.25,174.28,0.037
"CHIEF JOSEPH DAM","24h",1000,0.001,182.53,168.35,191.49,0.044
"CHIEF JOSEPH DAM","24h",2000,5e-04,198.35,180.43,209.67,0.05
"CHIEF JOSEPH DAM","24h",5000,2e-04,220.11,196.63,235.17,0.059
"CHIEF JOSEPH DAM","24h",10000,1e-04,237.23,209.22,255.57,0.066
"CHIEF JOSEPH DAM","72h",2,0.5,84.89,84.45,85.55,0.004
"CHIEF JOSEPH DAM","72h",5,0.2,111.89,111.45,112.47,0.003
"CHIEF JOSEPH DAM","72h",10,0.1,130.24,129.08,131.12,0.005
"CHIEF JOSEPH DAM","72h",25,0.04,153.98,151.11,155.89,0.01
"CHIEF JOSEPH DAM","72h",50,0.02,171.99,167.32,175.13,0.015
"CHIEF JOSEPH DAM","72h",100,0.01,190.22,183.28,194.95,0.02
"CHIEF JOSEPH DAM","72h",200,0.005,208.74,199.33,215.48,0.025
"CHIEF JOSEPH DAM","72h",500,0.002,233.72,220.19,243.13,0.032
"CHIEF JOSEPH DAM","72h",1000,0.001,253.02,236.04,265.05,0.038
"CHIEF JOSEPH DAM","72h",2000,5e-04,272.69,251.86,287.7,0.043
"CHIEF JOSEPH DAM","72h",5000,2e-04,299.26,272.73,318.7,0.051
"CHIEF JOSEPH DAM","72h",10000,1e-04,319.82,288.49,342.99,0.057
"PROCTOR LAKE","24h",2,0.5,75.37,74.21,76.95,0.011
"PROCTOR LAKE","24h",5,0.2,106.96,105.88,107.93,0.006
"PROCTOR LAKE","24h",10,0.1,128.14,125.29,130.44,0.013
"PROCTOR LAKE","24h",25,0.04,154.48,148.58,159.21,0.022
"PROCTOR LAKE","24h",50,0.02,173.64,165.26,180.34,0.027
"PROCTOR LAKE","24h",100,0.01,192.35,181.49,201.01,0.032
"PROCTOR LAKE","24h",200,0.005,210.71,197.27,221.51,0.037
"PROCTOR LAKE","24h",500,0.002,234.57,217.6,248.1,0.042
"PROCTOR LAKE","24h",1000,0.001,252.38,232.72,268.27,0.045
"PROCTOR LAKE","24h",2000,5e-04,270.02,247.57,288.02,0.048
"PROCTOR LAKE","24h",5000,2e-04,293.12,267.09,313.92,0.052
"PROCTOR LAKE","24h",10000,1e-04,310.45,281.62,333.42,0.054
"PROCTOR LAKE","72h",2,0.5,94.75,93.4,96.72,0.011
"PROCTOR LAKE","72h",5,0.2,132.92,131.47,134.58,0.007
"PROCTOR LAKE","72h",10,0.1,159.31,156.14,161.89,0.012
"PROCTOR LAKE","72h",25,0.04,194,185.92,200.11,0.023
"PROCTOR LAKE","72h",50,0.02,220.74,207.62,231.11,0.033
"PROCTOR LAKE","72h",100,0.01,248.17,228.73,262.96,0.044
"PROCTOR LAKE","72h",200,0.005,276.39,249.64,297.36,0.055
"PROCTOR LAKE","72h",500,0.002,315.04,276.86,346,0.071
"PROCTOR LAKE","72h",1000,0.001,345.37,296.35,386.35,0.083
"PROCTOR LAKE","72h",2000,5e-04,376.68,316.11,428.61,0.095
"PROCTOR LAKE","72h",5000,2e-04,419.63,340.69,489.5,0.111
"PROCTOR LAKE","72h",10000,1e-04,453.36,359.12,539.27,0.124
"NEWBURGH LOCKS & DAM","24h",2,0.5,47.4,46.99,47.99,0.007
"NEWBURGH LOCKS & DAM","24h",5,0.2,60.29,59.87,60.76,0.005
"NEWBURGH LOCKS & DAM","24h",10,0.1,68.81,67.71,69.68,0.009
"NEWBURGH LOCKS & DAM","24h",25,0.04,79.59,77.24,81.42,0.017
"NEWBURGH LOCKS & DAM","24h",50,0.02,87.62,83.99,90.42,0.023
"NEWBURGH LOCKS & DAM","24h",100,0.01,95.66,90.65,99.6,0.029
"NEWBURGH LOCKS & DAM","24h",200,0.005,103.77,97.18,108.91,0.035
"NEWBURGH LOCKS & DAM","24h",500,0.002,114.66,105.76,121.64,0.043
"NEWBURGH LOCKS & DAM","24h",1000,0.001,123.07,112.38,131.63,0.049
"NEWBURGH LOCKS & DAM","24h",2000,5e-04,131.65,118.9,141.83,0.055
"NEWBURGH LOCKS & DAM","24h",5000,2e-04,143.27,127.69,155.82,0.062
"NEWBURGH LOCKS & DAM","24h",10000,1e-04,152.3,134.29,166.76,0.068
"NEWBURGH LOCKS & DAM","72h",2,0.5,52.93,52.49,53.5,0.006
"NEWBURGH LOCKS & DAM","72h",5,0.2,66.91,66.44,67.37,0.004
"NEWBURGH LOCKS & DAM","72h",10,0.1,75.67,74.51,76.61,0.009
"NEWBURGH LOCKS & DAM","72h",25,0.04,86.17,83.93,88.02,0.015
"NEWBURGH LOCKS & DAM","72h",50,0.02,93.61,90.48,96.16,0.019
"NEWBURGH LOCKS & DAM","72h",100,0.01,100.75,96.7,104.09,0.023
"NEWBURGH LOCKS & DAM","72h",200,0.005,107.66,102.66,111.82,0.026
"NEWBURGH LOCKS & DAM","72h",500,0.002,116.52,110.22,121.76,0.031
"NEWBURGH LOCKS & DAM","72h",1000,0.001,123.07,115.82,129.14,0.034
"NEWBURGH LOCKS & DAM","72h",2000,5e-04,129.5,121.26,136.39,0.036
"NEWBURGH LOCKS & DAM","72h",5000,2e-04,137.85,128.21,145.81,0.04
"NEWBURGH LOCKS & DAM","72h",10000,1e-04,144.07,133.33,152.85,0.042
"ROCKWALL-FORNEY DAM","24h",2,0.5,47.4,46.99,47.99,0.007
"ROCKWALL-FORNEY DAM","24h",5,0.2,60.29,59.87,60.76,0.005
"ROCKWALL-FORNEY DAM","24h",10,0.1,68.81,67.71,69.68,0.009
"ROCKWALL-FORNEY DAM","24h",25,0.04,79.59,77.24,81.42,0.017
"ROCKWALL-FORNEY DAM","24h",50,0.02,87.62,83.99,90.42,0.023
"ROCKWALL-FORNEY DAM","24h",100,0.01,95.66,90.65,99.6,0.029
"ROCKWALL-FORNEY DAM","24h",200,0.005,103.77,97.18,108.91,0.035
"ROCKWALL-FORNEY DAM","24h",500,0.002,114.66,105.76,121.64,0.043
"ROCKWALL-FORNEY DAM","24h",1000,0.001,123.07,112.38,131.63,0.049
"ROCKWALL-FORNEY DAM","24h",2000,5e-04,131.65,118.9,141.83,0.055
"ROCKWALL-FORNEY DAM","24h",5000,2e-04,143.27,127.69,155.82,0.062
"ROCKWALL-FORNEY DAM","24h",10000,1e-04,152.3,134.29,166.76,0.068
"ROCKWALL-FORNEY DAM","72h",2,0.5,52.93,52.49,53.5,0.006
