"site","site_id","duration","T","F","growth_factor"
"CITY OF CAPE GIRARDEAU DAM","MO40109","24h",10,0.9,1.46373677297526
"CITY OF CAPE GIRARDEAU DAM","MO40109","24h",25,0.96,1.74946686193885
"CITY OF CAPE GIRARDEAU DAM","MO40109","24h",50,0.98,1.96821994285299
"CITY OF CAPE GIRARDEAU DAM","MO40109","24h",100,0.99,2.19168592885946
"CITY OF CAPE GIRARDEAU DAM","MO40109","24h",200,0.995,2.42122718797938
"CITY OF CAPE GIRARDEAU DAM","MO40109","24h",500,0.998,2.73560107146989
"CITY OF CAPE GIRARDEAU DAM","MO40109","24h",1000,0.999,2.98261289915211
"CITY OF CAPE GIRARDEAU DAM","MO40109","24h",2000,0.9995,3.23819011840004
"CITY OF CAPE GIRARDEAU DAM","MO40109","24h",5000,0.9998,3.59002406062678
"CITY OF CAPE GIRARDEAU DAM","MO40109","24h",10000,0.9999,3.86731341698924
"CITY OF CAPE GIRARDEAU DAM","MO40109","72h",2,0.5,0.932370841198691
"CITY OF CAPE GIRARDEAU DAM","MO40109","72h",5,0.8,1.26154471684529
"CITY OF CAPE GIRARDEAU DAM","MO40109","72h",10,0.9,1.47607484628464
"CITY OF CAPE GIRARDEAU DAM","MO40109","72h",25,0.96,1.73895444103202
"CITY OF CAPE GIRARDEAU DAM","MO40109","72h",50,0.98,1.92812031710787
"CITY OF CAPE GIRARDEAU DAM","MO40109","72h",100,0.99,2.11156051857956
"CITY OF CAPE GIRARDEAU DAM","MO40109","72h",200,0.995,2.29066006242858
"CITY OF CAPE GIRARDEAU DAM","MO40109","72h",500,0.998,2.52228163109838
"CITY OF CAPE GIRARDEAU DAM","MO40109","72h",1000,0.999,2.69440556236252
"CITY OF CAPE GIRARDEAU DAM","MO40109","72h",2000,0.9995,2.86435789662141
"CITY OF CAPE GIRARDEAU DAM","MO40109","72h",5000,0.9998,3.0862396790835
"CITY OF CAPE GIRARDEAU DAM","MO40109","72h",10000,0.9999,3.25230140561071
"KINDERHOOK LAKE DAM","NY00887","24h",2,0.5,0.912943083478673
"KINDERHOOK LAKE DAM","NY00887","24h",5,0.8,1.23898439736903
"KINDERHOOK LAKE DAM","NY00887","24h",10,0.9,1.48124317133251
"KINDERHOOK LAKE DAM","NY00887","24h",25,0.96,1.82109617529095
"KINDERHOOK LAKE DAM","NY00887","24h",50,0.98,2.10008653095783
"KINDERHOOK LAKE DAM","NY00887","24h",100,0.99,2.40193178040826
"KINDERHOOK LAKE DAM","NY00887","24h",200,0.995,2.72957784538076
"KINDERHOOK LAKE DAM","NY00887","24h",500,0.998,3.20701999368674
"KINDERHOOK LAKE DAM","NY00887","24h",1000,0.999,3.60534024012367
"KINDERHOOK LAKE DAM","NY00887","24h",2000,0.9995,4.03895325204275
"KINDERHOOK LAKE DAM","NY00887","24h",5000,0.9998,4.67179773176208
"KINDERHOOK LAKE DAM","NY00887","24h",10000,0.9999,5.20014572552973
"KINDERHOOK LAKE DAM","NY00887","72h",2,0.5,0.909985103533169
"KINDERHOOK LAKE DAM","NY00887","72h",5,0.8,1.24768637011673
"KINDERHOOK LAKE DAM","NY00887","72h",10,0.9,1.49845191566421
"KINDERHOOK LAKE DAM","NY00887","72h",25,0.96,1.85003789677336
"KINDERHOOK LAKE DAM","NY00887","72h",50,0.98,2.1385013160791
"KINDERHOOK LAKE DAM","NY00887","72h",100,0.99,2.45044929596824
"KINDERHOOK LAKE DAM","NY00887","72h",200,0.995,2.78890370730119
"KINDERHOOK LAKE DAM","NY00887","72h",500,0.998,3.2818281721033
"KINDERHOOK LAKE DAM","NY00887","72h",1000,0.999,3.69284426352494
"KINDERHOOK LAKE DAM","NY00887","72h",2000,0.9995,4.14007034434384
"KINDERHOOK LAKE DAM","NY00887","72h",5000,0.9998,4.79242945502883
"KINDERHOOK LAKE DAM","NY00887","72h",10000,0.9999,5.33677776698444
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","24h",2,0.5,0.907582909738092
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","24h",5,0.8,1.20399551023374
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","24h",10,0.9,1.44200248654338
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","24h",25,0.96,1.81649378004844
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","24h",50,0.98,2.16507737806778
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","24h",100,0.99,2.58759796600635
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","24h",200,0.995,3.10242012356016
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","24h",500,0.998,3.96223159900944
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","24h",1000,0.999,4.78312318479592
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","24h",2000,0.9995,5.78795227248699
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","24h",5000,0.9998,7.47035262488628
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","24h",10000,0.9999,9.07842760150261
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","72h",2,0.5,0.902902345422189
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","72h",5,0.8,1.21335225829456
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","72h",10,0.9,1.4628756462135
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","72h",25,0.96,1.85581382368535
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","72h",50,0.98,2.22184965552884
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","72h",100,0.99,2.66581338753921
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","72h",200,0.995,3.20711182707314
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","72h",500,0.998,4.11182187491666
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","72h",1000,0.999,4.97621397470894
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","72h",2000,0.9995,6.0349664491579
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","72h",5000,0.9998,7.80897940567775
"CONGAMOND LAKE OUTLET - MIDDLE POND","MA00071","72h",10000,0.9999,9.50586222882546
"BIG COULEE DAM","ND00015","24h",2,0.5,0.922765552522902
"BIG COULEE DAM","ND00015","24h",5,0.8,1.25396979126146
"BIG COULEE DAM","ND00015","24h",10,0.9,1.49923994503588
"BIG COULEE DAM","ND00015","24h",25,0.96,1.85974479994311
"BIG COULEE DAM","ND00015","24h",50,0.98,2.17474401298502
"BIG COULEE DAM","ND00015","24h",100,0.99,2.53667791731659
"BIG COULEE DAM","ND00015","24h",200,0.995,2.95495841013457
"BIG COULEE DAM","ND00015","24h",500,0.998,3.61178084934963
"BIG COULEE DAM","ND00015","24h",1000,0.999,4.20216133305568
"BIG COULEE DAM","ND00015","24h",2000,0.9995,4.88794522926843
"BIG COULEE DAM","ND00015","24h",5000,0.9998,5.9678281842172
"BIG COULEE DAM","ND00015","24h",10000,0.9999,6.93970607162749
"BIG COULEE DAM","ND00015","72h",2,0.5,0.926500745185217
"BIG COULEE DAM","ND00015","72h",5,0.8,1.27937524162754
"BIG COULEE DAM","ND00015","72h",10,0.9,1.52077648254494
"BIG COULEE DAM","ND00015","72h",25,0.96,1.8349318840351
"BIG COULEE DAM","ND00015","72h",50,0.98,2.07477240124964
"BIG COULEE DAM","ND00015","72h",100,0.99,2.31871271031295
"BIG COULEE DAM","ND00015","72h",200,0.995,2.56772301975306
"BIG COULEE DAM","ND00015","72h",500,0.998,2.90559404739025
"BIG COULEE DAM","ND00015","72h",1000,0.999,3.16819724645909
"BIG COULEE DAM","ND00015","72h",2000,0.9995,3.43711100089216
"BIG COULEE DAM","ND00015","72h",5000,0.9998,3.80261713816979
"BIG COULEE DAM","ND00015","72h",10000,0.9999,4.08692525885098
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","24h",2,0.5,0.933136270023944
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","24h",5,0.8,1.20438713859397
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","24h",10,0.9,1.40807400629018
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","24h",25,0.96,1.71097228709947
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","24h",50,0.98,1.978525609927
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","24h",100,0.99,2.28877512724293
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","24h",200,0.995,2.65059085014112
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","24h",500,0.998,3.22477468937998
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","24h",1000,0.999,3.74624722553535
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","24h",2000,0.9995,4.35745225012822
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","24h",5000,0.9998,5.33006341256099
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","24h",10000,0.9999,6.21448832507314
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","72h",2,0.5,0.934662975943302
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","72h",5,0.8,1.21741197168315
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","72h",10,0.9,1.41726676941079
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","72h",25,0.96,1.68517302009473
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","72h",50,0.98,1.89565744698431
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","72h",100,0.99,2.11502709637638
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","72h",200,0.995,2.34445570646923
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","72h",500,0.998,2.6646416743932
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","72h",1000,0.999,2.92056502912205
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","72h",2000,0.9995,3.18904308084574
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","72h",5000,0.9998,3.56434796718562
"CHIPPEWA CREEK STRUCTURE VII-C","OH00926","72h",10000,0.9999,3.86455706666501
"QUADDICK RESERVOIR","CT00184","24h",2,0.5,0.922996405811359
"QUADDICK RESERVOIR","CT00184","24h",5,0.8,1.22887438450757
"QUADDICK RESERVOIR","CT00184","24h",10,0.9,1.45143717348985
"QUADDICK RESERVOIR","CT00184","24h",25,0.96,1.75775156899414
"QUADDICK RESERVOIR","CT00184","24h",50,0.98,2.00461947359365
"QUADDICK RESERVOIR","CT00184","24h",100,0.99,2.26754902278879
"QUADDICK RESERVOIR","CT00184","24h",200,0.995,2.54853002424416
"QUADDICK RESERVOIR","CT00184","24h",500,0.998,2.95060615247779
"QUADDICK RESERVOIR","CT00184","24h",1000,0.999,3.28007203623656
"QUADDICK RESERVOIR","CT00184","24h",2000,0.9995,3.63319849756402
"QUADDICK RESERVOIR","CT00184","24h",5000,0.9998,4.13932379261127
"QUADDICK RESERVOIR","CT00184","24h",10000,0.9999,4.55435452759508
"QUADDICK RESERVOIR","CT00184","72h",2,0.5,0.91167743827266
"QUADDICK RESERVOIR","CT00184","72h",5,0.8,1.22952542614612
"QUADDICK RESERVOIR","CT00184","72h",10,0.9,1.4691841918107
"QUADDICK RESERVOIR","CT00184","72h",25,0.96,1.80992095862726
"QUADDICK RESERVOIR","CT00184","72h",50,0.98,2.09326620717491
"QUADDICK RESERVOIR","CT00184","72h",100,0.99,2.40321327014144
"QUADDICK RESERVOIR","CT00184","72h",200,0.995,2.74335386394064
"QUADDICK RESERVOIR","CT00184","72h",500,0.998,3.24534940455135
"QUADDICK RESERVOIR","CT00184","72h",1000,0.999,3.66945770702939
"QUADDICK RESERVOIR","CT00184","72h",2000,0.9995,4.13619660135786
"QUADDICK RESERVOIR","CT00184","72h",5000,0.9998,4.82609000009798
"QUADDICK RESERVOIR","CT00184","72h",10000,0.9999,5.40935287107482
"SHUTTLE MEADOW RESERVOIR","CT00162","24h",2,0.5,0.915839428332927
"SHUTTLE MEADOW RESERVOIR","CT00162","24h",5,0.8,1.20933916196369
"SHUTTLE MEADOW RESERVOIR","CT00162","24h",10,0.9,1.43910060563531
"SHUTTLE MEADOW RESERVOIR","CT00162","24h",25,0.96,1.79295040959756
"SHUTTLE MEADOW RESERVOIR","CT00162","24h",50,0.98,2.11584216768986
"SHUTTLE MEADOW RESERVOIR","CT00162","24h",100,0.99,2.50069624939325
"SHUTTLE MEADOW RESERVOIR","CT00162","24h",200,0.995,2.96188865149308
"SHUTTLE MEADOW RESERVOIR","CT00162","24h",500,0.998,3.71733479589807
"SHUTTLE MEADOW RESERVOIR","CT00162","24h",1000,0.999,4.4250454221308
"SHUTTLE MEADOW RESERVOIR","CT00162","24h",2000,0.9995,5.27717926063183
"SHUTTLE MEADOW RESERVOIR","CT00162","24h",5000,0.9998,6.67662918570461
"SHUTTLE MEADOW RESERVOIR","CT00162","24h",10000,0.9999,7.98919676146684
"SHUTTLE MEADOW RESERVOIR","CT00162","72h",2,0.5,0.897686165953359
"SHUTTLE MEADOW RESERVOIR","CT00162","72h",5,0.8,1.22993512433138
"SHUTTLE MEADOW RESERVOIR","CT00162","72h",10,0.9,1.49050992235621
"SHUTTLE MEADOW RESERVOIR","CT00162","72h",25,0.96,1.87458177144617
"SHUTTLE MEADOW RESERVOIR","CT00162","72h",50,0.98,2.20521931364744
"SHUTTLE MEADOW RESERVOIR","CT00162","72h",100,0.99,2.57775833982415
"SHUTTLE MEADOW RESERVOIR","CT00162","72h",200,0.995,2.99879573682888
"SHUTTLE MEADOW RESERVOIR","CT00162","72h",500,0.998,3.64184083890966
"SHUTTLE MEADOW RESERVOIR","CT00162","72h",1000,0.999,4.20379864306932
"SHUTTLE MEADOW RESERVOIR","CT00162","72h",2000,0.9995,4.84061918322033
"SHUTTLE MEADOW RESERVOIR","CT00162","72h",5000,0.9998,5.8146470969199
"SHUTTLE MEADOW RESERVOIR","CT00162","72h",10000,0.9999,6.66641840660499
"PHILBROOK MAIN","CA00345","24h",2,0.5,0.940645391467852
"PHILBROOK MAIN","CA00345","24h",5,0.8,1.24154154497487
"PHILBROOK MAIN","CA00345","24h",10,0.9,1.44410814634712
"PHILBROOK MAIN","CA00345","24h",25,0.96,1.70392906764991
"PHILBROOK MAIN","CA00345","24h",50,0.98,1.89951589022528
"PHILBROOK MAIN","CA00345","24h",100,0.99,2.09608158398033
"PHILBROOK MAIN","CA00345","24h",200,0.995,2.29436081144497
"PHILBROOK MAIN","CA00345","24h",500,0.998,2.5597157366114
"PHILBROOK MAIN","CA00345","24h",1000,0.999,2.76314416496802
"PHILBROOK MAIN","CA00345","24h",2000,0.9995,2.96901064133186
"PHILBROOK MAIN","CA00345","24h",5000,0.9998,3.245002962981
"PHILBROOK MAIN","CA00345","24h",10000,0.9999,3.45675796568922
"PHILBROOK MAIN","CA00345","72h",2,0.5,0.942004024630431
"PHILBROOK MAIN","CA00345","72h",5,0.8,1.24066950123806
"PHILBROOK MAIN","CA00345","72h",10,0.9,1.45296663539222
"PHILBROOK MAIN","CA00345","72h",25,0.96,1.75450370816957
"PHILBROOK MAIN","CA00345","72h",50,0.98,2.00970153422088
"PHILBROOK MAIN","CA00345","72h",100,0.99,2.29513574795129
"PHILBROOK MAIN","CA00345","72h",200,0.995,2.6163391508494
"PHILBROOK MAIN","CA00345","72h",500,0.998,3.10534541840839
"PHILBROOK MAIN","CA00345","72h",1000,0.999,3.5317106158802
"PHILBROOK MAIN","CA00345","72h",2000,0.9995,4.01408474704296
"PHILBROOK MAIN","CA00345","72h",5000,0.9998,4.7506085393974
"PHILBROOK MAIN","CA00345","72h",10000,0.9999,5.39364248828596
"RAPIDE CROCHE LOCK & DAM","WI00853","24h",2,0.5,0.92689396324871
"RAPIDE CROCHE LOCK & DAM","WI00853","24h",5,0.8,1.21356719644
"RAPIDE CROCHE LOCK & DAM","WI00853","24h",10,0.9,1.43075293085763
"RAPIDE CROCHE LOCK & DAM","WI00853","24h",25,0.96,1.7561395184458
"RAPIDE CROCHE LOCK & DAM","WI00853","24h",50,0.98,2.04555425459578
"RAPIDE CROCHE LOCK & DAM","WI00853","24h",100,0.99,2.38312259896209
"RAPIDE CROCHE LOCK & DAM","WI00853","24h",200,0.995,2.77908225140464
"RAPIDE CROCHE LOCK & DAM","WI00853","24h",500,0.998,3.41169832448298
"RAPIDE CROCHE LOCK & DAM","WI00853","24h",1000,0.999,3.99004581828603
"RAPIDE CROCHE LOCK & DAM","WI00853","24h",2000,0.9995,4.67180836100665
"RAPIDE CROCHE LOCK & DAM","WI00853","24h",5000,0.9998,5.76399868368897
"RAPIDE CROCHE LOCK & DAM","WI00853","24h",10000,0.9999,6.7637269797022
"RAPIDE CROCHE LOCK & DAM","WI00853","72h",2,0.5,0.928078032276533
"RAPIDE CROCHE LOCK & DAM","WI00853","72h",5,0.8,1.23449275413073
"RAPIDE CROCHE LOCK & DAM","WI00853","72h",10,0.9,1.45219518740609
"RAPIDE CROCHE LOCK & DAM","WI00853","72h",25,0.96,1.74539629375812
"RAPIDE CROCHE LOCK & DAM","WI00853","72h",50,0.98,1.97679980692314
"RAPIDE CROCHE LOCK & DAM","WI00853","72h",100,0.99,2.21890318404212
"RAPIDE CROCHE LOCK & DAM","WI00853","72h",200,0.995,2.47308063106341
"RAPIDE CROCHE LOCK & DAM","WI00853","72h",500,0.998,2.82938767203429
"RAPIDE CROCHE LOCK & DAM","WI00853","72h",1000,0.999,3.11544424448958
"RAPIDE CROCHE LOCK & DAM","WI00853","72h",2000,0.9995,3.41668090175144
"RAPIDE CROCHE LOCK & DAM","WI00853","72h",5000,0.9998,3.83965288942535
"RAPIDE CROCHE LOCK & DAM","WI00853","72h",10000,0.9999,4.17948859797228
"YELLOW WATER DIKE","MT03205","24h",2,0.5,0.913516202047678
"YELLOW WATER DIKE","MT03205","24h",5,0.8,1.28213199925886
"YELLOW WATER DIKE","MT03205","24h",10,0.9,1.54398901562537
"YELLOW WATER DIKE","MT03205","24h",25,0.96,1.89661066235626
"YELLOW WATER DIKE","MT03205","24h",50,0.98,2.17487506212206
"YELLOW WATER DIKE","MT03205","24h",100,0.99,2.46597436459735
"YELLOW WATER DIKE","MT03205","24h",200,0.995,2.7715580811123
"YELLOW WATER DIKE","MT03205","24h",500,0.998,3.19987270333337
"YELLOW WATER DIKE","MT03205","24h",1000,0.999,3.54369663371397
"YELLOW WATER DIKE","MT03205","24h",2000,0.9995,3.90572708119542
"YELLOW WATER DIKE","MT03205","24h",5000,0.9998,4.41399688243577
"YELLOW WATER DIKE","MT03205","24h",10000,0.9999,4.82231386691876
"YELLOW WATER DIKE","MT03205","72h",2,0.5,0.924409894846239
"YELLOW WATER DIKE","MT03205","72h",5,0.8,1.28930820300451
"YELLOW WATER DIKE","MT03205","72h",10,0.9,1.53852523777602
"YELLOW WATER DIKE","MT03205","72h",25,0.96,1.86237042167394
"YELLOW WATER DIKE","MT03205","72h",50,0.98,2.10925250858166
"YELLOW WATER DIKE","MT03205","72h",100,0.99,2.36004741867796
"YELLOW WATER DIKE","MT03205","72h",200,0.995,2.61574317893876
"YELLOW WATER DIKE","MT03205","72h",500,0.998,2.96219599594338
"YELLOW WATER DIKE","MT03205","72h",1000,0.999,3.2310907991097
"YELLOW WATER DIKE","MT03205","72h",2000,0.9995,3.50611381959218
"YELLOW WATER DIKE","MT03205","72h",5000,0.9998,3.87939751641387
"YELLOW WATER DIKE","MT03205","72h",10000,0.9999,4.16934780587339
"BON TEMPE","CA00207","24h",2,0.5,0.919289895560275
"BON TEMPE","CA00207","24h",5,0.8,1.26835920245214
"BON TEMPE","CA00207","24h",10,0.9,1.51513908226704
"BON TEMPE","CA00207","24h",25,0.96,1.84600710261391
"BON TEMPE","CA00207","24h",50,0.98,2.1060028137989
"BON TEMPE","CA00207","24h",100,0.99,2.37701321556195
"BON TEMPE","CA00207","24h",200,0.995,2.66049153531955
"BON TEMPE","CA00207","24h",500,0.998,3.0561746520602
"BON TEMPE","CA00207","24h",1000,0.999,3.37249536149921
"BON TEMPE","CA00207","24h",2000,0.9995,3.70438144661994
"BON TEMPE","CA00207","24h",5000,0.9998,4.1684020468661
"BON TEMPE","CA00207","24h",10000,0.9999,4.5396373722043
"BON TEMPE","CA00207","72h",2,0.5,0.928767906350914
"BON TEMPE","CA00207","72h",5,0.8,1.28951720578905
"BON TEMPE","CA00207","72h",10,0.9,1.53244732743751
"BON TEMPE","CA00207","72h",25,0.96,1.84412109061235
"BON TEMPE","CA00207","72h",50,0.98,2.07880053794394
"BON TEMPE","CA00207","72h",100,0.99,2.31470494069026
"BON TEMPE","CA00207","72h",200,0.995,2.55271641045891
"BON TEMPE","CA00207","72h",500,0.998,2.87132302308687
"BON TEMPE","CA00207","72h",1000,0.999,3.11563567920446
"BON TEMPE","CA00207","72h",2000,0.9995,3.36292869225283
"BON TEMPE","CA00207","72h",5000,0.9998,3.69454046430794
"BON TEMPE","CA00207","72h",10000,0.9999,3.94903190994928
"PRESQUE ISLE WILDLIFE DAM","MI00192","24h",2,0.5,0.909873330597092
"PRESQUE ISLE WILDLIFE DAM","MI00192","24h",5,0.8,1.23121643323761
"PRESQUE ISLE WILDLIFE DAM","MI00192","24h",10,0.9,1.47435139804374
"PRESQUE ISLE WILDLIFE DAM","MI00192","24h",25,0.96,1.82112683149795
"PRESQUE ISLE WILDLIFE DAM","MI00192","24h",50,0.98,2.11037367585486
"PRESQUE ISLE WILDLIFE DAM","MI00192","24h",100,0.99,2.42760030687126
"PRESQUE ISLE WILDLIFE DAM","MI00192","24h",200,0.995,2.77663116821395
"PRESQUE ISLE WILDLIFE DAM","MI00192","24h",500,0.998,3.29329999792483
"PRESQUE ISLE WILDLIFE DAM","MI00192","24h",1000,0.999,3.73110530257588
"PRESQUE ISLE WILDLIFE DAM","MI00192","24h",2000,0.9995,4.21415970596451
"PRESQUE ISLE WILDLIFE DAM","MI00192","24h",5000,0.9998,4.93031659826111
"PRESQUE ISLE WILDLIFE DAM","MI00192","24h",10000,0.9999,5.53758535910583
"PRESQUE ISLE WILDLIFE DAM","MI00192","72h",2,0.5,0.92985839906739
"PRESQUE ISLE WILDLIFE DAM","MI00192","72h",5,0.8,1.21449813951211
"PRESQUE ISLE WILDLIFE DAM","MI00192","72h",10,0.9,1.42822130435757
"PRESQUE ISLE WILDLIFE DAM","MI00192","72h",25,0.96,1.7460223384905
"PRESQUE ISLE WILDLIFE DAM","MI00192","72h",50,0.98,2.02672134806026
"PRESQUE ISLE WILDLIFE DAM","MI00192","72h",100,0.99,2.35219664176359
"PRESQUE ISLE WILDLIFE DAM","MI00192","72h",200,0.995,2.73174838044659
"PRESQUE ISLE WILDLIFE DAM","MI00192","72h",500,0.998,3.33404068891112
"PRESQUE ISLE WILDLIFE DAM","MI00192","72h",1000,0.999,3.88100768606626
"PRESQUE ISLE WILDLIFE DAM","MI00192","72h",2000,0.9995,4.52205997987063
"PRESQUE ISLE WILDLIFE DAM","MI00192","72h",5000,0.9998,5.54210353137879
"PRESQUE ISLE WILDLIFE DAM","MI00192","72h",10000,0.9999,6.46960332127578
"JUDY RESERVOIR DAM B","WA00181","24h",2,0.5,0.945380629135157
"JUDY RESERVOIR DAM B","WA00181","24h",5,0.8,1.20961543590826
"JUDY RESERVOIR DAM B","WA00181","24h",10,0.9,1.38996491023668
"JUDY RESERVOIR DAM B","WA00181","24h",25,0.96,1.62418298831142
"JUDY RESERVOIR DAM B","WA00181","24h",50,0.98,1.80263686848943
"JUDY RESERVOIR DAM B","WA00181","24h",100,0.99,1.98383162282722
"JUDY RESERVOIR DAM B","WA00181","24h",200,0.995,2.16847854386527
"JUDY RESERVOIR DAM B","WA00181","24h",500,0.998,2.41852526394182
"JUDY RESERVOIR DAM B","WA00181","24h",1000,0.999,2.6124882596149
"JUDY RESERVOIR DAM B","WA00181","24h",2000,0.9995,2.81077705786104
"JUDY RESERVOIR DAM B","WA00181","24h",5000,0.9998,3.07976153519411
"JUDY RESERVOIR DAM B","WA00181","24h",10000,0.9999,3.28858121216109
"JUDY RESERVOIR DAM B","WA00181","72h",2,0.5,0.949604140644044
"JUDY RESERVOIR DAM B","WA00181","72h",5,0.8,1.21155185443389
"JUDY RESERVOIR DAM B","WA00181","72h",10,0.9,1.38664547546419
"JUDY RESERVOIR DAM B","WA00181","72h",25,0.96,1.60978770063361
"JUDY RESERVOIR DAM B","WA00181","72h",50,0.98,1.77671699162033
"JUDY RESERVOIR DAM B","WA00181","72h",100,0.99,1.94359364028368
"JUDY RESERVOIR DAM B","WA00181","72h",200,0.995,2.11103882778623
"JUDY RESERVOIR DAM B","WA00181","72h",500,0.998,2.33376317520531
"JUDY RESERVOIR DAM B","WA00181","72h",1000,0.999,2.50347157352438
"JUDY RESERVOIR DAM B","WA00181","72h",2000,0.9995,2.674314163212
"JUDY RESERVOIR DAM B","WA00181","72h",5000,0.9998,2.90195939381859
"JUDY RESERVOIR DAM B","WA00181","72h",10000,0.9999,3.07555924372015
"JUDY RESERVOIR DAM A","WA00183","24h",2,0.5,0.945704183886868
"JUDY RESERVOIR DAM A","WA00183","24h",5,0.8,1.20940384543072
"JUDY RESERVOIR DAM A","WA00183","24h",10,0.9,1.38917731183324
"JUDY RESERVOIR DAM A","WA00183","24h",25,0.96,1.62240006517361
"JUDY RESERVOIR DAM A","WA00183","24h",50,0.98,1.7999130306253
"JUDY RESERVOIR DAM A","WA00183","24h",100,0.99,1.97999505586741
"JUDY RESERVOIR DAM A","WA00183","24h",200,0.995,2.16334870919111
"JUDY RESERVOIR DAM A","WA00183","24h",500,0.998,2.41139427230174
"JUDY RESERVOIR DAM A","WA00183","24h",1000,0.999,2.60361205432958
"JUDY RESERVOIR DAM A","WA00183","24h",2000,0.9995,2.79994693133185
"JUDY RESERVOIR DAM A","WA00183","24h",5000,0.9998,3.06601347899762
"JUDY RESERVOIR DAM A","WA00183","24h",10000,0.9999,3.27236103978366
"JUDY RESERVOIR DAM A","WA00183","72h",2,0.5,0.952368523765605
"JUDY RESERVOIR DAM A","WA00183","72h",5,0.8,1.20735355123686
"JUDY RESERVOIR DAM A","WA00183","72h",10,0.9,1.37640013603048
"JUDY RESERVOIR DAM A","WA00183","72h",25,0.96,1.59024682875914
"JUDY RESERVOIR DAM A","WA00183","72h",50,0.98,1.74907530477549
"JUDY RESERVOIR DAM A","WA00183","72h",100,0.99,1.90688684756939
"JUDY RESERVOIR DAM A","WA00183","72h",200,0.995,2.06427711995186
"JUDY RESERVOIR DAM A","WA00183","72h",500,0.998,2.27215998695326
"JUDY RESERVOIR DAM A","WA00183","72h",1000,0.999,2.42945148397321
"JUDY RESERVOIR DAM A","WA00183","72h",2000,0.9995,2.5868399834833
"JUDY RESERVOIR DAM A","WA00183","72h",5000,0.9998,2.79509143651316
"JUDY RESERVOIR DAM A","WA00183","72h",10000,0.9999,2.95279196580934
"POWERLINE","AZ00082","24h",2,0.5,0.927283310994862
"POWERLINE","AZ00082","24h",5,0.8,1.28398092697921
"POWERLINE","AZ00082","24h",10,0.9,1.52643512533299
"POWERLINE","AZ00082","24h",25,0.96,1.84013310017126
"POWERLINE","AZ00082","24h",50,0.98,2.0782785127674
"POWERLINE","AZ00082","24h",100,0.99,2.31933761646583
"POWERLINE","AZ00082","24h",200,0.995,2.56423776781654
"POWERLINE","AZ00082","24h",500,0.998,2.89470302270352
"POWERLINE","AZ00082","24h",1000,0.999,3.15014164226504
"POWERLINE","AZ00082","24h",2000,0.9995,3.41048195806091
"POWERLINE","AZ00082","24h",5000,0.9998,3.76239193312431
"POWERLINE","AZ00082","24h",10000,0.9999,4.03462478099311
"POWERLINE","AZ00082","72h",2,0.5,0.905379424350003
