"site","site_id","duration","T","F","growth_factor"
"STILLWATER - NORTH DAM","NY00316","24h",10,0.9,1.41739280312714
"STILLWATER - NORTH DAM","NY00316","24h",25,0.96,1.6647843413967
"STILLWATER - NORTH DAM","NY00316","24h",50,0.98,1.85213123227339
"STILLWATER - NORTH DAM","NY00316","24h",100,0.99,2.04137420369533
"STILLWATER - NORTH DAM","NY00316","24h",200,0.995,2.23323322757236
"STILLWATER - NORTH DAM","NY00316","24h",500,0.998,2.49150244179172
"STILLWATER - NORTH DAM","NY00316","24h",1000,0.999,2.69065707503195
"STILLWATER - NORTH DAM","NY00316","24h",2000,0.9995,2.89321379416493
"STILLWATER - NORTH DAM","NY00316","24h",5000,0.9998,3.16635851237943
"STILLWATER - NORTH DAM","NY00316","24h",10000,0.9999,3.37715333481344
"STILLWATER - NORTH DAM","NY00316","72h",2,0.5,0.953433734776405
"STILLWATER - NORTH DAM","NY00316","72h",5,0.8,1.21421503264042
"STILLWATER - NORTH DAM","NY00316","72h",10,0.9,1.38501683889215
"STILLWATER - NORTH DAM","NY00316","72h",25,0.96,1.59873135776922
"STILLWATER - NORTH DAM","NY00316","72h",50,0.98,1.75578036484157
"STILLWATER - NORTH DAM","NY00316","72h",100,0.99,1.91042029162313
"STILLWATER - NORTH DAM","NY00316","72h",200,0.995,2.06326784173192
"STILLWATER - NORTH DAM","NY00316","72h",500,0.998,2.26306215525558
"STILLWATER - NORTH DAM","NY00316","72h",1000,0.999,2.41267106300003
"STILLWATER - NORTH DAM","NY00316","72h",2000,0.9995,2.56103968078595
"STILLWATER - NORTH DAM","NY00316","72h",5000,0.9998,2.75532995552774
"STILLWATER - NORTH DAM","NY00316","72h",10000,0.9999,2.90093922112617
"G200A CONTROL STRUCTURE","FL36022","24h",2,0.5,0.90771092001716
"G200A CONTROL STRUCTURE","FL36022","24h",5,0.8,1.24049341951277
"G200A CONTROL STRUCTURE","FL36022","24h",10,0.9,1.49850040303448
"G200A CONTROL STRUCTURE","FL36022","24h",25,0.96,1.89262600065385
"G200A CONTROL STRUCTURE","FL36022","24h",50,0.98,2.24956146666383
"G200A CONTROL STRUCTURE","FL36022","24h",100,0.99,2.67228091640563
"G200A CONTROL STRUCTURE","FL36022","24h",200,0.995,3.17565581137063
"G200A CONTROL STRUCTURE","FL36022","24h",500,0.998,3.99414194002658
"G200A CONTROL STRUCTURE","FL36022","24h",1000,0.999,4.75540012312629
"G200A CONTROL STRUCTURE","FL36022","24h",2000,0.9995,5.66628526682836
"G200A CONTROL STRUCTURE","FL36022","24h",5000,0.9998,7.15128258450999
"G200A CONTROL STRUCTURE","FL36022","24h",10000,0.9999,8.53410108210695
"G200A CONTROL STRUCTURE","FL36022","72h",2,0.5,0.91550634589765
"G200A CONTROL STRUCTURE","FL36022","72h",5,0.8,1.26973438186423
"G200A CONTROL STRUCTURE","FL36022","72h",10,0.9,1.52276255173072
"G200A CONTROL STRUCTURE","FL36022","72h",25,0.96,1.86520694865155
"G200A CONTROL STRUCTURE","FL36022","72h",50,0.98,2.13675257282831
"G200A CONTROL STRUCTURE","FL36022","72h",100,0.99,2.42199723158834
"G200A CONTROL STRUCTURE","FL36022","72h",200,0.995,2.72266572931732
"G200A CONTROL STRUCTURE","FL36022","72h",500,0.998,3.14610255258187
"G200A CONTROL STRUCTURE","FL36022","72h",1000,0.999,3.48762190332997
"G200A CONTROL STRUCTURE","FL36022","72h",2000,0.9995,3.84869655583514
"G200A CONTROL STRUCTURE","FL36022","72h",5000,0.9998,4.35803868451136
"G200A CONTROL STRUCTURE","FL36022","72h",10000,0.9999,4.76915428317896
"H. K. THATCHER LOCK & DAM","AR01515","24h",2,0.5,0.923725766059247
"H. K. THATCHER LOCK & DAM","AR01515","24h",5,0.8,1.23644121995251
"H. K. THATCHER LOCK & DAM","AR01515","24h",10,0.9,1.4615093862616
"H. K. THATCHER LOCK & DAM","AR01515","24h",25,0.96,1.76821096550168
"H. K. THATCHER LOCK & DAM","AR01515","24h",50,0.98,2.01303210120689
"H. K. THATCHER LOCK & DAM","AR01515","24h",100,0.99,2.27166048389511
"H. K. THATCHER LOCK & DAM","AR01515","24h",200,0.995,2.545808873658
"H. K. THATCHER LOCK & DAM","AR01515","24h",500,0.998,2.93442312007129
"H. K. THATCHER LOCK & DAM","AR01515","24h",1000,0.999,3.24989191392451
"H. K. THATCHER LOCK & DAM","AR01515","24h",2000,0.9995,3.58529366822004
"H. K. THATCHER LOCK & DAM","AR01515","24h",5000,0.9998,4.06150961217025
"H. K. THATCHER LOCK & DAM","AR01515","24h",10000,0.9999,4.44838060652004
"H. K. THATCHER LOCK & DAM","AR01515","72h",2,0.5,0.92737670526861
"H. K. THATCHER LOCK & DAM","AR01515","72h",5,0.8,1.22268071042301
"H. K. THATCHER LOCK & DAM","AR01515","72h",10,0.9,1.44429664872489
"H. K. THATCHER LOCK & DAM","AR01515","72h",25,0.96,1.77369117635202
"H. K. THATCHER LOCK & DAM","AR01515","72h",50,0.98,2.06451287034384
"H. K. THATCHER LOCK & DAM","AR01515","72h",100,0.99,2.4016107554432
"H. K. THATCHER LOCK & DAM","AR01515","72h",200,0.995,2.7945837105417
"H. K. THATCHER LOCK & DAM","AR01515","72h",500,0.998,3.417928968272
"H. K. THATCHER LOCK & DAM","AR01515","72h",1000,0.999,3.98379735108424
"H. K. THATCHER LOCK & DAM","AR01515","72h",2000,0.9995,4.64678104270612
"H. K. THATCHER LOCK & DAM","AR01515","72h",5000,0.9998,5.7013100207637
"H. K. THATCHER LOCK & DAM","AR01515","72h",10000,0.9999,6.65979861565414
"HEFNER","OK02535","24h",2,0.5,0.926654023653871
"HEFNER","OK02535","24h",5,0.8,1.22972286010316
"HEFNER","OK02535","24h",10,0.9,1.45623775521453
"HEFNER","OK02535","24h",25,0.96,1.79176053733862
"HEFNER","OK02535","24h",50,0.98,2.08704885251238
"HEFNER","OK02535","24h",100,0.99,2.42840282585855
"HEFNER","OK02535","24h",200,0.995,2.82527779208559
"HEFNER","OK02535","24h",500,0.998,3.45286185392453
"HEFNER","OK02535","24h",1000,0.999,4.02084672199616
"HEFNER","OK02535","24h",2000,0.9995,4.68455525229648
"HEFNER","OK02535","24h",5000,0.9998,5.73698041335768
"HEFNER","OK02535","24h",10000,0.9999,6.69065588460283
"HEFNER","OK02535","72h",2,0.5,0.928333794540266
"HEFNER","OK02535","72h",5,0.8,1.2244273652387
"HEFNER","OK02535","72h",10,0.9,1.44573541578592
"HEFNER","OK02535","72h",25,0.96,1.77355368780247
"HEFNER","OK02535","72h",50,0.98,2.06206799534522
"HEFNER","OK02535","72h",100,0.99,2.39559765264716
"HEFNER","OK02535","72h",200,0.995,2.78338310414262
"HEFNER","OK02535","72h",500,0.998,3.39660744524509
"HEFNER","OK02535","72h",1000,0.999,3.95160840519996
"HEFNER","OK02535","72h",2000,0.9995,4.60015711469278
"HEFNER","OK02535","72h",5000,0.9998,5.62856655227823
"HEFNER","OK02535","72h",10000,0.9999,6.56050002773604
"LLOYD SHOALS","GA00850","24h",2,0.5,0.924076646459403
"LLOYD SHOALS","GA00850","24h",5,0.8,1.23607081960291
"LLOYD SHOALS","GA00850","24h",10,0.9,1.46044372531683
"LLOYD SHOALS","GA00850","24h",25,0.96,1.76597974867875
"LLOYD SHOALS","GA00850","24h",50,0.98,2.00970241883734
"LLOYD SHOALS","GA00850","24h",100,0.99,2.26701926723933
"LLOYD SHOALS","GA00850","24h",200,0.995,2.53961820405211
"LLOYD SHOALS","GA00850","24h",500,0.998,2.92577410390381
"LLOYD SHOALS","GA00850","24h",1000,0.999,3.23903642186931
"LLOYD SHOALS","GA00850","24h",2000,0.9995,3.57189881719096
"LLOYD SHOALS","GA00850","24h",5000,0.9998,4.0441896233214
"LLOYD SHOALS","GA00850","24h",10000,0.9999,4.42761411252811
"LLOYD SHOALS","GA00850","72h",2,0.5,0.936125107094842
"LLOYD SHOALS","GA00850","72h",5,0.8,1.21451343429462
"LLOYD SHOALS","GA00850","72h",10,0.9,1.41986332465163
"LLOYD SHOALS","GA00850","72h",25,0.96,1.72070109394525
"LLOYD SHOALS","GA00850","72h",50,0.98,1.98276104675358
"LLOYD SHOALS","GA00850","72h",100,0.99,2.28309049233979
"LLOYD SHOALS","GA00850","72h",200,0.995,2.62928952073991
"LLOYD SHOALS","GA00850","72h",500,0.998,3.17130822844692
"LLOYD SHOALS","GA00850","72h",1000,0.999,3.65707746441699
"LLOYD SHOALS","GA00850","72h",2000,0.9995,4.21991823385443
"LLOYD SHOALS","GA00850","72h",5000,0.9998,5.10358540028533
"LLOYD SHOALS","GA00850","72h",10000,0.9999,5.89655805214595
"GREEN LAKE","ME00266","24h",2,0.5,0.931753540414966
"GREEN LAKE","ME00266","24h",5,0.8,1.23729398938969
"GREEN LAKE","ME00266","24h",10,0.9,1.44718625272957
"GREEN LAKE","ME00266","24h",25,0.96,1.7197113102812
"GREEN LAKE","ME00266","24h",50,0.98,1.92756394422753
"GREEN LAKE","ME00266","24h",100,0.99,2.13928843628536
"GREEN LAKE","ME00266","24h",200,0.995,2.35620550033824
"GREEN LAKE","ME00266","24h",500,0.998,2.65247157908804
"GREEN LAKE","ME00266","24h",1000,0.999,2.88466425546107
"GREEN LAKE","ME00266","24h",2000,0.9995,3.12441625494317
"GREEN LAKE","ME00266","24h",5000,0.9998,3.45372393921415
"GREEN LAKE","ME00266","24h",10000,0.9999,3.71270965152232
"GREEN LAKE","ME00266","72h",2,0.5,0.939190163272637
"GREEN LAKE","ME00266","72h",5,0.8,1.23964023404721
"GREEN LAKE","ME00266","72h",10,0.9,1.44035914239199
"GREEN LAKE","ME00266","72h",25,0.96,1.69571582395348
"GREEN LAKE","ME00266","72h",50,0.98,1.88717578004806
"GREEN LAKE","ME00266","72h",100,0.99,2.07971154786871
"GREEN LAKE","ME00266","72h",200,0.995,2.27468207329858
"GREEN LAKE","ME00266","72h",500,0.998,2.53769420916584
"GREEN LAKE","ME00266","72h",1000,0.999,2.74148038700002
"GREEN LAKE","ME00266","72h",2000,0.9995,2.94997012764175
"GREEN LAKE","ME00266","72h",5000,0.9998,3.23346052684675
"GREEN LAKE","ME00266","72h",10000,0.9999,3.45429594710684
"INDIANFORD","WI00655","24h",2,0.5,0.924752088360028
"INDIANFORD","WI00655","24h",5,0.8,1.24661134214384
"INDIANFORD","WI00655","24h",10,0.9,1.47498648951867
"INDIANFORD","WI00655","24h",25,0.96,1.78219465803493
"INDIANFORD","WI00655","24h",50,0.98,2.02437328274142
"INDIANFORD","WI00655","24h",100,0.99,2.27750118206808
"INDIANFORD","WI00655","24h",200,0.995,2.54299342141618
"INDIANFORD","WI00655","24h",500,0.998,2.91473972049154
"INDIANFORD","WI00655","24h",1000,0.999,3.2128554835993
"INDIANFORD","WI00655","24h",2000,0.9995,3.52648616822455
"INDIANFORD","WI00655","24h",5000,0.9998,3.96636277253699
"INDIANFORD","WI00655","24h",10000,0.9999,4.31938298469514
"INDIANFORD","WI00655","72h",2,0.5,0.927167544815884
"INDIANFORD","WI00655","72h",5,0.8,1.246431318519
"INDIANFORD","WI00655","72h",10,0.9,1.47115151681604
"INDIANFORD","WI00655","72h",25,0.96,1.77124576602066
"INDIANFORD","WI00655","72h",50,0.98,2.00615268348133
"INDIANFORD","WI00655","72h",100,0.99,2.25020994180136
"INDIANFORD","WI00655","72h",200,0.995,2.50466412005285
"INDIANFORD","WI00655","72h",500,0.998,2.85849359699685
"INDIANFORD","WI00655","72h",1000,0.999,3.14029369150493
"INDIANFORD","WI00655","72h",2000,0.9995,3.43500270702665
"INDIANFORD","WI00655","72h",5000,0.9998,3.84549221660596
"INDIANFORD","WI00655","72h",10000,0.9999,4.1726693379696
"LOCK & DAM #5","MN00589","24h",2,0.5,0.912123422405339
"LOCK & DAM #5","MN00589","24h",5,0.8,1.25930082027278
"LOCK & DAM #5","MN00589","24h",10,0.9,1.50751845901663
"LOCK & DAM #5","MN00589","24h",25,0.96,1.83939384181944
"LOCK & DAM #5","MN00589","24h",50,0.98,2.09879773676984
"LOCK & DAM #5","MN00589","24h",100,0.99,2.36796215512115
"LOCK & DAM #5","MN00589","24h",200,0.995,2.64839120371271
"LOCK & DAM #5","MN00589","24h",500,0.998,3.03829195111307
"LOCK & DAM #5","MN00589","24h",1000,0.999,3.34893305254758
"LOCK & DAM #5","MN00589","24h",2000,0.9995,3.67396792662267
"LOCK & DAM #5","MN00589","24h",5000,0.9998,4.12694894386358
"LOCK & DAM #5","MN00589","24h",10000,0.9999,4.48811681176491
"LOCK & DAM #5","MN00589","72h",2,0.5,0.927549588547847
"LOCK & DAM #5","MN00589","72h",5,0.8,1.25024329693649
"LOCK & DAM #5","MN00589","72h",10,0.9,1.47621247035618
"LOCK & DAM #5","MN00589","72h",25,0.96,1.77656995533321
"LOCK & DAM #5","MN00589","72h",50,0.98,2.01062361055443
"LOCK & DAM #5","MN00589","72h",100,0.99,2.25286192897852
"LOCK & DAM #5","MN00589","72h",200,0.995,2.50445655716256
"LOCK & DAM #5","MN00589","72h",500,0.998,2.85276224062914
"LOCK & DAM #5","MN00589","72h",1000,0.999,3.1289432169449
"LOCK & DAM #5","MN00589","72h",2000,0.9995,3.41667961318324
"LOCK & DAM #5","MN00589","72h",5000,0.9998,3.81568845121697
"LOCK & DAM #5","MN00589","72h",10000,0.9999,4.13231810116332
"GREEN SWAMP #4 DAM","NJ00212","24h",2,0.5,0.919005167498483
"GREEN SWAMP #4 DAM","NJ00212","24h",5,0.8,1.2122537351362
"GREEN SWAMP #4 DAM","NJ00212","24h",10,0.9,1.43934642929711
"GREEN SWAMP #4 DAM","NJ00212","24h",25,0.96,1.78590932104392
"GREEN SWAMP #4 DAM","NJ00212","24h",50,0.98,2.09948570415477
"GREEN SWAMP #4 DAM","NJ00212","24h",100,0.99,2.47057028249119
"GREEN SWAMP #4 DAM","NJ00212","24h",200,0.995,2.91212328717544
"GREEN SWAMP #4 DAM","NJ00212","24h",500,0.998,3.62945289696599
"GREEN SWAMP #4 DAM","NJ00212","24h",1000,0.999,4.29605059086697
"GREEN SWAMP #4 DAM","NJ00212","24h",2000,0.9995,5.09307059311053
"GREEN SWAMP #4 DAM","NJ00212","24h",5000,0.9998,6.39129300743034
"GREEN SWAMP #4 DAM","NJ00212","24h",10000,0.9999,7.59914528917031
"GREEN SWAMP #4 DAM","NJ00212","72h",2,0.5,0.923381261659787
"GREEN SWAMP #4 DAM","NJ00212","72h",5,0.8,1.24044279450128
"GREEN SWAMP #4 DAM","NJ00212","72h",10,0.9,1.46791869868786
"GREEN SWAMP #4 DAM","NJ00212","72h",25,0.96,1.77701155318808
"GREEN SWAMP #4 DAM","NJ00212","72h",50,0.98,2.02305727998841
"GREEN SWAMP #4 DAM","NJ00212","72h",100,0.99,2.28236534237764
"GREEN SWAMP #4 DAM","NJ00212","72h",200,0.995,2.5565884741747
"GREEN SWAMP #4 DAM","NJ00212","72h",500,0.998,2.94424837638757
"GREEN SWAMP #4 DAM","NJ00212","72h",1000,0.999,3.25809068125515
"GREEN SWAMP #4 DAM","NJ00212","72h",2000,0.9995,3.59098311948845
"GREEN SWAMP #4 DAM","NJ00212","72h",5000,0.9998,4.06234988104491
"GREEN SWAMP #4 DAM","NJ00212","72h",10000,0.9999,4.4442461460411
"WOLF DEN DAM","NJ00215","24h",2,0.5,0.920016860359494
"WOLF DEN DAM","NJ00215","24h",5,0.8,1.21279062287639
"WOLF DEN DAM","NJ00215","24h",10,0.9,1.43881408759161
"WOLF DEN DAM","NJ00215","24h",25,0.96,1.78284625922725
"WOLF DEN DAM","NJ00215","24h",50,0.98,2.09337966832068
"WOLF DEN DAM","NJ00215","24h",100,0.99,2.46011132465594
"WOLF DEN DAM","NJ00215","24h",200,0.995,2.89560156465074
"WOLF DEN DAM","NJ00215","24h",500,0.998,3.60141347016675
"WOLF DEN DAM","NJ00215","24h",1000,0.999,4.25579431125669
"WOLF DEN DAM","NJ00215","24h",2000,0.9995,5.03663871030805
"WOLF DEN DAM","NJ00215","24h",5000,0.9998,6.30552743190327
"WOLF DEN DAM","NJ00215","24h",10000,0.9999,7.48336926041702
"WOLF DEN DAM","NJ00215","72h",2,0.5,0.923277071301748
"WOLF DEN DAM","NJ00215","72h",5,0.8,1.24034094726185
"WOLF DEN DAM","NJ00215","72h",10,0.9,1.46792280762012
"WOLF DEN DAM","NJ00215","72h",25,0.96,1.77728851142956
"WOLF DEN DAM","NJ00215","72h",50,0.98,2.02365059406206
"WOLF DEN DAM","NJ00215","72h",100,0.99,2.28338109171573
"WOLF DEN DAM","NJ00215","72h",200,0.995,2.55814462025013
"WOLF DEN DAM","NJ00215","72h",500,0.998,2.94672227965407
"WOLF DEN DAM","NJ00215","72h",1000,0.999,3.26143121373947
"WOLF DEN DAM","NJ00215","72h",2000,0.9995,3.59535616243808
"WOLF DEN DAM","NJ00215","72h",5000,0.9998,4.06837175463514
"WOLF DEN DAM","NJ00215","72h",10000,0.9999,4.45175432532211
"KNUTSON DAM","MN82427","24h",2,0.5,0.923399862411037
"KNUTSON DAM","MN82427","24h",5,0.8,1.23515575006198
"KNUTSON DAM","MN82427","24h",10,0.9,1.46906415038515
"KNUTSON DAM","MN82427","24h",25,0.96,1.81666183407161
"KNUTSON DAM","MN82427","24h",50,0.98,2.12349962979408
"KNUTSON DAM","MN82427","24h",100,0.99,2.47910788986598
"KNUTSON DAM","MN82427","24h",200,0.995,2.89359683131443
"KNUTSON DAM","MN82427","24h",500,0.998,3.55095591110233
"KNUTSON DAM","MN82427","24h",1000,0.999,4.14759902287724
"KNUTSON DAM","MN82427","24h",2000,0.9995,4.84653460292593
"KNUTSON DAM","MN82427","24h",5000,0.9998,5.95805357411532
"KNUTSON DAM","MN82427","24h",10000,0.9999,6.96816822165432
"KNUTSON DAM","MN82427","72h",2,0.5,0.930399390536377
"KNUTSON DAM","MN82427","72h",5,0.8,1.225616995468
"KNUTSON DAM","MN82427","72h",10,0.9,1.44482612179203
"KNUTSON DAM","MN82427","72h",25,0.96,1.76775244860078
"KNUTSON DAM","MN82427","72h",50,0.98,2.0505089237656
"KNUTSON DAM","MN82427","72h",100,0.99,2.37597154878164
"KNUTSON DAM","MN82427","72h",200,0.995,2.75276203272332
"KNUTSON DAM","MN82427","72h",500,0.998,3.34563981271649
"KNUTSON DAM","MN82427","72h",1000,0.999,3.87961080047935
"KNUTSON DAM","MN82427","72h",2000,0.9995,4.50094621767577
"KNUTSON DAM","MN82427","72h",5000,0.9998,5.48133082588353
"KNUTSON DAM","MN82427","72h",10000,0.9999,6.36542410299782
"KETCHUM","MN82426","24h",2,0.5,0.922848781020737
"KETCHUM","MN82426","24h",5,0.8,1.2336457977607
"KETCHUM","MN82426","24h",10,0.9,1.46745136471988
"KETCHUM","MN82426","24h",25,0.96,1.8156671220402
"KETCHUM","MN82426","24h",50,0.98,2.12368475010088
"KETCHUM","MN82426","24h",100,0.99,2.48128232465066
"KETCHUM","MN82426","24h",200,0.995,2.89880831940012
"KETCHUM","MN82426","24h",500,0.998,3.56231275913964
"KETCHUM","MN82426","24h",1000,0.999,4.16571856915088
"KETCHUM","MN82426","24h",2000,0.9995,4.87378283889706
"KETCHUM","MN82426","24h",5000,0.9998,6.00206874963089
"KETCHUM","MN82426","24h",10000,0.9999,7.02943381056194
"KETCHUM","MN82426","72h",2,0.5,0.930454101772107
"KETCHUM","MN82426","72h",5,0.8,1.22452359426738
"KETCHUM","MN82426","72h",10,0.9,1.44304811643866
"KETCHUM","MN82426","72h",25,0.96,1.76517339180765
"KETCHUM","MN82426","72h",50,0.98,2.04739764598617
"KETCHUM","MN82426","72h",100,0.99,2.37241214575608
"KETCHUM","MN82426","72h",200,0.995,2.74887228923944
"KETCHUM","MN82426","72h",500,0.998,3.34157554088238
"KETCHUM","MN82426","72h",1000,0.999,3.87569467332437
"KETCHUM","MN82426","72h",2000,0.9995,4.49751076965844
"KETCHUM","MN82426","72h",5000,0.9998,5.4792231671781
"KETCHUM","MN82426","72h",10000,0.9999,6.36501909179853
"FOREST CITY","ME00221","24h",2,0.5,0.939689639106469
"FOREST CITY","ME00221","24h",5,0.8,1.22245664077956
"FOREST CITY","ME00221","24h",10,0.9,1.41730042151659
"FOREST CITY","ME00221","24h",25,0.96,1.6725306582743
"FOREST CITY","ME00221","24h",50,0.98,1.8686246092081
"FOREST CITY","ME00221","24h",100,0.99,2.06914847321219
"FOREST CITY","ME00221","24h",200,0.995,2.27494013949364
"FOREST CITY","ME00221","24h",500,0.998,2.55591017165313
"FOREST CITY","ME00221","24h",1000,0.999,2.77564381416708
"FOREST CITY","ME00221","24h",2000,0.9995,3.00186128858101
"FOREST CITY","ME00221","24h",5000,0.9998,3.31124707731213
"FOREST CITY","ME00221","24h",10000,0.9999,3.55339427727983
"FOREST CITY","ME00221","72h",2,0.5,0.944979378390158
"FOREST CITY","ME00221","72h",5,0.8,1.22877670522329
"FOREST CITY","ME00221","72h",10,0.9,1.41888814860841
"FOREST CITY","ME00221","72h",25,0.96,1.66164528921349
"FOREST CITY","ME00221","72h",50,0.98,1.84359477695964
"FOREST CITY","ME00221","72h",100,0.99,2.0257815697227
"FOREST CITY","ME00221","72h",200,0.995,2.2088835935008
"FOREST CITY","ME00221","72h",500,0.998,2.45288807673485
"FOREST CITY","ME00221","72h",1000,0.999,2.63915742396673
"FOREST CITY","ME00221","72h",2000,0.9995,2.82697227713121
"FOREST CITY","ME00221","72h",5000,0.9998,3.07769873561112
"FOREST CITY","ME00221","72h",10000,0.9999,3.26925572344573
"LOCK","ME00198","24h",2,0.5,0.933231418478805
"LOCK","ME00198","24h",5,0.8,1.22668229626142
"LOCK","ME00198","24h",10,0.9,1.43305806813142
"LOCK","ME00198","24h",25,0.96,1.7084424577035
"LOCK","ME00198","24h",50,0.98,1.92384623630011
"LOCK","ME00198","24h",100,0.99,2.14749857809124
"LOCK","ME00198","24h",200,0.995,2.38053136760866
"LOCK","ME00198","24h",500,0.998,2.70433611137504
"LOCK","ME00198","24h",1000,0.999,2.96203586433861
"LOCK","ME00198","24h",2000,0.9995,3.23137121069368
"LOCK","ME00198","24h",5000,0.9998,3.60624446226463
"LOCK","ME00198","24h",10000,0.9999,3.90481664282666
"LOCK","ME00198","72h",2,0.5,0.949530733300192
"LOCK","ME00198","72h",5,0.8,1.20030313535376
"LOCK","ME00198","72h",10,0.9,1.37988658264202
"LOCK","ME00198","72h",25,0.96,1.63654490901315
"LOCK","ME00198","72h",50,0.98,1.85502127401332
"LOCK","ME00198","72h",100,0.99,2.1005777190127
"LOCK","ME00198","72h",200,0.995,2.37824219329225
"LOCK","ME00198","72h",500,0.998,2.80334009365158
"LOCK","ME00198","72h",1000,0.999,3.17603363826308
"LOCK","ME00198","72h",2000,0.9995,3.59970473178269
"LOCK","ME00198","72h",5000,0.9998,4.25021654094824
"LOCK","ME00198","72h",10000,0.9999,4.82129090396305
"TELOS","ME00197","24h",2,0.5,0.933873727156211
"TELOS","ME00197","24h",5,0.8,1.22520299373178
"TELOS","ME00197","24h",10,0.9,1.42992694618938
"TELOS","ME00197","24h",25,0.96,1.7029139236681
"TELOS","ME00197","24h",50,0.98,1.9162962790641
"TELOS","ME00197","24h",100,0.99,2.13772073278495
"TELOS","ME00197","24h",200,0.995,2.36829853812291
"TELOS","ME00197","24h",500,0.998,2.68847667093961
"TELOS","ME00197","24h",1000,0.999,2.94311994013034
"TELOS","ME00197","24h",2000,0.9995,3.20910736999202
"TELOS","ME00197","24h",5000,0.9998,3.57907255721916
"TELOS","ME00197","24h",10000,0.9999,3.87353899821734
"TELOS","ME00197","72h",2,0.5,0.948470247971685
"TELOS","ME00197","72h",5,0.8,1.20441402983285
"TELOS","ME00197","72h",10,0.9,1.38771565351892
"TELOS","ME00197","72h",25,0.96,1.64970565341262
"TELOS","ME00197","72h",50,0.98,1.87273458404204
"TELOS","ME00197","72h",100,0.99,2.12342120730891
"TELOS","ME00197","72h",200,0.995,2.40690156572898
"TELOS","ME00197","72h",500,0.998,2.84092996940773
"TELOS","ME00197","72h",1000,0.999,3.22147597592549
"TELOS","ME00197","72h",2000,0.9995,3.65409612710387
"TELOS","ME00197","72h",5000,0.9998,4.31838888015779
"TELOS","ME00197","72h",10000,0.9999,4.90159630366891
"ALVERNO","MI00521","24h",2,0.5,0.941683638010542
"ALVERNO","MI00521","24h",5,0.8,1.21055678026586
"ALVERNO","MI00521","24h",10,0.9,1.40629237952037
"ALVERNO","MI00521","24h",25,0.96,1.68990145282972
"ALVERNO","MI00521","24h",50,0.98,1.93442928380137
"ALVERNO","MI00521","24h",100,0.99,2.21224868066742
"ALVERNO","MI00521","24h",200,0.995,2.52976656781358
"ALVERNO","MI00521","24h",500,0.998,3.02195013176653
"ALVERNO","MI00521","24h",1000,0.999,3.4587576401562
"ALVERNO","MI00521","24h",2000,0.9995,3.96059051250344
"ALVERNO","MI00521","24h",5000,0.9998,4.74069340148833
"ALVERNO","MI00521","24h",10000,0.9999,5.43392426250763
"ALVERNO","MI00521","72h",2,0.5,0.940920656892551
"ALVERNO","MI00521","72h",5,0.8,1.21909168036112
"ALVERNO","MI00521","72h",10,0.9,1.41051936119499
"ALVERNO","MI00521","72h",25,0.96,1.66097962685279
"ALVERNO","MI00521","72h",50,0.98,1.85318924814328
"ALVERNO","MI00521","72h",100,0.99,2.04955038393264
"ALVERNO","MI00521","72h",200,0.995,2.25087557463222
"ALVERNO","MI00521","72h",500,0.998,2.52544009352718
"ALVERNO","MI00521","72h",1000,0.999,2.73992520809448
"ALVERNO","MI00521","72h",2000,0.9995,2.96052731852479
"ALVERNO","MI00521","72h",5000,0.9998,3.2618966390569
"ALVERNO","MI00521","72h",10000,0.9999,3.49750725661661
"LOCK & DAM #7","MN00587","24h",2,0.5,0.911737863226716
"LOCK & DAM #7","MN00587","24h",5,0.8,1.24396472892816
"LOCK & DAM #7","MN00587","24h",10,0.9,1.49036866533932
"LOCK & DAM #7","MN00587","24h",25,0.96,1.83546060860442
"LOCK & DAM #7","MN00587","24h",50,0.98,2.1182967086517
"LOCK & DAM #7","MN00587","24h",100,0.99,2.42388357608157
"LOCK & DAM #7","MN00587","24h",200,0.995,2.75513918888347
"LOCK & DAM #7","MN00587","24h",500,0.998,3.23707654924374
"LOCK & DAM #7","MN00587","24h",1000,0.999,3.63851672830625
"LOCK & DAM #7","MN00587","24h",2000,0.9995,4.07493365091732
"LOCK & DAM #7","MN00587","24h",5000,0.9998,4.71086371089004
"LOCK & DAM #7","MN00587","24h",10000,0.9999,5.24095636776342
"LOCK & DAM #7","MN00587","72h",2,0.5,0.9215501396216
"LOCK & DAM #7","MN00587","72h",5,0.8,1.24686150215945
"LOCK & DAM #7","MN00587","72h",10,0.9,1.48009277735228
"LOCK & DAM #7","MN00587","72h",25,0.96,1.79680418988483
"LOCK & DAM #7","MN00587","72h",50,0.98,2.04875936182886
"LOCK & DAM #7","MN00587","72h",100,0.99,2.31415626702557
"LOCK & DAM #7","MN00587","72h",200,0.995,2.59467221226985
"LOCK & DAM #7","MN00587","72h",500,0.998,2.99098810110958
"LOCK & DAM #7","MN00587","72h",1000,0.999,3.31164545751973
"LOCK & DAM #7","MN00587","72h",2000,0.9995,3.65159024549922
"LOCK & DAM #7","MN00587","72h",5000,0.9998,4.13265233599586
"LOCK & DAM #7","MN00587","72h",10000,0.9999,4.52216985912976
"CARRY FALLS SPILLWAY","NY00261","24h",2,0.5,0.938122332713113
"CARRY FALLS SPILLWAY","NY00261","24h",5,0.8,1.22765742557225
"CARRY FALLS SPILLWAY","NY00261","24h",10,0.9,1.4272878733334
"CARRY FALLS SPILLWAY","NY00261","24h",25,0.96,1.68893428189006
"CARRY FALLS SPILLWAY","NY00261","24h",50,0.98,1.89006658162445
