"site","site_id","duration","station","n","mean","Lcv","Lskew","Lkurt"
"HORSE CREEK","CO00012","24h","USC00055984",40,41.737,0.1646,0.0981,0.1316
"HORSE CREEK","CO00012","24h","US1COWE0163",20,39.584,0.2319,0.2364,0.1025
"HORSE CREEK","CO00012","24h","US1COAR0099",22,57.147,0.253,0.4483,0.3866
"HORSE CREEK","CO00012","24h","US1CODN0049",23,50.771,0.2555,0.2429,0.2379
"HORSE CREEK","CO00012","24h","US1CODN0077",20,44.545,0.2345,0.3239,0.1988
"HORSE CREEK","CO00012","24h","USW00093002",53,37.938,0.2181,0.1782,0.1156
"HORSE CREEK","CO00012","24h","USC00053553",59,46.928,0.2491,0.2278,0.1264
"HORSE CREEK","CO00012","24h","US1COBO0008",25,47.239,0.1805,0.1835,0.1515
"HORSE CREEK","CO00012","24h","US1COWE0171",25,45.923,0.2043,0.2684,0.1286
"HORSE CREEK","CO00012","24h","USC00055116",102,45.957,0.2412,0.2941,0.2299
"HORSE CREEK","CO00012","24h","USC00053546",68,39.248,0.2231,0.2568,0.1911
"HORSE CREEK","CO00012","24h","US1COBO0222",20,44.183,0.1645,0.1489,0.0881
"HORSE CREEK","CO00012","24h","USC00051547",45,50.84,0.2347,0.1719,0.1977
"HORSE CREEK","CO00012","24h","USC00052223",28,40.212,0.2221,0.2323,0.3315
"HORSE CREEK","CO00012","24h","USC00051179",91,50.396,0.2479,0.2879,0.1635
"HORSE CREEK","CO00012","24h","US1COAR0085",23,50.039,0.2391,0.3877,0.1984
"HORSE CREEK","CO00012","24h","US1CODN0016",24,48.938,0.2035,0.2597,0.2145
"HORSE CREEK","CO00012","72h","USC00053027",61,48.874,0.2385,0.0891,0.0908
"HORSE CREEK","CO00012","72h","USW00003017",29,52.988,0.253,0.0766,0.177
"HORSE CREEK","CO00012","72h","USC00050950",54,55.782,0.2144,0.1862,0.0767
"HORSE CREEK","CO00012","72h","US1COWE0043",23,58.455,0.2578,0.0578,-0.0213
"HORSE CREEK","CO00012","72h","US1COAD0100",21,66.151,0.2517,0.2938,0.2491
"HORSE CREEK","CO00012","72h","US1COWE0203",24,62.573,0.2662,0.389,0.2135
"HORSE CREEK","CO00012","72h","USW00023062",77,59.501,0.2222,0.2297,0.1635
"HORSE CREEK","CO00012","72h","USC00055984",40,53.617,0.1773,0.1348,0.0664
"HORSE CREEK","CO00012","72h","US1COWE0163",20,48.812,0.2474,0.1723,-0.0118
"HORSE CREEK","CO00012","72h","US1CODN0049",23,62.454,0.2575,0.1341,0.2852
"HORSE CREEK","CO00012","72h","US1CODN0077",20,53.756,0.2133,0.2126,0.2099
"HORSE CREEK","CO00012","72h","USW00093002",53,47.417,0.2265,0.1439,0.1729
"HORSE CREEK","CO00012","72h","USC00053553",59,56.172,0.227,0.1603,0.1089
"HORSE CREEK","CO00012","72h","US1COBO0008",25,61.384,0.2079,0.2447,0.1198
"HORSE CREEK","CO00012","72h","US1COWE0171",25,55.859,0.2152,0.343,0.2053
"HORSE CREEK","CO00012","72h","USC00055116",102,55.115,0.2358,0.1785,0.1168
"HORSE CREEK","CO00012","72h","USC00053546",68,49.289,0.2303,0.1261,0.1329
"HORSE CREEK","CO00012","72h","US1COJF0072",21,55.272,0.2193,0.2073,0.1129
"HORSE CREEK","CO00012","72h","USC00051547",45,62.812,0.2478,0.1429,0.1375
"HORSE CREEK","CO00012","72h","USC00052223",28,52.394,0.2465,0.1451,0.1713
"HORSE CREEK","CO00012","72h","USC00051179",91,60.041,0.2408,0.21,0.1206
"HORSE CREEK","CO00012","72h","US1COAR0085",23,64.268,0.227,0.2545,0.257
"HORSE CREEK","CO00012","72h","US1COBO0143",25,53.049,0.1972,0.2108,0.0088
"HORSE CREEK","CO00012","72h","US1CODN0016",24,63.186,0.2117,0.2013,0.1812
"SULLIVAN LAKE","WA00012","24h","USC00450844",57,35.337,0.1522,0.1542,0.1167
"SULLIVAN LAKE","WA00012","24h","USS0017A01S",43,55.465,0.1305,0.1021,0.0178
"SULLIVAN LAKE","WA00012","24h","CA001148670",45,33.182,0.1574,0.0938,0.1329
"SULLIVAN LAKE","WA00012","24h","CA001141800",34,29.799,0.1298,0.1965,0.1131
"SULLIVAN LAKE","WA00012","24h","USS0016A12S",26,92.182,0.2145,0.0529,0.1175
"SULLIVAN LAKE","WA00012","24h","USC00455946",99,29.491,0.1526,0.2578,0.2019
"SULLIVAN LAKE","WA00012","24h","CA001148700",72,35.327,0.1518,0.2545,0.1756
"SULLIVAN LAKE","WA00012","24h","CA001146870",55,39.659,0.1599,0.2054,0.0978
"SULLIVAN LAKE","WA00012","24h","CA001146874",28,36.342,0.1271,0.2425,0.2586
"SULLIVAN LAKE","WA00012","24h","USC00451650",47,27.889,0.1425,0.235,0.1734
"SULLIVAN LAKE","WA00012","24h","USC00451630",74,29.149,0.1589,0.2103,0.134
"SULLIVAN LAKE","WA00012","24h","CA001141455",60,35.81,0.1536,0.2419,0.2196
"SULLIVAN LAKE","WA00012","24h","USC00107264",107,30.469,0.1907,0.3418,0.3265
"SULLIVAN LAKE","WA00012","24h","CA001147995",20,38.861,0.15,0.1185,0.0466
"SULLIVAN LAKE","WA00012","24h","USS0016A14S",23,39.427,0.1982,0.0678,0.1156
"SULLIVAN LAKE","WA00012","24h","CA001142164",27,30.535,0.1547,0.1907,0.1718
"SULLIVAN LAKE","WA00012","24h","CA001146810",33,35.547,0.1519,0.1914,0.1665
"SULLIVAN LAKE","WA00012","24h","CA001142160",101,31.905,0.1796,0.2391,0.1177
"SULLIVAN LAKE","WA00012","24h","CA00114B1F0",20,31.391,0.1656,0.2501,0.1889
"SULLIVAN LAKE","WA00012","24h","USC00107386",120,42.181,0.1332,0.1684,0.2043
"SULLIVAN LAKE","WA00012","24h","CA001144635",27,33.306,0.179,0.1884,0.2422
"SULLIVAN LAKE","WA00012","24h","CA001141457",47,30.621,0.185,0.4254,0.3591
"SULLIVAN LAKE","WA00012","24h","USC00454178",24,29.451,0.1921,0.1864,0.0965
"SULLIVAN LAKE","WA00012","24h","USS0016A10S",42,70.528,0.1742,0.2327,0.1891
"SULLIVAN LAKE","WA00012","24h","CA001142130",27,34.239,0.1532,0.2332,0.214
"SULLIVAN LAKE","WA00012","24h","USC00451395",72,33.246,0.1813,0.2718,0.226
"SULLIVAN LAKE","WA00012","24h","USC00454549",63,27.42,0.1691,0.2454,0.1296
"SULLIVAN LAKE","WA00012","24h","CA001147620",50,35.755,0.1472,0.3413,0.2661
"SULLIVAN LAKE","WA00012","24h","CA001145430",51,33.229,0.1472,0.2913,0.2178
"SULLIVAN LAKE","WA00012","24h","CA001140876",31,29.435,0.194,0.2574,0.2849
"SULLIVAN LAKE","WA00012","24h","CA001145445",21,27.884,0.1168,0.1371,0.0787
"SULLIVAN LAKE","WA00012","24h","USC00101079",91,35.141,0.1676,0.2007,0.1658
"SULLIVAN LAKE","WA00012","24h","USC00455844",88,39.758,0.1744,0.3136,0.2369
"SULLIVAN LAKE","WA00012","24h","CA00114EMDM",35,37.813,0.1474,0.2156,0.208
"SULLIVAN LAKE","WA00012","24h","USC00108137",101,45.171,0.1415,0.1357,0.1584
"SULLIVAN LAKE","WA00012","24h","CA001140905",22,32.282,0.1266,0.0738,0.1884
"SULLIVAN LAKE","WA00012","24h","CA001144230",35,35.124,0.2174,0.1199,0.1419
"SULLIVAN LAKE","WA00012","24h","CA001145442",33,40.447,0.1372,0.0971,0.1289
"SULLIVAN LAKE","WA00012","24h","CA001142400",66,27.543,0.1508,0.2054,0.244
"SULLIVAN LAKE","WA00012","24h","CA001133275",31,25.389,0.2123,0.2677,0.1833
"SULLIVAN LAKE","WA00012","24h","CA001133270",66,26.855,0.1711,0.1811,0.205
"SULLIVAN LAKE","WA00012","24h","CA001146168",25,32.44,0.1837,0.2238,0.338
"SULLIVAN LAKE","WA00012","24h","CA001134735",24,29.338,0.1315,0.2748,0.2994
"SULLIVAN LAKE","WA00012","24h","USW00094119",28,34.308,0.1234,0.221,0.24
"SULLIVAN LAKE","WA00012","24h","USC00452066",55,33.121,0.1489,0.1845,0.1608
"SULLIVAN LAKE","WA00012","72h","USC00455317",42,48.709,0.1305,0.0638,0.0562
"SULLIVAN LAKE","WA00012","72h","USC00450844",57,48.368,0.1705,0.1489,0.152
"SULLIVAN LAKE","WA00012","72h","USS0017A01S",43,82.814,0.1239,0.1126,0.1899
"SULLIVAN LAKE","WA00012","72h","CA001141800",34,42.606,0.1112,0.0926,0.1466
"SULLIVAN LAKE","WA00012","72h","USC00455946",99,38.749,0.1254,0.2298,0.1902
"SULLIVAN LAKE","WA00012","72h","CA001148700",72,50.511,0.1494,0.2699,0.2306
"SULLIVAN LAKE","WA00012","72h","CA001146870",55,55.599,0.1483,0.1881,0.2289
"SULLIVAN LAKE","WA00012","72h","CA001146874",28,55.256,0.1441,0.2051,0.1224
"SULLIVAN LAKE","WA00012","72h","USC00451650",47,37.041,0.1475,0.0994,0.0602
"SULLIVAN LAKE","WA00012","72h","USC00451630",74,39.634,0.1682,0.2471,0.1891
"SULLIVAN LAKE","WA00012","72h","CA001141455",60,50.683,0.129,0.1398,0.212
"SULLIVAN LAKE","WA00012","72h","CA001147995",20,52.571,0.1584,0.1595,0.2545
"SULLIVAN LAKE","WA00012","72h","CA001142164",27,41.772,0.1533,0.2256,0.1306
"SULLIVAN LAKE","WA00012","72h","CA001146810",33,52.661,0.1439,0.2831,0.2291
"SULLIVAN LAKE","WA00012","72h","CA001142160",101,45.56,0.1675,0.1949,0.2052
"SULLIVAN LAKE","WA00012","72h","USC00107386",120,60.866,0.1517,0.1884,0.1479
"SULLIVAN LAKE","WA00012","72h","CA001141457",47,42.215,0.1705,0.3314,0.2729
"SULLIVAN LAKE","WA00012","72h","USC00454178",24,37.994,0.1576,0.0242,0.1363
"SULLIVAN LAKE","WA00012","72h","USS0016A10S",42,114.485,0.1782,0.0983,0.1517
"SULLIVAN LAKE","WA00012","72h","CA001142130",27,48.788,0.1095,0.0302,0.1427
"SULLIVAN LAKE","WA00012","72h","USC00451395",72,43.819,0.1539,0.2029,0.2127
"SULLIVAN LAKE","WA00012","72h","USC00454549",63,37.485,0.1529,0.217,0.154
"SULLIVAN LAKE","WA00012","72h","CA001147620",50,50.546,0.1266,0.2698,0.1888
"SULLIVAN LAKE","WA00012","72h","CA001145430",51,48.503,0.1212,0.1641,0.19
"SULLIVAN LAKE","WA00012","72h","CA001140876",31,41.436,0.1767,0.2547,0.1779
"SULLIVAN LAKE","WA00012","72h","USC00101079",91,50.884,0.1678,0.112,0.118
"SULLIVAN LAKE","WA00012","72h","USC00455844",88,55.25,0.1463,0.1707,0.1521
"SULLIVAN LAKE","WA00012","72h","CA00114EMDM",35,57.565,0.1332,0.2684,0.1774
"SULLIVAN LAKE","WA00012","72h","USC00108137",101,65.65,0.147,0.1258,0.1282
"SULLIVAN LAKE","WA00012","72h","USS0018A21S",23,44.133,0.2011,0.0454,0.1859
"SULLIVAN LAKE","WA00012","72h","CA001140905",22,45.943,0.1537,0.0511,0.0261
"SULLIVAN LAKE","WA00012","72h","CA001145442",33,61.962,0.1307,0.0973,0.059
"SULLIVAN LAKE","WA00012","72h","CA001142400",66,37.224,0.134,0.0919,0.1035
"SULLIVAN LAKE","WA00012","72h","CA001133275",31,34.076,0.1595,0.226,0.1775
"SULLIVAN LAKE","WA00012","72h","CA001133270",66,35.385,0.1297,0.1111,0.1437
"SULLIVAN LAKE","WA00012","72h","CA001146168",25,41.999,0.1403,0.0733,0.161
"SULLIVAN LAKE","WA00012","72h","CA001134735",24,36.32,0.1395,0.2475,0.1649
"SULLIVAN LAKE","WA00012","72h","USW00094119",28,49.731,0.1488,0.1931,0.21
"SULLIVAN LAKE","WA00012","72h","USS0015A03S",39,82.516,0.1779,0.034,0.0806
"BROGDEN BRIDGE","FL18001","24h","USC00084289",94,103.763,0.2286,0.2824,0.153
"BROGDEN BRIDGE","FL18001","24h","USC00081046",102,112.682,0.2081,0.3441,0.2061
"BROGDEN BRIDGE","FL18001","24h","USC00081163",64,106.363,0.1852,0.3503,0.2637
"BROGDEN BRIDGE","FL18001","24h","USC00086414",116,108.724,0.2178,0.2849,0.1905
"BROGDEN BRIDGE","FL18001","24h","USC00086419",20,98.813,0.1875,0.1025,0.2526
"BROGDEN BRIDGE","FL18001","24h","USW00012818",28,110.272,0.2333,0.2323,0.3126
"BROGDEN BRIDGE","FL18001","24h","USW00012819",28,97.838,0.224,0.0947,0.1138
"BROGDEN BRIDGE","FL18001","24h","USC00089430",38,119.973,0.2132,0.3324,0.3705
"BROGDEN BRIDGE","FL18001","24h","USC00085076",69,98.438,0.1988,0.2479,0.1709
"BROGDEN BRIDGE","FL18001","24h","USC00082827",63,105.721,0.2502,0.3614,0.2153
"BROGDEN BRIDGE","FL18001","24h","USC00087851",117,117.831,0.2419,0.3633,0.2338
"BROGDEN BRIDGE","FL18001","24h","US1FLMR0013",20,139.131,0.2472,0.1203,0.1531
"BROGDEN BRIDGE","FL18001","24h","USC00084327",30,101.779,0.1511,0.1152,0.1116
"BROGDEN BRIDGE","FL18001","24h","USC00081641",77,103.483,0.1891,0.2131,0.1918
"BROGDEN BRIDGE","FL18001","24h","USC00089120",66,128.984,0.1992,0.1875,0.1412
"BROGDEN BRIDGE","FL18001","24h","USC00081432",65,110.123,0.2507,0.2737,0.1235
"BROGDEN BRIDGE","FL18001","24h","USC00083986",61,115.475,0.2237,0.372,0.2869
"BROGDEN BRIDGE","FL18001","24h","USC00083321",36,99.82,0.1579,0.276,0.1979
"BROGDEN BRIDGE","FL18001","24h","USC00083316",59,103.483,0.196,0.3017,0.1669
"BROGDEN BRIDGE","FL18001","24h","USC00084332",64,106.951,0.1893,0.2606,0.2169
"BROGDEN BRIDGE","FL18001","24h","US1FLHB0048",20,134.758,0.2366,0.2415,0.317
"BROGDEN BRIDGE","FL18001","24h","USW00012816",52,100.768,0.2041,0.1707,0.1296
"BROGDEN BRIDGE","FL18001","24h","USC00084771",23,96.625,0.233,0.3464,0.2921
"BROGDEN BRIDGE","FL18001","24h","USC00088824",127,126.121,0.2217,0.265,0.2146
"BROGDEN BRIDGE","FL18001","24h","USC00081978",95,95.202,0.1923,0.2462,0.1873
"BROGDEN BRIDGE","FL18001","24h","USC00087205",116,107.372,0.1927,0.2686,0.2019
"BROGDEN BRIDGE","FL18001","24h","USC00086584",21,99.031,0.1913,0.2321,0.2108
"BROGDEN BRIDGE","FL18001","24h","USC00082229",110,109.808,0.2174,0.2645,0.1584
"BROGDEN BRIDGE","FL18001","24h","USC00087982",65,119.879,0.2423,0.4011,0.2508
"BROGDEN BRIDGE","FL18001","24h","USW00012883",60,99.755,0.1744,0.2446,0.2991
"BROGDEN BRIDGE","FL18001","24h","USW00012841",103,106.419,0.2073,0.2947,0.1936
"BROGDEN BRIDGE","FL18001","24h","USC00084802",32,115.68,0.2116,0.1969,0.1773
"BROGDEN BRIDGE","FL18001","72h","USC00084289",94,136.29,0.2063,0.3277,0.2595
"BROGDEN BRIDGE","FL18001","72h","USC00081046",102,146.456,0.2259,0.3373,0.2316
"BROGDEN BRIDGE","FL18001","72h","USC00081163",64,135.212,0.177,0.3688,0.3115
"BROGDEN BRIDGE","FL18001","72h","USC00086414",116,134.767,0.2043,0.3205,0.2154
"BROGDEN BRIDGE","FL18001","72h","USW00012818",28,135.386,0.2191,0.1514,0.3166
"BROGDEN BRIDGE","FL18001","72h","USW00012819",28,123.983,0.2141,0.1691,0.1726
"BROGDEN BRIDGE","FL18001","72h","USC00089430",38,143.951,0.2047,0.4259,0.3656
"BROGDEN BRIDGE","FL18001","72h","USC00085076",69,122.348,0.1969,0.2138,0.2049
"BROGDEN BRIDGE","FL18001","72h","USC00082827",63,131.186,0.2104,0.3696,0.279
"BROGDEN BRIDGE","FL18001","72h","USC00087851",117,151.576,0.2361,0.4101,0.2544
"BROGDEN BRIDGE","FL18001","72h","US1FLMR0013",20,158.254,0.2369,0.154,0.2074
"BROGDEN BRIDGE","FL18001","72h","USC00084327",30,130.195,0.1887,0.3067,0.2267
"BROGDEN BRIDGE","FL18001","72h","USC00081641",77,128.957,0.1934,0.221,0.1276
"BROGDEN BRIDGE","FL18001","72h","USC00089120",66,166.751,0.1906,0.2502,0.2127
"BROGDEN BRIDGE","FL18001","72h","USC00081432",65,141.319,0.2378,0.2607,0.1956
"BROGDEN BRIDGE","FL18001","72h","USC00083986",61,147.015,0.2024,0.3105,0.2646
"BROGDEN BRIDGE","FL18001","72h","USC00083321",36,123.88,0.1817,0.3152,0.2552
"BROGDEN BRIDGE","FL18001","72h","USC00083316",59,133.849,0.1928,0.2908,0.1863
"BROGDEN BRIDGE","FL18001","72h","USC00084332",64,132.801,0.2019,0.312,0.148
"BROGDEN BRIDGE","FL18001","72h","US1FLHB0048",20,155.587,0.2125,0.1802,0.2461
"BROGDEN BRIDGE","FL18001","72h","USW00012816",52,129.493,0.2171,0.3606,0.2754
"BROGDEN BRIDGE","FL18001","72h","USC00084771",23,115.982,0.1762,0.2833,0.2574
"BROGDEN BRIDGE","FL18001","72h","USC00088824",127,164.712,0.2181,0.2415,0.1654
"BROGDEN BRIDGE","FL18001","72h","USC00081978",95,130.306,0.1977,0.256,0.162
"BROGDEN BRIDGE","FL18001","72h","USC00087205",116,143.57,0.1925,0.3051,0.2218
"BROGDEN BRIDGE","FL18001","72h","USC00082229",110,144.6,0.2167,0.3579,0.2375
"BROGDEN BRIDGE","FL18001","72h","USC00087982",65,141.311,0.2323,0.3075,0.1815
"BROGDEN BRIDGE","FL18001","72h","USW00012883",60,127.584,0.1954,0.2345,0.2124
"BROGDEN BRIDGE","FL18001","72h","USW00012841",103,137.904,0.1973,0.2903,0.2337
"BROGDEN BRIDGE","FL18001","72h","USC00084802",32,143.65,0.1867,0.2074,0.316
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00291630",84,30.698,0.1984,0.2018,0.1056
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00297323",100,36.717,0.1801,0.2275,0.1435
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00292860",39,36.427,0.1753,0.096,0.0617
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00298352",40,28.922,0.2128,0.2605,0.1626
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00299085",78,36.566,0.195,0.2335,0.1383
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00298668",99,29.845,0.1884,0.1902,0.1385
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00298673",34,34.02,0.1632,0.009,0.0698
"QUESTA TAILINGS DAM 1","NM00532","24h","USS0005N16S",46,37.504,0.1873,0.2303,0.239
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00290407",22,37.511,0.137,0.1606,0.0995
"QUESTA TAILINGS DAM 1","NM00532","24h","USS0005N19S",28,39.776,0.1917,0.1032,0.1906
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00290606",38,40.335,0.1935,0.2416,0.1897
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00291000",91,40.787,0.1986,0.23,0.2496
"QUESTA TAILINGS DAM 1","NM00532","24h","USS0006N14S",45,48.09,0.1952,0.1541,0.1361
"QUESTA TAILINGS DAM 1","NM00532","24h","USS0005N18S",45,41.649,0.1533,0.2266,0.1577
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00057428",24,31.908,0.172,0.0894,0.0248
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00296321",26,29.406,0.1857,0.1797,0.0899
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00055322",91,23.595,0.2061,0.1296,0.1425
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00296705",36,32.905,0.1864,0.1755,0.1135
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00291653",64,40.041,0.172,0.1962,0.1347
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00292820",72,31.083,0.1786,0.1418,0.1765
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00290795",55,39.088,0.1775,0.1384,0.1868
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00291813",118,47.872,0.2339,0.2562,0.1675
"QUESTA TAILINGS DAM 1","NM00532","24h","USS0006N04S",45,37.37,0.1418,0.0197,0.1759
"QUESTA TAILINGS DAM 1","NM00532","24h","USS0005M03S",46,46.608,0.2317,0.2647,0.3052
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00291656",23,42.247,0.1963,0.0317,0.1095
"QUESTA TAILINGS DAM 1","NM00532","24h","US1NMRA0001",21,28.96,0.1658,0.1486,0.1729
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00290646",49,49.842,0.2278,0.2394,0.1103
"QUESTA TAILINGS DAM 1","NM00532","24h","USS0005M14S",46,47.234,0.2347,0.2707,0.3211
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00292384",48,53.859,0.2282,0.2671,0.2835
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00296275",63,51.121,0.2173,0.2491,0.1218
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00299113",41,36.573,0.2396,0.2084,0.0516
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00055990",63,40.841,0.1798,0.1891,0.1853
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00291389",67,31.94,0.1752,0.1966,0.0956
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00290245",65,32.523,0.1847,0.1624,0.1653
"QUESTA TAILINGS DAM 1","NM00532","24h","USS0005M08S",37,35.989,0.1994,0.1252,0.1449
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00052048",29,52.397,0.1867,0.2144,0.086
"QUESTA TAILINGS DAM 1","NM00532","24h","USS0006M22S",46,57.46,0.1931,0.0786,0.1442
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00298845",59,35.505,0.1977,0.2735,0.1761
"QUESTA TAILINGS DAM 1","NM00532","24h","USW00023061",77,22.638,0.2078,0.146,0.1832
"QUESTA TAILINGS DAM 1","NM00532","24h","USS0005M07S",46,46.669,0.2051,0.2004,0.2449
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00295691",42,52.564,0.2041,0.275,0.2731
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00050776",67,22.981,0.1684,0.1024,0.2229
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00293511",69,29.111,0.2125,0.1936,0.2008
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00293031",73,32.945,0.2007,0.1878,0.1145
"QUESTA TAILINGS DAM 1","NM00532","24h","USC00050128",20,21.809,0.1937,0.1619,0.2154
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00291630",84,39.85,0.1952,0.2283,0.1351
"QUESTA TAILINGS DAM 1","NM00532","72h","USS0005N11S",45,46.906,0.1853,0.2601,0.1661
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00292860",39,46.495,0.137,0.1504,0.0917
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00298352",40,38.746,0.1964,0.2036,0.0737
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00299085",78,43.689,0.1861,0.2057,0.1613
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00298668",99,37.418,0.2089,0.1993,0.1486
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00292700",72,46.693,0.2057,0.2218,0.2135
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00298673",34,46.25,0.1784,0.0507,0.1513
"QUESTA TAILINGS DAM 1","NM00532","72h","USS0005N16S",46,49.942,0.1845,0.2264,0.262
"QUESTA TAILINGS DAM 1","NM00532","72h","USS0005N19S",28,57.371,0.2179,0.193,0.2273
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00291000",91,54.922,0.1933,0.1951,0.1858
"QUESTA TAILINGS DAM 1","NM00532","72h","USS0006N14S",45,73.016,0.1598,0.0759,0.1627
"QUESTA TAILINGS DAM 1","NM00532","72h","USS0005N18S",45,58.591,0.1643,0.0903,0.0683
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00057428",24,37.183,0.1697,0.0419,0.2091
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00296321",26,34.699,0.1712,0.2331,0.1982
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00055322",91,29.783,0.2059,0.0979,0.0684
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00296705",36,41.749,0.2044,0.2572,0.1982
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00291653",64,58.343,0.1717,0.141,0.109
"QUESTA TAILINGS DAM 1","NM00532","72h","USS0005N04S",20,50.099,0.2268,0.197,0.2516
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00292820",72,38.17,0.1681,0.1404,0.1399
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00290795",55,52.348,0.1701,0.043,0.1725
"QUESTA TAILINGS DAM 1","NM00532","72h","USS0006N04S",45,51.39,0.1399,0.0498,0.1698
"QUESTA TAILINGS DAM 1","NM00532","72h","USS0005M03S",46,62.85,0.2075,0.2282,0.3128
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00291656",23,59.606,0.2508,0.267,0.31
"QUESTA TAILINGS DAM 1","NM00532","72h","US1NMRA0001",21,36.05,0.2115,0.2456,0.1337
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00290646",49,63.885,0.196,0.2133,0.0433
"QUESTA TAILINGS DAM 1","NM00532","72h","USS0005M14S",46,66.885,0.215,0.3222,0.4216
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00291180",34,54.738,0.1486,0.2624,0.2507
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00292384",48,62.173,0.2149,0.3498,0.2551
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00296275",63,68.693,0.2252,0.2386,0.1065
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00299113",41,43.828,0.2116,0.1482,0.109
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00055990",63,53.004,0.1855,0.1711,0.1344
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00290245",65,39.465,0.1932,0.0804,0.1265
"QUESTA TAILINGS DAM 1","NM00532","72h","USS0005M08S",37,49.329,0.1848,0.1688,0.1424
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00052048",29,85.383,0.2103,0.198,0.1179
"QUESTA TAILINGS DAM 1","NM00532","72h","USS0006M22S",46,91.959,0.1752,-0.0201,0.1548
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00298845",59,42.776,0.162,0.1874,0.2192
"QUESTA TAILINGS DAM 1","NM00532","72h","USW00023061",77,26.423,0.2022,0.1388,0.1257
"QUESTA TAILINGS DAM 1","NM00532","72h","USS0005M07S",46,63.352,0.1894,0.2617,0.3601
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00295691",42,65.991,0.2324,0.279,0.1209
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00050776",67,29.959,0.1859,0.1043,0.1513
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00293511",69,37.668,0.2116,0.1924,0.1625
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00293031",73,39.172,0.2052,0.1132,0.0825
"QUESTA TAILINGS DAM 1","NM00532","72h","USC00050128",20,27.769,0.1927,-0.0553,0.0516
"WEST HILL DAM","MA00971","24h","USC00195524",61,85.839,0.1686,0.2384,0.1293
"WEST HILL DAM","MA00971","24h","USC00194760",85,87.51,0.1883,0.3037,0.244
"WEST HILL DAM","MA00971","24h","USC00199316",48,88.121,0.1878,0.2118,0.1443
"WEST HILL DAM","MA00971","24h","USC00194771",29,84.656,0.2466,0.4053,0.2901
"WEST HILL DAM","MA00971","24h","USC00379423",66,88.049,0.1753,0.1953,0.1937
"WEST HILL DAM","MA00971","24h","USC00192997",93,92.44,0.1956,0.2966,0.2334
