"site","site_id","duration","station_id","name","lat","lon","elev_m","distance_km","n_years","mean_mm"
"ROCK ISLAND","WA00084","72h","USS0021B55S","Olallie Meadows",47.37,-121.44,1228.3,101.5,45,238.13
"ROCK ISLAND","WA00084","72h","USC00458442","TIETON INTAKE",46.6667,-121,694.9,103.5,27,61
"ROCK ISLAND","WA00084","72h","USS0021B20S","Tinkham Creek",47.33,-121.47,911.4,103.9,33,192.5
"ROCK ISLAND","WA00084","72h","USS0021B59S","Meadows Pass",47.28,-121.47,984.5,104.3,33,189.63
"ROCK ISLAND","WA00084","72h","USC00453730","HOLDEN VILLAGE",48.1989,-120.7736,980.8,106.1,55,103.66
"ROCK ISLAND","WA00084","72h","USC00450969","BUMPING LAKE",46.8667,-121.3,1049.1,106.7,49,115.16
"ROCK ISLAND","WA00084","72h","USS0021B13S","Corral Pass",47.02,-121.46,1767.8,110.2,43,102.4
"ROCK ISLAND","WA00084","72h","USS0021B21S","Mount Gardner",47.36,-121.57,890,111.3,33,180.76
"ROCK ISLAND","WA00084","72h","USC00457038","RIMROCK TIETON DAM",46.65,-121.1333,833,111.8,59,81.56
"ROCK ISLAND","WA00084","72h","USS0020A23S","Lyman Lake",48.2,-120.92,1822.7,111.9,44,141.05
"ROCK ISLAND","WA00084","72h","USS0021C38S","Bumping Ridge",46.81,-121.33,1405.1,112,45,145.51
"ROCK ISLAND","WA00084","72h","USC00459238","WILBUR",47.7681,-118.7239,659,112.1,107,31.44
"ROCK ISLAND","WA00084","72h","USC00458115","STOCKDILL RCH",48.3667,-120.3333,670.9,113.2,49,48.62
"ROCK ISLAND","WA00084","72h","USS0021B17S","Rex River",47.3,-121.6,1161.3,113.9,31,203.39
"ROCK ISLAND","WA00084","72h","USS0021C17S","Morse Lake",46.91,-121.48,1649,116.4,43,165.98
"ROCK ISLAND","WA00084","72h","USS0021B62S","Huckleberry Creek",47.07,-121.59,685.8,117.7,29,98.52
"ROCK ISLAND","WA00084","72h","USS0021B42S","Cougar Mountain",47.28,-121.67,975.4,119.3,44,173.92
"ROCK ISLAND","WA00084","72h","USS0021B60S","Skookum Creek",47.68,-121.61,1008.9,119.4,30,256.89
"ROCK ISLAND","WA00084","72h","USS0021C10S","Green Lake",46.55,-121.17,1804.4,121.8,44,79.92
"ROCK ISLAND","WA00084","72h","USC00458508","TOLT S FK RSVR",47.7,-121.6908,609.6,125.8,55,151.73
"ROCK ISLAND","WA00084","72h","USS0021C28S","White Pass E.S.",46.64,-121.38,1353.3,126.4,46,104.82
"ROCK ISLAND","WA00084","72h","USS0021C33S","Pigtail Peak",46.62,-121.39,1767.8,128.4,45,150.82
"ROCK ISLAND","WA00084","72h","USS0021B48S","Alpine Meadows",47.78,-121.7,1066.8,129.3,31,258.91
"ROCK ISLAND","WA00084","72h","USC00453410","GUNN'S RANCH",48.5167,-120.3,813.8,129.4,23,45.26
"ROCK ISLAND","WA00084","72h","USS0019A13S","Moses Mtn",48.36,-119.08,1527,134.2,35,62.64
"ROCK ISLAND","WA00084","72h","USS0021C39S","Lost Horse",46.36,-121.08,1560.6,134.4,36,73.91
"ROCK ISLAND","WA00084","72h","USS0020A12S","Park Creek Ridge",48.44,-120.92,1402.1,134.9,47,142.67
"ROCK ISLAND","WA00084","72h","USC00451666","CONCONULLY",48.5558,-119.7492,703.8,135.2,79,44.33
"ROCK ISLAND","WA00084","72h","USS0020A09S","Rainy Pass",48.52,-120.74,1490.5,137.6,45,133.77
"ROCK ISLAND","WA00084","72h","USC00453502","HARRINGTON 5 S",47.4167,-118.25,662,138.8,56,31.77
"ROCK ISLAND","WA00084","72h","USC00453515","HARRINGTON",47.4828,-118.2519,658.1,139.1,57,29.47
"DORENA","OR00008","24h","USS0022F42S","Holland Meadows",43.67,-122.57,1502.7,33.1,45,81.83
"DORENA","OR00008","24h","USC00359324","WICOPEE",43.6667,-122.2667,878.1,56.6,22,71.79
"DORENA","OR00008","24h","USS0022F05S","Railroad Overpass",43.66,-122.21,816.9,61.2,45,68.12
"DORENA","OR00008","24h","USC00358536","TOKETEE FALLS",43.2753,-122.4503,637,69.2,74,64.99
"DORENA","OR00008","24h","USS0022F04S","Salt Creek Falls",43.61,-122.12,1286.3,69.6,46,93.34
"DORENA","OR00008","24h","USS0022F45S","Toketee Airstrip",43.23,-122.43,987.6,74.3,23,72.12
"DORENA","OR00008","24h","USS0022F43S","Roaring River",43.9,-122.03,1508.8,75.2,46,79.54
"DORENA","OR00008","24h","USC00356251","ODELL LAKE",43.5833,-122.05,1460.9,75.9,23,84.09
"DORENA","OR00008","24h","USC00351415","CASCADE SUMMIT",43.5833,-122.0333,1476.1,77.1,21,72.79
"DORENA","OR00008","24h","USS0021F21S","Irish Taylor",43.8,-121.95,1688.6,80.6,46,72.12
"DORENA","OR00008","24h","USS0021F10S","New Crescent Lake",43.51,-121.98,1496.6,83.9,46,59.46
"DORENA","OR00008","24h","USC00351978","CRESCENT LAKE JUNCTION",43.5333,-121.9333,1452.1,86.5,23,54.06
"DORENA","OR00008","24h","USS0022E07S","Jump Off Joe",44.39,-122.17,1072.9,92.3,48,103.2
"DORENA","OR00008","24h","USC00350652","BELKNAP SPRINGS 8 N",44.2867,-122.0389,655.9,92.3,55,98.36
"DORENA","OR00008","24h","USS0022F18S","Diamond Lake",43.19,-122.14,1609.3,92.8,45,66.64
"DORENA","OR00008","24h","USS0021E07S","Mckenzie",44.21,-121.87,1453.9,99,45,104.8
"DORENA","OR00008","24h","USC00359316","WICKIUP DAM",43.6825,-121.6875,1328.6,102.3,80,42.64
"DORENA","OR00008","24h","USS0021F22S","Chemult Alternate",43.23,-121.81,1478.3,110.6,46,49.61
"DORENA","OR00008","24h","USC00357559","SANTIAM PASS",44.4167,-121.8667,1447.2,112,22,86.56
"DORENA","OR00008","24h","USC00351546","CHEMULT",43.2292,-121.7894,1450.8,112.1,57,52.57
"DORENA","OR00008","24h","USS0021E13S","Three Creeks Meadow",44.14,-121.64,1734.3,112.5,46,71.38
"DORENA","OR00008","24h","USS0021E06S","Hogg Pass",44.42,-121.86,1460,112.6,47,86.1
